global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66
5993.041134030319	n/a	n/a	35916542.03417941	7383.844219828761	n/a	54521155.46269861	n/a	5256.591238839285	n/a	27631751.45224193	n/a	5713.04618447869	4213.836520293265	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3205386345056809	n/a	0.1027450162107664	n/a	0.5088559372886436	n/a	n/a	0.258934364913904	-1.2277456180694912	n/a	n/a	1.507359302688837	0.0106262100339291	n/a	n/a	0.0001129163396851	-0.00524819138549	n/a	n/a	2.754351281873145e-05	0.0018789536563433	n/a	3.530466842685856e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4724.860071462222	-1268.181062568097	1608283.2074563485	22324302.69489799	4968.772634107013	-2415.0715857217483	24688701.48945074	5832570.76416056	4324.499174197149	-932.0920646421364	18701293.107631825	868795.6169688406	4296.677573476831	3744.106702399976	9.936814	297.32486	4.578490645377139	3.2689579195499974	-0.2168274635	0.1844758886	-0.2537271638	0.2424208455	0.0089024614	0.1517554648	0.0952093887	-0.1860776141	0.2345761902	0.1743251418	0.277728363	-0.1757753979	0.2429730519	-0.1671474788	0.1573809599	-0.2647533539	-0.4252925325	0.0059519496	-0.1433502161	0.0826576755	-0.0011375393	0.2002853512	-0.1917492695	0.0509642947	0.1234710852	-0.1679170797	0.1261667885	-0.1199690713	0.1754248565	-0.2087296478	0.0346912285	-0.1181606451	0.2825428641	-0.1256464326	0.3370371146	-0.0599042664	0.1175571323	0.0867059805	-0.1945675875	0.1121489578	0.1121325392	0.1121051767	0.0	-0.0188968354333383	-0.3394354699390192	0.0003570903893946	0.1152164382527227	0.5288413437341575	0.0199854064455138	0.0003994164707923	0.2796731668425493	1.2378074373708046	2.465553055440296	6.078951869190979	1.5321672520104783	-0.0153582554764579	-0.025984465510387	0.0006751924478604	0.0002358760112801	0.000483852802499	0.005732044187989	3.285633057305848e-05	2.341135344861363e-07	-0.0014748709163269	-0.0033538245726702	2.1752442198269497e-06	1.1248139264246453e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4444.755318252364	-280.10475320985734	78458.67277075509	19755849.83913268	4656.26376697629	-312.50886713072305	21680792.26765623	97661.79203532792	4224.71664499028	-99.7825292068692	17848230.730457924	9956.553134919704	4207.643014170212	3190.3863786100137	4.081043	122.111122	4.21484716754703	2.783583097701945	-0.21685336	-0.0196087228	-0.1415124986	-0.1955753607	0.4013800115	0.0996349071	-0.0559123266	-0.3105260917	0.2833768582	0.3652331794	0.0232322492	-0.356577617	0.0665629313	0.1096783707	-0.0844236086	-0.158584563	0.0519623775	0.3879229395	-0.0020417322	-0.0741714829	-0.0104055726	0.0216167835	-0.3202859396	0.0727551344	-0.300429656	-0.3052512465	-0.000874639	-0.1955168948	-0.1618598353	0.0790045145	0.2115015101	-0.157916676	-0.2942444394	0.0025227586	0.0496739839	0.1908136988	-0.2368272322	-0.2138457557	0.0495514106	0.1121051767	0.1119574576	0.1117114032	0.0	-0.3643529853676881	-0.3454561499343498	0.1327530979463467	0.1193399515274639	0.158002434005013	-0.3708389097291444	0.1375214969691005	0.0249647691515084	2.2783547104205155	1.040547273049711	1.0827386274511897	5.190900186495351	-0.0563608280269486	-0.0410025725504906	0.0016812109557582	0.0031765429358832	0.0014088962097655	0.0009250434072665	8.55705305327216e-07	1.984988529891592e-06	-0.0087073516552462	-0.0072324807389192	7.581797284811874e-05	5.230877763883865e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4762.695551738496	317.94023348613155	101085.99206921583	22683268.918549657	4979.638647744822	323.3748807685324	24796801.06211388	104571.31351206257	4397.276301933323	172.5596569430436	19336038.875544403	29776.835204300893	4341.372300206933	3916.585336581144	4.162155	124.538116	4.67570504344543	2.8098026878161093	0.0016284975	0.0408336571	0.102066365	-0.0842240091	0.0033306347	0.0533278111	0.0653813689	0.3459018105	0.0864724947	0.0314923043	0.0344791364	-0.0468510694	-0.0093280475	0.000389502	-0.0302396743	-0.0496938374	0.1502979194	0.0453439986	-0.0656767968	0.0829020995	0.0055385819	0.0175361821	0.0482326859	0.1223072044	0.1810008355	0.0538939109	-0.200964942	-0.2397555501	0.2551310956	-0.0817502756	-0.0446803424	0.1280080753	-0.1512089027	-0.0950394241	0.0651468404	-0.0689405862	-0.0720171026	-0.1260817282	-0.099651014	0.1120176316	0.1116075676	0.1109252393	0.0	-0.018631142703029	0.3457218426646591	0.0003471194784206	0.1195235924954473	-0.3567418964618554	-0.5147443304668684	0.2649617257477846	0.1272647806912011	0.3627752616139474	-1.915579448806568	3.669444624690075	0.1316058904390679	-0.0291630665639988	0.0271977614629497	0.0007397182285955	0.0008504844514162	-0.0005958464694768	-0.0020047426792423	4.018993209975595e-06	3.550330151879672e-07	8.333263270839109e-05	0.0087906842879545	6.944327674111612e-09	7.72761302504917e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4770.024126711513	7.328574973017567	53.70801113513943	22753130.16940993	4922.865968216297	-56.77267952852526	24234609.34102218	3223.137140848631	4433.833077566965	36.55677563364134	19658875.75972694	1336.397844728393	4377.941459324049	3813.336113083965	1.475203	44.14035	1.0725847382390945	0.6068018265753229	-0.0518340585	0.0275560557	0.1054323642	0.013752372	0.0234928557	-0.0799416149	-0.0518914621	0.0374918529	0.0527357044	-0.0551288551	-0.0475937227	0.0397436404	-0.0509325632	-0.0382839792	-0.0646752906	-0.0553805874	0.0894542169	0.0131580265	0.0100881182	0.1559790553	-0.0075984195	0.0153499398	0.0441559197	0.0673833371	0.0089907812	0.0749321111	-0.0634411934	-0.0009511505	0.0718191107	-0.0712122856	-0.1133903379	0.0581949966	-0.1802188877	0.0834699304	0.0159272563	-0.0225336748	0.0410627988	-0.0204888862	-0.0288527313	0.1118863567	0.1110834157	0.1097494464	0.0	0.031360519373365	0.049991662076394	0.0009834821753672	0.0024991662771603	-0.1473123783673884	0.209429518094467	0.0438607230492806	0.0217009368202566	0.1541389008788343	-0.2086363607351131	0.0435291310207922	0.0237588007641351	-0.0213259340249714	0.0078371325390274	6.142064643428204e-05	0.0004547954620374	-0.0037079827515964	-0.0031121362821196	9.685392238485206e-06	1.374913608613641e-05	0.0012246077582238	0.0011412751255154	1.4996641615019212e-06	1.3025089121202126e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4759.92990282007	-10.094223891443107	101.89335597058084	22656932.679760683	4989.370596242506	66.5046280262086	24893818.94664929	4422.8655489043695	4417.877672046011	-15.955405520953718	19517643.12516268	254.5749653380804	4381.762823528229	3808.6289185996006	1.018344	30.470442	0.4132058431977317	0.183395743585304	-0.0178782293	0.0101145805	0.1223619986	-0.0280841472	-0.0377161733	0.0585139353	0.0356496919	0.0512430929	-0.0639694657	-0.0247810177	0.0103776678	0.0306659748	0.0097790513	-0.0295944171	-0.0681857523	-0.0318369493	0.0960058486	-0.0296082439	-0.0215203214	0.0851459036	0.0003847469	0.0125965057	0.0266087512	0.1296775002	0.0568905131	0.0540463015	-0.0927548643	-0.0521965276	0.0465106746	0.0181995973	-0.0139671753	0.0029919071	-0.0788814428	-0.099042483	-0.0366864743	-0.0270765296	-0.0348867171	-0.0542207483	0.0108533662	0.1117114032	0.1103858203	0.1081881546	0.0	0.0552275475816088	0.0238670282082437	0.0030500820118788	0.0005696350354931	-0.2048562538340377	-0.0575438754666493	0.0033112976037212	0.0419660847349156	0.1965410167419179	0.0424021158630835	0.0017979394296663	0.0386283712619468	-0.0186502178989245	0.0026757161260469	7.159456787187431e-06	0.0003478306276773	-0.001940551405021	0.0017674313465754	3.123813564857332e-06	3.765739755528977e-06	-0.000120101242349	-0.0013447090005728	1.4424308413773232e-08	1.8082422962214991e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4725.494390630047	-34.43551219002347	1185.8044997892553	22330297.23587604	4923.983810069949	-65.38678617255664	24245616.56183097	4275.431805975644	4406.807090653801	-11.070581392209531	19419948.73423662	122.55777236153595	4365.760437989398	3711.410697104714	1.029471	30.803356	0.5228862359578363	0.3155966228665389	-0.0320135826	-0.0062990108	0.0826835699	-0.0202641276	0.0280697235	-0.0222466575	-0.0074287745	0.0103534831	-0.0279572629	-0.0069720704	-0.0441129392	0.0075272635	-0.020328287	0.0434511577	-0.0846282824	-0.0150389847	0.0600841642	-0.0168026739	0.0488676425	0.1005359522	-0.0318775708	0.0086994461	0.0177773372	0.0833534492	-0.0310740171	0.0553806909	0.0128103271	0.0747789263	-0.0180187928	-0.0133519803	-0.0303373637	-0.0344460937	-0.0815854189	-0.0340455953	-0.072719267	-0.0490996517	0.0543081112	-0.0204409552	-0.0399915929	0.1114928394	0.1095158704	0.106246848	0.0	0.083776616385407	0.0285490688037982	0.0070185214529876	0.000815049329564	-0.09848868981733	0.1063675640167076	0.0113140586748484	0.0097000220219342	0.1050000554518675	-0.0915409612900504	0.0083797475939065	0.0110250116448952	-0.0141361233672787	0.0045140945316458	2.037704944063453e-05	0.0001998299838549	-0.0025539443827671	-0.000613392977746	3.7625094514822747e-07	6.522631910267623e-06	0.0006809840852047	0.0008010853275537	4.637393243020821e-07	6.417377020218188e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4757.674303634958	32.179913004911214	1035.546801003654	22635464.779468384	4948.7661530250725	24.782342955123568	24490286.437326577	614.1645223453627	4408.691281367008	1.884190713206408	19436558.81440147	3.550174643733272	4364.184132591265	3729.5259561249695	1.069143	31.990417	0.1921479594034038	0.0989827630398971	-0.0148050127	-0.077143733	0.1101193414	0.0435340257	-0.0081243925	-0.0347188762	0.0289288938	0.101759455	-0.0539051574	-0.0085357255	-0.0243323612	0.0100773243	-0.0297149086	0.0225633861	-0.0017362859	-0.0008171915	0.0500461284	-0.071745905	0.056438573	0.0822934825	-0.0448270501	-0.039416148	0.0178080821	0.0772069447	-0.0276020954	0.0461748159	-0.0137013176	0.0437883143	0.0493423033	-0.0197624214	-0.0205804442	-0.0046990206	-0.0319767049	-0.006166352	-0.0379047262	-0.0319219952	-0.007939459	0.0374869076	0.0980963198	0.1112307506	0.1084749246	0.1039323455	0.0	0.040317715296922	-0.043458901088485	0.0016255181667636	0.0018886760838187	-0.1175293902296203	-0.0190407004122903	0.0003625482721905	0.0138131575677463	0.1162930959159211	0.0112930404640536	0.0001275327629227	0.0135240841577096	-0.0126122548463154	0.0015238685209632	2.3221752691828744e-06	0.0001590689723084	-0.003109108084752	-0.0005551637019848	3.082067360015788e-07	9.66655308267025e-06	0.0003929099593814	-0.0002880741258233	1.5437823618109338e-07	8.298670196885848e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4752.485060433998	-5.189243200959936	26.928244998708923	22586114.249648344	4963.95322010129	15.187067076217318	24640831.571353965	230.64700637752404	4426.749635476671	18.05835410966301	19596112.33519284	326.10415314998306	4387.076742281357	3468.698104211056	1.112859	33.29847	0.9079736548946769	0.4958599529569937	-0.1546705896	-0.0867481891	0.0497617347	0.0218151098	-0.0309943134	-0.0450043759	0.0219778983	0.0008055508	-0.031952521	-0.036537706	0.010418302	0.0363316659	0.0018696174	-0.0638945237	0.0322898066	-0.078620738	0.0501818817	-0.0603465574	-0.0142032144	0.0403536599	-0.1289134024	0.0002518912	-0.0216339081	0.0581904541	0.0274976987	0.0245254235	-0.0323843589	0.0789775752	0.0445016545	-0.0355693219	-0.052486761	-0.0394324417	-0.0786039849	-0.0328348979	-0.0659454081	-0.1260270899	-0.0631429375	-0.0065747526	0.0427541502	0.1109252393	0.107264608	0.1012527768	0.0	0.0184210068379968	-0.0218967084589251	0.0003393334929255	0.0004794658413351	0.0163974037622267	0.133926793991847	0.0179363861489346	0.0002688748501414	0.3892073102312707	0.2729142143153495	0.0744821683753645	0.1514823303374605	-0.0176247929045282	-0.0050125380582128	2.5125537785031745e-05	0.0003106333249275	0.0003320312891683	0.0034411393739203	1.1841440190744594e-05	1.1024477698676325e-07	-0.0007381313710566	-0.001131041330438	5.448379209378962e-07	1.2792544911589611e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4733.73396478729	-18.751095646708563	351.60358795201284	22408237.249380797	4965.695887366007	1.7426672647170562	24658135.645803675	3.0368891955164266	4413.836509036579	-12.913126440092128	19481952.72850421	166.7488344578064	4375.406100833989	3877.3797871599295	1.492815	44.667336	0.5083184840728247	0.2733558992194205	0.0045404079	0.1797579459	-0.0077817491	-0.1223517319	-0.018144797	0.0068797875	0.0240271553	0.0084004313	-0.0426374354	-0.0205870981	0.0239015005	0.0215008724	0.0217834148	0.0390932118	0.0460920518	-0.0433671838	0.0980325414	-0.0268771992	-0.0254173782	-0.0252075833	0.1157384604	0.0335350111	0.0407682034	0.0858938928	0.027141331	-0.0314053768	0.0603092536	-0.0497440423	-0.0009954095	-0.1175758557	0.0500544977	0.055062189	0.0214965563	0.0470183393	0.0220948076	-0.0800876924	-0.0946466584	0.0775943826	0.0601864474	0.1105764245	0.1058868105	0.098217554	0.0	0.0525470730866572	0.0341260662486604	0.0027611948899744	0.0011645883976079	-0.1976616949755367	-0.2140590987377634	0.0458212977524235	0.0390701456606021	0.4433875432459615	0.0541802330146908	0.0029354976495261	0.1965925135056894	-0.0176087872290715	1.600567545670048e-05	2.561816468252241e-10	0.0003100693876787	-0.0015640519586437	-0.0018960832478119	3.5951316826333016e-06	2.446258529337194e-06	0.0014688414271089	0.0022069727981655	2.15749513799131e-06	4.870728931842457e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
