global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48
5952.934460603297	n/a	n/a	35437428.69223827	7139.781421980834	n/a	50976478.75366266	n/a	5302.193908691406	n/a	n/a	28113260.24536425	5501.309605450876	4414.438111534314	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0101002923021837	n/a	0.0001020159045895	n/a	-0.0131268209339197	n/a	n/a	0.0001723134278311	0.2216972178393916	n/a	0.0491496563977266	n/a	9.400001471435528e-05	n/a	8.83600276629901e-09	n/a	0.0005109999466152	n/a	2.611209454407373e-07	n/a	-2.4017001785245543e-08	n/a	n/a	5.768163747524876e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4611.560209131436	-1341.3742514718615	1799284.8825116968	21266487.56244437	4708.933923430043	-2430.847498550791	22174058.69523026	5909019.561210638	4566.20596780216	-735.9879408892466	541678.2491343932	20850236.94039206	4343.79542538965	3292.0673537944813	11.977966	309.949127	0.2443235267296611	0.1328988438030854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0513111072660166	0.0614113995682003	0.0026328297288646	0.0037713599969251	0.0366872741692958	0.0498140951032154	0.0024814440709521	0.001345956085973	0.119500207463119	-0.1021970103762726	0.0142802995837284	0.0104442289298479	7.799999714365504e-05	-1.6000017570700248e-05	6.0839995544101944e-09	2.560005622627167e-10	3.548999982783129e-09	-0.0005109963976152	1.259540087779465e-17	2.611173183757292e-07	9.100000145175266e-05	9.102401845353792e-05	8.285371935430009e-09	8.281000264218986e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4559.306104969052	-52.25410416238356	2730.4914018132304	20787272.15880807	4697.916050201567	-11.017873228476674	22070415.214741487	121.393530478783	4549.664109892004	-16.541857910156068	273.6330631197929	20699443.5128394	4349.429802461393	3104.196637951333	1.145189	29.633595	0.1090643466806506	0.0628776342763906	-0.0046863638	0.0634902258	0.0012916607	-0.0879331006	0.0257033198	0.0324253027	0.0623942427	0.0364593761	-0.0151792177	0.0781875375	-0.0561535531	-0.0071773206	-0.0288034732	0.0002427396	-0.0403340813	-0.0117734095	0.0217275696	-0.0259516471	0.010424709	-0.0308461541	-0.0013210017	0.0799793688	-0.0170459873	0.0631481767	-0.044721565	0.0035879964	-0.0074283027	0.0090149481	-0.1057167388	0.0631418978	-0.0750266174	0.0245795718	-0.0352639305	0.0609870571	-0.0458094147	0.0463288605	-0.0108654053	0.0188608832	-0.0062813414	0.0649260415	-0.0119529883	-0.0652060591	0.1045776673	-0.0365976779	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0513800429813358	6.893571531919884e-05	0.0026399088167639	4.752132846569626e-09	0.0865588631263278	0.049871588957032	0.0024871753850991	0.0074924367857223	0.1538723011249203	0.0343720936618013	0.0236766850534781	0.0011814408226956	0.0001480000053669	7.000000822324497e-05	2.1904001588602433e-08	4.9000011512543636e-09	3.8183996853291546e-08	3.4634996870508417e-08	1.458017615692179e-15	1.1995830082201278e-15	0.0005159999251616	0.0004249999237098	1.80624935153376e-07	2.662559227667768e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4555.6828692894205	-3.6232356796317617	13.127836790156634	20754246.405537087	4656.75787789481	-41.15817230675657	21685393.93333537	1693.9951476326632	4549.571044921875	-0.0930649701285801	0.0086610886650335	20698596.69279152	4341.4165211199925	3126.16594553075	0.8498609999999999	21.991526	0.0781935700286154	0.061910673650736	0.0034557456	0.0681395492	-0.0269082424	-0.1266418305	-0.0029288879	0.0330247729	-0.0283200483	0.017094167	0.0266579934	0.0108323282	0.0883853177	0.0121014024	-0.0076450795	-0.0002695694	-0.00709536	0.0079473238	0.0030816892	-0.0101968257	-0.0114113103	0.0446392032	-0.0045570528	0.0785634312	-0.0471137927	0.0685255093	-0.0096659862	-0.0090062538	-0.0725107236	0.0407582153	-0.0960735241	0.0169935744	-0.0497187796	0.0669955665	0.0416217925	-0.0057967263	0.0240012073	-0.0551347749	0.008678775	0.0028808425	-0.0825851848	0.0929072396	0.0268653391	-0.0147349093	-0.0639444572	0.0247549032	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0459340352106494	-0.0054460077706863	0.0021099355907331	2.9659000638376645e-05	0.0922185486066808	0.005659685480353	3.203203973651863e-05	0.0085042607071227	0.2057062871941468	0.0518339860692264	0.0423150765912008	0.0026867621118247	-0.000151999992079	-0.0002999999974459	2.310399759201606e-08	8.999999846754e-08	-3.9595996037533616e-08	-7.777999289082517e-08	1.5678429022043778e-15	6.049727294096812e-15	0.0005209999618898	5.00003672820003e-06	2.5000367283349258e-11	2.71440960289173e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4553.781246492793	-1.901622796627635	3.616169260653906	20736923.640909456	4651.7180380234	-5.03983987140964	21638480.705272272	25.399985929450335	4549.563829848345	-0.0072150735295508	5.205728603682556e-05	20698531.041864343	4328.450244160937	3181.49022668062	0.7527669999999999	19.479067	0.0761646033050548	0.0519100930476082	-9.04114e-05	0.0810194307	-0.0547824077	-0.0879080955	0.0658947644	-0.0076038912	0.021559868	-0.0058679311	0.0591599461	0.0342473723	0.0723047225	-0.0007906835	-0.0120223156	0.0065527548	-0.027174629	0.0029182027	0.0025383411	0.0147006428	0.0196272021	-0.0070205038	-0.003280564	0.0840158521	-0.0259803321	0.0682311356	-0.0557833409	0.0195674845	-0.0295551065	0.004551257	-0.0904913096	0.0757722836	-0.0642953951	0.0610342359	0.015302315	0.0656285527	-0.0227156441	0.0370068549	0.005505756	-0.0098768204	-0.0394613774	0.0570700424	-0.005592116	-0.0215058788	0.0664399013	-0.0400789641	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.0513555476272102	0.0054215124165608	0.0026373922720906	2.939279688292296e-05	0.0828964681062416	-0.0093220805004392	8.690118485666878e-05	0.0068718244244891	0.161887882531758	-0.0438184046623887	0.0262076865106162	0.0019200525871568	6.500000008547702e-05	0.0002169999921644	4.2250000111120124e-09	4.708899659938308e-08	1.2544999705710325e-08	5.214099574324395e-08	1.573770176162721e-16	2.7186834370969828e-15	0.0003859999805367	-0.000134999981353	1.8224994965337345e-08	1.489959849743328e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4547.014703913814	-6.76654257897917	45.78609847313808	20675342.717608426	4661.266064272725	9.54802624932472	21727401.32194054	91.1648052577939	4551.796112419577	2.232282571231736	4.983085477824968	20718847.84903797	4340.0413109498495	3116.7539807893145	0.718437	18.59071	0.0997375685907491	0.0511973716983165	0.011293917	0.069552718	-0.0158699143	-0.1311333189	0.0037584313	0.0240540662	-0.0149338084	0.04004272	0.0536406841	0.0120235574	0.0533453711	0.003107655	0.0302813205	-0.0070527038	-0.0280255674	-7.37086e-05	-0.0216367714	-0.0187885644	0.0055222139	0.0061531485	-0.0089860018	0.083495435	-0.0442082596	0.0755046784	-0.0060947571	-0.0086204367	-0.0538089448	0.0439047746	-0.1050467291	0.0423301228	-0.032223145	0.0814797057	0.0406251543	0.0163658624	0.0083272208	-0.0103094655	0.0006631416	-0.0061189068	-0.0508224331	0.0900956393	-0.0110996801	-0.0344557064	-0.0104208846	0.0486951633	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0431348386753143	-0.0082207089518959	0.0018606143075453	6.758005567178143e-05	0.1142350602936943	0.0313385921874527	0.0009821073602914	0.0130496490003039	0.1944216569816177	0.0325337744498596	0.0377997807034778	0.0010584464799543	0.000143908444896	7.890844481052298e-05	2.0709640512385072e-08	6.2265426624153506e-09	0.0004720279006449	0.0004720153556451	2.2281033898723162e-07	2.2279849596485926e-07	0.0003879660401118	1.9660595751000084e-06	3.865390252842426e-12	1.505176482800308e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4545.448082469805	-1.566621444008888	2.454302748828493	20661098.270428427	4666.641121399226	5.375057126500906	21777539.355934225	28.89123911314817	4550.706975241268	-1.0891371783091015	1.186219793175112	20708933.97450953	4339.142776209978	3128.082066966484	0.755009	19.537071	0.1251217737334952	0.0709367697941985	0.0196705586	0.0887756322	-0.0359119209	-0.1080339057	0.0207632306	0.0070250506	0.0261068066	-0.0369617746	0.0584943914	-0.0229683984	0.0104461409	-0.0053682473	-0.0010900444	0.0163150618	-0.0455323321	-0.0044846625	0.0056836381	0.0133156261	0.0135615247	-0.0266605625	-0.0111209989	0.0827914164	-0.0381340593	0.0824802487	-0.0322132856	0.0010543411	-0.0526507036	-0.001901157	-0.1089841263	0.0416123737	-0.0687614661	0.0373548898	0.0200151587	0.0486820745	0.0149745926	-0.0332262692	0.045368698	0.019593087	-0.03930492	0.0233642321	0.0620203029	-0.0580950873	0.0071046792	-0.0351354967	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.0513819941518534	0.008247155476539	0.002640109323021	6.801557345420885e-05	0.0652132760408932	-0.0490217842528011	0.0024031353313281	0.0042527713719857	0.242275025152594	0.0478533681709762	0.05869718781269	0.002289944845307	8.395374297642406e-05	-5.995470191957593e-05	7.048230959751473e-09	3.5945662822652013e-09	0.0002020187341085	-0.0002700091665364	4.081156893080082e-08	7.29049500136814e-08	0.0004579914883194	7.002544820759998e-05	4.903563396675267e-09	2.097562033730191e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4551.867759142397	6.419676672591777	41.21224858061903	20719500.096720025	4649.300383619487	-17.340737779739356	21615994.057124306	300.7011867456798	4550.411371926701	-0.2956033145674155	0.0873813195832424	20706243.65375984	4327.677015967853	3107.4038325672054	0.667691	17.277576	0.1477660499059008	0.0823014797143077	0.0059182605	0.0577914871	-0.0095796244	-0.1230613664	0.0038735907	0.0136176415	-0.0011943368	-0.0120009597	-0.0446342254	-0.0092503685	0.0847217272	-0.0007148853	-0.0080152418	-0.0001482159	-0.02516048	0.0002012995	0.0219978435	0.0164276938	0.0185398334	-0.0090445368	-0.0085341199	0.0802152438	-0.0358022943	0.0638945897	-0.0153835307	0.0072995306	-0.0533432019	0.0295775843	-0.0917098389	0.0605510242	-0.0323335801	0.062438571	-0.0225894952	0.0609160293	-0.0073117477	0.0351101998	0.0163710098	-0.0261751807	0.0302079428	0.0960727251	0.0247282191	-0.0041607174	0.0294663575	-0.0012104343	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	0.0299953984580412	-0.0213865956938121	0.0008997239286566	0.0004573864753705	0.095824308554711	0.0306110325138177	0.000937035311562	0.0091822981099884	0.1676087115848616	-0.0746663135677324	0.0280926801991373	0.0055750583817949	1.8852018412554065e-06	-8.206854113516866e-05	3.553985982272775e-12	6.73524544405487e-09	0.0005230003864746	0.000320981652366	2.7352940425258093e-07	1.0302922115567185e-07	0.0004389995192099	-1.89919691095e-05	3.6069489065620216e-10	1.9272057786652338e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4566.541333074414	14.673573932017462	215.3137719383824	20853299.74667705	4671.612476067003	22.31209244751608	21823963.12654487	497.82946938650406	4554.031272977942	3.619901051240959	13.103683620775398	20739200.83526109	4347.657034520104	3184.841640751853	0.775123	20.057556	0.0656641588959185	0.0481911894754827	-0.0056588947	0.0605763054	-0.0744234964	-0.1035943266	0.0533551543	0.0501063223	0.0128242969	0.0135141539	-0.0135122678	0.0250055748	0.0551141993	0.0006452591	0.0236335303	-0.0212948872	-0.005059113	-0.0003422304	-0.0298668562	-0.0267583558	-0.0150203559	0.014618366	-0.0103580424	0.0766375784	-0.0427321658	0.0750336738	-0.0237543653	0.0140591857	-0.0459610446	0.0544242543	-0.0810976403	0.0392317196	-0.0555325684	0.0542895286	0.0607287638	-0.0112041437	-0.0237591091	-0.0208867929	0.0036399837	0.0020079418	-0.0883531416	0.0754142056	-0.0252497563	-0.0378748487	-0.0426297126	0.0403573835	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.0357331002096401	0.0057377017515988	0.0012768544505921	3.292122139030108e-05	0.0482370897366877	-0.0475872188180232	0.0022645433948344	0.0023268168262652	0.1745967286561125	0.0069880170712509	0.0304840176574161	4.88323825880941e-05	1.909612277964221e-06	2.4410436708814625e-08	3.646619052151702e-12	5.958694203150446e-16	0.0004720003476672	-5.100003880739994e-05	2.227843281979577e-07	2.6010039583562998e-09	0.0003829995433531	-5.599997585679998e-05	3.1359972959621806e-09	1.4668865020868316e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4563.335992137249	-3.205340937164692	10.274210523463829	20824035.37713525	4662.653965992294	-8.958510074709011	21740342.006583665	80.25490275866285	4556.03115162569	1.999878647748119	3.999514605718845	20757419.85458371	4347.306830940945	3225.675303246337	0.7424429999999999	19.211899	0.0595833123660181	0.0284974027030221	0.0173131697	0.0841508339	-0.104379028	-0.0715325142	0.0576174958	0.0182706671	0.0149676387	-0.0165911623	0.0384212396	0.0238857521	0.0819021602	-0.0140308301	0.0161905719	-0.0079351498	-0.0215934468	-0.015517699	-0.0265656294	0.0001062715	-0.0034634551	-0.0135227711	-0.0149146244	0.0779589751	-0.0345279433	0.0630012247	-0.0533873019	0.0348410801	-0.0117549545	3.4592e-05	-0.0829446704	0.0673802589	-0.0532683264	0.0749300469	0.0575403232	0.0277841196	0.0132400174	0.0119853072	0.0502974795	0.009469805	-0.0563563759	0.0417425857	0.0293029461	0.0372502349	-0.0419970791	-0.0561112503	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.0283264918296026	-0.0074066083800375	0.0008023901393725	5.485784769524172e-05	0.0341919281451765	-0.0140451615915112	0.0001972665641316	0.0011690879502849	0.1721091912791763	-0.0024875373769362	0.029621573722772	6.187842201654712e-06	-0.0002831365529933	-0.0002850461652712	8.016630764092779e-08	8.125131633585285e-08	0.0008419536567161	0.0003699533090489	7.088859600576123e-07	1.368654508762309e-07	0.0003251189173226	-5.788062603050002e-05	3.350166869682596e-09	1.0570231040101961e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
