global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32
5928.513747611922	n/a	35147275.25562355	n/a	6015.764923095703	n/a	36189427.60994865	n/a	5201.157883236015	n/a	27052043.32634814	n/a	5250.87344201642	5501.131448501725	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0075698472738565	n/a	n/a	5.730258774951269e-05	-0.1799777272975973	n/a	0.0323919823232083	n/a	-0.8148333413911217	n/a	n/a	0.6639533742426204	0.0034799714611413	n/a	1.2110201370357917e-05	n/a	-8.305872875058462e-05	n/a	6.8987524216631935e-09	n/a	-0.0008958579441518	n/a	n/a	8.025614560998897e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4384.567870947375	-1543.9458766645466	19224435.414944	2383768.870069456	3333.4018131891885	-2682.363109906514	11111567.648172967	7195071.853387348	4272.57495060869	-928.5829326273242	18254896.70856885	862266.2627667617	4091.811477479752	3857.611705278277	16.792682	362.703033	1.0205169783553476	0.7487470676508045	-0.0385780507	-0.0069312321	0.0777237406	0.4644700677	0.0802798711	-0.246549733	0.0344756501	-0.3404284017	-0.0346135039	-0.0245957277	-0.0668065979	0.0434212904	-0.093367705	-0.0128229919	-0.062881827	-0.0668192027	0.015804206	-0.0026668167	0.024308655	-0.0084315563	0.0779524273	-0.0928378281	0.0701554733	-0.0022233723	0.1606935084	-0.0419037379	0.134774226	-0.0037917745	0.0096999703	-0.0146013404	0.1335229835	-0.10011192	0.0405964372	-0.0631818042	0.0338079925	-0.0824202254	-0.0079887109	0.1121489578	0.1121325392	0.1121051767	0.0	0.0291783182499614	0.0367481655238179	0.0013504276693659	0.000851374255896	-0.04293010502019	0.1370476222774073	0.0018429939170445	0.0187820507718909	-0.13242741687678	0.6824059245143417	0.4656778458122734	0.0175370207406564	0.0018330618393681	-0.0016469096217732	3.360115706947562e-06	2.7123113022891453e-06	-0.0001929195320824	-0.0001098608033318	3.721794585889217e-08	1.2069396108711818e-08	0.0006336769515388	0.0015295348956906	2.339476997135255e-06	4.015464789115067e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4410.574840846109	26.006969898733587	19453170.426704675	676.3624833136349	3614.475891431173	281.07407824198435	13064435.969737172	79002.63745958114	4281.032955042081	8.45800443339067	18327243.16215633	71.53783899525622	4140.542485819529	3890.800462052629	0.946719	20.448055	0.1534095879394528	0.0836676789422009	-0.0289162596	-0.0218834078	0.08136637	-0.1833490279	0.1081699714	0.2763373541	-0.0377043726	0.0368777264	-0.0157430483	0.00847056	-0.0008678879	-0.0254450092	0.0112258363	-0.0166450533	-0.0638158409	-0.0713339265	0.0302874655	-0.0069177854	0.0309486547	0.0203862786	0.0717065923	-0.0907513996	0.047886723	-0.0202584604	0.0988019344	-0.0615154067	0.1063464635	-0.0568265668	-0.0611150663	-0.0375412193	0.0013616861	-0.0424861115	0.0127407667	0.0616327678	-0.0123071712	-0.0248172277	-0.0275278001	0.1121051767	0.1119574576	0.1117114032	0.0	0.0447275366995114	0.0155492184495499	0.0002417781943918	0.0020005525392061	-0.0693953264509872	-0.0264652214307972	0.004815711333239	0.0007004079453811	-0.0537978352557644	0.0786295816210156	0.0061826111058959	0.0028942070782063	0.0022141539004582	0.0003810920610901	4.902477494914261e-06	1.4523115902590066e-07	-0.0004667983364099	-0.0002738788043274	2.179006868750502e-07	7.500959945986101e-08	0.000634017414883	3.4046334419996285e-07	1.1591528874382242e-13	4.019780823749221e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4398.6448327972175	-11.930008048891068	19348076.365093663	142.32509204660568	3547.015453338623	-67.4604380925498	12581318.626222998	4550.910707638744	4277.845435612205	-3.1875194298763745	18299961.57098817	10.160280115839408	4124.902110356278	3911.9865261868313	0.748329	16.163059	0.0419909165821753	0.0254725888111392	-0.0301724768	-0.0128219718	0.0931149539	0.0569218367	-0.0976319359	-0.1937333394	0.0745030223	0.0585219669	-0.0231722345	-0.0121005395	-0.0227937788	0.0020705829	-0.0191354459	-0.0174851236	-0.0664337165	-0.0709785934	0.0263961239	-0.0147829974	0.028925454	0.0007915082	0.0806124512	-0.0785748975	0.0354161019	-0.0301507178	0.0991694831	-0.0453088903	0.0190155804	0.0371415743	-0.1000811989	0.024214681	0.0812324937	-0.1117515772	0.0153813822	0.0668395163	-0.0972272571	-0.0908066938	0.0330068181	0.1120176316	0.1116075676	0.1109252393	0.0	0.0292194451121901	-0.0155080915873212	0.0002405009046807	0.0008537759726642	-0.0513266931739906	0.0180686332769966	0.0026344294321769	0.0003264755084985	-0.0537452681375469	5.256711821749471e-05	2.763301917692064e-09	0.0028885538471768	0.0022147017550386	5.478545803999819e-07	4.904903863771055e-06	3.001446412652403e-13	-0.000632798625767	-0.0001660002893571	4.0043410077260373e-07	2.7556096066640945e-08	0.0006347017629383	6.843480553000037e-07	4.683322607928969e-13	4.0284632787698594e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4381.371373253855	-17.27345954336215	19196415.11036837	298.37240459616896	3551.989325205485	4.973871866861828	12616628.166373717	24.73940134795956	4264.726992914008	-13.118442698196304	18187896.32408936	172.09353882585992	4115.754450623737	3852.409953184386	0.8337529999999999	18.008123	0.1053679737410048	0.0752651678428689	-0.0299836392	-0.021782294	0.0602048745	-0.0445476136	0.0451820482	0.112311276	-0.066940492	-0.0296593809	-0.0281488082	-0.050693947	-0.0256393687	0.0473789215	0.0187917381	-0.0157759053	-0.0523479377	-0.0446666742	0.0322888421	-0.0121560467	0.0119368867	0.0247512824	0.0747745217	-0.0836324505	0.0303871516	0.0425420702	0.0745660861	-0.1150079026	-0.0206835455	0.0367037271	0.0026816076	-0.064766419	0.0574416923	-0.0382259155	0.0958712664	0.0912124352	-0.0471128519	-0.118888894	0.073561363	0.1118863567	0.1110834157	0.1097494464	0.0	0.0290886464309636	-0.0001307986812265	1.7108295010591626e-08	0.0008461493511856	-0.0389626907621334	0.0123640024118572	0.0015180912714256	0.0001528685556404	-0.0166049978160458	0.0371402703215011	0.0013793996795541	0.0002757259524708	0.0012666485313912	-0.0009480532236474	1.6043985020754837e-06	8.988049148682274e-07	-0.0004670993054796	0.0001656993202874	2.181817611795247e-07	2.745626474370637e-08	0.0006337962603447	-9.05502593600031e-07	8.199349470163829e-13	4.016976996269267e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4402.095487646881	20.72411439302596	19378444.682361037	429.4889173752256	3565.4028021494546	13.413476943969728	12712097.141575184	179.92136372640744	4282.1501912575695	17.423198343561126	18336810.26048724	303.5678405190711	4129.068850286294	3909.181739325996	0.72875	15.740185	0.2458572344101979	0.1358504805004388	-0.013423102	-0.0186864076	0.0349353846	-0.0219434498	-0.0284506525	-0.0558627987	0.1090208743	0.0182667177	-0.0093688299	-0.0034714724	-0.0105627686	0.0007640655	-0.0042177004	-0.0123314232	-0.0280113322	-0.0286920053	0.0211736363	0.0028424345	0.0117643713	0.0679715697	0.0675107162	-0.0868245509	0.0462886859	0.0484384571	0.0676425194	-0.0641832382	-0.0346355342	0.0058933876	-0.0534987719	-0.0200390916	-0.0009963817	-0.0220212825	0.0098852228	0.0205135827	0.0063027902	0.0668777297	0.0492314631	0.1117114032	0.1103858203	0.1081881546	0.0	0.0112564607911309	-0.0178321856398327	0.0003179868446934	0.0001267079095422	-0.0910625735923247	-0.0520998828301913	0.0082923923092575	0.0027143977909196	0.0246462136494045	0.0412512114654503	0.0017016624473672	0.000607435847252	-0.0005609998467183	-0.0018276483781095	3.1472082801795613e-07	3.3402985940062856e-06	-1.0656347946280675e-06	0.0004660336706849	1.1355775155220037e-12	2.171873822121089e-07	0.0002339992196447	-0.0003997970406999	1.598376737524774e-07	5.4755634794328565e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4391.379256514432	-10.716231132449138	19284211.77454525	114.83760968407216	3537.929972330729	-27.472829818725582	12516948.489116114	754.7563782486577	4284.795405932364	2.6452146747942606	18359471.67069909	6.9971606757469065	4134.4783417246845	3891.2560985668288	0.711662	15.371097	0.1572306917181524	0.1056159525596422	-0.0217142638	-0.0002849151	0.0380903607	-0.0153540746	0.073736079	0.0909632141	0.0228105951	0.1365841344	-0.0029681183	-0.0064809705	-0.0014069802	0.017981849	0.0019033815	-0.0095143699	-0.035316203	-0.0345365968	0.0175385507	0.0129343015	0.0103523752	0.0279685113	0.066647398	-0.067073726	0.0467592775	0.0331183001	0.0838860157	-0.0253682112	0.0789018956	0.0119684355	0.0523842034	-0.0417987824	-0.0084002685	-0.0361426679	-0.0224511361	-0.0134476333	-0.0334049127	0.0171109915	-0.004105281	0.1114928394	0.1095158704	0.106246848	0.0	0.0159251086973739	0.0046686479062429	2.1796273272467137e-05	0.0002536090870231	-0.0680676310757775	0.0229949425165471	0.0046332024002681	0.0005287673813393	-0.0583731710419641	-0.0830193846913686	0.0068922182345334	0.0034074270974943	0.0001660237385729	0.0007270235852912	2.7563881769722645e-08	5.285632935696709e-07	-0.0001929795866724	-0.0001919139518777	3.724112087225034e-08	3.6830964925343766e-08	0.0002460160145556	1.201679491089999e-05	1.4440335993063192e-10	6.05238794178212e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4374.190338537092	-17.18891797733977	19133541.117751244	295.4589012317143	3531.897356669108	-6.032615661621094	12474298.938046232	36.39245172083611	4281.622145779267	-3.173260153096635	18332288.199227456	10.06957999923088	4127.18153059394	3904.106795137423	0.777637	16.796089	0.1085276002658846	0.0699440067178081	-0.0263847494	0.0047452663	0.042969848	0.0261143764	-0.0658148107	-0.0788743208	-0.0875339583	0.0278710373	-0.0151615627	0.0087551749	-0.0169820028	-0.0114091722	0.0017397041	-0.0117970607	-0.0289965582	-0.0320572637	0.0144036687	0.0012459702	0.0051241255	0.0257500253	0.0423078284	-0.0581700102	0.0747445394	-0.0377938664	-0.0024508039	-0.052264629	-0.0769612573	-0.1454020214	-0.1219824582	-0.015962568	-0.0364800949	-0.0153289686	0.0470694524	-0.0438811514	-0.0699761408	0.0576157568	-0.0031816972	0.1112307506	0.1084749246	0.1039323455	0.0	0.0132644437584161	-0.0026606649389577	7.079137917399307e-06	0.0001759454682201	-0.0773946719177729	-0.0093270408419953	0.0059899352412597	8.699369086825023e-05	-0.0043318342650877	0.0540413367768764	0.0029204660806317	1.876478810018789e-05	-0.0003790130299003	-0.0005450367684732	1.4365087683420569e-07	2.970650789877087e-07	0.0001019514894893	0.0002949310761617	1.0394106209086851e-08	8.69843396858985e-08	0.0002560193240818	1.0003309526199992e-05	1.0006620147696349e-10	6.554589430330173e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4373.6919957342925	-0.4983428027999252	19129181.67355022	0.2483455491024852	3538.378162384033	6.480805714925282	12520120.020036208	42.00084271460819	4280.8511139232805	-0.7710318559866209	18325686.25957819	0.5944901229461734	4129.069032303469	3818.260053919887	0.750544	16.210899	0.0821246278231838	0.050850542681626	-0.0302841952	0.0150499904	0.0336020163	0.0019378504	-0.0303628264	0.0538213048	-0.0872221967	-0.0035494857	-0.0173645091	0.0197218295	-0.0201024631	-0.0105832872	0.0007368714	-0.0144484353	-0.0301776137	-0.0291682939	-0.0011170078	-0.0091336377	0.0108402733	0.011549087	0.0559853294	-0.0885108919	0.015415276	0.0638808332	-0.0112686605	-0.0808410174	-0.1621056589	0.055046625	-0.0151965624	0.0112207558	-0.00044332	0.0184601089	-0.0113856768	-0.135485704	0.0427629889	0.0805133544	-0.0347726928	0.1109252393	0.107264608	0.1012527768	0.0	0.0074127007616624	-0.0058517429967537	3.424289610005597e-05	5.4948132581950325e-05	-0.0827931787564608	-0.0053985068386879	0.0068547104485992	2.9143876087360117e-05	0.0460421501474854	0.0503739844125731	0.0025375383055981	0.0021198795902035	-0.0001939962468523	0.0001850167830479	3.763454379277853e-08	3.423121000943069e-08	-3.801658703528332e-05	-0.0001399680765245	1.445260889811272e-09	1.9591062445991616e-08	0.000170996312151	-8.502301193079998e-05	7.228912557784956e-09	2.9239738769242237e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4379.372438449771	5.680442715478421	19178902.95465349	32.26742944383185	3498.234539667765	-40.143622716268055	12237644.89452454	1611.5104447860726	4275.110780709342	-5.7403332139383565	18276572.18733724	32.951425407043864	4117.638792244853	3870.236218701612	0.663907	14.339636	0.0323227451044613	0.0214169500623963	-0.0234260335	0.0124943761	0.0304303342	0.0498590213	-0.0578813462	-0.0475277167	-0.1041760064	0.0440399244	-0.0257742731	0.0010697804	-0.0300012175	-0.0081788814	-0.0059906487	-0.0120465183	-0.0256686817	-0.0253255739	0.0022977708	-0.0073768523	0.0069134003	0.0375556695	0.0319912896	-0.0881191288	0.0670244569	0.041708282	0.0035577283	-0.0813160238	-0.0262166321	-0.1078456107	-0.0514143326	-0.0577875978	-0.0254740741	0.096035776	-0.0160940352	-0.0632053086	0.1240186629	0.0638881103	-0.0104551125	0.1105764245	0.1058868105	0.098217554	0.0	0.0127498331625872	0.0053371324009247	2.848498226500131e-05	0.0001625582456738	-0.0633265472397539	0.0194666315167069	0.0040102515853087	0.0003789497426072	0.046059938466783	1.7788319297599997e-05	3.1642430343336844e-10	0.0021215179315638	-0.0002120080410453	-1.801179419299998e-05	4.4947409467865603e-08	3.2442473005098775e-10	9.398182551145771e-05	0.0001319984125467	8.832583526466084e-09	1.7423580914859646e-08	0.0001710099627619	1.365061089999512e-08	1.8633917794306561e-16	2.9244407363826427e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
