global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
5919.1826024799375	n/a	n/a	35036722.681501165	6109.789600269214	n/a	n/a	37329528.959557846	5319.745812288516	n/a	28299695.507361207	n/a	5397.988069337928	4886.210889951644	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0037803740306401	n/a	n/a	1.4291227811538074e-05	-0.0700960772167036	n/a	n/a	0.00491346004117	-0.0227585314262483	n/a	n/a	0.0005179507526795	-0.0039289995190201	n/a	n/a	1.5437037220460178e-05	0.0001169262051496	n/a	n/a	1.3671737450686345e-08	-0.000216771409948	n/a	4.6989844170843874e-08	n/a	0.0	0.0
4624.927299753796	-1294.255302726141	1675096.788634735	21389952.528007943	3723.261785008886	-2386.527815260328	5695515.013011236	13862678.319707556	4563.9704535417495	-755.7753587467669	20829826.30080208	571196.3928888042	4392.365768385955	3154.665542602539	18.585536	291.156006	0.6100280267950163	0.3218913876459215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0062068207606387	0.0099871947912787	9.974405979894638e-05	3.852462395469557e-05	0.0814296804448559	0.1515257576615595	0.0229600552349096	0.0066307928573513	0.0909677570613496	0.1137262884875979	0.0129336686931643	0.0082751328247727	0.0013148652436089	0.005243864762629	2.7498117648742097e-05	1.7288706088506917e-06	0.0002462268100575	0.0001293006049079	1.6718646429548862e-08	6.06276419910922e-08	0.0011058389396067	0.0013226103495547	1.2228797603504707e-06	1.7492981367492057e-06	1.0	0.0
4577.147476725356	-47.77982302844066	2282.9114886291086	20950279.02369329	3799.603729660447	76.34194465156088	5828.092513181985	14436988.502449578	4561.018796106812	-2.9516574349372604	20802892.458439637	8.712281613220407	4405.725213318182	3149.488431426017	1.557073	24.392683	0.1941826669085178	0.1359831522890701	-0.0631277357	0.1368972718	0.0309306808	-0.0900958009	0.2488713581	0.1786639565	-0.0149785904	0.0865970724	-0.0838220338	0.1033065426	-0.050976623	0.2814396827	-0.1183315236	0.1088002111	-0.0666578662	0.1029326999	-0.060612162	0.0445648172	-0.0760097441	0.0834786997	-0.1007673652	0.1230818978	-0.0078455354	0.1257239207	-0.1228268132	0.0377840527	-0.0474987149	0.0946450805	-0.1877994762	-0.0108936808	-0.1088289872	0.0662017872	-0.132278378	0.3143005732	-0.1486742391	0.0480098215	-0.0673278459	0.1365106638	-0.1381929185	0.1125756082	-0.037798993	0.2008166617	-0.1072946463	0.0852520322	-0.0003591704	0.0264444005	-0.0935087683	-0.0540829932	-0.3082727258	0.0621189374	-0.0176240215	0.0598272495	-0.0791029188	0.0922510705	-0.0452472162	-0.1296846995	0.2160512067	-0.0941584802	0.0014580211	-0.3534094423	0.0125358133	-0.0676333775	0.0514444899	-0.3431115014	0.277111714	-0.2006300954	0.1293140912	-0.0149477982	-0.1592156896	0.069701385	0.0021544077	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0186950507903418	0.0124882300297031	0.0001559558892747	0.0003495049240534	0.0816484334728215	0.0002187530279655	4.7852887244114325e-08	0.0066664666885657	0.2139800801926838	0.1230123231313342	0.0151320316421677	0.0457874747192673	0.0007089629895282	-0.0006059022540806	3.6711754150007305e-07	5.026285205207626e-07	0.0001107404076552	-0.0001354864024023	1.8356565235917973e-08	1.2263437887639881e-08	0.0006779603816994	-0.0004278785579073	4.596302791539961e-07	1.8308006031683074e-07	0.0	1.0
4572.69379115611	-4.453685569245863	19.835315149708848	20909528.50767764	3779.566257098774	-20.037472561672985	401.5003066597977	14285121.091799634	4564.566483224274	3.5476871174614644	20835267.17977441	12.586083883402036	4400.845367151663	3210.153966891381	1.013432	15.876157	0.0785253159122814	0.0399212159321718	-0.009557241	0.1798142975	0.111467856	-0.0403611267	0.1795065364	0.1922133002	0.0042497204	-0.0151058328	-0.1122009612	0.0286442757	-0.1586916032	0.2149258321	-0.1024162113	0.0711273518	0.0398433407	0.1070946652	-0.0497992729	0.0479787217	-0.0137077685	-0.0093479376	-0.1421882857	0.0386356974	0.0593844804	-0.0847443318	-0.0227712151	-0.079707809	0.0409773848	0.1577124973	-0.0955957958	-0.01851272	-0.1797688442	0.0236393657	-0.0436415012	0.2154323647	-0.0813934595	-0.0376784333	-0.0216556623	0.0965558301	-0.0350011413	0.0202204704	0.0818672386	-0.0164113324	-0.0142569085	-0.0489236973	0.0440974571	-0.1894321714	-0.117884405	-0.0756993467	-0.2825117328	-0.0736836452	-0.0335163324	0.0594917106	-0.0905060349	-0.0538925614	-0.0524906182	-0.1150783189	0.0675208004	0.0173280647	0.0408465433	-0.0694361471	0.1640435303	0.0656357009	0.0588371957	-0.0410370262	0.1460093078	0.1619863307	0.1528583554	-0.0089899843	0.0362064105	0.006386705	-0.1600576822	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0042889722554093	-0.0144060785349325	0.0002075350987546	1.8395283007670737e-05	0.1128428600946307	0.0311944266218092	0.0009730922522634	0.0127335110743363	0.2087013631204541	-0.0052787170722297	2.786485392864941e-05	0.0435562589683356	0.0003389150808951	-0.0003700479086331	1.3693545468373114e-07	1.1486343205813217e-07	0.000262609651193	0.0001518692435377	2.3064267132743602e-08	6.896382889970912e-08	0.0006469556602041	-3.100472149529998e-05	4.185516262701229e-07	9.612927550011163e-10	0.0	0.0
4551.147556322044	-21.546234834066126	464.2402355247245	20712944.07941611	3763.992565533062	-15.57369156571167	242.5398689839188	14167640.033388164	4560.719054398263	-3.8474288260104	20800158.29315139	14.802708571215769	4397.706951860745	3192.9596357284054	0.945384	14.810128	0.070646047103227	0.0446054000508991	0.0993589983	0.19346036	0.0610323087	0.1197543921	0.1896498329	0.0295905075	-0.0122910544	0.0483968362	-0.1423100141	-0.1964812564	-0.1712348571	0.0940529394	0.0946835927	0.0964212098	-0.0371557602	0.1256463994	0.0316937639	0.0763176912	-0.0457101127	-0.0001538956	-0.1065910193	0.0439123115	0.0855514598	-0.0399776081	-0.1210287658	0.0588058334	0.0529194753	-0.1080104043	-0.0095114721	0.0165507718	-0.1934755728	0.1293274251	0.0121302531	0.0352749386	-0.0475708504	-0.0715491808	-0.0791431159	0.1162373809	-0.0567385955	0.0622235829	-0.0102595174	-0.0338038211	0.1626237054	0.0238413537	-0.2103496529	-0.0921128854	-0.0583077886	-0.0730117561	-0.2170758595	-0.0705434942	-0.0450738115	0.0183363396	0.0231448864	-0.1564153991	-0.0045453874	-0.081253916	-0.0895978296	-0.0328549843	0.0936039908	0.004063726	0.0857400018	0.0914937786	0.1261779094	0.0315399643	0.0484929413	0.1165360783	0.0783390086	0.1320463692	0.02764614	0.0693875431	0.0230936176	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.0041683567378498	-0.0001206155175594	1.4548103076145988e-08	1.737519789397783e-05	0.103742329478166	-0.0091005306164646	8.281965750121127e-05	0.0107624709255563	0.2270383994701319	0.0183370363496778	0.0003362469020894	0.0515464348339591	-0.000335046956982	-0.0006739620378771	4.542248284994537e-07	1.1225646338289817e-07	0.0001338813117468	-0.0001287283394461	1.657098537657609e-08	1.7924205635043852e-08	0.0007060225752713	5.906691506720005e-05	4.984678767927186e-07	3.4889004555558243e-09	0.0	0.0
4535.902491352168	-15.245064969875784	232.41200593573376	20574411.411054805	3711.885804734789	-52.10676079827317	2715.1145208884577	13778096.227391632	4552.261899911674	-8.457154486589388	20723088.405387443	71.52346201003903	4388.403274209492	3140.574358343309	0.969201	15.183242	0.0934550322353708	0.0674207391278897	0.1403985884	0.0103890541	0.0553151944	-0.0696197029	0.0445926976	-0.0728281197	-0.1483696472	0.1282087025	-0.023925554	0.0793651474	-0.0483671393	0.0570689393	0.0846738826	0.0584508514	-0.0879693845	0.0468807798	-0.0412559147	0.0721044084	0.1199523417	-0.0293727804	-0.0599726362	-0.045300326	0.0208808657	-0.087640433	-0.2056356717	0.010702435	0.1042447908	-0.1657786307	0.045767912	-0.0478742177	-0.0622718721	0.0969432805	0.0610240235	0.0030757347	-0.0722886022	0.1087605239	-0.0513305789	0.0860245571	0.0413563876	0.0489111309	-0.0263289	-0.0503317596	-0.0487799075	0.0385144283	-0.0522003931	-0.008103153	-0.0933256019	-0.0415168111	-0.1289696701	-0.0392354462	0.0940458839	0.0758475303	0.0852204924	-0.039835808	-0.0349985307	-0.0534749776	-0.135753184	-0.0543129642	0.0520207286	0.0115564122	0.0807298489	0.148488932	0.0672771051	0.0423640971	-0.0837410676	0.0514444616	-0.0404078098	0.0312367672	0.0052902794	0.083183476	0.1743540094	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	-0.0037846350190164	-0.0079529917568662	6.325007788478175e-05	1.4323462227165268e-05	0.1028224510370847	-0.0009198784410812	8.461763463661543e-07	0.0105724564372736	0.2929009580914652	0.0658625586213333	0.0043378766281485	0.0857909712508982	-0.0002726451577111	6.240179927090002e-05	3.8939845522456994e-09	7.433538202331059e-08	0.0004239068213567	0.0002900255096099	8.411479622448219e-08	1.7969699319274118e-07	0.0006840578158303	-2.1964759441000072e-05	4.679350953985206e-07	4.824506573010018e-10	0.0	0.0
4541.768057370505	5.865566018336722	34.4048647154665	20627657.086951047	3729.210663804063	17.324859069274225	300.15074177021336	13907012.17502994	4550.601366176727	-1.6605337349465117	20707972.793849494	2.757372284895412	4384.340850052362	3055.930093826786	1.026124	16.074976	0.0655224543820707	0.0338212363892833	-0.0654637268	-0.0418946756	0.0731080399	-0.0438524796	-0.0331997866	0.105738262	-0.070506074	0.0620530844	0.0615363083	-0.1101108673	0.0065397628	0.0414136894	-0.1003671629	0.0536945323	-0.0795587629	0.0138906825	-0.1129646638	0.0650218449	0.0572251474	-0.0279537297	-0.0044471454	-0.1061271863	0.1696449035	0.0515925888	-0.1519846816	-0.0618984223	0.0628023933	-0.1488472973	0.061753749	-0.0361374346	0.0113162333	-0.0892832422	0.063878471	0.0744816085	-0.0897258684	0.122945502	-0.003284361	0.0948649563	0.0227095984	0.0134508919	-0.0470011342	0.0343412564	0.138398103	0.0656110783	-0.0951649687	-0.0750804573	-0.1257654645	-0.0151151811	-0.1476266918	0.1148409347	0.1220940602	0.125209356	-0.0067696016	0.0588294617	-0.052029204	-0.0087671373	-0.0286173955	-0.0746433273	0.0296568345	-0.1265585324	-0.0194301793	-0.0239919013	-0.0531994119	0.2432095653	-0.0120112634	0.008898866	-0.0468689381	0.0608280573	-0.1430884915	-0.0364173079	0.1219135524	0.112058723	0.1107121224	0.1084797619	0.0	0.0	-0.0152461083706327	-0.0114614733516162	0.0001313653713898	0.000232443820449	0.1021759426769506	-0.0006465083601341	4.179730597232923e-07	0.0104399232619234	0.3107258952080656	0.0178249371166003	0.0003177283832107	0.0965505819528537	0.0002998082669286	0.0005724534246397	3.277029233817207e-07	8.988499691873067e-08	0.0005621021820132	0.0001381953606564	1.9097957706980105e-08	3.159588630240006e-07	0.0006829158900521	-1.1419257781999448e-06	4.66374112885652e-07	1.3039944829175496e-12	0.0	0.0
4547.188809929997	5.42075255949203	29.38455831123939	20676926.07315258	3726.0363218290313	-3.174341975031893	10.076446974449382	13883346.671589216	4552.747560148786	2.146193972058427	20727510.34644072	4.606148565699928	4387.299351745668	3096.8052358319683	0.861222	13.491667	0.0649135013606868	0.0320173044428724	-0.1209638589	0.0813189824	0.0116551101	-0.0378242576	-0.0357072923	0.1290412045	0.0481212129	0.1087359523	0.032388022	0.0614110209	-0.0018436248	0.1082252776	-0.1933438923	0.0190714957	-0.1049786685	0.0314612582	0.028439959	0.0558062452	-0.0044274157	-0.0160094087	-0.0799369582	0.0243721404	0.0681463899	0.0236935851	-0.0699720994	-0.0340084652	-0.0663178453	0.0648974253	0.112567929	-0.137050055	-0.0022996442	-0.1198055385	-0.0714173264	0.1662282027	-0.0794085699	0.0368981391	-0.0685294362	0.0069584296	-0.0175648505	-0.0309743381	0.0820677777	-0.034869793	0.003203199	0.0605576377	-0.0048926195	-0.0200160112	-0.041282375	-0.0230489397	-0.1675685407	0.0888618761	0.0367801755	0.0304078137	-0.1037760609	-0.0153629259	-0.0787057355	0.012268127	0.0266409594	0.0705898967	-0.0537801865	-0.0889999618	-0.006024199	-0.0332150583	0.0072469424	0.217756302	-0.1329367946	0.0003578976	0.0108172158	-0.07797709	-0.0876422615	-0.0767615399	0.1157967396	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	-0.0194533065600381	-0.0042071981894054	1.7700516604936075e-05	0.0003784311361188	0.1010875037170393	-0.0010884389599113	1.1846993694527931e-06	0.0102186834077424	0.2912527043999233	-0.0194731908081423	0.0003792051602503	0.0848281378202691	-3.9071099089557095e-05	-0.0003388793660181	1.148392247128681e-07	1.5265507840659892e-09	0.0004919943458387	-7.01078361745e-05	4.91510869307053e-09	2.420584363372503e-07	0.0002890096241802	-0.0003939062658719	8.352656286878044e-08	1.55162146293144e-07	0.0	0.0
4543.351729551633	-3.83708037836368	14.723185830023564	20642044.93841981	3716.067030829353	-9.969290999678378	99.38676303626832	13809154.177616883	4549.901567009604	-2.845993139181701	20701604.26947645	8.099676948269313	4383.863501561405	3094.966933219664	0.957036	14.992671	0.0408220363015293	0.0222966420273551	0.0142389402	0.1436929909	-0.0481961122	-0.0340272462	0.0955424092	-0.0479819585	0.1194303334	-0.1120800222	-0.0373436161	0.0506617094	0.0340397916	0.1342242573	0.0075724443	0.0537623337	-0.0507302494	0.0814805572	0.0401654097	-0.0470966305	-0.031776432	0.0192083544	-0.0970962277	0.0188559223	0.1119155077	0.0253421005	0.0514164416	0.0413032153	0.1113285667	0.1195033894	-0.0878422063	0.1247472382	0.0153728997	0.1124988273	-0.1205192911	0.1021145265	-0.0380986337	-0.0587074994	-0.0856361937	0.0025702768	0.0096822655	-0.0027378209	-0.0134905231	0.0049668899	0.0441190531	-0.0167631799	-0.0335452104	-0.0932232466	-0.0702251569	-0.0233659418	-0.1764356109	0.0013233191	0.0118984237	-0.0246413603	-0.0063884803	-0.0980681461	-0.1039647295	0.0368873853	-0.0114013584	0.016339238	-0.0032955752	0.0450771686	0.0526310744	0.0093208395	0.0113243847	0.0945979665	-0.1668571877	-0.0537200233	0.0247191604	0.0152623788	-0.0783465249	-0.0641664008	0.0876058045	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	-0.0160803223916445	0.0033729841683936	1.1377022200233867e-05	0.0002585767682192	0.0926836783119142	-0.0084038254051251	7.062428143982611e-05	0.0085902642254263	0.2725078206626818	-0.0187448837372414	0.0003513706663227	0.0742605123223243	-3.9077372378939335e-05	-6.273289382239958e-09	3.9354159673324586e-17	1.5270410320422911e-09	0.0003919917844004	-0.0001000025614382	1.0000512294220957e-08	1.536575590374097e-07	0.0003950076492679	0.0001059980250876	1.560310429801523e-07	1.1235581322492676e-08	0.0	0.0
4544.5167266635735	1.1649971119404654	1.3572182708296252	20652632.278925	3736.921760971482	20.85473014212903	434.919769301025	13964584.2476222	4549.862151127712	-0.0394158818917276	20701245.594264496	0.0015536117453026	4387.536732773776	3158.894865712812	1.010382	15.82837	0.0341271155540106	0.0199313103622874	0.1181174647	0.0332353646	0.1138007153	0.1842821915	0.0668089832	-0.0144429096	-0.0961004998	0.0241731388	-0.0632855349	0.0648527795	-0.0241733545	0.044897716	0.0629458655	0.0664499262	-0.0554315103	0.0292639909	0.0052818876	0.0230918398	0.1213515828	-0.0594785598	-0.0693223821	-0.1823537646	0.136396784	0.0528639189	0.0510739741	-0.0311602033	-0.0977811273	0.0128380454	-0.0029641406	0.0384017029	-0.0361618668	0.1064716959	0.046081204	0.0216063762	-0.0834076697	0.0437712468	-0.0594324643	0.0617282115	0.0892222761	0.0074681012	0.0902892266	-0.0407918494	0.0758441039	0.0613885672	0.1396531642	-0.1278285665	0.061442984	-0.0282232095	-0.140364026	-0.0865288634	0.04793646	0.0867158325	0.0888959214	-0.1050722352	-0.0104038453	-0.0212477949	-0.0708203633	-0.0077076071	0.036147685	0.1383468339	0.1091947981	0.0754294586	0.0736902282	0.0082511781	-0.1140991805	0.0102396984	-0.1155773108	0.0611215389	0.0691183688	-0.1307744199	-0.0943010284	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	-0.0108659267397968	0.0052143956518476	2.7189922014008192e-05	0.0001180683639146	0.0924811008291754	-0.0002025774827387	4.103763651278429e-08	0.0085527540105761	0.2722041282006557	-0.0003036924620261	9.22291114914779e-08	0.074095087409479	-0.0002511004196238	-0.0002120230472448	4.4953772562996416e-08	6.305142073524845e-08	0.000303916430002	-8.807535439840002e-05	7.757268052403762e-09	9.236519642516057e-08	0.0006630382467726	0.0002680305975047	4.396197166832832e-07	7.18404011987265e-08	0.0	0.0
