global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	w_comp_cor_00	a_comp_cor_00	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88
6243.008194588231	n/a	38975151.31769581	n/a	7721.420276154253	n/a	n/a	59620331.08100602	5733.831600549086	n/a	32876824.823455293	n/a	6099.927349974207	7542.9655516824605	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-4.678127298518575e-05	n/a	2.1884875021144703e-09	n/a	-0.0328768180734897	n/a	0.0010808851666373	n/a	0.2346940545694877	n/a	0.0550812992502656	n/a	-0.0001400000088751	n/a	n/a	1.960000248502808e-08	0.0002939999891953	n/a	n/a	8.643599364683652e-08	2.0580000684988493e-08	n/a	4.2353642819412687e-16	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4834.222111784967	-1408.7860828032644	23369703.426070705	1984678.2271001665	3767.298212266506	-3954.122063887746	15635081.296123894	14192535.820146414	4864.518524416695	-869.313076132391	23663540.47439318	755705.2243347602	4625.051790054235	5927.4470468887785	4.006597	341.403534	0.5180928792570405	0.2615983797954226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0308874061040995	0.0309341873770846	0.0009540318558395	0.0009569239486805	0.1117105083911411	0.1445873264646308	0.0124792376850072	0.0209054949741897	0.0182769062673884	-0.2164171483020993	0.0003340453027069	0.0468363820792128	-0.0018186630042911	-0.0016786629954159	2.817909452179017e-06	3.307535123177129e-06	0.0005364532582752	0.0002424532690799	5.878358768753043e-08	2.877820983140785e-07	0.0006019886577693	0.0006019680777686	3.6239034408288337e-07	3.623655666524414e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4890.012418385054	55.790306600087206	23912221.45196004	3112.558310531734	4119.304288706385	352.0060764398786	123908.27785059766	16968667.822954815	4958.233022684678	93.71449826798288	24584074.70724084	8782.407185619768	4758.136313917947	5965.925596906604	0.668991	57.00494	0.144252451873072	0.0818409380181122	-6.55404e-05	0.0112511426	-0.0238722257	-0.0199512578	-0.0160281725	0.0036269899	-0.0009073769	0.0042355196	-0.0011412199	0.0033356162	-0.0002588227	-0.0018135807	0.0026501457	-0.011877831	0.0103057833	-0.00729066	0.0263954784	-0.0076815765	0.0063806814	-0.015313242	0.0138213255	-0.0077662282	0.0004187064	-0.0820596006	0.0137319891	0.0310907	-0.017385587	0.0110287492	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0382649465013429	0.0073775403972434	0.0014642061307506	5.44281023129583e-05	0.1084469570992183	-0.0032635512919228	0.0117607425040796	1.0650767035011034e-05	0.0630591250164087	0.0447822187490203	0.003976453247835	0.0020054471160851	-0.0027130013223491	-0.000894338318058	7.998410271468128e-07	7.360376175067966e-06	-2.781888172709301e-06	-0.0005392351464479	2.907745431646983e-07	7.738901805459894e-12	0.0009449980219611	0.0003430093641918	8.930212615103917e-07	1.1765542392326288e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4765.451883355488	-124.56053502956638	22709531.652576365	15515.326886851832	3933.430022275537	-185.8742664308479	34549.242921205834	15471871.74013853	4832.233633694302	-125.99938899037625	23350481.890606437	15875.846025948147	4623.936850941114	5758.6795824377205	0.865467	73.746758	0.0998987946306373	0.0644798342185142	-0.0162183282	0.0335087556	-0.0390352779	-0.0360500427	-0.0165622994	0.01018659	0.0038906499	0.0108897803	-0.0008357091	0.0090078372	-0.0010413055	-0.0018493385	0.0016526984	-0.013931209	-0.0033325794	-0.0193196621	0.0373875396	-0.0068042352	0.0023825476	-0.0284888272	0.0168744763	-0.0070621539	-0.0093479652	-0.08813795	0.0114485791	0.0365022831	-0.0201585481	0.0148751568	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0312349221084389	-0.007030024392904	0.0009756203591202	4.942124296482526e-05	0.1148820011477482	0.0064350440485299	0.0131978741877112	4.1409791906520125e-05	0.1074329303388879	0.0443738053224792	0.0115418345212003	0.0019690345987972	-0.003299005468595	-0.0005860041462458	3.434008594173858e-07	1.0883437081819714e-05	-3.977753584294419e-06	-1.195865411585118e-06	1.4300940826256437e-12	1.5822523577367097e-11	0.0011989964276381	0.000253998405677	1.4375924334889256e-06	6.451519008645786e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4787.431687353359	21.979803997871382	22919502.16107503	483.1117837848429	3949.8625843937234	16.432562118186524	270.0290977680588	15601414.435593463	4868.979363536578	36.74572984227598	23706960.042545058	1350.2486616415313	4659.925646765758	5809.906591990637	0.366	31.186979	0.1082398527016796	0.0759187034481529	-0.0118800843	0.0312888512	-0.0341662581	-0.0312695534	-0.0163730416	0.0067705472	0.0025549579	0.0085367381	-0.0011205225	0.0044845608	0.0011719867	-0.002727951	0.0036581475	-0.0141924125	0.0065497715	-0.0127586939	0.0304020247	-0.0078875798	0.0055723476	-0.0194428362	0.0111263112	-0.0087883941	-0.0029913851	-0.0811246702	0.0133939219	0.0305039447	-0.0180741729	0.0125626686	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.0310790845688018	-0.000155837539637	0.0009659094976347	2.4285338760144043e-08	0.097561585045895	-0.0173204161018531	0.0095182628766674	0.0002999968139413	0.1567441386598176	0.0493112083209296	0.0245687250042081	0.0024315952660701	-0.0040910059721753	-0.0007920005035803	6.272647976714495e-07	1.6736329864373975e-05	-5.0261901420878274e-06	-1.0484365577934085e-06	1.0992192157176912e-12	2.5262587344420852e-11	0.0012349953022852	3.599887464709995e-05	1.5252133966665124e-06	1.2959189758576154e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4798.358183800194	10.92649644683479	23024241.26004229	119.38832460269327	3971.7709765900345	21.90839219631107	479.97764862738376	15774964.690482955	4851.526800191627	-17.45256334495025	23537312.29297761	304.59196730950106	4645.8383831304345	5802.155329520951	0.294337	25.080542	0.3478057435323061	0.1725700260687568	-0.0123175611	0.02811622	-0.0357645149	-0.0325575988	-0.015902164	0.0080189808	0.0034103199	0.0095881682	-0.0002677919	0.0068443775	-0.0022431706	-5.97095e-05	0.0019760378	-0.0130908469	-9.42988e-05	-0.0163280291	0.0310358211	-0.0056542653	0.0031775485	-0.0238799763	0.0137147351	-0.0092897965	-0.0080614298	-0.076351071	0.0129703638	0.0313397523	-0.0154199411	0.014585213	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0903616769577269	0.059282592388925	0.0081652326626125	0.0035144257603514	0.1292320693442548	0.0316704842983597	0.0167009277469982	0.0010030195756926	0.068280753671857	-0.0884633849879606	0.0046622613219968	0.0078257704835281	-0.0024840255656712	0.0016069804065041	2.5823860268880835e-06	6.170383010908125e-06	-0.0009690258969199	-0.0009639997067778	9.292954346677078e-07	9.390111889014168e-07	0.0020318008261445	0.0007968055238592	4.128214597121472e-06	6.348990428526934e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4784.132342047687	-14.225841752506312	22887922.26622669	202.37457356735183	3962.868707183608	-8.902269406426512	79.25040058459744	15704328.39037508	4855.713550660167	4.186750468539685	23577954.086064767	17.528879485817274	4649.774978163552	5808.571081090857	0.271356	23.12232	0.3166163357435423	0.1883257493410563	-0.0116775413	0.0285416993	-0.0344728311	-0.0312470782	-0.0156479191	0.006109553	0.0011252506	0.0087013539	0.0007207783	0.0026929283	0.0015256246	-0.0024678364	0.0015869043	-0.011162057	0.0059449632	-0.0108354401	0.0286666466	-0.0060969483	0.0073775105	-0.0186797999	0.011620704	-0.0067371301	-0.0078878576	-0.0687287598	0.012436624	0.0254563375	-0.0139350308	0.0114052193	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.0536742034125126	-0.0366874735452143	0.0028809201119677	0.0013459707151307	0.0430452497262052	-0.0861868196180496	0.0018528935239913	0.0074281678758742	0.0992563155937205	0.0309755619218635	0.0098518161852402	0.0009594854363752	-0.0054487867641121	-0.0029647611984408	8.78980896378072e-06	2.9689277200763208e-05	-0.0007613153998826	0.0002077104970372	4.3143650579482185e-08	5.796011380984032e-07	0.0019489429084544	-8.285791769009989e-05	3.798378460414696e-06	6.865434523939369e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4817.861509265093	33.72916721740603	23211789.522458125	1137.6567211797376	3992.185196725946	29.31648954233788	859.4565590860061	15937542.64495778	4864.95697103742	9.243420377252733	23667806.33004559	85.44082027061106	4657.7917428313	5831.543573288691	0.310332	26.443493	0.1985880724926764	0.125060200932289	-0.0096020449	0.0242233364	-0.032471654	-0.0296596312	-0.0153473637	0.0059921438	0.0009840736	0.0127434497	0.0011110418	0.0077337031	0.0002046996	-0.0013305127	0.0024380522	-0.0100183327	-0.0026926548	-0.0155335199	0.0281644332	-0.0024112211	0.0032903541	-0.0232654099	0.0132103279	-0.0058299835	-0.0119828088	-0.0576821862	0.0072908853	0.0251333475	-0.0118714458	0.0111874902	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	0.0478417082829167	-0.0058324951295958	0.0022888290514277	3.401799943675986e-05	0.0414386992727031	-0.0016065504535021	0.0017171657974135	2.58100435964781e-06	0.1743445224669955	0.075088206873275	0.0303960125142447	0.0056382388114437	-0.0066901064176292	-0.0012413196535171	1.5408744822078135e-06	4.475752387920341e-05	5.835283674326952e-05	0.0008196682366258	6.718560181333625e-07	3.405053555986665e-09	0.0016887143978713	-0.0002602285105831	2.851756317577827e-06	6.771887772029861e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4754.140098138864	-63.72141112622921	22601848.072731808	4060.418235917928	3928.029217024495	-64.15597970145063	4115.989731452945	15429413.529798068	4840.045830986249	-24.91114005117106	23426043.64604737	620.5648986490589	4634.437988324354	5771.10949254919	0.384027	32.72308	0.1438553350832309	0.1007109149640217	-0.013604908	0.03093902	-0.0343453832	-0.0311631432	-0.0148180919	0.0069972839	0.0021889163	0.0102903548	0.0002840855	0.0029303587	-0.0005349375	-0.0026942955	0.0024156217	-0.0086921016	0.0060357312	-0.0104918237	0.0272355965	-0.0051880421	0.0057718962	-0.0176835871	0.0108733616	-0.0058512591	-0.0074324315	-0.0644131206	0.0104425921	0.024990157	-0.0146471173	0.0110588473	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.0482076603320109	0.0003659520490941	0.0023239785146865	1.3392090223624137e-07	0.0629082997111538	0.0214696004384507	0.0039574541725483	0.0004609437429867	0.2191808815604901	0.0448363590934945	0.0480402588416335	0.0020102990967607	-0.0080282923784759	-0.0013381859608466	1.7907416658072043e-06	6.445347851429422e-05	0.0002315958656695	0.0001732430289262	3.0013147071534734e-08	5.3636644995205094e-08	0.0017209538781422	3.223948027089997e-05	2.961682250692678e-06	1.039384088137748e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4853.948490653082	99.8083925142182	23560815.949913338	9961.71521627225	4013.450264149142	85.42104712464698	7296.755291871159	16107783.02279882	4891.482360346298	51.43652936004946	23926599.681578998	2645.7165526072304	4682.7696865103335	5848.689217703683	0.562088	47.895699	0.3581244725435983	0.192633142668489	-0.0076723116	0.0197629146	-0.0267504043	-0.0245748277	-0.0152647972	0.0030059417	-0.0007899331	0.0166130251	0.0035093408	0.0067850893	0.0047739	-0.0007866405	0.0034352987	-0.0087968021	-0.0018487176	-0.0143780246	0.0222317163	-0.0010716387	0.0062165765	-0.0185590151	0.0129619526	-0.004554053	-0.0121342929	-0.0470018932	0.0085926403	0.0231938697	-0.0127222141	0.0097472728	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.0663661625017937	0.0181585021697828	0.0044044675252144	0.00032973120105	-0.0612658296426502	-0.124174129353804	0.0037535018818022	0.0154192144007752	0.2973449032997166	0.0781640217392264	0.0884139915183178	0.0061096142944502	-0.0099972570424061	-0.0019689646639302	3.876821847805769e-06	9.994514837193836e-05	0.0005249599296766	0.0002933640640071	8.606247405076188e-08	2.755829277660608e-07	0.0022111815358206	0.0004902276576784	4.889323784353948e-06	2.403231563528507e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
