global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51
5775.893704072699	n/a	n/a	33360948.08074664	6902.793297979045	n/a	47648555.31462442	n/a	5044.111650847043	n/a	n/a	25443062.34621088	5417.939829833985	4420.775677292347	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0002618279144712	n/a	n/a	6.855385679633804e-08	8.103082880950296e-05	n/a	n/a	6.565995217554975e-09	0.2307655996566211	n/a	0.0532527619848799	n/a	-3.187307538944569e-05	n/a	n/a	1.0158929347812883e-09	0.0006360061081696	n/a	4.045037696290409e-07	n/a	-0.0003989895877495	n/a	1.5919269113251598e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4493.311727373593	-1282.581976699105	1645016.5269533845	20189850.279353067	4227.2752297688	-2675.518068210245	17869855.868216865	7158396.933319479	4367.724008926849	-676.3876419201943	457500.24214236095	19077013.018156026	4303.660272033691	3311.239272277832	10.138634	301.090881	0.4555233967832526	0.275635474532627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0223719160654667	0.0226337439799379	0.0005122863665493	0.0005005026284402	0.1378301513456108	0.1377491205168013	0.0189748202031522	0.0189971506199539	0.0055627722997826	-0.2252028273568385	3.09444356592286e-05	0.050716313449514	8.091941933145393e-05	0.0001127924947208	1.2722146865364171e-08	6.5479524249396814e-09	0.0002950221097084	-0.0003409839984611	8.70380452167952e-08	1.1627008720658761e-07	0.0005459880176619	0.0009449776054114	2.981029154303713e-07	8.929826747290636e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4444.499030313627	-48.81269705996601	2382.6793942680147	19753571.63045877	4280.810723365821	53.53549359702083	18325340.449283805	2866.0490746766586	4358.593405102926	-9.130603823922684	83.36792618943153	18997336.47100672	4321.754640563965	3238.3163011474608	0.792158	23.525017	0.1070383000058971	0.0609623099114176	-0.0372925289	0.0419640307	-0.0541216781	0.0247404319	-0.1146006334	0.0780895057	0.1441607514	-0.0137113515	0.0930033093	-0.0486722662	0.0932669193	-0.0215380965	-0.0539670948	-0.0407983799	-0.039887524	-0.0301079025	0.0111744103	-0.1065159256	-0.0176219857	-0.0772309102	0.0336117982	-0.1051102934	0.0252553826	-0.0201110644	0.0352402599	-0.0156483952	0.0488178428	-0.0552627967	0.0480156476	-0.0389165931	0.054715581	-0.0444206542	0.0102407599	-0.0546426225	0.0341233651	-0.049440278	0.1206281966	-0.0013316424	0.1425266538	-0.0342940394	0.0818500602	-0.0333966752	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0222596475583429	-0.0001122685071237	1.2604217691806728e-08	0.0004954919094216	0.1628137662258382	0.0249836148802274	0.0006241810124835	0.0265083224726418	0.0548019921532159	0.0492392198534333	0.0030032583439611	0.0024245007717747	0.0001160000611402	3.5080641808746065e-05	1.2306514297135422e-09	1.345601418453014e-08	5.046001039232807e-08	-0.000294971649698	2.546212648793857e-15	8.700827412556417e-08	0.0008699996614574	0.0003240116437955	7.568994109359907e-07	1.0498354531506199e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4431.0859008719	-13.413129441727506	179.91204142053724	19634522.26090573	4200.574297148606	-80.23642621721501	17644824.425865505	6437.884092110588	4346.771318815793	-11.82208628713306	139.76172418041958	18894420.89807959	4295.092766113281	3234.6153117904664	0.7259759999999998	21.559589	0.1665536513680411	0.1015990085667156	-0.0279438579	0.0378078704	-0.0539624198	0.0205285572	-0.0916693289	-0.0133361199	-0.0097032204	-0.0540064598	0.075589105	-0.0243126853	-0.0614090174	0.0056755964	-0.0260247309	-0.0285541062	0.0058156272	-0.0135936789	0.0431122676	-0.0781492997	-0.011414028	-0.0687217674	0.0283124719	-0.1066258931	0.0053900461	0.0024384506	0.0421834595	-0.0019541366	0.0146531841	0.0013030697	0.0089557911	-0.0995882026	0.0204172309	-0.070473381	-0.0567435696	-0.0635646494	0.0031890386	-0.083288722	0.1415873837	-0.0211578773	0.1061483188	-0.0048801039	0.0048289144	-0.0806513061	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0243168629135084	0.0020572153551654	4.2321350175287095e-06	0.0005913098219543	0.1470462264655907	-0.0157675397602475	0.0002486153100909	0.0216225927177697	0.1329129144623237	0.0781109223091078	0.0176658428308689	0.0061013161839794	-0.0004325572882594	-0.0005485573493996	3.009151655803149e-07	1.8710580762632564e-07	0.0003369257328296	0.0003368752728192	1.1351894944276303e-07	1.1348494943701561e-07	0.0003430728048058	-0.0005269268566516	1.1769894939731857e-07	2.7765191226073575e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4440.550799160122	9.464898288221775	89.5842996063835	19718491.3999216	4227.438449652911	26.86415250430491	17871235.84560381	721.6826897745518	4355.396583624408	8.625264808614702	74.39519301872721	18969479.400647163	4306.711310668945	3227.274752929688	0.600522	17.833937	0.0653117890373765	0.0380323245505848	-0.0490814104	0.0357322851	-0.0576773832	0.0457073621	-0.1462182396	0.0206855544	0.0543389198	-0.0472020507	0.0753407063	-0.0126772941	-0.0301272004	-0.0082646374	-0.0429567025	-0.0467597756	-0.0135314469	-0.0382351656	0.0209278651	-0.1042302176	-0.0204744376	-0.0718048596	0.0401009058	-0.1133100118	0.0259787951	-0.0205515405	0.0299422128	-0.0047060076	0.0406670195	-0.0333170546	0.035787355	-0.0532483506	0.017618559	-0.0598395258	-0.0257584149	-0.0892622612	0.0467510366	-0.0600405689	0.1417198103	0.0138731577	0.0711400618	-0.0666024128	0.0722342951	-0.0689453371	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.022412094477147	-0.0019047684363613	3.628142796158651e-06	0.0005023019788525	0.1460669738492299	-0.0009792526163608	9.589356866494908e-07	0.0213355608494716	0.1077364064101544	-0.0251765080521692	0.0116071332661739	0.0006338565577009	-0.0005406946297244	-0.000108137341465	1.1693684619118007e-08	2.923506826128061e-07	0.0004487654026825	0.0001118396698528	2.0139038664478642e-07	1.2508111752805658e-08	0.0008681209921376	0.0005250481873318	7.536340569899711e-07	2.75675599020409e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4424.888532704429	-15.662266455692588	245.3065905291133	19579638.52685916	4192.452319817003	-34.98612983590829	17576656.45393897	1224.029280895032	4342.577138318797	-12.819445305611223	164.33817794355767	18857976.20224907	4290.490903015137	3233.4421131744384	0.541721	16.087696	0.0618511703352658	0.0373552308948136	-0.0369812158	0.0379546907	-0.0518522493	0.0253206452	-0.1264876217	-0.0437416812	-0.0254926001	-0.0766995221	0.0688873443	-0.027904506	-0.1193606152	0.0123479524	0.0164575107	-0.0434938658	0.0145233143	0.0103530687	0.0445942227	-0.1179791772	-0.0116081574	-0.071969445	0.0360295884	-0.1081325415	0.0256462564	-0.0061604301	0.0447659075	-0.0102962088	0.0268976382	-0.0200853479	0.0236079498	-0.0851998614	0.0018051746	-0.0515183428	-0.0432333498	-0.097971251	0.0187291914	-0.0869728529	0.1703280472	-0.0024762322	0.0471667435	-0.0529285968	0.0181198465	-0.0586648659	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0222968667425789	-0.000115227734568	1.327743081369646e-08	0.0004971502665363	0.1471769224725392	0.0011099486233092	1.2319859463861935e-06	0.0216610465084878	0.0878456915022809	-0.0198907149078735	0.0077168655155139	0.0003956405395463	-0.0003021680400757	0.0002385265896487	5.689493396943932e-08	9.130552444318985e-08	0.0006639235154828	0.0002151581128003	4.4079443441103974e-07	4.629301350378661e-08	0.0005071001131963	-0.0003610208789413	2.571505248037003e-07	1.3033607503154882e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4452.510427069653	27.62189436522385	762.9690483235852	19824849.103163984	4242.499683549251	50.047363732248414	17998803.564915497	2504.738616547974	4364.371533375358	21.79439505656137	474.9956558814667	19047738.881337173	4318.091403320313	3264.2797654953	0.504595	14.985159	0.0706895389380848	0.0358636414645236	-0.0587253726	0.0392235235	-0.0692398263	0.0235096471	-0.144268463	0.0346482411	0.0801696561	-0.0623091972	0.0770024302	-0.016123748	-0.0390544564	-0.0312699045	-0.0593894639	-0.0473389381	-0.039080583	-0.0457049225	0.0283218733	-0.108283816	-0.0234953605	-0.0763640857	0.0422836446	-0.1210825695	0.0383239623	-0.0135654161	0.0304508858	-0.0204825452	0.0442879996	-0.0545040799	0.0479266617	-0.0526729627	0.0053332058	-0.0560656468	-0.0311446157	-0.0895140023	0.0366263235	-0.0824001321	0.1443246065	0.0146094877	0.0584154118	-0.0601617144	0.0283009493	-0.0574141236	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.0165725473467119	-0.005724319395867	3.2767832545899144e-05	0.000274649325559	0.1640487538698352	0.016871831397296	0.0002846586946987	0.0269119936462457	0.0572728136378941	-0.0305728778643868	0.0032801751820009	0.0009347008609107	-0.000384596084055	-8.242804397930002e-05	6.794382434253419e-09	1.4791414787044066e-07	0.0005599338997555	-0.0001039896157272	3.135259720954024e-07	1.0813840179111511e-08	0.0003431075672922	-0.000163992545904	1.1772280273317157e-07	2.6893555112108344e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4417.710831158208	-34.79959591144507	1211.0118755998642	19516168.987732545	4174.589127789577	-67.91055575967403	17427194.38585894	4611.843583587795	4340.1043376081625	-24.26719576719552	588.8967904033921	18836505.661325183	4282.07822277832	3257.9594172992706	0.878596	26.091995	0.1243277091770507	0.059858825139006	-0.014596535	0.0367497744	-0.0620557923	-0.0141458913	-0.0820219739	-0.083912574	-0.0756109447	-0.1021398617	0.0859144193	-0.0276594693	-0.212010561	0.0190982863	0.0463331932	-0.0550001957	0.0325834013	0.0380603407	0.0533641179	-0.1001704864	-0.0062248499	-0.0659882133	0.0260098346	-0.0975582327	0.0109767197	0.0039626958	0.057123473	0.000367031	0.004845516	0.0059744115	0.016137446	-0.1350232634	-0.0064455184	-0.0726149019	-0.0561228975	-0.0759213186	-0.0197050841	-0.1232948973	0.1843188366	-0.0305977554	0.0385531074	-0.0045431519	-0.0813457378	-0.0885061432	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	0.0257399528115058	0.0091674054647939	8.404132295593309e-05	0.0006625451707385	0.1341129613612537	-0.0299357925085815	0.0008961516731168	0.0179862864050851	0.0924552029419345	0.0351823893040404	0.0085479645510342	0.001237800517141	-0.000447913265728	-6.331718167300001e-05	4.009065495011689e-09	2.0062629361512201e-07	0.0010663267894643	0.0005063928897088	1.1370528219292417e-06	2.564337587476288e-07	0.0007742399339031	0.0004311323666108	5.994474752502766e-07	1.8587511753951545e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4381.462791849713	-36.24803930849521	1313.9203537102137	19197216.19636348	4185.687405290275	11.098277500697804	17519979.054805633	123.17176348249512	4276.67256522473	-63.43177238343287	4023.589747703637	18289928.230145868	4225.20246105957	3167.458429565429	1.389465	41.26347	1.7039543894254272	1.0363168065684856	0.1501590077	0.0282281067	0.0586819913	-0.0738188171	0.0415956993	-0.0604007135	-0.1570844918	0.078425145	0.1519645926	0.0895298942	-0.0889986876	0.1279494421	0.2225967061	-0.0030079616	0.1529128781	0.1604492334	-0.1012716807	0.067289635	0.0746780912	-0.0140929635	-0.0881055542	0.1155664278	-0.0978255916	0.0748760405	0.1613581324	0.2155247647	0.0093005987	0.1384961038	-0.2793400971	-0.001215405	0.1557946222	-0.0797983241	-0.1843449144	-0.19751539	0.012057932	0.0283057811	0.0748657402	0.0114485179	-0.2144175493	-0.1530537689	-0.0460465938	0.1351451877	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	-0.0810123748931204	-0.1067523277046262	0.0113960594703559	0.0065630048858234	0.2421259023943349	0.1080129410330812	0.0116667954306158	0.0586249526102709	1.2249221946731694	1.1324669917312349	1.500434383002934	1.2824814873607928	0.0047131923695332	0.0051611056352612	2.663701137832491e-05	2.221418231222598e-05	0.0028882030293122	0.0018218762398479	8.34171673852817e-06	3.319233033322323e-06	0.0009257006379237	0.0001514607040206	8.569216710523451e-07	2.294034486241581e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4418.043492265512	36.58070041579958	1338.1476429104798	19519108.299549643	4211.4802134847405	25.79280819446558	17736565.588573474	665.2689545564907	4332.66009532249	55.9875300977601	3134.603526447593	18771943.50159989	4282.950534851074	3152.8362771377565	1.165682	34.617691	0.4753599933618217	0.2644458867189833	0.1673622529	0.01798271	0.0886191877	-0.0666793229	0.0702889224	-0.0153947428	-0.08709983	0.1462233538	0.0321201196	0.0075969079	0.0952143585	-0.002560727	0.0714486131	0.0006014389	0.0125854476	0.113597515	-0.1117377087	0.091578115	0.0988235737	-0.0007283315	-0.0820181769	0.1442258681	-0.0993951142	0.0411420373	0.1189891218	0.1217818869	0.019650448	0.116406334	-0.196978669	0.0685648172	0.3386647992	-0.0156067042	-0.1438409544	-0.0515826374	0.1439670504	-0.0346138081	0.0088453465	0.1151866006	-0.0555010376	-0.0063904471	0.0036991244	0.1795212189	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	-0.1413274299988955	-0.0603150551057751	0.0036379058724126	0.0199734424700927	0.1906299187301385	-0.0514959836641964	0.0026518363335431	0.0363397659150592	1.2184648466284642	-0.0064573480447052	1.4846565824693267	4.169734377045824e-05	0.0016750775622941	-0.0030381148072391	9.230141581965474e-06	2.8058848397011445e-06	0.0009379732109104	-0.0019502298184018	8.797937443855657e-07	3.8033963445835178e-06	-0.0012277868673783	-0.002153487505302	1.5074605917066195e-06	4.637508435491831e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
