global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
6068.240126034955	n/a	n/a	36823538.22722073	6913.715745148836	n/a	47799465.40471892	n/a	5354.370083400181	n/a	28669278.99001086	n/a	5569.275558345806	4497.7743642027945	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.3139922635427865e-05	n/a	1.098254472282144e-09	n/a	-0.0173801724749012	n/a	n/a	0.0003020703952573	0.1983119457445923	n/a	n/a	0.0393276278250061	-0.0002669999900384	n/a	7.128899468050573e-08	n/a	-6.600000041956378e-05	n/a	4.356000055382418e-09	n/a	-8.810999787200666e-09	n/a	7.763371725005016e-17	n/a	0.0
4747.8775203716505	-1320.3626056633047	1743357.4104339916	22542340.948450454	3796.770754778827	-3116.944990370009	14415468.164343782	9715346.072992694	4583.196965898786	-771.1731175013947	21005694.42822384	594707.9771568199	4460.49557995818	3196.952028209295	19.363663	291.451874	0.40532562409154	0.2200508843739673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.036592711603987	0.0365595716813515	0.0013390265425325	0.0013366022815238	0.1213378183737603	0.1387179908486615	0.0192426809850893	0.0147228661677036	0.0616925820341265	-0.1366193637104658	0.0186648505406525	0.0038059746780374	0.0002951713651649	0.0005621713552033	8.712613481331074e-08	3.160366326111149e-07	-0.0003273458421548	-0.0002613458417352	1.0715530037603525e-07	6.830164899229913e-08	0.0010450479490829	0.0010450567600826	1.0921252158823756e-06	1.0921436317945231e-06	1.0
4694.174807541456	-53.70271283019429	2883.981365322314	22035277.123756867	3941.03695791739	144.266203138563	15531772.303670757	20812.73736801713	4569.605452764602	-13.591513134184424	20881293.993935984	184.7292292767077	4468.905607144839	3236.925356951278	1.461701	22.000772	0.1208238416008006	0.0643486912645914	-0.1252486319	0.0168495733	0.0946950752	-0.0098180544	0.1075855297	0.407748247	-0.1435589851	0.1097898038	-0.5501258965	0.0074761321	-0.0805208244	-0.0235002281	0.0959742277	-0.0304196501	0.0236441216	-0.1219646708	0.0052520992	-0.020682679	-0.0238637861	0.077489288	-0.076077803	0.0539747817	-0.0701052483	0.1145777499	-0.0643754019	-0.0903813521	-0.0613050811	0.1971499377	-0.0927520876	0.0213460351	-0.0930234142	0.1235624248	-0.0792301719	0.1021165335	-0.0175431465	0.1987947825	-0.3315494994	0.0502939861	-0.1301927499	-0.0981056182	0.0826498129	-0.064310739	0.1002966681	-0.0749260873	0.0222761874	-0.2275112725	0.1366101843	-0.0602272759	0.0413653351	-0.0408119175	0.1201741758	-0.0422851772	0.0189978749	-0.1524376526	0.1229238261	-0.0489760543	0.0996340458	-0.0504074399	0.1661217317	0.0761774132	-0.0579384009	-0.1105456196	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0153447176455188	-0.0212479939584682	0.0002354603596206	0.0004514772472591	0.153067003160146	0.0317291847863856	0.0010067411672086	0.0234295074564281	0.1075561889432208	0.0458636069090943	0.0021034704387119	0.0115683337799898	0.0001829999944255	-0.0001121713707394	3.3488997959733035e-08	1.2582416413555924e-08	9.56174750488259e-08	0.0003274414596298	9.142701534712843e-15	1.0721790948452593e-07	0.0010449996605151	-4.8288567799969e-08	1.0920242904766745e-06	2.3317857801722028e-15	0.0
4671.195009738822	-22.979797802634494	528.0711070499651	21820062.819008872	3860.5181311148185	-80.51882680257131	14903600.240666252	6483.281469662476	4563.591884068081	-6.013568696521361	20826370.884332053	36.163008467781616	4450.037646943118	3104.744141361843	0.9225	13.884994	0.1826796563389603	0.1425900990137872	-0.078109947	0.1357333571	0.0199234336	0.0672647976	0.0987155248	-0.0200511953	-0.085502824	0.1225356932	0.0574541428	0.0791749913	0.0015747043	0.0305657005	0.0870049221	-0.005759983	0.2070455933	-0.0777579529	0.0339635835	0.0617593138	0.0827898705	-0.0177417116	0.0054298038	0.108514351	-0.1634324859	-0.1195491664	-0.1315314534	0.0150539312	-0.0640183479	0.0426382547	0.0687164487	0.1429734405	-0.1369035868	0.0485865754	0.0811832075	0.0309127717	0.0537981104	0.0603234901	-0.102441596	-0.1180814971	0.0327466473	-0.1232870977	0.1007676319	-0.1140090626	0.0698577876	0.0547789574	0.1185336509	-0.1030760856	0.1156902011	-0.2221740822	-0.0669990417	-0.0135357979	0.1623315526	-0.1418436011	0.0713206383	-0.1037594726	0.0098692105	0.0138300685	-0.0585574271	0.0040771226	0.0217066717	0.1463476154	-0.178553979	-0.1578009304	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0111697636369427	-0.0041749540085761	0.0001247636197051	1.7430240973725658e-05	0.1246215555089946	-0.0284454476511513	0.0008091434920743	0.0155305320974814	0.2308514411427182	0.1232952521994973	0.0152017192149376	0.0532923878776698	-0.0003519999882102	-0.0005349999826357	1.2390399169998098e-07	2.8622498142019933e-07	-1.839200458597645e-07	-2.795375209085904e-07	3.382658326905787e-14	7.814122559572061e-14	0.0010450001899532	5.294380999148335e-10	1.092025397002224e-06	2.803047016414292e-19	0.0
4663.612451429527	-7.5825583092946545	57.49519051385341	21749281.09712852	3832.4045774671768	-28.11355364764177	14687324.84539137	790.3718986988316	4555.403456914993	-8.188427153088014	20751700.655273065	67.05033924142909	4439.840297401771	3012.730163390008	0.989984	14.900734	0.0609103697087096	0.0364092697923565	0.1366962842	0.0837739051	0.1145777174	-0.0188713597	0.1160068713	0.0092637886	0.0365188701	-0.1179268643	-0.0452177557	-0.0211589709	0.1060364101	0.0193578549	0.1045367274	0.0764087575	0.0994594593	-0.0844880935	0.0382656633	0.020218956	0.1786529464	-0.1116299491	0.1121063046	-0.0178197043	-0.1402102811	-0.0884864568	-0.1157860896	0.1167835098	-0.0260290083	0.0629229245	0.0935846252	-0.00412455	-0.1313211107	0.0323811704	0.152016732	-0.0560251511	0.1062825751	0.0338826023	-0.1188126963	-0.1840163847	0.0343986984	-0.1685394787	0.0276006869	-0.0957922574	-0.09385353	-0.1735349054	0.014040795	-0.0230599932	-0.034952529	-0.1679978951	0.0649614952	-0.0032863789	0.0911206113	-0.0654542139	0.0178164073	-0.1012376219	0.0584230437	-0.0115670397	-0.1018065828	-0.042042245	-0.0317278333	0.1494234921	-0.0532194436	-0.1001390805	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	-0.0026912428696448	-0.0138610065065875	7.242788183413978e-06	0.0001921275013756	0.1438965543180046	0.01927499880901	0.0003715255790873	0.0207062183445944	0.2577253093591451	0.0268738682164269	0.0007222047929138	0.066422335084267	-0.0003699999774066	-1.799998919640002e-05	1.3689998328088452e-07	3.239996110705174e-10	-1.9332494516355325e-07	-9.404899303788765e-09	3.737453442249087e-14	8.845213091440639e-17	0.0010449996605152	-5.294379999513932e-10	1.0920242904768837e-06	2.803045957925314e-19	0.0
4672.722256525582	9.109805096055425	82.98854888811738	21834333.28662953	3844.021639788592	11.617062321415233	14776502.367162976	134.9561369796455	4549.142810276577	-6.260646638415892	20694700.30829107	39.19569633110821	4435.998161057176	3115.258236614511	0.690564	10.394006	0.0936379814683034	0.0678326489823523	0.0511803985	-0.0004005568	0.1379065946	-0.0529348011	0.0661322335	-0.0143417977	0.1160762542	0.0308272933	0.0781608424	-0.1094516441	0.1883780053	-0.0135235149	0.1428281123	0.0618672424	-0.0044835631	-0.0845676732	0.0901393808	0.0146200423	0.0931301471	0.0001313959	0.0624365827	-0.0835717296	0.0315973138	-0.0916225422	-0.0711354126	0.1723877462	0.0364170209	0.1128569756	0.0547451845	-0.0598198282	-0.0874995604	-0.0348906236	0.0618004581	0.0439725584	0.0033188871	0.0587825521	0.0792954446	-0.05580564	-0.038528902	-0.1398023095	-0.0284053105	-0.0330153328	0.0035329063	-0.1500712347	-0.0135398695	-0.1023011784	-0.0133622231	-0.1094627163	0.0615259045	0.0206899266	0.1005546665	-0.0846675299	-0.0701341299	-0.1029707084	0.0142284307	-0.0089880832	-0.0291318191	0.0628460456	-0.0026640947	0.0846062038	-0.0277145911	0.0566539871	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0026251804817007	0.0053164233513455	6.89157256150232e-06	2.826435725073172e-05	0.1530909460172864	0.0091943916992817	8.453683871982198e-05	0.0234368377524676	0.1870275436161961	-0.070697765742949	0.0049981740810448	0.0349793020711081	-0.0005379999424183	-0.0001679999650117	2.894439380420941e-07	2.8223988243932424e-08	-7.811044258065891e-07	-5.877794806430359e-07	6.101241240146413e-13	3.4548471786499697e-13	0.001044999391513	-2.6900220007237963e-10	1.0920237282625402e-06	7.236218364378057e-20	0.0
4675.545711218696	2.82345469311349	7.971896404064592	21860727.697695546	3852.6699111373337	8.648271348741673	14843065.444182953	74.79259732146612	4550.772022065662	1.629211789085275	20709525.9968156	2.6543310536944427	4437.786831444059	3185.709935946244	0.580348	8.735106	0.0428808380476903	0.0245137125868771	-0.00579515	-0.0417264568	0.1193708991	-0.0712226868	0.0766695791	-0.0177363293	0.0538953831	-0.0202434118	-0.0621882303	-0.0737439868	0.1846819719	-0.0383665565	0.0996834168	0.0303300196	5.82539e-05	-0.0902635012	0.0943404239	0.0354150635	-0.0735908703	0.0433911162	-0.0478031107	-0.0535461791	-0.0089377533	0.0206736057	0.0318956744	0.1692197221	0.0497573444	0.092282797	0.0069611308	-0.0301285083	-0.1046515506	-0.0404078803	0.0311031925	0.1030719807	-0.0710243243	0.0339300408	-0.0027315416	0.0463710868	-0.0767156839	-0.1529124261	0.0249090301	-0.0254836759	0.016344935	-0.1464140821	-0.087407965	-0.0730496537	-0.0163904638	-0.0647521575	0.0770172805	-0.0127544758	0.0545032978	-0.0762560197	0.0311932988	-0.0826190083	-0.0348122818	-0.0568654934	-0.0917984209	0.0228739239	0.0065815097	0.0874008415	-0.0223247362	0.0609490934	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.0149278071362743	0.0123026266545736	0.0002228394258978	0.0001513546226018	0.1463536628082096	-0.0067372832090767	4.539098503930811e-05	0.0214193946173791	0.1681882976802029	-0.0188392459359932	0.0003549171874368	0.0282873034765645	-0.0005590001650937	-2.100022267540001e-05	3.124811845747839e-07	4.410093524163845e-10	-8.14157649742242e-07	-3.3053223935652916e-08	6.628526786338114e-13	1.0925156125404185e-15	0.0011239997605746	7.900036906159993e-05	1.2633754617717578e-06	6.241058311868996e-09	0.0
4676.9674871696025	1.4217759509065218	2.021446854576144	21874024.876041543	3862.875621654369	10.205710517035186	14921808.068371626	104.1565271575226	4551.519880385626	0.7478583199635978	20716333.22154558	0.559292066738775	4439.3739019266295	3148.891989694515	0.737062	11.093876	0.0727522148106327	0.0442953916891075	-0.063277994	0.0443393747	0.0209355475	-0.0830655758	0.0519737111	-0.0638368933	0.0112689289	0.0514122303	0.0079515197	-0.1401569013	0.1870418519	-0.0353997446	0.0477445308	-0.0393361519	0.0213084273	-0.1218582865	0.066034765	-0.0475547598	-0.0312983517	0.0823342939	0.0451057063	0.0831230839	0.080082152	0.0572158714	0.0785032147	0.1679934273	0.0584801891	0.0596860746	-0.0636332881	0.002358577	-0.1124635151	0.0227879023	-0.0425874108	0.1195976808	0.015587842	0.0194212047	0.1064919817	0.019960473	-0.0914890169	-0.1244507473	0.0070652153	-0.0501043866	0.0901692677	0.0454240227	-0.0343442937	-0.0749438433	0.0982443205	-0.0826759222	0.0121370603	0.114061092	-0.043351264	-0.0536719623	-0.0910895106	-0.0184041161	0.0139422073	-0.0202469091	-0.0242623263	-0.1098042813	-0.0099908496	-0.0162007961	0.1312993932	0.0529290074	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	0.0048220706686805	-0.0101057364675938	2.3252365533748805e-05	0.0001021259095524	0.129402282785648	-0.0169513800225616	0.0002873492846693	0.0167449507901368	0.1285697949086568	-0.0396185027715461	0.001569625761859	0.016530192162854	-0.0005590501098669	-4.9944773200007175e-08	3.12537025342193e-07	2.494480370000155e-15	9.169389788388216e-05	9.25080555336244e-05	8.407770909139811e-09	8.557740338612135e-09	0.0010950258499028	-2.897391067179997e-05	1.1990816119553494e-06	8.394874996174441e-10	0.0
4686.813421409769	9.84593424016657	96.94242106168448	21966220.047106747	3858.251702202691	-4.623919451677921	14886106.197549962	21.380631095605445	4562.123060680571	10.60318029494556	20812966.82079346	112.4274323671218	4446.631666929978	3080.4676878409127	0.763719	11.495108	0.2462602001815813	0.161661822979075	0.0749735383	0.0655455636	-0.0220562299	-0.130437368	0.0001776676	-0.0524452557	0.0848672541	0.0139295459	-0.0269973415	-0.1365123998	0.0963176789	-0.1120345061	-0.1022934835	0.0255334041	0.1345188143	-0.0676152044	0.0902795522	0.0621160133	0.1151231251	-0.0603771426	0.0074168696	-0.0863595938	-0.0030440392	0.0160800743	-0.0572309686	0.0929715487	0.1264784372	-0.0552533971	-0.0345064578	0.0360647013	-0.0485456913	0.0270987919	0.1678460315	-0.0638827469	0.0720137257	0.1763325018	0.0007155176	-0.0191809228	0.0853628985	-0.0889310158	-0.072927739	-0.0371167693	0.0082774972	0.0686653816	-0.0522130758	0.1346683545	0.0724718867	-0.2094861658	0.0227640488	0.0375927594	-0.0147285722	-0.0736509967	-0.1302838538	-0.0361020771	0.0119802117	0.0228385353	0.008984215	-0.039567587	-0.0320892111	-0.0358528151	0.0339261878	0.0791206716	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.0065018168231318	0.0016797461544513	4.2273622001559694e-05	2.821547143393931e-06	0.0736866876695927	-0.0557155951160553	0.0031042275391362	0.0054297279397161	0.2680145960877524	0.1394448011790956	0.0194448525758775	0.071831823716081	-0.000965807472436	-0.000406757362569	9.327840738132148e-07	1.6545155200417024e-07	-0.0003011198247864	-0.0003928137226702	9.067314887939224e-08	1.5430262071808536e-07	0.001283855919303	0.0001888300694002	1.6482860215293513e-06	3.5656795109684385e-08	0.0
4715.719399050953	28.90597764118411	835.5555433926356	22238009.450585485	3891.200809902615	32.9491076999243	15141443.742986768	1085.6436982212106	4575.960429600307	13.837368919736036	20939413.853267822	191.47277862087685	4465.178358656676	3212.4740715410626	1.021763	15.379052	0.1262224126487835	0.0802931573781627	-0.0649974823	-0.0308016757	-0.0211602723	-0.1789014582	-0.1402800175	-0.0522746768	0.0912642859	0.0792124598	-0.0291359719	-0.0433985214	-0.0454336777	-0.2239969965	-0.0776569282	0.010228457	0.0352626123	-0.0218328521	0.136851165	0.0444717389	0.0972067982	0.0963387873	-0.017483096	-0.0287275737	0.1324519146	0.0051500219	0.0157358053	-0.0726958262	0.2165901588	-0.0123057249	-0.0639153358	0.0300645349	0.0048240813	0.0437508818	0.0892304252	-0.0065595502	-0.1003347591	0.1778507292	0.1045043215	0.0348704216	-0.0115971368	0.0136178085	0.1374677257	0.0211870939	0.0048758348	-0.0507730251	-0.1375123148	0.0753288954	0.0714656919	-0.0144364841	0.0580705467	-0.0462767019	-0.0463736957	-0.0010365779	-0.2234210487	-0.0893176517	-0.0555601787	-0.0098151579	0.1720220183	0.0102649051	-0.0305262473	-0.0572621011	0.0421406836	0.1281815973	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.0148455305271397	0.0083437137040079	0.0002203897766322	6.961755837444922e-05	0.0962507897174447	0.022564102047852	0.0005091387012258	0.0092642145212317	0.1914320551587138	-0.0765825409290386	0.0058648855751478	0.0366462317422888	-0.0009874108047134	-2.160333227740007e-05	9.749800972647642e-07	4.667039654877557e-10	-0.0001680252520064	0.00013309457278	2.8232485311814225e-08	1.7714165303490722e-08	0.0010639127050027	-0.0002199432143002	1.1319102438661622e-06	4.837501751674767e-08	0.0
