global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	a_comp_cor_00	a_comp_cor_01	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54
5543.470082392439	n/a	n/a	30730060.55438003	6193.315864864716	n/a	n/a	38357161.40198498	4873.235336104807	n/a	n/a	23748422.64106053	4874.493904957121	4790.559921218526	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0982859271707354	n/a	0.0096601234798111	n/a	0.4870593129180918	n/a	0.2372267743002436	n/a	-0.7375532872808037	n/a	0.5439848515787198	n/a	0.0213876149030741	n/a	n/a	0.0004574300712421	-0.0006148019330816	n/a	3.779814169208722e-07	n/a	0.0015212465031839	n/a	n/a	2.314190923449243e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4220.339405525246	-1323.130676867193	1750674.7880670363	17811264.697829183	4242.818564549678	-1950.497300315038	3804439.718536252	18001509.37168739	4121.351181513326	-751.8841545914811	565329.7819257462	16985535.56136129	4008.293341237046	3516.574891217171	11.368316	326.843445	0.6116359054103252	0.3815027638523339	-0.0701425502	-0.0122093254	0.0196145322	0.0445994879	-0.0070009262	0.0094032063	-0.0574084641	-0.0334989546	-0.0029474685	-0.029299	-0.0024530508	-0.0193179631	0.0380840563	-0.103659519	0.1085292291	-0.0045706306	0.0581832255	-0.0164721162	-0.0728892225	0.0256002578	-0.0126848862	0.0048188551	-0.0799904068	0.0315663061	-0.0007200749	0.0014409693	-0.0070563857	0.0040685701	-0.056529922	0.1183760245	0.0344343577	-0.0168238454	0.0559075296	-0.0301546749	0.0935891202	0.1121489578	0.1121325392	0.1121051767	0.0	0.0793543658422777	-0.0189315613284576	0.00629711537823	0.0003584040143331	0.6368263682292792	0.1497670553111874	0.4055478232720935	0.0224301708565842	-0.4849429875883686	0.2526102996924351	0.2351697012111326	0.0638119635107018	0.0190352239747094	-0.0023523909283647	5.533743079852537e-06	0.0003623397517673	0.0003987068145978	0.0010135087476794	1.5896712400672449e-07	1.0271999816226657e-06	0.0019618866087047	0.0004406401055207	1.9416370259338173e-07	3.848999065414828e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4197.692884356295	-22.64652116895104	512.8649210557476	17620625.551375467	4285.298081909869	42.47951736019149	1804.5093951548104	18363779.650820404	4102.531283188577	-18.81989832474937	354.1885729539043	16830762.92954091	3998.2779186415487	3380.641787252729	0.911952	26.218971	0.2358385729630177	0.1545247905880566	-0.0864194785	-0.0520190318	0.0431615666	-0.0090612288	0.066562686	0.0126698892	0.0516369442	-0.0154420032	-0.0092155127	-0.0171065997	-0.0107657661	0.016110617	0.0260806601	-0.0980017717	0.1160657187	-0.0247849828	0.0732331894	0.0042920088	-0.0542366144	0.0221917696	0.0007730082	0.0258235131	-0.1136840898	-0.0005419687	-0.0169522661	0.027214061	0.012802948	0.0104520699	-0.0102916253	0.1062582504	0.036539327	0.006950795	0.0204494249	-0.0093842399	0.0737165381	0.1121051767	0.1119574576	0.1117114032	0.0	0.0870074904998716	0.0076531246575938	0.0075703034030852	5.857031702467165e-05	0.6999569169095281	0.0631305486802489	0.489939685529492	0.0039854661766692	-0.4108991633775787	0.0740438242107899	0.1688381224643941	0.0054824879037583	0.0175440585181309	-0.0014911654565784	2.2235744188929658e-06	0.0003077939892876	0.0003315302037625	-6.717661083529999e-05	1.0991227600680477e-07	4.512697043317344e-09	0.0022237660495786	0.0002618794408739	6.858084155242667e-08	4.945135443258413e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4202.614814373314	4.921930017019804	24.225395092440568	17661971.277990047	4278.01106943249	-7.287012477378994	53.10055084547714	18301378.71018692	4114.158102195356	11.626819006779442	135.1829202164077	16926296.889859695	4004.472108659524	3441.5652388920857	0.668054	19.206804	0.4776842138344868	0.2835030939263501	-0.0841516467	-0.0262108662	0.0359159071	-0.0458850918	0.0609536828	-0.0662059907	-0.0176539913	-0.0260285525	0.0053106476	-0.0226626392	0.0126945257	0.0004296544	0.0147749007	-0.086921876	0.0843647507	-0.0178413995	0.0474877498	0.0033126418	-0.0481160262	0.0165421279	-0.0169122564	0.0013645386	-0.0911075934	0.0447286296	0.0109333191	0.0193484285	-0.016227995	0.0311150516	-0.0269914346	0.0601388493	0.0175878093	0.0125961603	0.0274036615	-0.0052476854	0.0574649202	0.1120176316	0.1116075676	0.1109252393	0.0	0.0652233912348663	-0.0217840992650052	0.0042540907641764	0.0004745469807876	0.5438590162559791	-0.156097900653549	0.2957826295629213	0.0243665545884452	-0.3258902489424713	0.0850089144351073	0.1062044543557859	0.0072265155334354	0.014013184112612	-0.0035308744055189	1.2467074067548455e-05	0.0001963693289739	0.0003866246835673	5.50944798048e-05	1.4947864594351486e-07	3.035401704961515e-09	0.0015138689452858	-0.0007098971042928	5.039538986833029e-07	2.2917991835007404e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4190.374347758006	-12.240466615308833	149.82902296049008	17559237.174348332	4264.069626975194	-13.941442457296034	194.36381779009648	18182289.78369237	4110.382577906774	-3.7755242885823455	14.254583653675232	16895244.936759535	4004.37231068746	3501.487330224779	0.623748	17.932981	0.2109296308537339	0.1110058877728112	-0.0497615244	-0.0265761044	0.0222649415	-0.0024577238	0.0366630601	-0.0398918552	0.0315980135	-0.016056044	-0.018146092	-0.0166774056	-0.0144217142	-0.0007920524	0.0215312499	-0.0768634251	0.0782543792	-0.0032346025	0.0621898465	0.0037247279	-0.0501931687	0.0057929199	0.0009572991	0.0180518662	-0.079185621	0.0357970053	0.0247370254	0.0195265787	0.0011052151	-0.0046931724	-0.0473949868	0.0334028428	0.0290337636	0.013894837	0.0179856212	-0.0032410219	0.0334906105	0.1118863567	0.1110834157	0.1097494464	0.0	0.0647655364099648	-0.0004578548249015	0.0041945747064704	2.0963104068558494e-07	0.4773969029985352	-0.0664621132574438	0.2279078029925928	0.0044172124986452	-0.2928974775287827	0.0329927714136886	0.0857889323427237	0.0010885229655559	0.0129305215069052	-0.0010826626057067	1.1721583177958354e-06	0.0001671983864405	0.0013144860962646	0.0009278614126972	1.727873697272947e-06	8.609268011726291e-07	0.0013040551365359	-0.0002098138087499	4.402183434213963e-08	1.7005597991256646e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4180.683818062324	-9.690529695682017	93.906365782895	17478117.186608166	4241.63620322707	-22.43342374812437	503.2585010629104	17991477.680526555	4101.682195738042	-8.700382168732176	75.6966498819928	16823796.83483444	3989.852334147554	3377.7891615913027	0.674647	19.396372	0.1999448802099548	0.1235740945064636	-0.0939291749	-0.0398878376	0.0093619195	-0.0262868804	0.0093375972	-0.070891827	-0.0070135869	-0.0110266585	0.0162074424	-0.0090818001	0.0180028633	0.0024955268	0.0064462049	-0.0801851453	0.0536273676	-0.0225059675	0.0423902467	0.0148543012	-0.0308266989	0.003848817	-0.013014391	0.0132360651	-0.0794884575	0.0478750005	0.0165167113	0.0167184183	-0.0255512094	0.0239020094	-0.0141402462	0.0087434801	0.0012952708	0.0318035069	0.0027337341	0.0089924776	0.043268165	0.1117114032	0.1103858203	0.1081881546	0.0	0.0487800176577906	-0.0159855187521741	0.0023794901226943	0.0002555368097761	0.5184342070456438	0.0410373040471085	0.2687740270350455	0.0016840603234548	-0.2162807263174357	0.076616751211347	0.0467773525763975	0.0058701265661814	0.0119341387279105	-0.0009963827789947	9.927786422772028e-07	0.000142423667177	0.0009898481352128	-0.0003246379610518	9.797993307842577e-07	1.0538980575587003e-07	0.0013091405204759	5.085383940000177e-06	2.5861129817211727e-11	1.7138489023519106e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4169.288301854246	-11.395516208077424	129.85778964855527	17382964.943978664	4252.29629740742	10.660094180349915	113.63760793393014	18082023.800944854	4090.815237375611	-10.866958362430523	118.09078405079867	16734769.306344476	3982.1074160696	3320.3595595662555	0.8606019999999999	24.74264	0.3372136114294116	0.2354278669306992	-0.0813470085	-0.0860255458	0.0195050808	0.0292077034	0.0245793227	-0.0038026334	0.0184546075	-0.0006379794	-0.0099790752	-0.0001643351	-0.0110850643	-0.0025172506	0.0353665506	-0.0880957983	0.0951849257	-0.0038552451	0.0497068818	0.014537415	-0.0495508294	0.0225816615	-0.0294715057	0.0395949778	-0.0840512594	0.0461969382	-0.0074040809	0.0018190815	-0.0036914076	-0.0346961439	-0.0175977157	0.0501665898	-0.0136216984	-0.0047255205	0.0166066148	0.0090227539	0.0878428959	0.1114928394	0.1095158704	0.106246848	0.0	0.048476406055812	-0.0003036116019786	0.0023499619440879	9.218000485601253e-08	0.6115227473128471	0.0930885402672032	0.3739600704810522	0.0086654763290787	-0.2339373661862254	-0.0176566398687897	0.0547266912981481	0.0003117569314561	0.0157203622965391	0.0037862235686286	1.4335488911638695e-05	0.0002471297907344	0.0009836082855869	-6.239849625899914e-06	9.674852594752006e-07	3.8935723353843286e-11	0.0005783075449016	-0.0007308329755743	5.341168381867856e-07	3.344396164901161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4181.388502890944	12.100201036698309	146.41486512851483	17484009.812108573	4242.41217385847	-9.8841235489499	97.695898330906	17998061.05290255	4120.540084071666	29.72484669605456	883.5665111039455	16978850.58444133	4015.264600425269	3294.7944182441347	0.957289	27.522434	0.3239558890099877	0.1764306446952612	-0.1153594687	-0.0798354744	0.0080066342	-0.0237410369	-0.0035059135	0.0141807138	0.0265800541	-0.0241227806	-0.0412347054	-0.0278168005	-0.04274481	0.0072695231	0.0376668703	-0.1244751678	0.1074665164	0.0043928134	0.0716362991	-0.0338094971	-0.0526518063	0.032774828	-0.0093271359	0.0435172232	-0.0984660895	0.0539645613	-0.0289517303	-0.017300405	-0.0408220043	-0.0133357999	-0.0618905222	0.0057966769	-0.0139169628	0.0148247002	0.023231557	-0.0158521352	0.0099291206	0.1112307506	0.1084749246	0.1039323455	0.0	0.088516293514786	0.040039887458974	0.0078351342175957	0.0016031925877273	0.6001402119294426	-0.0113825353834045	0.3601682739747162	0.0001295621117544	-0.1296448789281612	0.1042924872580642	0.0168077946322975	0.0108769228984734	0.0160886515491368	0.0003682892525977	1.3563697357897285e-07	0.0002588447086695	0.0021147953325117	0.0011311870469248	4.472359298413272e-06	1.2795841351304498e-06	0.00244365082357	0.0018653432786683	3.4795055472733754e-06	5.971429347534339e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4190.35022561056	8.961722719615864	80.31247410327916	17559035.013274472	4243.474505235919	1.0623313774494818	1.1285479555137137	18007075.87658723	4136.411120991911	15.871036920245388	251.8898129237922	17109896.96186556	4031.441680515946	3345.964588244756	0.882752	25.379448	0.4550248466875362	0.3198074779313531	-0.0721308907	-0.056600615	0.0104368227	-0.0077095505	0.0131737906	0.0072814892	0.0665349781	-0.0468742986	-0.0399529148	-0.0492728607	-0.0405076983	0.0068655333	0.0263288028	-0.1035263318	0.0412331507	-0.009193886	0.0646559497	0.0059453559	-0.0251288693	0.0228707126	0.0125017954	0.0427497654	-0.0645827741	0.044219987	-0.0146515153	0.0080666355	-0.0508302116	-0.0050985228	-0.0711939673	-0.0486114962	-0.0370467341	0.026861086	-0.0428889311	0.0209597811	-0.0827917646	0.1109252393	0.107264608	0.1012527768	0.0	0.066479006404549	-0.022037287110237	0.004419458292536	0.000485642023179	0.5125889236636141	-0.0875512882658284	0.2627474046626223	0.0076652280770061	-0.0955110749694654	0.0341338039586958	0.0091223654418228	0.0011651165726906	0.0108312707666401	-0.0052573807824967	2.7640052692165616e-05	0.0001173164264202	0.0029782569746799	0.0008634616421682	8.870014607229471e-06	7.455660074958045e-07	0.0023384439011794	-0.0001052069223905	1.106849651890167e-08	5.4683198789631325e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4184.653759574064	-5.696466036496531	32.4497253049585	17511327.087517347	4230.475485936397	-12.999019299522844	168.97450274936733	17896922.83710879	4127.217941653573	-9.193179338338268	84.51454634684964	17033927.937907156	4018.746063938484	3436.6424069612744	0.663674	19.080883	0.6060518452146302	0.3354905134296225	-0.0379884827	-0.0433739917	-0.0035391297	-0.0361694531	0.0400165469	-0.0138511585	0.0349139209	-0.0368469222	-0.017349585	-0.0373869503	-0.0219142399	0.0102916317	0.0086281917	-0.0706891117	0.0120370054	0.0014411971	0.0297110329	-0.0053937462	-0.0156460486	0.0232145878	-0.0064317444	0.0283235321	-0.0335422742	0.0355783869	0.0105195068	0.0048887594	-0.0635070228	0.0071190581	-0.0401031605	-0.0462777871	-0.056685687	0.0263792909	-0.051666795	0.0201143699	-0.0755101036	0.1105764245	0.1058868105	0.098217554	0.0	-0.0111998567794131	-0.0776788631839621	0.0001254367918793	0.0060340057855527	0.3796076071608212	-0.1329813165027928	0.1441019354143643	0.0176840305388159	0.0469440713337547	0.1424551463032201	0.0022037458333886	0.0202934687082718	0.0070478694549078	-0.0037834013117323	1.4314125485617696e-05	4.967246385342237e-05	0.0036692381343086	0.0006909811596286	1.3463308486264456e-05	4.774549629618227e-07	0.0017540959880473	-0.0005843479131321	3.414624835818405e-07	3.076852735283633e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
