global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
5883.283158442211	n/a	n/a	34613020.72240976	6120.817172446948	n/a	n/a	37464402.85852145	5162.321376634681	n/a	26649561.995659385	n/a	5319.041123740693	5274.757100956074	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0092686108687303	n/a	8.590714743594544e-05	n/a	-0.0412064649736834	n/a	n/a	0.0016979727556273	0.4373054146466018	n/a	n/a	0.1912360256792363	-0.0001599870020087	n/a	n/a	2.5595840811731782e-08	4.005200074908011e-05	n/a	1.6041627640043134e-09	n/a	-0.000649996215988	n/a	n/a	4.224950807987187e-07	0.0
4612.30637753282	-1270.976780909391	1615381.977610798	21273370.12022993	3847.4997678606696	-2273.317404586278	5167972.021994891	14803254.463687906	4404.987658072209	-757.3337185624714	19403916.267768487	573554.3612716607	4296.966966938769	3779.146606540284	16.495642	288.437531	0.5616014437018566	0.3829804258936454	-0.148069871	-0.0410015198	0.0666378497	-0.0212206859	0.0345446924	-0.0199536818	0.0085246632	-0.1310196944	0.2069074364	-0.0746996294	0.1958232992	-0.4190732511	0.282529158	-0.0550474932	0.2098246191	-0.2447200728	-0.0948345377	-0.1461158488	0.0838265725	-0.1523880807	0.117300018	-0.0581588683	0.0752233829	-0.0023168464	-0.0104607239	0.108339321	-0.1423642524	0.0349191113	-0.0841160184	0.0840856488	-0.2238207904	0.070021057	-0.0432418557	0.0455633442	-0.0150769536	-0.0354064969	0.0410758883	-0.1964446408	0.0923532685	-0.2842680489	0.0731559546	-0.1348948317	0.0029624922	-0.0555845443	0.0018185025	-0.123966787	0.1693587988	-0.0321956915	0.0730667913	-0.0845543981	0.1396788697	-0.0603917714	-0.1018699943	0.0240362034	-0.0303493797	0.1556262167	-0.0459932522	0.111528293	-0.0608765827	0.0427821217	-0.0445152145	0.0059006325	-0.014404927	0.0661598647	-0.235796801	0.1130737861	-0.0542922245	0.0214871341	-0.0620367635	0.1653313448	-0.0896335202	0.0454803656	0.2048920042	-0.1151542855	0.0225714085	0.1121489578	0.1121325392	0.1121051767	0.0	0.0216134342239087	0.030882045092639	0.0004671405389512	0.0009537007091037	0.0407251885032451	0.0819316534769285	0.0067127958414634	0.0016585409786248	0.0870265239213807	-0.350278890725221	0.1226953012876913	0.0075736158658386	0.0004060146932029	0.0005660016952116	3.203579189824049e-07	1.64847931096645e-07	-0.0006709910025479	-0.0007110430032969	4.502289255002359e-07	5.055821525375892e-07	4.3136173644779126e-05	0.0006931323896327	4.804325095580468e-07	1.8607294767125371e-09	1.0
4590.472308774784	-21.834068758035755	476.726558530633	21072436.0176281	3919.446336724785	71.9465688641153	5176.308771318886	15362059.586465336	4403.05274145154	-1.9349166206693555	19386873.44400392	3.743902328942518	4306.556312104575	3712.249110748164	1.013392	17.719856	0.0385988917527157	0.0232904286801158	-0.00882551	-0.0774213983	0.0369026442	0.1662868863	0.0380185858	0.0448353314	-0.0668526463	-0.0065467093	-0.1036758713	0.016866297	-0.01756122	0.0660467222	-0.0342486138	0.2753506983	0.0196079463	-0.1921074623	0.0092717016	0.0812808253	0.1502336676	0.0013711884	0.0882281308	-0.0337300799	-0.0477424783	0.0315187562	0.1031830965	0.095161443	-0.0658898175	-0.0503372434	-0.0518537683	0.0460398642	-0.0637636254	-0.0162873744	0.0129567963	-0.0433231704	0.0535963211	0.0040775279	-0.0534056907	0.052718394	0.1789837708	-0.0219130558	0.0608989203	-0.1125526437	-0.0964019457	-0.095185132	0.0648580348	-0.0176636594	-0.0038077426	-0.0711581702	-0.0154194569	0.025142912	0.1371838016	0.030942899	-0.1073692658	0.035517485	-0.0581824676	0.1478978915	-0.0584791066	0.1063506687	0.0364747789	0.0069912672	0.0828318943	-0.0127976885	-0.0614235651	0.0453439052	-0.0289680505	-0.0442458635	-0.0462911018	0.0321818212	-0.0004235181	0.0125813417	-0.0646175039	-0.020132153	0.1357924338	-0.0008853101	-0.0840756994	0.1121051767	0.1119574576	0.1117114032	0.0	0.0214997720735823	-0.0001136621503264	0.0004622401992159	1.2919084416821406e-08	0.0330990215333173	-0.0076261669699278	5.815842265321778e-05	0.001095545226463	0.0964888920329514	0.0094623681115706	8.953641027886998e-05	0.0093101062857465	0.0004220122891451	1.599759594220001e-05	2.559230759298942e-10	1.780943721894875e-07	-0.0003009820486836	0.0003700089538642	9.059019362977697e-08	1.3690662593975366e-07	8.506351425609647e-05	4.192734061131734e-05	1.7579018907374204e-09	7.235801457597127e-09	0.0
4581.502277503008	-8.970031271775952	80.4614610166385	20990163.118765254	3905.548156052493	-13.8981806722918	193.1594259996654	15253306.39924503	4397.917986883634	-5.134754567906384	19341682.61935459	26.36570447263548	4297.473857064532	3720.397452010159	0.705592	12.337757	0.0925817273171857	0.0616929458017796	-0.0006118185	0.0004700819	0.0173656376	0.1388391545	0.1287828468	0.0159705402	0.0609053803	0.0377502293	0.0282209431	0.1026533617	0.0196235337	0.0769707195	-0.0293044118	0.1622423793	0.0856371205	-0.1062993818	0.0786378254	0.1515117407	0.1272009669	0.0738607168	0.0189444873	0.0674146225	0.0279797449	0.0793194971	0.0375984815	0.0012598035	-0.0773450073	-0.1369843443	0.0392195403	0.0163298763	-0.063187785	0.0315241235	-0.0198531912	0.0402125354	-0.207120818	-0.0064003743	0.0134273986	0.2169422811	0.1297411402	0.0912263753	0.0477500067	-0.0459610322	0.0122423137	-0.0082435782	0.1199987615	-0.0565038934	-0.0579121123	-0.0492855491	0.0803802332	0.0593422028	-0.0141388823	0.0729153616	-0.0723688808	0.0448586816	-0.14431517	0.036207864	-0.0736446516	0.088138382	0.0634173228	0.0670480912	0.0762253492	-0.0917702896	-0.0353172767	-0.0642134327	0.0511884281	0.0081563455	-0.0989970762	0.0675632002	0.1614623544	-0.020843309	-0.0722200294	0.0816541789	0.0278918552	-0.0618057396	-0.0606589059	0.1120176316	0.1116075676	0.1109252393	0.0	0.0214959335769293	-3.8384966529990405e-06	0.0004620751603437	1.4734056555084835e-11	0.0633325981589365	0.0302335766256192	0.0009140691555771	0.0040110179895613	0.0483472841894183	-0.0481416078435331	0.0023176144057605	0.0023374598884923	0.0006100166474237	0.0001880043582785	3.5345638731748184e-08	3.721203101340506e-07	-0.0003969742514415	-9.599220275790004e-05	1.575885563075393e-07	9.21450299031379e-09	8.512104024720532e-05	5.7525991108852875e-08	3.3092396530558197e-15	7.245591492766348e-09	0.0
4585.442743408913	3.9404659059046026	15.52727155559658	21026285.153081454	3895.238317253885	-10.309838798608324	106.29277605328956	15172881.548202876	4401.444494053937	3.5265071703033755	19372713.63423772	12.43625282220112	4300.423693665072	3726.912021747763	0.623383	10.90027	0.0900487528740904	0.0617809828370046	-0.0506748057	-0.0158302187	-0.00682288	0.040277758	0.1797564345	0.0683910873	0.0650113817	0.0406899898	-0.085371116	0.0150004072	0.2036232154	-0.03790511	-0.0218038826	0.0634678431	0.1175623986	-0.1158165203	0.0533071343	0.0163655128	0.1810268301	0.096803845	0.0162274036	0.0545636348	-0.0063528161	0.0594762401	0.0149508143	-0.0470289273	-0.0716305089	-0.1251790795	-0.0014959382	-0.024774768	0.1194373254	-0.0342374849	-0.0937711452	-0.0403027439	-0.0607620952	-0.0041023826	0.1023839305	0.077169434	0.1440633683	0.130655441	0.0184420369	-0.0364994799	0.0673920177	0.095984198	0.1183062015	-0.0464212154	-0.0497588873	0.056574146	0.1113092181	0.0613155776	-0.0108372608	-0.0338730026	-0.0044220758	0.0281438034	-0.1645801398	0.0116046948	-0.0824455281	0.0581034798	0.048897148	0.0567242974	-0.0098782102	-0.0441257443	0.0233253551	-0.0354524096	-0.0427858732	0.0092354005	-0.0236836648	0.0890233229	0.0297199874	-0.01396633	-0.0588236841	-0.0258227471	0.0754480996	-0.0169926595	-0.0261536245	0.1118863567	0.1110834157	0.1097494464	0.0	0.0040802114320683	-0.017415722144861	1.6648125330380846e-05	0.000303307377827	0.0640234807632538	0.0006908826043172	4.773187729482472e-07	0.0040990060890427	0.0071068356243131	-0.0412404485651052	0.001700774597851	5.050711259100577e-05	0.0010860106208228	0.0004759939733991	2.2657026271226314e-07	1.1794190685399234e-06	-0.0002589538322448	0.0001380204191967	6.705708723426803e-08	1.90496361152328e-08	8.514063884754554e-05	1.9598600340222424e-08	3.841051352957665e-16	7.248928383368182e-09	0.0
4579.0200302244375	-6.4227131844754695	41.25124465003503	20967424.43719661	3903.250339636642	8.012022382757095	64.19250266180069	15235363.21387356	4397.108701844147	-4.33579220979027	19334564.93583352	18.799094086477997	4295.922309027777	3740.7202857559646	0.592415	10.358783	0.0748241302860352	0.0340374897045836	-0.0608727792	-0.0806348317	-0.0147965007	0.0449568901	0.1639812096	0.059101083	-0.0591245753	-0.0515175608	0.0250941584	0.1723440091	0.0230117162	-0.0458850061	-0.0955930815	-0.009881756	0.0781367571	-0.1229157563	0.0607717013	0.0336143682	0.1408152214	-0.0152233842	0.0815019815	0.0359974113	0.0142972867	0.0558394025	0.1404370394	-0.0545522164	0.022935057	0.0157323873	0.0507162736	0.0133765959	0.0253564164	-0.0154105643	-0.0351706338	-0.0583523491	-0.02863269	-0.0770112103	0.0331221279	0.062627918	0.1451117566	-0.0150940596	0.0028325793	-0.0812423792	0.0233665768	-0.0003445912	0.1511173923	0.1216308763	-0.0043217427	0.0464874893	0.075762632	0.0061544773	-0.1445744909	-0.0638399396	0.0041946371	-0.0012466567	-0.1291484558	0.1135153923	-0.0782891369	0.0819769682	0.0447648206	0.0418157427	0.0235581952	-0.0215207112	0.0595378045	0.0478371328	-0.1569275655	0.0382173604	0.0065873808	0.0737789748	-0.0642745774	0.0192186963	0.0001585272	-0.0398601804	0.1118872699	0.077054802	-0.0105446128	0.1117114032	0.1103858203	0.1081881546	0.0	0.0042332541588763	0.000153042726808	1.792044077364349e-05	2.3422076228828122e-08	0.0670713081682805	0.0030478274050266	9.289251890831764e-06	0.0044985603794044	0.0375383823504762	0.0304315467261631	0.0009260790361466	0.0014091301494905	0.0015510276252787	0.0004650170044559	2.1624081443313866e-07	2.405686694377684e-06	-0.0006169333423349	-0.00035797951009	3.806067488845109e-07	1.28149329644348e-07	8.59783928622937e-05	8.377540147481597e-07	7.018317892266598e-13	7.3922840391829174e-09	0.0
4577.799556994092	-1.2204732303453056	1.4895549059895057	20956248.784015305	3897.3586792677975	-5.891660368844441	34.711661901812214	15189404.674864031	4400.686039579087	3.5773377349405564	19366037.618946277	12.79734526982963	4296.8489810911	3682.210214005466	0.767856	13.426479	0.0806120222638572	0.0553301875885971	0.1183609346	-0.0828081761	0.0904811148	-0.0378286933	0.0284750677	0.1334220237	0.0524114715	0.0342834826	0.0569563353	0.1503112676	0.0458407803	-0.0492272901	0.0104998047	0.1124156716	0.0416787301	-0.0241590998	0.0420070805	-0.0021189036	0.1396138425	-0.0308673669	0.1304655314	-0.0521601681	-0.1048185598	0.0595407363	0.1359388289	-0.005961978	-0.0905082351	0.017505746	-0.0193522973	0.0233050464	-0.0554941463	-0.0090496142	0.0501470359	-0.0726255688	0.0066422562	-0.0837183826	0.0030613682	0.0077796844	0.2033390282	-0.0485844579	-0.0023776498	-0.0706757687	0.0448486941	-0.0458184109	0.0530447152	0.0756544723	0.0501224648	-0.01134883	0.0674204924	-0.0131866334	0.0832885566	-0.044480302	-0.0544401772	-0.0108060996	-0.0490520582	0.1942822348	-0.0667377794	0.0481819919	0.0436802111	0.0209016303	-0.0376858673	0.0315485893	0.0410043245	-0.0377853229	-0.1227464889	0.021264742	0.0599783862	0.0191884362	0.0238219416	-0.1001384372	0.0842564926	-0.0112228493	0.0173039989	-0.061479467	-0.0234906213	0.1114928394	0.1095158704	0.106246848	0.0	0.0041120595860348	-0.0001211945728414	1.690903403910069e-05	1.4688124486233588e-08	0.0556799842752582	-0.0113913238930222	0.0001297622600357	0.003100260648893	0.0768006041367215	0.0392622217862453	0.0015415220595923	0.0058983327957654	0.0011890164382247	-0.000362011187054	1.3105209955224625e-07	1.413760090368552e-06	-0.000382949634117	0.0002339837082178	1.4665042227034417e-07	5.4748375711399353e-08	8.522764789923036e-05	-7.50744963063342e-07	5.636179995649789e-13	7.263751966435185e-09	0.0
4581.87455049913	4.074993505038037	16.605572066102187	20993574.396511607	3892.6449442659873	-4.713735001810164	22.21929766729027	15152684.66211955	4402.735419453054	2.0493798739671547	19384079.173706464	4.199957867821631	4303.396540454311	3700.320110083616	0.7589409999999999	13.270603	0.067139788432527	0.0535119352284287	0.0023661227	-0.0636043039	0.0557286097	0.0907351753	0.093482577	0.0228784346	-0.0569615639	-0.0285645502	0.0180236618	0.0698417725	-0.0822723409	-0.010163508	-0.1404385334	0.0879951645	0.0953453447	-0.1159456425	-0.0604406348	0.048653469	0.1081921097	-0.0885861443	0.0798462401	0.0237039871	0.0001983672	-0.0268184473	0.1023994356	0.0200088008	-0.0678360205	-0.0836793445	0.0764021726	-0.0294023412	-0.081630682	0.0325404232	-0.0218332886	-0.0330388937	0.0027874591	0.0244437397	-0.0270010162	0.0175774106	0.1572746975	-0.110160768	-0.0264775546	-0.0670158274	-0.0664759706	-0.0360880413	0.1543445151	0.0382142154	0.0924187833	0.0041025761	0.0292584389	0.0839522674	-0.0806116061	0.0576417024	-0.0381192727	-0.0032746986	-0.0815204671	0.1267891278	-0.0731387303	0.069150246	0.0418871787	-0.0233349336	0.0482997583	-0.0970527629	-0.0265100321	0.0021199667	-0.0359825828	-0.0383367042	-0.0684724606	-0.0147950357	0.0359783909	-0.046237646	-0.0886646624	-0.0689448369	0.0665647371	-0.054389232	-0.0085037104	0.1112307506	0.1084749246	0.1039323455	0.0	0.0041061880179853	-5.871568049499974e-06	1.686078003904605e-05	3.447531135990893e-11	0.0458320330449879	-0.0098479512302703	9.69821434337824e-05	0.0021005752530368	0.0375185243877922	-0.0392820797489293	0.0015430817894012	0.0014076396722373	0.001541017202387	0.0003520007641622	1.239045379708431e-07	2.374734018052656e-06	-0.0003749338689946	8.015765122400004e-06	1.405754061192599e-07	6.425249049748436e-11	8.528883632008967e-05	6.118842085930335e-08	3.744022847255229e-15	7.274185600835046e-09	0.0
4569.566485082009	-12.308065417120815	151.4884743121254	20880937.86158475	3883.141632251525	-9.503312014462152	90.31293924422071	15078788.936125038	4399.698419764422	-3.0369996886320223	19357346.18487756	9.223367108751	4298.569114163391	3705.12692653292	0.639058	11.174367	0.0939053046603349	0.0545164285440331	-0.0523030882	0.0059999352	0.0797837923	0.1046624515	0.1009430858	0.0627288593	0.0352066862	-0.0271063105	-0.0445436144	-0.0368954015	0.0379928884	0.0580374145	-0.0709570214	0.1111217015	-0.0329743435	-0.0831391479	-0.0229831587	0.034487457	0.0873274907	-0.0897038084	0.1377093165	0.0956136464	0.0276263168	0.0146453628	-0.0270413436	0.0297097326	-0.0140697477	-0.1233311973	-0.0426360493	-0.0265185107	0.1146665924	0.0315279404	0.0273779891	0.0550627339	0.0378795086	0.0463689203	0.0386992105	0.0711667709	0.0492631329	-0.0615804578	-0.0026588795	-0.1439036266	0.0062638891	-0.0204848725	0.0657985523	-0.0430451043	-0.0447741787	0.0629171908	0.0115735701	0.1294845526	0.0156421949	0.0428621431	0.0027434441	-0.0021808909	-0.1611318734	0.0089720316	-0.0806475994	0.0208307641	0.1035512772	-0.0611826102	0.0060614343	-0.0557923912	0.0055474951	-0.0364112451	0.0413962431	-0.0396760235	-0.0541913894	0.0374539051	0.0363732825	-0.0092958588	0.0006721077	-0.0409796005	0.0080321074	0.0396157383	0.0184360629	0.1109252393	0.107264608	0.1012527768	0.0	0.0043214845201049	0.0002152965021195	1.867522845750628e-05	4.6352583824934765e-08	0.0792450724355973	0.0334130393906094	0.0011164312013184	0.006279781505323	0.013134776197262	-0.0243837481905302	0.0005945671758191	0.0001725223457521	0.0019620304561422	0.0004210132537552	1.7725215983754049e-07	3.849563510829569e-06	-0.0006709157056041	-0.0002959818366095	4.501278840262474e-07	8.760524760273277e-08	8.615815749690432e-05	8.693211768146577e-07	7.557193084584213e-13	7.423228103261371e-09	0.0
4570.922832764863	1.356347682853993	1.8396790367833968	20893335.543091163	3865.8358149153455	-17.305817336179643	299.49131367321587	14944686.547882194	4396.417859284774	-3.280560479648557	19328489.993438117	10.762077060631968	4293.530005756606	3709.455183037089	0.738222	12.908311	0.0761258210381723	0.0713277403501093	-0.0134582155	0.0887785212	0.1676563918	-0.0408911869	-0.0389432495	0.1414260171	0.1036237327	-0.0905815893	-0.0092519333	0.0011661107	0.0091638108	-0.0076498566	0.0940469458	0.0315117388	-0.0504359445	0.1638734256	0.0693197052	0.0172170972	0.0944543684	-0.0326742086	0.1003729505	-0.0739780471	0.0711061361	0.0242852322	0.0381244187	-0.0608580842	0.0748599022	-0.0185441488	-0.1842631554	0.1180598549	0.0247061819	-0.0712177623	0.0622761608	0.0867330277	0.1279586546	-0.0415235675	0.0517620969	0.0663440742	0.0229593772	-0.0349924463	0.1210607832	-0.1132181775	0.0966756815	0.0194898996	-0.0613624565	0.1277406492	-0.1310610499	-0.0856729291	0.0016036385	-0.024910354	0.1484701106	-0.0484598143	-0.0137127275	-0.0182586239	-0.1021131346	0.0887534857	-0.0683044392	-0.0013832784	0.1244523459	-0.1351158295	-0.0466390572	0.0810821216	0.020603196	0.0192422966	-0.0632425781	0.0420064532	0.0399558716	0.0190230164	0.0018794673	0.0749910733	0.0589385803	0.0538797305	-0.0746354816	0.0767277441	0.0686506886	0.1105764245	0.1058868105	0.098217554	0.0	0.0042186656408347	-0.0001028188792701	1.779713978915925e-05	1.0571721934379833e-08	0.0803516367125638	0.0011065642769665	1.2244844990584142e-06	0.0064563855223878	0.0441095118759591	0.0309747356786971	0.0009594342503651	0.0019456490379353	0.0010840288747456	-0.0008780015813965	7.708867769349303e-07	1.175118601282212e-06	-0.0006709536616549	-3.795605079998272e-08	4.50178816088118e-07	1.4406617923308693e-15	8.53636508795346e-05	-7.945066173697252e-07	6.312407650442828e-13	7.286952891483068e-09	0.0
