global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
6015.677485856037	n/a	36188375.61383521	n/a	7203.874021522672	n/a	n/a	51895800.91796923	5330.611243091501	n/a	n/a	28415416.22497352	5672.752609534754	4696.413676941317	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0001177039828661	n/a	n/a	1.385422758254316e-08	-0.017057832140594	n/a	n/a	0.0002909696373366	-0.2309154587356801	n/a	n/a	0.0533219490831095	0.0002900000156199	n/a	n/a	8.410000905954227e-08	-0.0004349999670303	n/a	n/a	1.892249713163621e-07	6.307500012534841e-08	n/a	3.978455640812702e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4674.97544515958	-1340.7020406964566	21855395.41284501	1797481.9619276433	3546.3526300168505	-3657.521391505821	13377462.729322676	12576616.976427432	4501.737132352941	-828.8741107385595	687032.2914526378	20265637.208805285	4303.43363905666	3420.732035269145	18.03917	304.202667	0.545206458577349	0.3363396890835185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0164086560432821	0.016290952060416	0.0002653951190347	0.0002692439931467	0.0842532310351344	0.1013110631757284	0.0102639315217964	0.0070986069398597	0.0670133288911358	0.2979287876268159	0.0887615624967843	0.0044907862490715	-0.0002527015691576	-0.0005427015847775	2.9452501012001005e-07	6.385808305471328e-08	0.0003078351816669	0.0007428351486972	5.518040581399913e-07	9.476249907189333e-08	0.0013080394558132	0.001307976380813	1.7109672179640929e-06	1.71080221276487e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0
4640.3833370375705	-34.59210812200945	21533157.51465594	1196.613944324792	3861.159582280178	314.8069522633273	99103.4171933248	14908553.319834037	4503.600272258369	1.863139905427488	3.471290307196349	20282415.412285656	4366.497387459117	3360.817907744763	1.265871	21.346949	0.2567367869794364	0.1399402225730943	-0.044965052	0.0687091007	-0.1218321309	0.1102131749	-0.0993204822	0.282990678	0.0952706656	-0.4941772395	0.0115637751	-0.0232397108	-0.1103187952	-0.0633985126	0.0138049963	-0.0961199325	0.0354487391	-0.0329854876	0.090181395	0.0774579612	-0.026429576	0.1088111213	-0.1308689	0.1278291675	-0.1314750267	0.0895410672	-0.0769948373	0.2786525721	-0.0990263726	0.0551917793	-0.1351965744	-0.0400861534	0.0385721594	-0.1267213615	0.1668295339	-0.1381690864	0.0636046154	-0.2006461896	0.1054522678	-0.0908756501	0.0986215484	-0.0182871527	0.0652943327	-0.0288946966	0.0896098367	-0.0119239636	0.0846751888	-0.0573022653	0.1948388976	-0.0921658914	0.1716604396	-0.0303232128	0.0389348831	-0.1138146231	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0654773917784155	0.0490687357351333	0.0024077408266443	0.0042872888341041	0.0775409076938871	-0.0067123233412472	4.5055284637453135e-05	0.0060125923659919	0.1459621459022315	0.0789488170110957	0.0062329157074514	0.0213049480363843	-0.0007789466752875	-0.0005262451061299	2.769339117256698e-07	6.0675792294145e-07	-0.0013351162323174	-0.0016429514139843	2.699289348713011e-06	1.7825353537974096e-06	0.0015789811535382	0.000270941697725	2.493181483228825e-06	7.340940356610527e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4634.851181071717	-5.532155965853235	21481845.47068189	30.60474963052554	3746.03890356924	-115.12067871093768	13252.77066686694	14032807.467054237	4501.884332521043	-1.715939737326153	2.944449182134946	20266962.54339844	4341.029846137725	3396.471211252649	0.8716469999999998	14.698971	0.2007014572798471	0.1093813483707688	-0.0632388821	0.0719358321	-0.1349948382	0.0712176907	-0.0825762624	-0.06566765	0.0781787595	-0.0677818733	-0.1259714358	0.1257163422	-0.1106567752	-0.0415632758	0.0106146538	-0.0512134843	-0.0399175639	-0.0415119616	0.0074726094	0.0002969568	0.0488883288	0.0806645505	-0.0511498388	0.0897048042	-0.0566077286	0.0728743738	0.0069924891	0.0142047355	-0.0799395976	0.0192325496	-0.0937192154	-0.0415712333	0.0300159297	-0.1273013715	0.124804326	-0.1440850092	0.0566838863	-0.2233272196	0.0183896697	-0.0140484688	0.0300038523	-0.0021815643	0.0836779809	-0.1157852966	-0.0287796943	0.0123241388	0.0288117785	-0.0586339742	0.1033836651	-0.0820185622	-0.0333385429	-0.0478576007	0.2062673107	0.0959467268	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0055507234042835	-0.0599266683741319	0.0035912055824231	3.081053031086061e-05	0.0693225296199813	-0.0082183780739058	6.754173816565578e-05	0.0048056131129131	0.1820157090394758	0.0360535631372443	0.0012998594148912	0.0331297183371431	-0.0018489757166982	-0.0010700290414107	1.1449621494623018e-06	3.4187112009396225e-06	-0.0009909838955273	0.00034413233679	1.1842706522461478e-07	9.820490811944628e-07	0.0010630855778477	-0.0005158955756905	1.1301509458277784e-06	2.661482450170324e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4627.363942409725	-7.487238661992706	21412497.05551367	56.05874278163832	3770.6227026845895	24.583799115349397	604.3631789438537	14217595.56600044	4499.5177429010255	-2.366589620017294	5.600746429573599	20245659.918681137	4341.672613648857	3358.7485446306614	0.821404	13.851708	0.178332119387451	0.1077562077827033	-0.0291712736	0.0140542791	-0.0895414236	0.0977714211	-0.0672135584	0.0552167111	0.0150600757	-0.0416813078	-0.1293389258	0.0976025304	-0.0879526513	-0.0039693707	-0.0152303083	-0.0397651661	0.0287326866	-0.0980805961	-0.0414350515	-0.0325134295	0.0827142145	-0.0246198917	-0.0733391492	0.0365756909	-0.0228365952	0.0315544551	-0.0376535009	0.0117220353	-0.0659575334	-0.0087634033	-0.0637291922	-0.0504763396	0.0371169916	-0.1157556815	0.0795136841	-0.0722064822	0.004771673	-0.2189388899	-0.0408871777	0.0132770791	-0.0343888649	0.058589413	0.1002597061	-0.0727539893	0.0757122396	0.0433809733	0.0123842265	0.0451838487	0.0251282531	-0.0446811372	-0.027606807	-0.037862744	0.0684633232	-0.1196833238	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	-0.0153224492359811	-0.0208731726402646	0.0004356893360702	0.0002347774505892	0.0339060742532382	-0.035416455366743	0.0012543253107445	0.0011496218712661	0.2547711082200692	0.0727553991805934	0.0052933481099274	0.0649083175836822	-0.0026890487505261	-0.0008400730338278	7.057227021648118e-07	7.230983182705979e-06	-0.000991736385195	-7.52489667699965e-07	5.662406999952038e-13	9.835410577196457e-07	0.0009181692573463	-0.0001449163205014	8.430347851358561e-07	2.100073994766451e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4619.846744195692	-7.51719821403276	21342983.93985553	56.50826898905731	3764.5781283509496	-6.044574333639957	36.53687887489893	14172048.484458338	4495.847451035821	-3.67029186520449	13.471042375786254	20212644.30298529	4340.047284907171	3334.131104463066	0.80977	13.655514	0.1136702276389809	0.0579678247812965	-0.0204704492	-0.0550525457	-0.0147961445	0.0846035847	-0.1111872073	-0.0153872487	0.0570359372	-0.0989224901	-0.0515239022	-0.0490385813	-0.0306338691	-0.0425431208	-0.0567760129	-0.0621574029	0.0325055896	-0.0018469312	0.0386774606	-0.0692936068	0.0499141066	-0.0485660504	-0.0304689814	0.0540224007	-0.000609275	0.0510005587	-0.0410083971	0.1045280106	-0.0003762407	-0.0499731543	-0.0726544917	-0.0723560038	0.0390946584	-0.1225098913	0.073045128	-0.1226184634	0.0482848078	-0.197962301	-0.0011462536	-0.0208574597	-0.0341902587	0.1271563425	0.053635225	0.1126128571	0.0661902802	0.0693831645	-0.0160266406	0.0483268207	0.0213064807	0.0233005501	0.0697435249	-0.091815321	-0.0850454664	-0.2082566273	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	-0.0180856744979678	-0.0027632252619866	7.635413848481462e-06	0.0003270916220464	0.0790361381774999	0.0451300639242616	0.0020367226698079	0.0062467111380128	0.2644154007131618	0.0096442924930925	9.30123776923216e-05	0.0699155041343019	-0.0024661478738319	0.0002229008766941	4.9684800831042825e-08	6.081885335605602e-06	-0.0005261690105782	0.0004655673746168	2.1675298030757978e-07	2.76853827692842e-07	0.0013523539252281	0.0004341846678818	1.8288611390798493e-06	1.8851632582362898e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4609.351117214891	-10.495626980800807	21246117.721770164	110.15818572011388	3755.099294385723	-9.478833965226386	89.84829334032936	14100770.710696155	4496.356067763762	0.508616727941444	0.2586909759418608	20217217.88811601	4341.995944731888	3322.693170634749	0.847867	14.297959	0.1091231905780408	0.048867230511891	-0.0235522593	-0.0791330109	0.0420026655	0.0858518439	-0.0290944092	0.1044468668	0.0259297296	0.0395662127	0.0296396897	-0.043182558	-0.0297525817	0.0230601753	-0.0483543687	-0.042140202	0.1223741402	0.0633200506	0.1415358513	0.0705912358	0.0157918962	-0.0574641881	-0.06474338	-0.0019274722	0.0352491187	-0.0145919818	-0.1284242523	0.0746530071	0.03542134	-0.016259295	-0.0571102626	-0.0596328172	0.0236256962	-0.1033408177	0.0352464589	-0.0663761896	0.0482387315	-0.1784461493	-0.0190107213	-0.069700543	-0.0869571501	0.0168394742	0.0263161598	0.1012370371	-0.026996847	-0.001967894	0.0687936948	0.002927826	0.0196761465	-0.026311677	-0.0177285723	0.1027841459	-0.0242018142	0.1635787404	0.112058723	0.1107121224	0.1084797619	0.0	0.0	-0.0009247072860603	0.0171609672119074	0.0002944987956481	8.550835648930055e-07	0.0671935530841665	-0.0118425850933334	0.0001402468216928	0.0045149735760747	0.2856119179043617	0.0211965171911999	0.0004492923410368	0.0815741676490078	-0.0022290970607772	0.0002370508130547	5.6193087969894484e-08	4.968873706365552e-06	-0.0009930378647247	-0.0004668688541465	2.179665269720659e-07	9.861242007769917e-07	0.0018268966796589	0.0004745427544308	3.3375514781487136e-06	2.2519082578277067e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4617.078273284501	7.727156069609919	21317411.781635787	59.708940924109406	3757.138003599877	2.0387092141536414	4.156335259874958	14116085.978094468	4494.802647451867	-1.5534203118950245	2.413114665408035	20203250.83954032	4337.275637986478	3356.613881678363	0.692828	11.683465	0.1606913225160331	0.1025254764488196	-0.0232905393	-0.0859719678	0.0356247823	0.0533953748	-0.036947501	0.0269051974	-0.0043381433	-0.0070396705	0.0057378216	-0.0649238553	-0.0215722721	0.0523296701	-0.046820216	-0.017948522	0.0656339597	0.1064036743	0.0717931304	0.0686416066	0.101691039	0.0043909625	-0.0395627202	-0.0277774362	0.0461241687	0.0022634092	-0.0676555005	0.1036312487	0.0657515823	0.0675998979	-0.0287492722	-0.0567684911	0.0298643042	-0.0763583317	0.0120103969	-0.0377877579	0.0072266404	-0.1447463595	-0.0489113988	-0.0039347342	-0.0636200932	0.0929510612	0.0398876769	0.1136573758	0.0237221731	0.0081817599	0.0086819224	-0.0070074138	-0.0350953137	0.0027609463	-0.0709402431	0.0376140398	0.0305633524	0.0833135751	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	-0.0008790184270566	4.568885900369999e-05	2.087471837059977e-09	7.726733951050593e-07	0.0160384134854325	-0.0511551395987339	0.0026168483073659	0.0002572307071297	0.3343587299341521	0.0487468120297904	0.0023762516830677	0.1117957602831792	-0.0033086667299167	-0.0010795696691395	1.1654706705259698e-06	1.094727552965767e-05	-0.0009948052494148	-1.7673846901000451e-06	3.1236486428000325e-12	9.896374842632426e-07	0.0016933600929184	-0.0001335365867405	2.8674684042886123e-06	1.7832019998303082e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4611.641763515898	-5.436509768603173	21267239.75500402	29.555638464117727	3750.007906326593	-7.130097273283809	50.838287126489206	14062559.297511958	4494.107133894882	-0.6955135569851336	0.4837391079501127	20196998.930924878	4339.959651735653	3352.448598874161	0.688524	11.610895	0.1068108451078045	0.0670988639834348	-0.0216091722	-0.0984710631	0.0434864237	0.012613068	-0.0539679598	0.0528016164	0.0011289571	-0.0072907398	0.0595904237	-0.0928291743	-0.0173448933	-0.018318033	-0.0257548144	-0.0119420306	-0.0065562201	0.0716514703	0.0522249246	-0.0042133713	-0.0238603379	0.0123953362	-0.0391982323	0.0010706	0.0202360643	0.0098632387	0.0019429168	0.065737624	0.0558161735	-0.0009558143	-0.0170809766	-0.0610522776	0.0301214672	-0.0582118278	-0.0013136527	-0.0098987274	0.0255881148	-0.1069531346	0.0420840143	-0.039221521	-0.045026119	0.0662370833	-0.0573329541	0.1695295659	-0.0061911341	0.0181874031	0.051383777	-0.0208803601	-0.0170224146	0.033134625	-0.0255832819	0.0552946944	0.0051286487	0.0223716722	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.0104435035412961	0.0113225219683527	0.0001281995037238	0.000109066766217	-0.0035346113794787	-0.0195730248649112	0.0003831033023624	1.249347760394032e-05	0.3905106418223028	0.0561519118881506	0.0031530372086946	0.1524985613764668	-0.0035711024051753	-0.0002624356752586	6.887248364843735e-08	1.2752772388248811e-05	-0.0009957637347806	-9.58485365799974e-07	9.186941964527097e-13	9.915454155042091e-07	0.0018252336600218	0.0001318735671033	3.331477913676576e-06	1.7390637700574902e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4612.614859602871	0.9730960869728732	21276215.84302921	0.9469159944819178	3757.754077148437	7.746170821843862	60.00316240118521	14120715.7043257	4497.936104316829	3.828970421946906	14.661014492144266	20231429.198516853	4342.268854870959	3306.0387566759696	0.669152	11.284207	0.1579702142024873	0.0847923992955477	-0.0144544161	-0.0618318525	0.0351688559	0.029653029	-0.00890157	0.036433147	-0.0272883233	0.0089028882	-0.0045741873	-0.0518628514	-0.0163747788	0.0297718517	-0.0432993858	-0.0928962977	0.0633205326	0.0596246652	0.1020558422	-0.0187663208	-0.0291341627	-0.0453067092	-0.0220453402	-0.0229321264	0.0090109146	0.063499366	-0.0822498302	0.015480899	0.053272575	-0.014138966	-0.0148797619	-0.0285167929	0.0315577457	-0.011530516	0.0248965107	-0.0490974599	0.0459999121	0.0081895807	0.0751790694	-0.0412135676	-0.0033770428	0.0074409947	-0.0517551361	0.1453948775	-0.0052860929	0.0107741601	0.0118110982	-0.0640853904	-0.0657869613	0.0421600639	0.0141233405	-0.0373044753	-0.0529514264	0.027215925	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.0434936610444367	0.0330501575031406	0.0010923129109824	0.0018916985510483	-0.003090569713251	0.0004440416662277	1.9717300134627238e-07	9.551621152464368e-06	0.3729240865602037	-0.017586555262099	0.0003092869259868	0.1390723743367623	-0.0041839113090906	-0.0006128089039152	3.7553475271787097e-07	1.7505113842336216e-05	-0.0014680307139287	-0.000472266979148	2.2303609959367187e-07	2.1551141770380085e-06	0.0028779469723788	0.001052713312357	8.282578775824301e-06	1.1082053180136468e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
