global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
5619.2116291505945	n/a	31575539.33318128	n/a	6524.260345877034	n/a	42565973.06078351	n/a	5094.220945133393	n/a	n/a	25951087.03783576	5241.554023194708	4163.7201182586805	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.1846166194222291	n/a	n/a	0.0340832961668921	0.014509104145759	n/a	n/a	0.0002105141031124	0.5000577063575946	n/a	0.2500577096876183	n/a	0.0123914578607676	n/a	n/a	0.0001535482279151	0.0037021668796421	n/a	1.3706039604718922e-05	n/a	-0.0027420590641638	n/a	n/a	7.5188879113628545e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4361.180648393825	-1258.0309807567692	19019896.64792479	1582641.9485438385	4133.135936162244	-2391.124409714789	17082812.666795753	5717475.942733899	4349.391137002337	-744.8298081310559	554771.4430805455	18917203.26263448	4245.749888551828	2902.1164924161776	12.269623	297.224274	0.5718881325949322	0.3765889338767653	-0.0096021331	-0.0432737382	0.0033296606	-0.0953892321	0.19424902	-0.1336591259	-0.1255348422	0.1063096378	0.2087372785	0.2629791348	-0.0900817396	-0.3767972146	-0.1159884661	-0.0430087133	-0.0609791068	-0.020715044	0.1422223661	-0.0744725661	-0.0558770936	0.0182920495	-0.1423497499	0.2298312642	-0.1215261278	-0.1405201739	-0.0731293145	0.0419727275	-0.0867260444	0.0100644891	-0.177143975	0.0262701462	-0.065389845	0.0365702109	-0.0141942793	-0.0004675429	0.0047565706	-0.1404550161	0.1869837115	-0.0035639875	0.086337889	-0.0153223438	0.0056151017	-0.0071460116	0.0776275202	-0.0826033521	0.1017653593	-0.0271494494	-0.0175766149	0.1121489578	0.1121325392	0.1121051767	0.0	-0.1702757209304479	0.0143408984917811	0.0002056613695515	0.0289938211383837	0.055261325085766	0.0407522209400069	0.0016607435115431	0.0030538140502347	0.4238364503230656	-0.076221256034529	0.1796373366224564	0.0058096798714812	0.0053762370632569	-0.0070152207975107	4.921332283782666e-05	2.890392496033717e-05	0.002216987359026	-0.001485179520616	4.915032950081079e-06	2.205758208457468e-06	-0.0024309842397183	0.0003110748244454	9.676754640379857e-08	5.909684373758761e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4321.372044282966	-39.80860411085905	18674256.345110346	1584.724961255104	4138.068907855308	4.932971693063337	17123614.28615882	24.33420972456416	4319.433892795612	-29.95724420672468	897.4364804613394	18657509.15423146	4230.244869843373	2942.1634937695094	1.066448	25.834068	0.4577653941595617	0.275172323529309	0.03532683	-0.0926084083	-0.00010701	0.1742599905	0.1677829596	-0.1182635237	-0.0634530343	0.0132244763	0.0471855254	0.0577481108	-0.1084500249	0.0822852625	0.0463815387	0.0754566957	-0.0103435689	-0.0888346492	0.1507730042	0.0459919996	0.0578493946	-0.0020941393	-0.1739644518	0.1601288107	-0.0732367473	-0.2207576527	-0.0803950073	0.0215325579	0.0187382878	0.0835659848	-0.281991288	0.0305400644	0.0252372954	0.0168871323	-0.0558367376	0.1340625595	0.1781910541	-0.1239653983	0.1423698613	-0.0387521818	-0.0220321691	-0.1032476393	0.0386290836	-0.0357407557	0.100818993	0.0442550401	0.0655274531	-0.0130257424	-0.0041862075	0.1121051767	0.1119574576	0.1117114032	0.0	-0.2293732373601926	-0.0590975164297447	0.0034925164481639	0.0526120820170952	0.0298851301455442	-0.0253761949402217	0.0006439512696441	0.0008931210038161	0.6196701324708158	0.1958336821477502	0.3839910730763984	0.038350831063546	0.0032180637799504	-0.0021581732833064	4.657711920777956e-06	1.0355934491828656e-05	0.0028388690843454	0.0006218817253193	8.05917767805209e-06	3.867368802862336e-07	-0.0032000892439293	-0.000769105004211	5.915225075024023e-07	1.0240571169112e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4334.894091433438	13.522047150471735	18791306.78394453	182.8457591395808	4191.192478127676	53.12357027236794	17566094.388714008	2822.113718483215	4338.810127624778	19.376234829165696	375.4384761549738	18825273.32357934	4249.938940564572	2934.1149807508505	0.8397259999999999	20.341848	0.270918364868029	0.1447921528613792	0.0401352995	-0.0870046306	0.0109745274	0.0030905359	0.1683667676	-0.1984627077	-0.116427231	0.0269536151	-0.1007395716	0.1750004026	0.046214873	0.0633390025	-0.1233440126	0.0641878479	0.0577082752	-0.0915510976	0.1601970298	-0.1157222418	0.0563726062	-0.076052197	-0.2112566491	0.1806955441	-0.028916646	-0.1980899001	-0.1472120875	0.0164119099	-0.0006381586	0.1668478364	-0.201546781	0.1489673341	-0.0317859434	0.0572727009	0.0664042825	0.0338091509	0.2837351025	0.1006304414	0.1204181861	0.0001087986	0.056516707	0.0256556022	0.0378278432	0.0279288589	0.0637185821	-0.0527388655	0.0209916139	0.2282907168	0.0453484302	0.1120176316	0.1116075676	0.1109252393	0.0	-0.2888187121964449	-0.0594454748362522	0.0035337644785075	0.0834162485148128	0.023402889740268	-0.0064822404052762	4.201944067179538e-05	0.0005476952481951	0.6982483385289413	0.0785782060581254	0.487550742258427	0.0061745344673132	0.0022060260931847	-0.0010120376867657	1.0242202794340695e-06	4.86655112381175e-06	0.0042854203587021	0.0014465512743567	1.836482765077844e-05	2.092510589342993e-06	-0.0032697491541744	-6.965991024509991e-05	4.852503095355375e-09	1.0691259531224204e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4266.025466832019	-68.86862460141856	18198973.28365935	4742.887454491114	4081.327179373128	-109.8652987545479	16657231.545089811	12070.383870426063	4281.122204643149	-57.68792298162862	3327.896457934315	18328007.33108862	4187.701934308637	2943.3433558238403	1.357744	32.890541	0.6430896601582086	0.4019371803579911	0.062472932	-0.0727254393	0.1003031936	-0.1036995122	0.1354592823	-0.0830919202	0.0585231887	0.0849441943	0.3610805663	-0.004517125	-0.0599817	-0.0897768089	0.246164981	-0.2482348282	0.0846645959	-0.0422354402	0.010833453	0.2604802686	-0.1916063769	-0.1332098921	-0.0269668005	0.0895370145	-0.0585129701	-0.1261248583	0.0416521468	0.0425623273	-0.0603466566	0.0774776697	-0.0481329604	-0.0287978727	-0.2530134376	0.0676000034	0.0036887637	-0.1212734239	0.1418201932	-0.0147654539	0.0054682405	0.0101138378	0.129682851	-0.0998176744	0.0491063994	0.1384665017	0.0734676151	0.0245136791	0.0108680043	-0.0568427518	0.1342283027	0.1118863567	0.1110834157	0.1097494464	0.0	-0.1347935279036249	0.15402518429282	0.0237237573964371	0.0181692951647053	0.0444306869966624	0.0210277972563944	0.000442168257456	0.0019740859469953	0.3514749003141872	-0.3467734382147541	0.1235346055508678	0.1202518174512818	0.0027494283568247	0.00054340226364	2.952860201290763e-07	7.559356289311769e-06	0.003302253648727	-0.0009831667099751	1.0904879160530784e-05	9.666167796032628e-07	-0.0023710533199047	0.0008986958342696	8.076542025337119e-07	5.6218938458311e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4293.643213201225	27.617746369205637	18435372.04226894	762.7399145137709	4128.5983911801695	47.27121180704171	17045324.675655484	2234.5674657061995	4301.011248592727	19.88904394957717	395.5740692282123	18498697.76052117	4214.216107784714	3003.0229400566645	1.025244	24.835911	0.4301269759120523	0.2560641108565455	0.0848791155	-0.0217232425	-0.0805375273	-0.0469324708	0.0933376304	0.0245471028	0.0129140608	0.0501151	0.1625599188	-8.40561e-05	0.009549154	0.1587295453	0.1978838233	-0.0654272778	-0.0096967693	0.0298066408	-0.1327251109	0.1963562918	-0.0668121105	0.0217722534	0.0522400998	-0.0077638588	0.0532790986	-0.0434734749	-0.0035286768	-0.0055369335	-0.0860879253	-0.0880797113	0.0439482801	-0.1125521636	-0.0277976161	0.0495063733	0.068525396	-0.2144043733	0.0504989812	-0.1549609059	0.0093869852	-0.0229026232	0.2123050074	-0.1256916662	-0.020968521	0.0605822146	-0.0298985728	0.0906587317	0.1300309247	-0.0756827465	0.2372274896	0.1117114032	0.1103858203	0.1081881546	0.0	-0.130328359918721	0.0044651679849039	1.993772513341076e-05	0.0169854813991036	0.0883313659617925	0.0439006789651301	0.0019272696135994	0.0078024302126761	0.1921838259585939	-0.1592910743555933	0.0369346229600831	0.0253736463693591	0.0051181290091607	0.002368700652336	5.610742780376992e-06	2.6195244554412286e-05	0.0016159547956289	-0.0016862988530981	2.61130990151604e-06	2.843603821959967e-06	-0.0019766517332103	0.0003944015866944	1.5555261158706039e-07	3.9071520744032834e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4337.265932761162	43.62271955993674	18811875.77149055	1902.9416618048876	4209.037301677548	80.43891049737886	17715995.006913017	6470.418322005326	4335.095746835767	34.0844982430408	1161.753020479851	18793055.13423356	4251.829281127255	3029.5168048313685	1.204707	29.183302	0.3109918283253322	0.2016596728070215	0.082706262	-0.0891583471	-0.1700454295	0.0220016235	0.0590240245	0.0689695091	-0.1709635775	0.2490499091	-0.1208261616	-0.2096743555	-0.1140996329	0.0444133457	-0.0933910103	-0.2307113911	0.0201468651	0.1806584318	-0.0013875327	-0.1088266497	-0.2117073664	-0.0940261437	0.1684980713	0.0763402103	-0.0016919906	0.0483824988	-0.1266799224	-0.0963652848	-0.133791665	-0.0772515395	0.1341159827	0.1373477848	0.2234006623	0.007896716	-0.0122391264	-0.1237673987	0.074959266	-0.0577169131	-0.077749594	-0.1641943253	0.1705519106	-0.04229873	0.0200547434	-0.1920027028	0.0039570904	-0.1456732576	0.1197431963	-0.084572308	0.0520026209	0.1114928394	0.1095158704	0.106246848	0.0	-0.090851402690518	0.0394769572282029	0.0015584301519973	0.0082539773708346	0.1108948408236898	0.0225634748618973	0.0005091103978434	0.0122976657213115	0.026507990487687	-0.1656758354709069	0.0007026735596953	0.027448482458983	0.0061931717122849	0.0010750427031242	1.1557168135405876e-06	3.8355375857845886e-05	0.0015174187003508	-9.853609527810006e-05	2.3025595121743108e-06	9.709362072654813e-09	-0.0014847193163261	0.0004919324168842	2.419975027815303e-07	2.204391448271842e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4318.13154716738	-19.1343855937821	18646260.05864215	366.124712051536	4143.335873120452	-65.70142855709673	17167232.157486815	4316.677714443286	4329.733420292883	-5.362326542884148	28.75454595251985	18746591.49080111	4241.795957280786	3033.7540651532554	1.209931	29.309855	0.5126789646105999	0.3542507492359728	0.0787002358	0.0052086463	0.0426332568	0.1292459205	0.0256843461	0.0273857377	-0.0422644274	-0.1672151001	0.0079866554	-0.0084193396	-0.084340911	-0.0191174267	-0.0252306831	0.0290435493	-0.012405208	-0.0017501604	0.078871272	-0.0478045915	0.0778410785	0.0044329392	-0.0158524413	0.0445125036	-0.1173064455	0.005255706	0.0177186114	-0.0247769515	-0.0494822666	0.0081527208	0.0272787572	0.1148034224	-0.0553985152	-0.0075620693	-0.1167333792	-0.0190293352	0.0384199531	-0.1249682454	-0.1660166344	0.0442325881	0.0240705287	-0.0033732811	0.0024341873	-0.098756877	0.0068493285	0.0168049623	-0.0591830917	0.0250841853	-0.1059156609	0.1112307506	0.1084749246	0.1039323455	0.0	-0.0841291111198927	0.0067222915706253	4.51892039605e-05	0.0070777073378232	0.045944895932422	-0.0649499448912678	0.0042184953413787	0.002110933462241	0.1887986663528238	0.1622906758651368	0.0356449364166048	0.0263382634727628	0.00135011314114	-0.0048430585711449	2.3455216323540083e-05	1.8228054938789177e-06	0.0008109812998566	-0.0007064374004942	6.576906687171005e-07	4.990538008170027e-07	-0.0015095443903584	-2.482507403229984e-05	6.16284300709168e-10	2.278724266462513e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4315.76141637093	-2.3701307964493026	18625796.60303602	5.617519992277406	4117.568345997432	-25.767527123020045	16954369.083960027	663.9654540355737	4330.894336683781	1.16091639089791	1.3477268666554287	18756645.755519647	4233.531204476541	3010.787733691079	0.8960599999999999	21.706509	0.2614517242287358	0.151229504350583	0.058489898	0.0842523726	0.1252630129	0.1322162296	0.0571273121	0.0121961376	-0.012069019	-0.0669904792	0.1357555013	-0.0535245664	-0.0208647219	-0.0025755571	-0.0225168385	-0.0866859085	-0.0132349514	-0.0817183613	-0.0428809093	0.0173235281	-0.1132626178	-0.0048748964	-0.0524642529	-0.0425145947	0.0234747089	-0.0294766744	0.1109486207	-0.0004493904	-0.0403961509	-0.0855560874	-0.0025889513	-0.1017832923	-0.1692573213	-0.008987963	-0.044263094	-0.005769061	-0.029520532	-0.201333186	-0.1248237329	-0.0667080917	0.047405459	-0.0650587796	-0.0479133004	-0.0408839898	-0.0474686381	0.0905740391	0.0113680722	-0.0732800118	-0.0935022235	0.1109252393	0.107264608	0.1012527768	0.0	-0.0302075447634422	0.0539215663564505	0.002907535318333	0.0009124957606353	0.0481102585155497	0.0021653625831277	4.688795116409478e-06	0.002314596974433	0.1476186668436412	-0.0411799995091826	0.0217912708006939	0.0016957923595762	0.0033830858435395	0.0020329727023994	4.132978008701525e-06	1.144526982475737e-05	0.0001799956003118	-0.0006309856995447	3.239841613160526e-08	3.981429530300406e-07	-0.0008898068767032	0.0006197375136552	3.840745858315292e-07	7.917562778283038e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4288.560129578005	-27.2012867929252	18391747.98500612	739.910003190967	4113.995820345944	-3.572525651487922	16924961.609823894	12.7629395305392	4302.906740680011	-27.987596003769795	783.305530070231	18515006.41898948	4213.891401933702	2981.201716695513	1.091048	26.429987	0.273908892815168	0.1777649505267903	0.0416675361	-5.71801e-05	-0.0656427039	0.0552772868	-0.0933092575	-0.0627349975	0.0626983018	-0.0260048083	-0.0053264176	0.1093320005	0.1839096233	0.1149036083	0.1341003307	0.0902456669	0.0310270403	-0.0331271001	-0.0536057263	0.1209264019	0.0891506566	0.001355242	-0.0166404082	-0.0754135361	0.0986984421	-0.0038732681	-0.0142606079	-0.0449844772	0.0726394117	-0.1074057042	-0.0469984836	-0.036432221	0.074491028	0.0273740408	-0.0154943775	-0.0122436809	0.0196136361	0.0325818616	-0.0471582416	-0.0725660389	0.0652019958	-0.0809285899	-0.0943001746	-0.1106402213	-0.1242936122	-0.026451829	0.002811012	0.0556532884	0.0539861457	0.1105764245	0.1058868105	0.098217554	0.0	-0.0517413067423433	-0.021533761978901	0.0004637029049639	0.0026771628234052	0.0686341710889451	0.0205239125733953	0.0004212309873203	0.0047106494410665	0.280927303797597	0.1333086369539558	0.0789201500189873	0.0177711926865215	0.0019810047827417	-0.0014020810607977	1.965831301047884e-06	3.9243799492454905e-06	1.4017592094184296e-05	-0.0001659780082176	1.9649288811893808e-10	2.7548699211886914e-08	-0.0004870143195403	0.0004027925571629	1.6224184410582805e-07	2.3718294743730147e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
