global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
5707.640923634541	n/a	n/a	32577164.913147755	5678.835410453178	n/a	32249171.61901692	n/a	5094.85499984499	n/a	n/a	25957547.469445493	5154.228984741628	4120.869674331032	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.3230534946728769e-05	n/a	n/a	1.7504705497661123e-10	-0.0087418424370611	n/a	7.641980919440236e-05	n/a	0.204070938839223	n/a	0.0416449480787219	n/a	0.0003399894893174	n/a	n/a	1.1559285284630645e-07	8.504198948577901e-05	n/a	n/a	7.232139975699348e-09	0.0002469855494596	n/a	n/a	6.100186164186053e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4490.49679780035	-1217.144125834191	1481439.823052677	20164561.491055194	3620.122805208773	-2058.712605244405	13105289.124792635	4238297.590992206	4430.265428746368	-664.5895710986215	441679.2980130496	19627251.769145243	4365.637089543782	3033.986738459855	13.559982	285.370209	0.3424057177950962	0.1545574619048182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0002071840706463	0.0001939535356995	3.7617974010364856e-08	4.2925239129571036e-08	0.0481028480969314	0.0568446905339925	0.0023138839950364	0.0032313188419053	0.0573034805860999	-0.1467674582531231	0.0032836888872815	0.0215406868020822	-0.0014747023338542	-0.0018146918231716	3.293106413085865e-06	2.1747469734750243e-06	0.0005279382659084	0.0004428962764226	1.9615711166902279e-07	2.7871881261036853e-07	0.000761389759311	0.0005144042098514	2.646116911128432e-07	5.797143655836626e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4459.086301872896	-31.410495927453667	986.6192544085834	19883450.6475505	3651.120576188371	30.997770979598045	13330681.461866103	960.8618057036108	4433.913309041064	3.647880294695824	13.30703064443009	19659587.23209148	4378.538539014172	3046.977259271156	1.028124	21.636902	0.1766871466999515	0.0816887309229214	-0.0481487815	0.0050819755	-0.0977763164	0.0016381527	-0.0464755293	-0.0975189358	-0.0122939026	-0.0382122669	-0.0605190083	0.0427273884	-0.0368245043	-0.0110357545	0.0158410907	0.0294861133	-0.0473778266	-0.0093275074	0.0051064763	-0.027822022	0.0346208709	-0.0782820346	-0.0323273063	-0.0157192922	0.0171197143	-0.0078554003	0.0852569926	-0.0790448153	0.0083704845	-0.021642474	0.0212486922	-0.0398737353	0.0314028891	-0.0058440876	0.115910367	-0.0175042954	0.1492693317	-0.0740543639	0.117043536	-0.0174087538	0.0075447204	-0.0188162287	0.0074219765	0.0390461287	-0.1067331017	0.0557292483	0.11250323	0.1124865505	0.112458753	0.0	0.0	-0.0156538640515009	-0.0158610481221472	0.000251572847533	0.0002450434597428	0.0383049817646821	-0.0097978663322493	0.0014672716279926	9.599818466462434e-05	0.13356027250002	0.0762567919139201	0.0178383463902796	0.0058150983130029	-0.0006380455318845	0.0008366568019696	6.999946042821657e-07	4.071021007577746e-07	0.0004029274485184	-0.00012501081739	1.5627704464515933e-08	1.6235052876954789e-07	0.000227628572038	-0.000533761187273	2.8490100503908264e-07	5.1814766808058965e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4461.4054697178	2.319167844903859	5.37853949283601	19904138.765227903	3606.950633280986	-44.16994290738512	13010092.870926106	1950.9838564416607	4441.155236899447	7.241927858382951	52.44551910602308	19723859.838239383	4384.017173168196	3048.994244061307	0.561703	11.821047	0.1276134714060622	0.0691050986461334	-0.0295661021	-0.0070964253	-0.0880338663	-0.0171421772	-0.0631656857	-0.0487307805	-0.0339749585	-0.0311339578	-0.062162064	-0.0080931815	-0.0038421014	-0.0547298845	-0.0175533667	0.0019645765	0.002028917	-0.0503996107	-0.0196503324	0.0125023033	-0.0083901298	-0.047703757	-0.0226168656	-0.0209687109	0.0111961577	-0.0001190204	0.0607391823	-0.0747309965	0.0260607777	-0.0415781001	-0.0119882174	-0.0445384057	0.0503759168	-0.0093840329	0.0585582658	-0.0477841672	0.0547072596	-0.0373351179	0.0465753215	-0.0576917614	0.00043584	0.0270712584	-0.019713144	0.0697797312	-0.0326971217	0.0751112146	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0003642838802591	0.01601814793176	0.0002565810631637	1.327027454166263e-07	0.0451347981117749	0.0068298163470928	0.0020371500005906	4.6646391335016055e-05	0.1417697001975995	0.0082094276975794	0.0200986478941172	6.739470312178521e-05	0.0002121339766022	0.0008501795084867	7.228051966506869e-07	4.5000824029062737e-08	0.0008660897796906	0.0004631623311721	2.1451934501686665e-07	7.50111506484512e-07	0.0008454083209717	0.0006177797489337	3.816518181925855e-07	7.14715229168189e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4457.064015965549	-4.341453752251255	18.8482206829365	19865419.642414942	3622.106923283757	15.15629000277113	13119658.563700125	229.7131266481001	4440.789534173045	-0.3657027264025601	0.1337384840982657	19720611.68682085	4385.218008412436	3085.440342002201	0.610105	12.839681	0.2030243626004382	0.1121208952561006	-0.0452171265	-0.0297807936	-0.0876736121	-0.0169534255	-0.0320462301	-0.0252321561	-0.0021303478	0.0051909515	-0.1089057325	-0.0365779466	-0.0336048673	-0.0422862284	-0.0090328909	0.0259551092	-0.0160171164	-0.0421184671	-0.0147708184	-0.0225129229	8.50952e-05	-0.0412957155	-0.0235578803	-0.0268508617	0.0024819819	0.0136475729	0.0113705047	-0.0400356552	0.0314234206	-0.0340571279	-0.0233714716	0.0012675558	0.0821142837	-0.1058899073	0.0372662236	-0.0052870168	0.064214391	-0.0207008304	0.0527633285	-0.0514085471	0.0528142086	0.0310334656	-0.0197095567	0.1017420288	-0.0405799868	0.0539082398	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	-0.0428684685820712	-0.0432327524623303	0.0018690708854691	0.001837705598572	0.0466627622758153	0.0015279641640403	0.0021774133832092	2.334674486591676e-06	0.168665222783062	0.0268955225854625	0.0284479573764599	0.0007233691351451	-0.0006138802007927	-0.0008260141773949	6.822994212573733e-07	3.7684890092528563e-07	0.001679044854427	0.0008129550747364	6.608959535396659e-07	2.8191916231777857e-06	-0.0001429848946691	-0.0009883932156408	9.769211487247612e-07	2.0444680103533624e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4450.488514800293	-6.575501165255446	43.23721557427572	19806848.02036932	3584.137363743137	-37.96955954062014	12846040.642179605	1441.6874517086978	4438.30344133096	-2.486092842084872	6.180657619465638	19698537.43733024	4383.137531996587	3020.844533190749	0.691594	14.554608	0.118112671198051	0.0510888969668951	0.0129725112	0.0312089307	0.0649438169	-0.0675937351	0.0242124429	-0.01386956	0.1055333684	0.0145104246	-0.0727224127	0.0325498671	-0.0128889194	-0.0310740053	0.0116583349	0.0366703684	-0.0050746247	-0.0329068684	0.012685459	-0.0292422784	-0.0067996449	-0.03325476	-0.0165192568	-0.0331022773	-0.0003181747	0.0218102128	0.0201255319	-0.0206066341	0.0275518403	0.0042388171	-0.022680517	-0.0581502257	0.0225534936	-0.0763276645	-0.0201779436	-0.0941156869	0.1164909541	-0.0020951482	-0.0810274167	-0.0975310625	0.0024954604	0.0008409237	-0.0820042646	0.0639421119	-0.0546134498	-0.0100916649	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	-0.0326880545881778	0.0101804139938933	0.000103640829087	0.0010685089127596	0.0492120799184334	0.0025493176426181	0.0024218288098982	6.499020442963907e-06	0.2096868984989726	0.0410216757159105	0.0439685954021184	0.0016827778785413	0.000188954480917	0.0008028346817097	6.445435261559152e-07	3.5703795858612924e-08	0.001403006616496	-0.000276038237931	7.619710880005144e-08	1.9684275659315537e-06	6.536746260278e-05	0.0002083523572718	4.3410704780749134e-08	4.272905167125842e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4446.070435479947	-4.418079320345896	19.51942488086805	19767542.317248847	3586.0870889199746	1.9497251768375463	12860020.609318538	3.801428265194201	4429.854744632228	-8.44869669873151	71.38047590715672	19623613.058540665	4375.971149119094	3025.455834173388	0.574089	12.081713	0.1930271106125167	0.0956881957046589	0.0282043316	0.0467208801	0.0801377481	-0.0517638008	0.0162719568	-0.0141089707	0.0499595814	-0.0292725498	0.0997793287	0.0274692884	-0.0200207725	0.0146026596	-0.0064498478	0.0061600625	-0.0026484449	0.0113001561	-0.0022441272	0.0010212918	-0.0052607008	-0.0266567771	-0.0197938461	-0.0212982629	0.0111947778	0.0109063872	0.0773786824	-0.0615448125	0.0248594508	-0.0306716896	0.0200487734	-0.0958875582	0.0109218076	0.0635217141	0.0313307643	-0.1037306043	0.0496357792	-0.1123837453	-0.0472232155	-0.0283141265	-0.056196837	-0.0104708098	-0.0630324173	0.0480913972	-0.1028682033	-0.0238566069	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.0091856963395144	0.0418737509276922	0.0017534110167544	8.437701724176823e-05	0.0416645415145637	-0.0075475384038697	0.0017359340196188	5.6965335957888e-05	0.1449878777484343	-0.0646990207505383	0.0210214846939949	0.0041859632860785	5.143955153178866e-05	-0.0001375149293852	1.8910355803819665e-08	2.646027461791541e-09	0.0003000102671841	-0.0011029963493119	1.2166009465953788e-06	9.000616041587509e-08	0.000402992194514	0.0003376247319112	1.1399045959812317e-07	1.624027088392096e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4450.682243588028	4.611808108080368	21.26877402575582	19808572.43338976	3618.00421348778	31.91712456780533	13089954.488815328	1018.7028406768028	4428.138780381944	-1.7159642502838324	2.9445333082521548	19608413.058322493	4372.677115899304	3042.565406764158	0.698869	14.70772	0.0768494594950281	0.0446660788384576	-0.0099448326	0.0095109439	-0.1092686308	0.0031509492	-0.0788868865	-0.0332512451	-0.1205079613	-0.076105125	-0.0422804385	0.0191617376	-0.0344633032	0.0240311459	0.0295122974	0.0186602559	-0.0205442703	0.0230003491	0.0233519899	-0.0159302108	0.0194575531	-0.0708249418	-0.0219905123	-0.0179752855	0.0168663924	0.0033910185	0.0600069559	-0.0453732878	0.017105039	-0.0242790162	-0.0217133306	-0.0832797703	0.0418866565	-0.0147951804	0.0080474043	0.0235356203	0.0304055822	-0.0557783867	0.0223969567	-0.0431573239	-0.0499002494	0.0048226586	-0.063563257	0.0447806957	-0.0797875205	0.0131466537	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	-0.0152159744903599	-0.0244016708298743	0.0005954415392895	0.0002315258796912	0.0426068459682795	0.0009423044537158	0.0018153433233646	8.879376834926435e-07	0.1377138658411638	-0.0072740119072705	0.018965108844918	5.29112492271131e-05	0.0003399840727769	0.0002885445212451	8.325794074057054e-08	1.1558916974196844e-07	0.0005510092849967	0.0002509990178126	6.300050694288991e-08	3.0361123215257464e-07	5.7906287488361226e-05	-0.0003450859070256	1.190842832277078e-07	3.3531381306847397e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4444.6539583830645	-6.02828520496314	36.34022251237749	19754948.809770245	3588.7422246159736	-29.261988871806352	12879070.754741607	856.2639927337187	4429.556757436048	1.4179770541040853	2.0106589259657	19620973.06734736	4375.147578424968	3046.330743323823	0.648374	13.645048	0.0873011690712998	0.0370154626306884	-0.0133294361	0.038602982	-0.0101838581	-0.0309594984	0.0212876331	-0.0084517705	0.0413048053	0.0265807932	-0.0533344322	-0.0726246857	-0.0493458439	0.0160177688	0.0062153709	0.0136408296	0.0076836804	0.0155093026	0.0023914315	-0.0154154824	0.0037754992	-0.0478711789	-0.0261392056	-0.0114910366	0.0160486621	-0.0057468038	0.0682508878	-0.0568832005	-0.0059954236	-0.0175884497	0.0133370437	-0.0399452595	0.0602935381	-0.0371796641	0.0589567695	-0.0233248044	0.1185399932	0.0606891774	0.0567753274	-0.0694177682	0.023613377	0.0124222509	-0.0187575409	-0.0282621835	0.0143363791	0.0026376687	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	-0.0379648796157567	-0.0227489051253968	0.0005175126844043	0.0014413320842388	0.0490784089055011	0.0064715629372215	0.0024086902206955	4.188112685042025e-05	0.1311938280392013	-0.0065200378019625	0.0172118205155795	4.2510892939020025e-05	4.185040564865964e-05	-0.0002981336671282	8.888368347533242e-08	1.751456452957363e-09	0.000440013968644	-0.0001109953163527	1.2319960252235969e-08	1.9361229260184298e-07	0.0006799905681418	0.0006220842806534	3.8698885223610643e-07	4.6238717276180805e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4441.860440256938	-2.7935181261264006	7.803743520996757	19730124.17071956	3570.8116834485854	-17.930541167388128	12750696.07865292	321.50430655540043	4427.817917043119	-1.738840392928978	3.0235659120814025	19605571.50648807	4374.090104972136	3025.98530374694	0.542657	11.420235	0.1581673310170147	0.0879148770548949	-0.0206920833	0.0415213779	0.0546554601	-0.0537633606	0.0307977616	0.0047199301	0.100302735	0.0409623104	-0.0146748349	0.0508637186	-0.0194741082	0.0340230614	-0.0203526351	0.0424590832	-0.0301230364	0.0303623389	-0.028058448	-0.0325610822	0.0198891701	-0.0328296345	-0.032483028	-0.0054615587	0.016403588	0.0074910719	0.0157236835	-0.0199825381	0.0255028279	-0.0077471637	0.0414303654	-0.0131399628	-0.0151231991	-0.0513673816	0.0550990468	-0.1201624473	0.1345835787	-0.0704757566	-0.0100351466	-0.0485280142	0.0375028357	0.0222255732	-0.0303352922	-0.0396861171	-0.00812806	-0.0389508988	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	-0.0669890611886359	-0.0290241815728792	0.0008424031159754	0.0044875343189348	0.0562047871003699	0.0071263781948687	0.0031589780929979	5.078526617630146e-05	0.1191769855121975	-0.0120168425270037	0.0142031538757745	0.0001444045043188	-0.0007398586139437	-0.0007817090195923	6.110689913120481e-07	5.47390768626693e-07	0.0008421245562797	0.0004021105876357	1.61692924688728e-07	7.091737682892816e-07	-0.0003361883990754	-0.0010161789672172	1.032619693414615e-06	1.1302263967288045e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
