global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
6107.82650634207	n/a	37305544.63157478	n/a	6460.450809947231	n/a	n/a	41737424.66774784	5268.126455830533	n/a	n/a	27753156.35462157	5354.126226799713	4867.465116060697	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0084330050600698	n/a	7.111557434316286e-05	n/a	-0.0883705277256154	n/a	n/a	0.0078093501705037	-0.7179018022657431	n/a	0.5153829976964021	n/a	0.0059838093425298	n/a	3.580597424774692e-05	n/a	-0.0024768018551524	n/a	n/a	6.134547429686371e-06	-0.0005940960681307	n/a	n/a	3.5295013816835735e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4736.745093905716	-1371.0814124363542	22436754.084639877	1879864.239528468	3609.896678366856	-2850.5541315803757	8125658.857069948	13031354.02848406	4529.377407312776	-738.7490485177568	545750.156685891	20515259.697875407	4436.020571549553	3499.448223153668	16.068909	305.012695	0.7509763925038411	0.4793659437193386	-0.147645972	0.0107333881	0.0243040946	-0.0348851894	0.0175302058	-0.537074233	0.1264201688	-0.2413680542	0.0276913328	-0.0956387017	-0.0566299798	0.1548673947	-0.0328162162	0.05424777	-0.0981666523	-0.0836413276	0.1397509515	-0.134491925	0.0646656497	-0.0292312222	-0.1185613995	0.0502001348	-0.1053263322	0.0039438304	-0.0115563217	0.1156603352	-0.08402935	0.1031475612	-0.1985174573	0.1125041103	-0.0624026495	0.1131696839	-0.0209989389	0.0319490016	-0.0534135145	0.0069737084	-0.0706913731	0.0239101446	-0.0220172304	0.0430500444	-0.3894051965	0.0032533007	0.1692586534	-0.0189695233	0.1121489578	0.1121325392	0.1121051767	0.0	0.0546854443210662	0.063118449381136	0.0029904978205924	0.003983938652279	0.0069287506411086	0.095299278366724	0.0090819524572183	4.800758544666284e-05	-0.244405507162142	0.4734962951036011	0.0597340519311838	0.2241987414768365	0.0067979997154861	0.0008141903729562	4.6212800131749096e-05	6.629059634147185e-07	-0.0019549909467717	0.0005218109083807	2.722866241050916e-07	3.821989601959307e-06	0.0004511500435799	0.0010452461117106	1.0925394340461282e-06	2.0353636182214565e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4717.85237511562	-18.892718790096296	22258131.033384096	356.93482328165766	3795.825853492781	185.9291751259248	34569.6581630068	14408293.9100442	4521.778779594703	-7.598627718072748	57.73914319786346	20446483.33159297	4443.010755766263	3498.8988018075543	1.297163	24.622156	0.1752245615201385	0.1000952056104468	-0.1310524534	0.0100647123	0.0269840851	0.073772835	-0.1950603846	0.1191902979	-0.2006323188	-0.1252205617	-0.0355580229	-0.0619319105	-0.0909269937	0.0634516105	-0.0049163154	0.0411588455	-0.0780789322	-0.0925956703	0.0564171603	0.020520782	0.0358193431	0.0313739782	-0.0898920748	0.078057402	-0.0782142867	0.0113528926	0.038444556	-0.0123562303	-0.0734356754	-0.0647029961	-0.0687786072	-0.0382945577	0.0968617511	0.0528083784	0.0464420674	-0.1461443062	-0.0810896841	-0.1315207889	-0.1569681131	0.0321111308	-0.0018073612	-0.0319165031	0.1425202201	0.0102802684	-0.0974969034	-0.1540402251	0.1121051767	0.1119574576	0.1117114032	0.0	0.0448569958297468	-0.0098284484913193	0.0020121500748699	9.659839974651856e-05	0.0620549774187821	0.0551262267776734	0.0030389008787434	0.0038508202224455	-0.1861473237120634	0.0582581834500785	0.0346508261251637	0.003394015938903	0.0061781037331443	-0.0006198959823417	3.816896573749154e-05	3.842710289235047e-07	-0.0019883225605694	-3.3331613797700325e-05	1.1109964783590468e-09	3.953426604869256e-06	6.414358369805908e-05	-0.0003870064598818	1.4977399999027493e-07	4.114399329629911e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4686.700105572584	-31.1522695430358	21965157.87957407	970.463897681956	3704.365518670333	-91.46033482244776	8364.992845834247	13722323.895913726	4508.613089229284	-13.165690365419325	173.33540279809517	20327591.98836963	4424.168977181026	3429.244207179968	0.980366	18.608862	0.1643156736645749	0.1291729675092859	-0.1110127908	0.035344895	0.0125897314	0.0037263589	-0.0922689139	0.0345088142	0.1865186001	0.0277512712	-0.0622231307	-0.0172323777	-0.0129161948	0.0007139679	0.0259079351	0.0461322243	-0.0184159968	-0.0200179672	-0.0098563683	0.0052072728	0.0553637538	0.0142525872	-0.0697408449	0.036279214	-0.0458983326	1.21363e-05	-0.0456099835	0.0335924576	-0.021118339	-0.0513743968	-0.0085584958	-0.0945800777	-0.0149741664	-0.0626578257	0.0331123291	-0.1055439501	-0.0963281779	-0.0084902961	0.0348696183	-0.0430859225	0.1702937903	-0.0257867664	-0.09931359	0.0041438619	0.0792988863	-0.1088085365	0.1120176316	0.1116075676	0.1109252393	0.0	0.0416521644094842	-0.0032048314202626	0.0017349027999947	1.0270944432302398e-05	0.060577831187544	-0.001477146231238	2.181960988460913e-06	0.0036696736313865	-0.0981938834913052	0.0879534402207582	0.009642038755104	0.0077358076466664	0.0049779306661962	-0.0012001730669481	2.4779793717456544e-05	1.4404153906276094e-06	-0.0019182594294731	7.006313109630025e-05	4.908842339017355e-09	3.679719238762463e-06	-9.922533410386056e-05	-0.0001633689178019	2.668940330377037e-08	9.845666928022752e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4672.21082049584	-14.489285076743728	21829553.951158416	209.93938203514847	3702.0695975677313	-2.295921102601824	5.271253709372374	13705319.305235304	4492.163783874022	-16.449305355262368	270.57964667066324	20179535.46114937	4406.572406123634	3382.872396742728	0.8552699999999999	16.23435	0.0727346823100908	0.0494043942195299	-0.0524365863	0.0428393924	0.0498371291	0.0412133006	-0.0546907027	-0.0171956158	-0.1154718525	-0.0272695797	-0.0446822502	0.0191014777	0.0613377037	-0.0228568367	0.0474779879	0.0175705804	0.0240423438	0.0694019502	0.0156532456	0.0326334523	0.0299159097	0.0030522724	-0.0767997046	0.0387337347	0.0006204836	0.0072845847	0.063455613	-0.0440740888	-0.086169702	-0.0107313975	-0.07851215	-0.0822427448	0.0165725265	-0.0581437591	0.078932289	-0.1159871541	0.0403820561	-0.0219237821	-0.1404122411	0.0880061462	0.1227381373	-0.0982365787	-0.0431799932	0.1899168318	0.0197073272	-0.2253276189	0.1118863567	0.1110834157	0.1097494464	0.0	0.0274588078030859	-0.0141933566063983	0.0007539861259668	0.0002014513717563	0.0591002318577267	-0.0014775993298173	2.1832997794765387e-06	0.003492837405637	-0.1055661545459685	-0.0073722710546633	0.0111442129856233	5.435038050342635e-05	0.0057549502994282	0.000777019633232	3.311945294888873e-05	6.03759510427992e-07	-0.0017063146982088	0.0002119447312642	4.4920569110696315e-08	2.9115098493233883e-06	-0.0001040900759918	-4.864741887939441e-06	2.3665713636272598e-11	1.0834743919978698e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4678.197020865951	5.986200370110964	21885527.366039064	35.83459487111664	3662.6171100460297	-39.45248752170164	1556.4987716500236	13414764.09480193	4516.602075861507	24.43829198748517	597.230115265582	20399694.311676472	4433.308497313067	3388.1506770207334	0.855288	16.23469	0.1203936564981101	0.0632551675457315	-0.0383244461	0.0469856118	0.0770573758	-0.0494699565	-0.0107383082	0.0117949138	0.0517989752	0.0197802771	-0.0072180047	-0.0260582794	-0.0979063322	0.0385610583	-0.0335129617	0.1059105578	-0.0282673226	-0.1089704839	-0.0165260367	-0.0131847361	0.1115075786	0.0277670462	-0.0799824451	0.0228925351	0.0160859079	0.0003599724	-0.0152018981	0.0077597935	-0.1127835773	0.0338813452	-0.0822803996	0.0503195976	0.0849913527	0.0456522071	-0.0417737235	-0.0794667123	-0.083567333	-0.1584426181	-0.0526485104	0.0972277501	0.0930476507	0.0319629089	0.0718658988	-0.0883992463	-0.0265616683	-0.0526614297	0.1117114032	0.1103858203	0.1081881546	0.0	0.0208113744339044	-0.0066474333691815	0.0004331133058281	4.418837039770774e-05	0.0145420833754457	-0.044558148482281	0.001985428596169	0.0002114721888984	-0.1412836919132161	-0.0357175373672476	0.0199610816006285	0.0012757424755807	0.0057119301602847	-4.302013914350006e-05	3.262614615597e-05	1.8507323719261055e-09	-0.0011570312710544	0.0005492834271544	3.0171228334648305e-07	1.3387213621977606e-06	-0.0001811972552819	-7.71071792901e-05	5.945517098075626e-09	3.283244532169403e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4693.488185750627	15.291164884675707	22028831.349780712	233.81972353033947	3723.04036279868	60.423252752650114	3650.96947321064	13861029.543028126	4519.849817462756	3.24774160124889	10.547825508482706	20429042.372418106	4436.118130531268	3360.139292504832	0.825746	15.673938	0.1473366428943962	0.0779896070225135	-0.0579977165	0.0153335532	0.0431297098	-0.0733223326	-0.0992644318	0.0700792355	-0.0461164948	0.0192814128	-0.070506666	-0.0668985118	-0.064652507	0.0709701558	0.0654881087	0.0522240832	-0.0789891011	-0.0489524317	0.0423382854	0.0700199421	0.076853751	0.0709734378	-0.0660438908	0.070922643	-0.0283380782	-0.0352935302	0.0717585039	-0.0339087125	-0.0823726286	-0.0746411835	-0.0495467247	0.0560302913	0.1055067404	-0.002147351	-0.0141355433	-0.1256559612	0.0338253677	0.0265558543	-0.0099091015	-0.0433323191	0.1623366355	0.0091749642	0.0111295768	-0.0763074203	0.0141704737	-0.071510713	0.1114928394	0.1095158704	0.106246848	0.0	0.0172132716878508	-0.0035981027460535	0.0002962967221997	1.2946343371158454e-05	0.0225486646745025	0.0080065812990567	6.410534409840606e-05	0.0005084422786031	-0.1696650769219019	-0.0283813850086857	0.0287862383269148	0.0008055030150112	0.0045393312764798	-0.0011725988838049	2.060552843762773e-05	1.3749881423004982e-06	-0.0021284167005304	-0.0009713854294759	9.435896525982728e-07	4.530157651096714e-06	-0.0001781700917508	3.0271635310999943e-06	9.163719044021788e-12	3.174458159448849e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4665.196625032627	-28.29156071800025	21764059.55021581	800.4124078602952	3693.780840778909	-29.259522019770884	856.1196288254572	13644016.899705345	4510.149253783984	-9.700563678771688	94.10093568590447	20341446.29140823	4422.941444215115	3387.55501405712	0.7950129999999999	15.090583	0.0619960077005666	0.0424744616328718	-0.0619913087	0.0309220305	0.0196624708	0.0089029026	-0.06120993	0.0170506913	-0.0017766455	-0.0153335292	-0.0008563927	-0.0368425906	0.007094884	0.0327783859	0.0613092929	0.0770260861	-0.0372441055	0.0178935997	0.0151276293	0.0280627771	0.0952194197	0.0585860327	-0.0645759862	0.0488060436	-0.0325380973	-0.0244642375	0.0592111278	0.0349622772	-0.1116320371	-0.0408766381	-0.1200207796	-0.0666933647	-0.0016590114	0.0095319633	0.0797365401	-0.0473903265	0.0634606026	0.0784712574	-0.021578297	0.0002824928	0.143404449	0.0461831982	-0.0921345607	-0.0275866572	-0.0619795305	0.0229397289	0.1112307506	0.1084749246	0.1039323455	0.0	0.021109558750922	0.0038962870630711	0.0004456134706586	1.5181052877855991e-05	0.0628422399284005	0.040293575253898	0.0016235722067415	0.0039491471192186	-0.1813582401776443	-0.0116931632557424	0.0328908112803321	0.0001367300669254	0.004549824053672	1.049277719220032e-05	2.070089891937231e-05	1.1009837320515923e-10	-0.0022399191536344	-0.0001115024531039	1.2432797048209703e-08	5.017237814818246e-06	-0.0001779056794899	2.6441226089998814e-07	6.991384371424341e-14	3.1650430794763034e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4671.657462736813	6.460837704185906	21824383.449144557	41.7424238398302	3690.9474687185902	-2.833372060318652	8.027997232194364	13623093.216840168	4515.815830187851	5.666576403867111	32.110088140863525	20392592.612175196	4432.44096688001	3385.566936088451	0.79359	15.06356	0.2320927788396793	0.0997894778921182	-0.018050555	0.0830960091	0.0302790813	0.1066572184	-0.0276640735	0.0524502646	-0.0623962637	-0.0147649557	-0.0336103009	-0.030098661	-0.047060087	0.0406361997	0.0313349387	0.1091828483	-0.0337202201	-0.0483963978	0.030899222	0.0482428616	0.1141619962	0.0099805785	-0.0742572435	0.0414294354	0.0487268137	-0.0618930635	0.0045500228	-0.0422323034	-0.0873337613	-0.1381465579	-0.0479147474	-0.0312501055	0.0818319972	0.0215408294	0.0240465537	0.0072321993	-0.1363930668	-0.0435901415	-0.0726866091	0.0870941231	0.0219253855	0.0483471293	0.0648778725	0.0609930983	-0.0636412938	-0.01521564	0.1109252393	0.107264608	0.1012527768	0.0	0.0594210671869746	0.0383115084360526	0.0035308632256389	0.0014677716786457	0.037195244302751	-0.0256469956256495	0.000657768384622	0.0013834861987413	-0.0957981098374887	0.0855601303401556	0.0091772778484355	0.0073205359038244	0.0055020627985103	0.0009522387448382	3.0272695038750997e-05	9.067586271712204e-07	-0.0017559113061131	0.0004840078475212	2.3426359646220198e-07	3.0832245149358123e-06	3.733061690693431e-05	0.0002152362963968	4.632666328662592e-08	1.3935749586522899e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4645.185295195878	-26.47216754093461	21577746.426704016	700.7756543153117	3610.743155139232	-80.20431357935831	6432.73191673604	13037466.132384816	4504.260665771092	-11.555164416758998	133.52182469833332	20288364.145212643	4416.511087337498	3292.766061699564	1.256096	23.842649	0.3820096114106612	0.2074088844271258	-0.002235745	0.1340241948	0.1063234192	-0.0408606499	0.1017625534	-0.1108670896	0.0041967452	0.031708718	-0.0381166688	0.041210318	0.0219418491	0.006382251	-0.1542145923	0.1687386855	0.0529037495	-0.0139738885	-0.0050406261	-0.2175767268	0.1412643192	-0.1614626517	-0.0823955567	-0.1157111029	0.1482031824	0.1447032536	-0.2454636106	0.1362676488	-0.0295472965	0.0313138439	0.009515368	-0.0308718321	-0.0554761966	-0.0663626781	0.0720024979	0.0321367717	-0.2984569054	-0.1278379886	-0.0434768019	0.0983669629	0.1128424259	0.1286912413	-0.1637263386	-0.1479746516	0.2123422027	0.1475217604	0.1105764245	0.1058868105	0.098217554	0.0	0.0666240985982824	0.0072030314113078	0.0044387705140336	5.188366151228692e-05	-0.0139824790807381	-0.051177723383489	0.0026191593707169	0.0001955097212432	0.1187479746884889	0.2145460845259776	0.014101081492618	0.0460300223854279	0.0068679187741327	0.0013658559756224	4.716830828808441e-05	1.86556254614342e-06	-0.001206301453964	0.000549609852149	3.020709895793555e-07	1.4551631978356603e-06	-0.0002288589971193	-0.0002661896140262	7.085691061543561e-08	5.237644056245177e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
