global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
6070.969527012161	n/a	n/a	36856670.99791026	6840.382174462387	n/a	n/a	46790828.29270278	5316.908276286346	n/a	28269513.618442245	n/a	5400.165791438176	4690.0028207138	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.9999999807396307e-06	n/a	3.999999922958523e-12	n/a	-0.0581011474127706	n/a	0.0033757433306805	n/a	0.0014187413544561	n/a	n/a	2.012827030843929e-06	-0.0043400174877207	n/a	n/a	1.8835751793721493e-05	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0
4736.241457177283	-1334.7280698348775	1781499.020405138	22431983.140684795	4089.0289608670255	-2751.353213595362	7569944.505961525	16720157.842809264	4593.735114293383	-723.1731619929633	21102402.30029204	522979.4222269007	4452.424151559161	3245.660486568806	15.337164	294.225189	0.508586378302037	0.2959326796857388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0318731266849141	0.0318711266849333	0.0010158962046725	0.001015768716167	0.1198464181791365	0.1779475655919071	0.0143631639503684	0.031665336100086	0.0354858557401627	0.0340671143857066	0.0011605682825688	0.0012592459576116	0.0004349680757712	0.0047749855634919	2.2800487131556056e-05	1.891972269401004e-07	0.0002000693748096	0.0002000693748096	4.002775473670421e-08	4.002775473670421e-08	0.0003189564944883	0.0003189564944883	1.0173324537626494e-07	1.0173324537626494e-07	1.0	0.0
4677.969545383247	-58.27191179403599	3395.61570413191	21883399.067533147	4140.144584105187	51.11562323816179	2612.8069390257056	17140797.177295513	4576.06449718349	-17.6706171098931	20940366.282383185	312.2507090444468	4450.611520098825	3214.0924395356583	1.097803	21.060034	0.1368812215227355	0.0709026981421802	-0.036289277	-0.1081045263	0.1894287731	-0.1402053885	0.0797737224	0.1790845732	-0.0432403892	0.0686558539	-0.0256745255	0.0959107768	-0.122122857	-0.09893034	0.1196531448	-0.0136795239	0.0705918784	-0.22355945	-0.061159473	0.0199829742	-0.1167388769	0.0654112834	-0.0940405486	0.0435289836	-0.0764417199	0.0147818074	-0.069199813	0.0971964746	-0.0303606798	-0.1495621865	-0.1147638542	0.0401088817	-0.0179730658	0.0584090409	-0.0179157794	0.0978018351	-0.1182586082	0.1831470596	0.066543511	-0.1106126447	0.0648860094	-0.0023342274	0.1259563248	-0.2646004544	0.0283186862	0.0952270776	-0.0403028086	0.1400781784	-0.0623596405	0.087257644	-0.1286358555	0.0222061794	-0.0831415201	0.0652261014	-0.0375299251	0.0602935592	-0.0007546078	0.1051780502	-0.0418203048	0.1799591195	-0.2286303403	0.1518237585	-0.0260503155	0.0198461142	-0.0089173198	-0.0982702339	0.0858494223	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0340403852273283	0.0021672585424142	0.0011587478264249	4.697009589667332e-06	0.1182630243219193	-0.0015833938572171	0.0139861429217668	2.5071361070731264e-06	0.1094854361727186	0.0739995804325558	0.0054759379041943	0.0119870607339304	0.0012479948259541	0.0008130267501828	6.610124965129674e-07	1.5574910856082042e-06	0.0002900249658595	8.995559104990001e-05	8.411448082180415e-08	8.092008361136851e-09	3.931906191013425e-05	-0.0002796374325781	7.819709369890818e-08	1.54598862949297e-09	0.0	0.0
4667.5750644083855	-10.394480974861835	108.04523473676466	21786256.981886946	4061.819865118597	-78.32471898659014	6134.761604328314	16498380.61667206	4565.668541510374	-10.395955673116076	20845329.230937462	108.07589435739436	4433.143403534196	3154.3944523614427	0.689493	13.227095	0.0621857754528452	0.037681570010312	-0.0539679968	-0.0748510447	0.2319475971	-0.1534144916	-0.099861689	0.0290660746	-0.0795013461	0.1396451277	0.0333822592	0.0028723204	-0.0111595803	-0.1189954063	0.1208565021	-0.1426965365	-0.0269282913	-0.1974404838	-0.0831435999	0.0282473182	-0.0870973893	0.1499367392	-0.1193765649	-0.0199780169	-0.0132157691	0.0207180053	0.0680165924	0.0339459832	0.0160189788	-0.0245740233	-0.1626103705	0.0486991959	-0.1248981658	0.0916965246	0.0662268181	0.0978024283	-0.0497316439	0.117659331	0.1445512082	-0.1549787695	-0.0788332821	-0.0178817928	0.0496049709	-0.2678546495	0.0565519245	0.1077330328	-0.0510444246	0.1229131497	0.0496156738	0.1174497476	-0.0853924913	0.0310451491	-0.0521993317	0.0180870213	-0.0505174498	0.0611615768	0.038251923	-0.0110856388	-0.0187472319	0.1387982657	-0.0702743217	-0.0347572315	0.0068849552	-0.004804242	-0.0079004188	0.0326854202	0.0916036036	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0380577459692972	0.0040173607419689	0.0014483920282635	1.6139187331112915e-05	0.1127573825592662	-0.005505641762653	0.0127142273216167	3.0312091218669923e-05	0.1422672093395505	0.0327817731668319	0.0010746446519616	0.0202399588532634	0.0012480005734818	5.747527700083674e-09	3.303407466322913e-17	1.5575054314109016e-06	9.17280993384395e-08	-0.0002899332377601	8.414044208242626e-15	8.406128235809038e-08	0.0001470000722501	0.0001076810103399	1.1595199987835811e-08	2.1609021241534623e-08	0.0	0.0
4671.860477660043	4.285413251657701	18.364766737483432	21826280.32272193	4071.5959887947006	9.776123676103452	95.57259413047048	16577893.895969097	4567.117703671487	1.449162161113236	20858564.11918952	2.100070969202384	4433.915592421833	3141.8816717974087	0.470938	9.034375	0.0770383887855874	0.0364881112941587	-0.0621760084	-0.0716494784	0.2472933429	-0.1487572831	-0.0605620917	0.0025033955	-0.0633747617	0.1138134772	-0.0006390767	0.0733391842	-0.0007992511	-0.1640392713	0.0518225184	-0.1026323006	-0.010456284	-0.2349540037	-0.1592446004	-0.0086562818	-0.0505065851	0.1108577367	-0.0386209483	-0.0550696073	0.050711684	0.0166595979	0.0641157891	0.0045904857	-0.0590130299	-0.021225305	-0.1152694307	0.1037344498	-0.1230606986	0.1202074782	0.0876274207	0.1343720586	-0.0591103095	0.1452712076	0.1138005444	-0.1042359235	0.0183982385	0.0294561773	0.073747847	-0.2758610674	0.0599688142	0.1092669148	-0.0525211703	0.1397764934	-0.0163502676	0.0921138377	-0.0856734332	0.0420930655	-0.0347028059	0.0165119691	-0.0320090531	0.0658199274	0.0242544947	-0.0021500565	-0.0338606771	0.1357686371	-0.0513226857	0.0102244079	-0.0186387922	0.0587105535	-0.0141120234	0.0040419001	0.0482767558	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.032603470752349	-0.0054542752169482	0.0010629863050992	2.9749118142215377e-05	0.1328059848954978	0.0200486023362315	0.0176374296240631	0.0004019464556363	0.1386645683283518	-0.0036026410111986	1.297902225557078e-05	0.0192278625096881	0.0015980181184906	0.0003500175450088	1.2251228181398738e-07	2.553661907024237e-06	0.0003754311461179	0.0003753394180185	1.409485454754e-07	1.408796787185125e-07	-8.630036914671741e-05	-0.0002333004413968	5.442909595594984e-08	7.447753714859694e-09	0.0	0.0
4682.219676830633	10.359199170589818	107.31300745594878	21923181.10209996	4091.004338529921	19.408349735220327	376.6840394446269	16736316.497870635	4576.064905431887	8.947201760400276	20940370.018725347	80.0524193413098	4441.8495193872695	3161.2762387542107	0.45455	8.719993	0.0766481703233627	0.0397317369147312	-0.0306021268	-0.0871381621	0.2492897927	-0.1280712192	-0.0022901562	-0.0006757759	-0.0601532336	0.1408140681	-0.054446495	0.013885865	-0.1077098885	-0.1505886219	4.49099e-05	-0.0522289722	0.0131548174	-0.2562963557	-0.077737702	-0.015852051	-0.0272504594	0.0132607785	0.0211256495	-0.0093921955	0.0523421014	-0.0424752043	0.06200756	-0.0199140636	0.0707276319	-0.1098973675	-0.0512759456	0.0933965169	-0.1000298011	0.1063013354	0.0817854441	0.1552682434	-0.1303842287	0.1208329661	0.0521643728	-0.0370101364	0.0351623963	0.0582998911	-0.0135860016	-0.2590733017	0.0733022924	0.090898284	-0.0495284868	0.1040169129	0.0357741877	0.0678049039	-0.0474665631	0.0285821348	0.0123847222	-0.0136167574	-0.0178243942	0.0612743658	0.0534590287	0.0117507229	-0.0195053195	0.0576921244	0.0928107277	-0.1178005695	0.0677100361	0.0554165269	0.0481906951	0.1003120625	-0.0427824137	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0291117567128935	-0.0034917140394554	0.0008474943789106	1.2192066933330627e-05	0.1065702847315179	-0.0262357001639799	0.0113572255877567	0.0006883119630942	0.1545871660314333	0.0159225977030814	0.0002535291176141	0.0238971919016299	0.0012479738913702	-0.0003500442271204	1.225309609403182e-07	1.5574388335416795e-06	0.0003460967529347	-2.933439318320003e-05	1.1978296239194277e-07	8.605066234265722e-10	0.0001542841788866	0.0002405845480333	5.788092475239561e-08	2.3803607854712396e-08	0.0	0.0
4682.918688766415	0.6990119357815274	0.4886176863650382	21929727.44559776	4095.8621341666	4.857795636678929	23.59817844773685	16776086.622099774	4572.566059845173	-3.4988455867141965	20908360.371648014	12.24192043966941	4441.307388175247	3189.268560401824	0.540822	10.375028	0.1476542067330316	0.0849820387421258	-0.0130723965	-0.0602463469	0.2243837235	-0.093159273	0.007059249	0.0097569816	-0.097517836	0.1028211265	-0.0248874871	-0.0345547687	-0.1040117658	-0.0423495973	0.1053289962	0.0296102471	0.0047755043	-0.1724812037	-0.0326995392	-0.0288095131	-0.1058632876	0.0077157221	0.0299374985	0.0182568182	0.1150618255	0.0489019737	0.0138879444	-0.0091307021	-0.0055598907	-0.1118592533	-0.1009602872	0.0180044257	0.046981684	0.0520106488	0.0416132334	0.0736733674	-0.1327990731	0.0607675802	0.0467590106	-0.1179784326	0.042681944	0.0645732097	-0.0386807598	-0.2239423055	0.0214823902	0.0569590126	-0.0234847249	0.0483484849	0.0134205373	0.0142720268	-0.0411135811	0.0455025229	-0.0524495029	0.0281756018	0.0302205716	-0.017875342	0.0130723846	0.0222527801	-0.0031455072	-0.0879335724	0.029289072	0.0537446767	-0.0359649426	-0.0455359804	0.0624207775	-0.0809447491	0.0024687363	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.048428399217272	0.0193166425043785	0.0023453098507474	0.0003731326776419	0.0893714858895151	-0.0171987988420028	0.0079872624900997	0.0002957986816076	0.1462399174372421	-0.0083472485941911	6.967655909322693e-05	0.0213861134520513	-0.0002239999993259	-0.0014719738906961	2.1667071348910136e-06	5.0175999698003206e-08	-4.390399688247727e-08	-0.0003461406569315	1.927560942256574e-15	1.1981335438102748e-07	0.0003919999671081	0.0002377157882215	5.6508795969769045e-08	1.536639742127515e-07	0.0	0.0
4684.181838742894	1.263149976479326	1.5955478630797222	21941559.49840876	4103.035174497624	7.173040331024367	51.452507590502165	16834897.64316475	4572.746758669417	0.1806988242442457	20910012.918921664	0.0326520650832528	4440.730204525157	3180.978304349459	0.500199	9.595727	0.1238871030173504	0.070951722066317	-0.0044769759	-0.0625464499	0.1690182365	-0.075355117	0.0316477209	0.039853877	-0.0157803601	0.1485578416	-0.069835887	0.0339913489	-0.0963164012	-0.0717312587	0.0725003122	-0.0239001623	0.0102904107	-0.1175399106	0.0807205207	-0.056461485	-0.0537650808	0.0123148569	0.07417169	0.0116740119	-0.0056304458	-0.0087954517	0.0602702062	-0.0163551092	0.0503828095	-0.1088211989	-0.0843100374	0.0439508533	-0.0250673001	0.0421136009	0.0109953177	0.0378920261	-0.142891609	-0.0060690855	0.007722271	-0.0749248962	-0.0246325367	0.0069916921	-0.0905116645	-0.1915081059	0.0499921126	0.0129061024	-0.0209210773	0.0153856531	0.0158772321	0.0116218229	-0.0213672728	0.0304500971	0.0576746932	-0.0596529228	-0.008851061	0.0165969014	0.0484063564	0.0196818004	0.009702319	-0.1007879297	0.1746355862	-0.0938942135	0.1369856484	-0.0446098014	0.0805141851	0.0458014293	-0.1656766636	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	0.0646025986521721	0.0161741994349001	0.0041734957526136	0.0002616047273599	0.0682702959094996	-0.0211011899800155	0.0046608333035706	0.0004452602185727	0.1587014454838566	0.0124615280466144	0.0001552896812565	0.0251861487986655	-0.0011089995588702	-0.0008849995595442	7.832242203936048e-07	1.229880021574298e-06	-1.0483994203891456e-06	-1.0044954235066683e-06	1.0991413446722964e-12	1.0090110558458408e-12	0.0009889996232567	0.0005969996561485	3.564085894415465e-07	9.781202548018943e-07	0.0	0.0
4684.780379140946	0.5985403980521369	0.3582506081004105	21947167.200783987	4097.721936412693	-5.313238084931072	28.230498947162005	16791325.068157792	4569.11402418124	-3.632734488177448	20876802.965969685	13.196759861593865	4438.42174497425	3207.5569208430857	0.524583	10.063493	0.1074826678097519	0.0525512100802354	0.010258756	-0.0527937539	0.2255008078	-0.0649977818	0.0238838379	-0.0120530561	-0.0346697953	0.1186385527	-0.0815313432	-0.0154434955	-0.0477137639	-0.0756131492	0.0672895023	-0.0427406528	-0.0209616839	-0.1229940922	0.0072758919	-0.0652220041	-0.0743110451	0.089246457	0.0659197383	0.0311783269	0.0237654614	0.0780619447	-0.0437410288	0.0525273437	0.0542536669	-0.054431911	-0.0723699125	0.0555005811	-0.0147143877	0.0448749554	0.0850253826	0.0373599001	-0.1380333857	0.0109521939	0.0593638131	-0.0942746646	0.0162595863	-0.0310278725	0.0106383661	-0.2097437559	0.0311605304	0.0509342915	-0.0446267511	0.0124333966	0.048818394	-0.0029612983	-0.0092805044	0.0243526406	-0.0308258386	0.0127092621	0.0024338402	-0.0422964831	0.0427136747	-0.0012280798	0.0449486071	-0.1017889317	0.0791930741	0.0902979203	-0.0573166448	0.0022926147	-0.0027286892	0.0052013674	-0.0505401685	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.0649947502933088	0.0003921516411366	0.0042243175656895	1.5378290964620136e-07	0.0457550657517913	-0.0225152301577082	0.0020935260419507	0.0005069355890545	0.2059673189584003	0.0472658734745436	0.0022340627953115	0.0424225364789114	-0.0005910001350571	0.0005179994238131	2.683234030707036e-07	3.492811596375105e-07	-8.596231140245436e-07	1.8877630636460202e-07	7.389518981652535e-13	3.563649384466206e-14	0.0012169996738645	0.0002280000506078	5.1984023077159455e-08	1.4810882061862997e-06	0.0	0.0
4682.103235258187	-2.6771438827590828	7.167099368994378	21922090.70561518	4083.4756016682095	-14.246334744483647	202.95805365188195	16674772.989419546	4565.105567780552	-4.008456400688374	20840188.844980992	16.067722716219592	4433.469152988531	3171.455293199794	0.505669	9.700653	0.1033756610747561	0.0412945743184497	0.0117068208	-0.0019793084	0.1807599308	0.0153754102	0.0286558246	-0.0436993519	-0.0013704348	0.1102553258	-0.0747162546	-0.0058609992	0.0130761628	-0.0973136308	0.0602757696	-0.0286336909	0.016085374	-0.0269358743	0.0479603094	-0.0581664308	-0.0169991755	0.0905781799	0.0394339756	-0.0180669956	0.0310209971	-0.0230375904	0.0297613218	0.0788580274	-0.0143601259	0.0006299052	-0.0807843667	0.0916523112	-0.0205912217	0.0502884529	0.0084455885	-0.016609598	-0.0740265141	-0.0684103216	0.0462425711	-0.0894845072	-0.0342688307	-0.0228434177	-0.0328906647	-0.1702589461	0.0184915522	0.0059052776	-0.0148074198	-0.0314498492	-0.0266270673	-0.0492103779	0.0329038418	0.0225445351	0.0223467312	-0.0347856099	0.0437707654	-0.0256877461	0.0165177539	-0.0241747195	0.0502445985	-0.1799072111	0.085778106	0.0385875647	-0.0209031006	-0.0542670369	0.0133168007	-0.0116769793	-0.0738066793	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.0796112203233576	0.0146164700300488	0.0063379464013741	0.0002136411961393	0.0382396044281421	-0.0075154613236491	0.0014622673468207	5.648215890726697e-05	0.1831351224086859	-0.0228321965497143	0.0005213091992847	0.0335384730596443	-0.0009981209471675	-0.0004071208121103	1.657473556534316e-07	9.962454251745473e-07	-0.0005202282559673	-0.0005193686328532	2.7063743830677857e-07	2.697437767918804e-07	0.0014587408923277	0.0002417412184631	5.843881670407257e-08	2.1279249909490147e-06	0.0	0.0
