global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45
5968.074090581135	n/a	35617908.350665845	n/a	5940.286188047936	n/a	n/a	35286999.99591307	5202.152992049914	n/a	27062395.75269388	n/a	5192.197841448879	5140.2413520417	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.2105339989803809	n/a	n/a	0.044324564726671	-0.6218139581382189	n/a	0.3866525985355187	n/a	0.0080098126728671	n/a	n/a	6.415709905442241e-05	-0.0217118360803542	n/a	n/a	0.0004714038259801	0.0019252986270457	n/a	n/a	3.7067748033040577e-06	0.0011450373604519	n/a	1.3111105568306547e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4618.878229295957	-1349.1958612851786	21334036.097064152	1820329.472109055	3700.557718544524	-2239.728469503412	5016383.617104095	13694127.428279452	4392.734009349875	-809.4189827000391	19296112.07689903	655159.0895551662	4223.773542442406	3810.489927192873	10.613388	310.524475	1.120479512756841	0.5734079372704542	-0.0733228156	-0.0416674587	0.0508181598	-0.0586936564	0.0025893358	0.0069147709	0.0617388011	-0.0875597155	0.0358543782	-0.0435413594	0.1931826012	-0.0692789039	-0.0776576999	0.0401681176	0.0409297505	-0.0570566997	-0.060624169	0.0436993173	-0.0458540325	0.0103537885	-0.1183467075	-0.0858364248	0.034120524	-0.0263966444	0.0429696563	-0.003819255	0.0161470929	-0.0614142857	0.0375985929	-0.1028171105	-0.0468700408	0.0383822212	-0.0008787016	0.0337357119	-0.0239890506	0.0147761298	-0.0330763289	0.1027107299	-0.0273197014	0.0467669005	-0.0296063867	0.1035009822	-0.0674995539	0.0403413661	0.028267458	0.1121489578	0.1121325392	0.1121051767	0.0	-0.1050673243342714	0.1054666746461094	0.0111232194609083	0.0110391426427629	-0.3513611595520842	0.2704527985861347	0.1234546644417851	0.0731447162630723	0.1370331594203406	0.1290233467474735	0.0166470240059187	0.0187780867807204	-0.0119473122221766	0.0097645238581776	9.534592617691958e-05	0.0001427382693341	7.003532180083205e-05	-0.0018552633052448	3.442001931788112e-06	4.904946299746101e-09	0.0018359840525719	0.00069094669212	3.370837441298337e-06	4.7740733135157e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4598.414768384805	-20.463460911151746	21145418.38209948	418.7532324622353	3754.4951401102057	53.93742156568169	2909.2454451540643	14096233.757111153	4384.96040547533	-7.773603874545188	19227877.75758637	60.42891719834396	4235.531282352711	3749.742585706876	0.854966	25.014418	0.5416279072243025	0.3162278602251047	-0.059102648	-0.0979741724	-0.0353309333	-0.0137922965	0.0190062361	-0.1069054234	0.0030764604	0.0838696648	-0.0275245704	0.0176344029	0.0761741924	0.0973058531	-0.0586044463	0.0193690689	0.0140801733	0.0058116069	-0.0612617739	0.0127473675	-0.0316056952	-0.0219456168	-0.0346113607	-0.0997642888	0.062637208	-0.0399851311	-0.0266166563	-0.1123223125	0.0061790062	-0.0157313067	0.0217501217	-0.1293497079	0.0257599503	-0.0241541266	-0.0157364481	-0.0068103646	2.72447e-05	-0.0358318105	0.0144085553	0.0044801394	0.0110062198	-0.0065003995	0.0312494796	0.0672179056	0.0381888275	0.0182507595	-0.0035669398	0.1121051767	0.1119574576	0.1117114032	0.0	-0.160631087357487	-0.0555637630232155	0.0030873317613	0.0258023462256486	-0.4556122951001953	-0.1042511355481111	0.2075825634464674	0.0108682992630706	0.1590466325898631	0.0220134731695224	0.0004845930009852	0.0252958313381749	-0.0172951628437177	-0.005347850621541	2.8599506270317523e-05	0.0002991226577907	0.0015803266630334	0.0015102913412325	2.280979935402069e-06	2.4974323618942817e-06	0.0021738327994673	0.0003378487468954	4.725549040039839e-06	1.1414177577879213e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4605.442294674723	7.02752628991766	21210098.72957877	49.38612575548387	3806.3968069499433	51.90166683973757	2693.783020743115	14488656.651958724	4399.610822645483	14.65041717015265	19356575.39073926	214.6347232595036	4245.385597212012	3911.402263443362	0.7782409999999998	22.769638	0.1694738911937194	0.085246762768114	-0.0757689861	-0.1077482889	-0.0230330252	-0.1727154138	-0.0307146266	-0.1399104402	-0.0256864953	0.0477780389	0.0146867035	-0.0327203062	0.0837182501	-0.0373488667	-0.0986508743	0.0206856909	0.0253493187	-0.0417131937	-0.0996516338	0.0217154576	-0.0215037779	-0.0062854067	-0.1163796607	-0.1010613369	0.0649993211	-0.0473013541	-0.0019538484	-0.0856076991	0.011263669	-0.0634233507	0.0312269381	-0.1022336051	-0.0153912919	0.0002298957	-0.0061850794	0.0256292733	-0.0142208215	0.0515110598	0.0199953007	0.0723452741	-0.0327527454	0.02228018	0.009093343	0.0162358318	-0.0313121206	0.0317542612	0.0884822634	0.1120176316	0.1116075676	0.1109252393	0.0	-0.13623822495218	0.0243928624053069	0.0005950117363242	0.0185608539381208	-0.4253969048273376	0.0302153902728576	0.1809625266366789	0.0009129698093411	0.1390988907875083	-0.0199477418023547	0.0003979124030134	0.0193485014183151	-0.016193331457089	0.0011018313866286	1.2140324045601212e-06	0.0002622239836791	0.0012159875606994	-0.000364339102334	1.327429814895449e-07	1.4786257477756772e-06	0.0026060202447686	0.0004321874453012	6.791341516143794e-06	1.8678598787606404e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4550.66558199309	-54.77671268163249	20708557.23913651	3000.488252206117	3735.125594885641	-71.27121206430229	5079.585669114748	13951163.209569814	4375.029575786036	-24.581246859446765	19140883.78900254	604.2376971650614	4222.645775470011	3756.2942247753736	0.8245789999999998	24.125374	0.1554145737660471	0.0677918294723181	-0.0602212352	-0.1136671324	0.0050552212	-0.0766962731	-0.0260700033	-0.0368565955	0.0312812056	0.0011361293	0.0611994895	-0.0288408454	0.1157004159	-0.029790977	-0.0352286037	0.0539092027	-0.0353535465	-0.0624995333	-0.0382137571	0.0560098328	0.0205066404	0.0061256152	-0.0936599272	-0.0979635501	0.0613217807	-0.0358322488	0.0141105651	-0.0922554301	-0.0102842881	-0.0550858524	-0.0183078439	-0.0592098011	-0.0088288472	-0.0287086424	0.0108488919	-0.011118885	-0.0026745507	-0.0330359448	0.0436879672	-0.0121282688	0.0126715024	-0.0309344386	0.0107289106	-0.0571981492	0.0412402988	0.0409567599	0.0150946896	0.1118863567	0.1110834157	0.1097494464	0.0	-0.0971767280523181	0.0390614968998618	0.0015258005400579	0.0094433164749541	-0.4141121471953966	0.011284757631941	0.1714888704547818	0.0001273457548116	0.1652560386725525	0.0261571478850441	0.00068419638548	0.0273095583177441	-0.0155588320140674	0.0006344994430216	4.025895431947212e-07	0.0002420772536419	0.0004791485574657	-0.0007368390032337	5.429317166864326e-07	2.295833401214612e-07	0.0028129052254973	0.0002068849807287	7.912435807630018e-06	4.2801395251114634e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4549.830239819265	-0.8353421738247562	20700955.21117384	0.6977965473702692	3663.47234803627	-71.65324684937104	5134.187784056901	13421029.64482638	4377.701759607102	2.672183821066028	19164272.69606712	7.140566373567038	4220.143793186791	3696.64216450094	0.685218	20.047964	0.138254119636033	0.065421466203824	-0.0497548922	-0.1070674961	-0.0018169969	0.0102518884	0.0904337128	-0.0072224915	-0.0021892518	-0.1251800951	0.0433985241	0.0090860516	0.0276985047	-0.0068141357	-0.0357544774	0.0189655952	-0.021639658	0.0104481544	-0.038209508	0.0178562448	0.0145669983	0.0204559688	0.0398896908	-0.0948848025	0.0595140885	-0.0308484658	0.0014952947	-0.0730290536	-0.0295260157	-0.0631991348	-0.0322246381	-0.0867817656	-0.0015038435	0.0118811482	0.0615340166	-0.0438634036	-0.0028789969	-0.0328399137	0.0252956689	0.0416451039	0.039018825	0.0113023398	-0.018900156	-0.0105154389	-0.0561322559	-0.0073783038	-0.0233570736	0.1117114032	0.1103858203	0.1081881546	0.0	-0.0926022792532279	0.0045744487990901	2.0925581815497697e-05	0.0085751821228928	-0.3907039357568891	0.0234082114385074	0.1526495654159233	0.0005479443627498	0.1894917213216729	0.0242356826491204	0.0005873683134688	0.0359071124494505	-0.0153398078156126	0.0002190241984547	4.797159950876736e-08	0.0002353097038199	-0.0002940067169141	-0.0007731552743798	5.977690783013038e-07	8.643994959060775e-08	0.0020843691633456	-0.0007285360621517	4.344594809106037e-06	5.307647938555059e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4569.556313255961	19.726073436695515	20880844.90001741	389.1179732299044	3684.392508252174	20.92016021590416	437.65310345909927	13574748.154864747	4366.6806169542015	-11.02114265290038	19067899.610483527	121.46558537558003	4208.482699115983	3694.968335900752	0.664881	19.452965	0.1050204411349366	0.052799941849351	-0.0548469264	-0.095700856	-0.0216604102	0.0768391039	0.0006588609	-0.013555608	0.0199398186	0.0025108604	0.0308250955	-0.0381110045	-0.0374238161	0.0976457404	-0.00637171	0.0524125987	-0.0308280115	-0.0051772977	-0.0032309406	0.0525830658	0.0168990702	0.0134281184	0.0145002863	-0.0942264422	0.0606715388	-0.0229617622	0.0022106152	-0.0836089972	-0.0271494429	-0.0448388942	-0.0523318091	-0.0658625131	0.0172330284	0.0085578378	0.014402573	-0.0179291209	-0.0064078338	-0.0023692209	0.0091928788	0.0358011585	0.0557792872	0.0424262849	-0.0188132087	0.0195138647	-0.0262062923	0.0690296891	-0.0325136661	0.1114928394	0.1095158704	0.106246848	0.0	-0.1138201318254346	-0.0212178525722066	0.0004501972677758	0.0129550224087593	-0.3848377195324417	0.0058662162244473	0.1481000703749302	3.441249279196973e-05	0.1630132731523303	-0.0264784481693426	0.0007011082174565	0.0265733272238362	-0.0155706728458735	-0.0002308650302608	5.3298662197366245e-08	0.0002424458528732	0.0004917056287652	0.0007857123456793	6.173438901528678e-07	2.4177442535938066e-07	0.0020969502707842	1.2581107438599907e-05	4.39720043814193e-06	1.582842643815939e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4575.823014822249	6.266701566288248	20938156.262976974	39.27154852091958	3709.948249368106	25.55574111593205	653.09590398454	13763716.012989476	4368.286400133399	1.605783179197715	19081926.073590413	2.578539618594321	4207.994043702804	3826.422219510722	0.68696	20.098949	0.1062350856553309	0.0611995802688426	-0.0691563115	-0.0830712042	-0.009979366	-0.0749622765	-0.0820768155	-0.0407076443	0.0078173638	-0.0515663479	0.0111021755	0.0043390119	0.0604536738	0.0471891452	-0.0212017172	0.0168540409	-0.0604062338	-0.0299706364	-0.0204739213	0.034127657	0.0620997974	0.0230286221	-0.0038911981	-0.1002695819	0.0541697712	-0.0318642779	0.0135246777	-0.0553859123	-0.0251919432	-0.0982909419	-0.0568967248	-0.0371135627	0.016023204	-0.0038747803	0.0362695321	0.0202633782	-0.0121590046	0.0066641782	0.0550059554	0.0625108353	-0.0126179958	0.0295778288	0.0025326213	0.0081427839	-0.0213691333	-0.0012069792	0.0129918965	0.1112307506	0.1084749246	0.1039323455	0.0	-0.1218619091018098	-0.0080417772763752	6.467018176282453e-05	0.0148503248899377	-0.3920401909105777	-0.0072024713781359	0.1536955112892022	5.187559395286764e-05	0.1510094143464755	-0.0120038588058548	0.0001440926262308	0.0228038432212655	-0.0146844132612053	0.0008862595846681	7.854560514162497e-07	0.0002156319928258	-0.0001209934915444	-0.0006126991203096	3.754002120281577e-07	1.4639424996104794e-08	0.0021777311297057	8.078085892150024e-05	4.7425128732892655e-06	6.525547168095326e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4565.720252935541	-10.102761886708322	20845801.42806578	102.06579773952627	3724.837196315576	14.888946947469776	221.6807412045696	13874412.13905608	4359.834881675919	-8.451518457480233	19008160.195478074	71.42816423712907	4203.720442943955	3774.335047421571	0.631935	18.489033	0.0614821520366997	0.037601696820885	-0.0757945816	-0.0940534032	0.004097041	-0.0319192344	0.013638678	-0.0338382114	0.0435039651	-0.0225963609	0.0842720589	0.0204882184	0.0332010609	-0.0677235173	0.0031592	0.0510431334	-0.0700770033	-0.0400799194	0.0027801583	0.0641629263	0.0657833803	0.0364950334	0.0147883984	-0.0938356267	0.0498852422	-0.0169577788	0.0121341248	-0.0698375143	-0.036404503	-0.0761609395	-0.0650116756	-0.0349819455	0.0345262064	-0.0234591247	0.016445625	0.0057293433	0.0029070309	-0.038604741	0.0489008905	-0.0139868073	-0.0036376259	-0.0017999986	0.0007524847	-0.0036340412	0.0308821644	0.0249969203	-0.0399399596	0.1109252393	0.107264608	0.1012527768	0.0	-0.1219913044086951	-0.0001293953068852	1.674314544394079e-08	0.0148818783513349	-0.3970359191015262	-0.0049957281909485	0.1576375210567936	2.495730015783769e-05	0.1229495329817496	-0.0280598813647258	0.0007873569422024	0.0151165876604303	-0.0143822071969439	0.0003022060642614	9.132850527636609e-08	0.0002068478838558	-0.0002920081860395	-0.0001710146944951	2.9246025733252392e-08	8.526878071407924e-08	0.0020850089449794	-9.272218472630016e-05	4.347262300644111e-06	8.597403540418133e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4566.576713898386	0.8564609628447215	20853622.88391898	0.7335253808769074	3667.395529906674	-57.441666408902165	3299.5450398315998	13449789.972779453	4369.782400040677	9.947518364758253	19094998.223705266	98.9531216172027	4211.135683871059	3748.259097089404	0.657635	19.240955	0.0831896443739549	0.0444633202203951	-0.0686178754	-0.0995400271	-0.0205426536	0.0367891154	0.0521463791	-0.0184854625	-0.0044938403	-0.0484067746	-0.0258520542	0.0809384604	0.0131287875	0.0691393577	-0.0230787623	0.0148382269	-0.0698891291	-0.0513557508	-0.0225530327	0.0332794877	0.0708174672	0.0300564609	-0.00502468	-0.0979260746	0.0543799471	-0.0252549428	0.009230925	-0.0560852046	-0.0329717397	-0.0868115012	-0.0543432195	-0.0493877646	0.0230326084	0.0066195159	0.029947653	0.0151879844	-0.0137338377	0.0099638824	0.0438024333	0.0596980751	-0.0178974356	0.0274416435	0.0054314929	0.0047631239	-0.0108557489	-0.0014025703	-0.0005119177	0.1105764245	0.1058868105	0.098217554	0.0	-0.1215862592333394	0.0004050451753556	1.640615940789257e-07	0.0147832184343568	-0.366196359857426	0.0308395592441002	0.1340997739728294	0.0009510784143703	0.1169409207163738	-0.0060086122653758	3.6103421355624514e-05	0.0136751789379932	-0.0140114572051664	0.0003707499917775	1.374555564030167e-07	0.0001963209330122	-1.7019800101936156e-05	0.0002749883859375	7.561861240054656e-08	2.89673595509866e-10	0.0023579991210468	0.0002729901760674	5.560159854857482e-06	7.452363622931011e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
