global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58
6417.444051643899	n/a	n/a	41183588.15597966	7531.464817635456	n/a	56722962.299280666	n/a	5709.856309089108	n/a	32602459.070444696	n/a	6207.757470068994	4850.4865035655885	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0089722908086855	n/a	8.05020023556223e-05	n/a	-0.1443450874660357	n/a	0.0208355042755774	n/a	-0.5714679463868748	n/a	n/a	0.326575613747632	0.0011229669640792	n/a	n/a	1.2610548024132551e-06	-0.0023942529420037	n/a	n/a	5.732447150293372e-06	-0.0004461559910695	n/a	1.9905516836720777e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4871.502093790318	-1545.9419578535808	2389936.5370521625	23731532.649803456	3796.103851470188	-3735.360966165268	14410404.451146796	13952921.547551122	4723.67099809877	-986.1853109903386	22313067.69827943	972561.4676131108	4481.721991132536	3586.895475840014	13.661663	332.563995	0.6908999628289434	0.4239428188544953	-0.0064742727	0.0545559899	0.0053161795	-0.107533025	0.4331461805	-0.2624782864	-0.0387403829	0.1429747507	-0.0946519986	-0.0689268281	0.0143994291	-0.0267529678	0.0303610887	-0.0666602404	0.006121283	-0.077426965	-0.0394787089	0.0919491203	-0.0172292967	0.0246796203	-0.0850039382	0.2044164427	-0.2085476881	0.3336959631	-0.0418397649	0.1095933242	0.0324762119	-0.0353810456	0.0627471645	-0.0218707564	0.0332132588	-0.008316638	-0.0185141521	0.0581336354	-0.0620119646	0.0234522889	-0.0144546364	0.0362419341	-0.0787006218	0.0066331922	-0.0738063609	0.0253501485	-0.0651540792	0.0552204689	-0.0287059313	0.0890549361	0.0901972294	-0.0515558573	0.1121489578	0.1121325392	0.1121051767	0.0	0.0389726167584285	0.030000325949743	0.0015188648569993	0.0009000195570908	-0.0001709512659147	0.1441741362001209	2.922433531783847e-08	0.020786181549051	-0.1539092974846454	0.4175586489022294	0.1743552252730552	0.023688071852217	0.0019508705905778	0.0008279036264986	6.854244147695334e-07	3.8058960611813737e-06	-0.0028472517374835	-0.0004529987954798	2.0520790870614977e-07	8.106842456602809e-06	0.0002562786224891	0.0007024346135586	6.567873234491063e-08	4.934143863252198e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4845.617412026471	-25.884681763846856	670.016750015626	23480008.10373412	4062.959884719469	266.8560332492807	16507643.02483964	71212.1424815412	4725.27004282486	1.599044726090142	22328176.977618054	2.556944036036697	4547.252029941384	3559.87249159702	0.936384	22.794264	0.12834360110489	0.0890673648258525	-0.019719593	0.0306565189	-0.0292272421	-0.0332149917	-0.0174360435	0.1607540698	-0.0918106946	0.010419586	0.2507430496	-0.0276039941	-0.01914093	-0.0164521181	0.0445184124	-0.0116480592	-0.0157984662	-0.0078317748	0.0575538086	0.011794055	0.0328844565	0.0613734687	-0.0246814568	-0.1038915006	-0.0448367531	-0.0111638815	-0.0382199512	0.0817838891	0.0382058881	-0.013239766	0.0343603793	-0.0014262451	0.0378471919	-0.0159449475	0.0209938168	0.0141638778	-0.067536433	-0.0299782559	0.0134399067	0.0511323766	-0.0015734599	0.0402330229	0.026657171	0.0373976945	0.0061974134	0.0301412213	-0.0170478843	-0.019422384	0.0583651674	0.0198146275	0.1121051767	0.1119574576	0.1117114032	0.0	0.0325073813318539	-0.0064652354265746	0.0010567298410545	4.179926912103528e-05	0.0335525984850875	0.0337235497510022	0.0011257768651014	0.0011372778078083	-0.0734370800596622	0.0804722174249832	0.0064757777772937	0.0053930047276892	0.0018938087728468	-5.7061817730999845e-05	3.256051042765848e-09	3.586511668111503e-06	-0.0027887989219366	5.845281554690005e-05	3.4167316453599198e-09	7.777399426994742e-06	0.0002181412857204	-3.813733676870002e-05	4.7585620535749184e-08	1.4544564558092384e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4832.824950508434	-12.792461518037271	163.64707169046446	23356197.002256848	4019.7520566722055	-43.20782804726332	16158406.597120428	1866.9164045618747	4725.119113645692	-0.150929179168088	22326750.638139848	0.0227796171243528	4535.649880797691	3576.2757265667583	0.66782	16.256641	0.2957534440473937	0.1584654265606493	-0.0110099008	0.0694901589	-0.0099354181	-0.0335776224	-0.142063944	-0.0370591136	-0.0211393392	-0.1295927124	-0.0701362385	-0.0236777857	0.0108211515	0.0093540763	0.0619572696	0.0134773146	-0.0119825771	-0.0578000597	0.0251517877	-0.0028143205	0.0831466831	-0.0547955967	0.0332838143	-0.009686832	0.0589298593	-0.0277606749	-0.0480089231	0.0728721175	-0.0002407567	0.0028937441	0.0690699502	-0.0102014015	0.0243767715	-0.0365263251	0.01033385	0.04766709	-0.0350607752	-0.0620176242	0.0307140347	0.0373640603	0.0166930538	-0.0361710917	0.0128286149	0.0339676392	-0.0539295927	0.0122937614	0.0340502071	0.1358861607	0.0468152537	0.0557335646	0.1120176316	0.1116075676	0.1109252393	0.0	0.0052579092145208	-0.0272494721173331	2.764560930814274e-05	0.0007425337306733	-0.0468304845839782	-0.0803830830690656	0.0021930942863702	0.0064614400436883	-0.0445686827230673	0.0288683973365948	0.0008333843647835	0.0019863674796694	0.00350134053651	0.0016075317636631	2.5841583711861177e-06	1.2259385552608134e-05	-0.0024042177497238	0.0003845811722127	1.4790267802057114e-07	5.780262988086973e-06	-0.0009747956088916	-0.001192936894612	9.502264791143452e-07	1.423098434526522e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4837.158486009944	4.333535501509687	18.77952994284481	23398102.21877801	3987.420661584655	-32.33139508755039	15899523.53243221	1045.3191083072777	4728.973113129105	3.853999483412736	22363186.70469797	14.853312018145632	4535.950808042056	3578.433693890239	0.599223	14.586795	0.2510841706822623	0.182240507587548	-0.0083002108	0.047278297	-0.027582975	-0.0174125803	0.0520177105	0.0367820206	-0.0340869025	-0.03002313	0.062318043	-0.0254355354	0.0219885656	0.0613914687	0.0388512809	0.0283353649	-0.0537269169	-0.0493188904	0.0317931197	0.0550282478	0.0085551061	-0.0450059645	0.0083491635	-0.0321570703	-0.0285678549	0.0777363784	-0.0216745787	0.0484079026	0.0359383143	0.0022505671	0.0522126212	-0.0622160936	0.0183352031	-0.0512315903	-0.0095376981	0.0432743357	-0.044602109	-0.0215191756	-0.0372248631	0.0082719608	-0.0248215501	0.0142655061	0.0128779801	0.0524637109	-0.0995069163	0.0694955873	-0.0842658022	0.184292229	0.0277414168	0.0424930001	0.1118863567	0.1110834157	0.1097494464	0.0	0.0050144368504874	-0.0002434723640334	2.5144576927525994e-05	5.9278792048012664e-08	-0.0080224661202379	0.0388080184637402	6.435996265036495e-05	0.001506062297082	-0.0422152454484887	0.0023534372745785	5.538667005375929e-06	0.0017821269482761	0.0009043155503759	-0.0025970249861341	6.744538778604822e-06	8.177866146516669e-07	-0.0031450608415508	-0.0007408430918269	5.488484867077883e-07	9.891407697056224e-06	-0.0001190788352545	0.0008557167736371	1.4179769005568353e-08	7.322511966838878e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4853.485856536738	16.327370526793857	266.5830283192167	23556324.95960215	4018.432599575365	31.011937990710067	16147800.557330027	961.7402979396464	4730.983432935632	2.01031980652715	22382204.242711414	4.041385724515358	4537.685442459485	3643.360508568343	0.671672	16.350414	0.202689206161003	0.0819234290318796	0.0279033545	0.0925586787	0.0159155698	0.0387278376	-0.1029885394	0.0072293555	0.0306409741	-0.0895047849	-0.0307220694	-0.0697291148	-0.0328153218	-0.0007358335	0.0213913324	-0.0155234403	-0.0473780482	-0.0045971622	0.0652395714	-0.0461442062	0.0511090726	-0.0083049346	0.0428097214	0.0178586591	0.0570417629	0.0438541395	-0.0187557539	0.0778083882	0.0584832336	-0.0152440968	0.0418484509	0.0052911767	0.0890981807	-0.0306905756	0.050752032	0.0329921673	-0.0331140753	0.0189567898	-0.031523234	-0.0215122108	0.0287750793	-0.0370348676	-0.0183863805	0.042387291	-0.0319943719	0.085651632	-0.0488146769	0.0047786295	-0.0003611547	0.0163826082	0.1117114032	0.1103858203	0.1081881546	0.0	0.0298876528109559	0.0248732159604685	0.0008932717905482	0.0006186768722161	0.0150133565202708	0.0230358226405087	0.0002254008740047	0.0005306491247249	-0.0968828470652596	-0.0546676016167708	0.0029885466665299	0.0093862860554704	-0.000330965942308	-0.0012352814926839	1.525920366167364e-06	1.0953845496782239e-07	-0.0026149455690913	0.0005301152724594	2.810222020948096e-07	6.837940329310224e-06	-0.0003559333889762	-0.0002368545537217	1.266885773880829e-07	5.6100079618705675e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4813.384450017878	-40.10140651885922	1608.1228047908048	23168669.863673914	3992.435537765275	-25.997061810090145	15939541.5232111	675.8472227576475	4727.606396956145	-3.3770359794871183	22350262.24454066	11.40437200675052	4538.026181848159	3584.1146025901617	0.7924099999999998	19.289516	0.2139740386672506	0.0951178060130387	-0.0059839451	0.0723935253	-0.0161529863	-0.0022608577	0.0147746364	-0.0126571534	-0.0284901111	-0.0034667266	0.0910932639	-0.0758075214	-0.039467755	-0.1348854682	-0.009813896	-0.0286229009	-0.0082269115	-0.0194823895	0.0691878598	-0.0317482557	0.0401999452	0.1388697559	-0.0087763712	0.0636494609	-0.0084626205	0.0411630351	-0.0317013093	0.064630093	0.0404825626	-0.0201479633	0.0653331021	-0.0106700965	-0.009148697	-0.0835838879	-0.004514025	-0.0107858438	-0.0395066075	0.040228747	0.0060068931	-0.0340931366	-0.0228085008	0.0044457113	0.077548736	0.0358960376	-0.0213041035	0.1492870046	0.0114583194	-0.1250820772	-0.0005173007	0.0979406936	0.1114928394	0.1095158704	0.106246848	0.0	0.0183644970079228	-0.0115231558030331	0.000337254750354	0.0001327831196609	0.0352389678872953	0.0202256113670245	0.0012417848577618	0.0004090753551699	-0.0605702268640016	0.036312620201258	0.0013186063858808	0.0036687523823566	0.0012091913124171	0.0015401572547251	2.372084369282357e-06	1.462143630024989e-06	-0.0018033741498726	0.0008115714192187	6.586481684926552e-07	3.2521583244287227e-06	0.0002105909629987	0.0005665243519749	4.434855369671983e-08	3.209498413805804e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4786.123523122808	-27.260926895070043	743.1581351783532	22906978.378589485	4007.222995890907	14.787458125631929	16057836.138796896	218.66891781731772	4716.701644234036	-10.904752722108242	22247274.400720064	118.91363193032711	4531.48135638997	3473.897284254917	0.8190429999999999	19.937857	0.1945999527822988	0.1243705480924757	-0.0398415282	-0.0065552075	-0.0026038325	-0.0252630861	-0.0534320796	0.0002262747	-0.0711301178	-0.0064161048	0.0174256347	-0.030848187	0.0090507092	-0.1317082125	-0.0360930798	-0.0409561454	-0.0189267036	-0.0243302856	0.0285111075	-0.0231406463	0.025107568	0.1273172656	0.0179939473	0.0564354978	0.0097881228	-0.038616672	-0.0259586458	0.0268498156	0.0475890487	-0.0001975363	-0.0120443495	0.0015921365	0.0191961561	0.0194173711	-0.0478971035	0.0510561131	-0.0331777363	-0.0450429593	0.0218738537	-0.0111145492	-0.0076013112	0.0581899466	0.0217944657	0.0504800322	0.02785704	0.0578537027	-0.0106630295	-0.0373984486	-0.0108692964	0.0006665797	0.1112307506	0.1084749246	0.1039323455	0.0	0.035465820218576	0.0171013232106532	0.0012578244037763	0.0002924552555552	0.0139198123833494	-0.0213191555039459	0.0001937611767876	0.0004545063914014	0.0151175695445431	0.0756877964085447	0.0057286425251813	0.000228540908934	0.0002417557542115	-0.0009674355582056	9.359315592805812e-07	5.84458446943712e-08	-0.0024439771119271	-0.0006406029620545	4.1037215499299924e-07	5.973024123623529e-06	0.0002087959300757	-1.7950329229999846e-06	4.3595740416176614e-08	3.2221431946538688e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4777.304288267945	-8.81923485486368	77.77890342524239	22822636.26270329	3961.011791324141	-46.2112045667659	15689614.41100888	2135.4754275114856	4699.231242304263	-17.47040192977329	22082774.268648468	305.2149435878262	4505.565086752071	3454.9807776517646	0.622502	15.153469	0.0547799064667867	0.0335591486397516	-0.0531007798	-0.009018612	-0.0176955223	-0.0175716735	0.0001675218	-0.0657001136	-0.0429725542	-0.0151798148	-0.047301923	0.0487875832	0.0472536007	-0.1137561902	0.0026074407	0.0142981579	0.0262177491	-0.0115215599	-0.057674559	0.0493839985	0.0441999588	0.0888711149	-0.0231475371	0.0240512931	0.0514420507	-0.0562271066	-0.0232221795	0.0286015305	0.0376298729	0.0293625912	0.0001978759	-0.0019515174	0.0136212751	0.0655954892	-0.0722082571	0.0852449491	-0.055102741	-0.0730233881	0.0061527202	0.0158056188	0.0072944226	0.0312439926	0.0392830751	0.0481511074	0.002813767	0.0169627011	0.0421852747	-0.0493184012	-0.0398235265	0.0527091304	0.1109252393	0.107264608	0.1012527768	0.0	0.0418280413513088	0.0063622211327327	0.0017495850432867	4.047785774179181e-05	0.0123979942872267	-0.0015218180961226	0.0001537102623461	2.315930317686518e-06	0.0325590426464543	0.0174414731019112	0.0003042049839646	0.0010600912580536	0.0001158040469844	-0.000125951707227	1.5863832553421108e-08	1.3410577297965123e-08	-0.0029069863089905	-0.0004630091970634	2.1437751656529458e-07	8.450569400658212e-06	0.0002086689516458	-1.2697842990001256e-07	4.3542731380957216e-08	1.6123521659872402e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4789.778789490148	12.474501222202887	155.61318074274138	22941980.852249704	3973.009436460277	11.997645136135816	15784803.982202409	143.9434888126434	4699.979340041893	0.7480977376299052	22089805.79682063	0.5596502250469825	4508.209205023935	3465.953651357252	0.584222	14.221637	0.0940451156287001	0.0617386832848241	-0.0430815038	-0.0072533842	-0.0016359936	-0.0327023416	0.0017094366	-0.0534064595	-0.0074095391	-0.0155791666	-0.0724817857	0.103688055	0.0463721929	0.0301288372	0.0433997419	-0.0074909621	-0.0145997936	-0.0452155687	-0.104681041	0.0159375866	0.0139734943	-0.0648577487	0.0386605707	-0.0020878633	-0.0261964407	-0.0112574508	-0.0262425872	0.0273300448	0.0397586849	-0.0090305888	-0.0098859023	-0.0168457046	-0.0371910325	0.0241599513	-0.0827694177	0.0955238269	-0.0223100445	-0.0621173815	-0.0163090485	-0.0251720641	-0.0212814269	0.0463395187	-0.0253409871	0.0113124634	-0.0162836164	0.0154725043	-0.0649134858	-0.0542235643	-0.0280279606	-0.0814499526	0.1105764245	0.1058868105	0.098217554	0.0	0.054314316840589	0.0124862754892802	0.0029500450138598	0.0001559070755941	0.0152666722829621	0.0028686779957354	0.0002330712825953	8.229313443216474e-06	0.0198629462537098	-0.0126960963927445	0.0001611908636138	0.0003945366338777	0.0008620716763303	0.0007462676293458	5.569153746095495e-07	7.431675751309334e-07	-0.0025688119451667	0.0003381743638238	1.1436190034763199e-07	6.598794809631125e-06	0.0004441082734949	0.0002354393218491	1.972321585866209e-07	5.5431674272764096e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
