global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
5899.058722429135	n/a	34798893.810667254	n/a	6456.424185490263	n/a	n/a	41685413.262983605	5218.628657431232	n/a	27234085.0641625	n/a	5346.706819571818	4709.685625372381	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0085180865062	n/a	n/a	7.255779772710652e-05	-0.0476622717052919	n/a	n/a	0.002271692144109	0.2270642241205962	n/a	0.0515581618754883	n/a	-0.0009468836032264	n/a	8.965885580590105e-07	n/a	0.0005212130290015	n/a	2.716630216009185e-07	n/a	-0.0004492528450632	n/a	2.018281187973796e-07	n/a	0.0	0.0
4582.853001207639	-1316.205721221496	21002541.630677864	1732397.500576198	3534.0872838117075	-2922.3369016785555	8540052.96691222	12489772.929599611	4452.867490994573	-765.7611664366586	19828028.892356303	586390.164022432	4310.600074029738	3218.586523145545	22.88685	301.184814	0.5342897420962882	0.2724702826510288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.057581161248521	0.066099247754721	0.0043691105537399	0.0033155901307281	0.1629376510718572	0.2105999227771491	0.0443523274737411	0.0265486781368142	0.119985469781028	-0.1070787543395682	0.0143965129585739	0.0114658596309135	-0.0004402694448657	0.0005066141583606	1.938371840823517e-07	2.566579054515204e-07	-0.0004112473266881	-0.0009324603556895	1.691243637081089e-07	8.694823149327752e-07	0.0011219089853835	0.0015711618304467	1.2586797714842349e-06	2.468549497452625e-06	1.0	0.0
4553.97097434472	-28.882026862918792	20738651.6351742	834.1714757103628	3754.6463192557367	220.5590354440292	48646.28811600052	14097368.982700652	4447.18023162659	-5.687259367982733	19777412.012570333	32.34491911870736	4330.137650076374	3177.7619957218103	1.575782	20.736872	0.1461257782697781	0.1118821480388859	-0.1177408718	0.0259352475	0.0521071872	0.1349160876	-0.0333398367	0.6573056533	-0.4675226116	0.0473786429	-0.064693454	0.1221213496	0.0930071599	-0.1382784779	0.1903048512	-0.0228354188	0.0535976682	-0.0436677741	0.101001941	-0.0408296285	0.0573852809	-0.0193454807	0.031995997	-0.0616276104	0.1003546484	-0.1433130327	0.0334330553	-0.1215967447	0.0577305865	-0.0090194068	-0.1064367722	0.008434903	-0.0098174445	0.0854064388	-0.088308269	0.091042397	-0.1229358538	0.0679006255	-0.0605720705	0.053189728	-0.0062008131	-0.1080268861	0.0224804666	-0.2262414441	0.061654934	-0.1323688866	0.1581993577	-0.1516539453	-0.0052257826	0.3318858818	-0.0266087009	0.1754897319	-0.152581544	0.2785536207	-0.3262447025	0.1877530882	-0.0138485005	0.0007830879	0.1807554393	-0.247586398	0.1506802381	0.1417674138	-0.0036793718	0.102978652	-0.1233408248	0.1548249493	-0.0198786181	-0.0665175737	0.0420522769	-0.1677833009	0.023107386	-0.1918900396	0.0514631809	-0.0172677967	0.0466262617	-0.0837928692	0.0080198681	-0.0489515285	0.0032262008	-0.1394034544	0.094948237	-0.0403135573	0.0261291109	-0.0095962703	0.005787918	-0.0288021283	0.0300628045	-0.0251386588	-0.0122246547	-0.073973041	0.0486979657	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.063800145265219	0.006218984016698	3.86757621999452e-05	0.004070458535863	0.1418746053200976	-0.0210630457517596	0.0004436518963407	0.0201284036347334	0.2242741482467636	0.1042886784657355	0.0502988935718112	0.0108761284561295	-0.0007202672835944	-0.0002799978387287	5.187849598164559e-07	7.83987896927431e-08	-0.0004119082060327	-6.608793445999944e-07	1.6966837019707725e-07	4.367615081189182e-13	0.0011323516680219	1.0442682638399849e-05	1.282220300071979e-06	1.0904962068633759e-10	0.0	1.0
4551.23921507616	-2.7317592685603813	20713778.392847057	7.462508701365549	3682.353551597411	-72.29276765832583	5226.244255700681	13559727.678962065	4449.671372099551	2.4911404729609785	19799575.319682304	6.205780856024248	4323.519236782983	3195.333050889659	0.834535	10.982262	0.054670611607372	0.0300446277369704	-0.0872151395	0.1123895565	0.0531990158	-0.0454463963	-0.0190703748	0.005487194	0.0965992198	0.0863220529	-0.0047292867	-0.0798371955	0.1873068673	0.0050986846	0.0676012737	-0.1231797921	0.0106579436	-0.0791008855	0.0520468567	0.0838265882	0.1231310015	-0.0317622494	-0.0580788229	-0.1004924115	-0.0361367395	-0.0951021592	-0.0304201878	0.0217784468	0.0271126053	0.0814248345	0.0159630746	-0.0193014567	-0.0870878957	-0.0264452519	-0.0754290856	-0.1125734934	-0.036943249	0.1396800527	-0.0274383009	-0.0138014495	-0.0954818162	-0.1370698969	0.0616702813	-0.1127922356	-0.0615810309	0.0540038043	0.0680501505	-0.03753438	-0.0429170946	0.050649238	-0.0928179513	-0.1488347661	0.044531278	-0.0846652967	0.0011188612	-0.1178724169	-0.0813218665	-0.0168846885	-0.1030245468	-0.0436915355	0.0170507903	-0.0838735025	0.0779429342	-0.040262345	0.0312616443	-0.1144689506	-0.0875065962	-0.0285289677	-0.1194799376	-0.1819806046	-0.0260083007	-0.1501088964	0.039945154	-0.1112938659	0.0731573732	-0.0303287436	-0.0735589016	-0.0283793439	0.0295420187	-0.1586097283	0.1027956933	-0.0448039851	0.0011756114	-0.0443389841	-0.0423349208	-0.0974262153	0.0683826378	-0.0690216377	-0.0287344792	0.0621985473	-0.0218675406	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0616411817375563	-0.0021589635276627	4.661123513777792e-06	0.0037996352860024	0.1483558560295677	0.00648125070947	4.200661075900652e-05	0.0220094600182658	0.2215691147599443	-0.0027050334868192	0.0490928726155053	7.3172061648136445e-06	-0.000389067525383	0.0003311997582114	1.5137353930765138e-07	1.0969327983928984e-07	-0.0008422004145569	-0.0004302922085241	7.093015382798142e-07	1.851513847166336e-07	0.0010273363570891	-0.0001050153109327	1.055419990597103e-06	1.1028215530312638e-08	0.0	0.0
4546.725179781304	-4.514035294855603	20672709.86045733	20.37651464320211	3697.063749009285	14.710197411874104	216.3899078963076	13668280.36423859	4448.554043378088	-1.1173287214633092	19789633.076855537	1.2484234718068332	4322.961466791497	3192.7382299375017	0.777722	10.234609	0.0807521601724413	0.0430965474947353	0.0030771987	0.1358407054	0.0113242048	-0.0559165305	-0.1578165188	0.079054187	0.0697310971	-0.1621970897	0.01041889	0.0413436297	0.1837098118	0.0355941306	0.0960861487	-0.0763749842	-0.0227536241	-0.040801847	0.0678690415	-0.0323295411	0.0097395717	-0.0316376278	0.1011321804	-0.0345247131	-0.0023776198	0.0623369726	-0.0572952026	0.022853316	0.0567160891	-0.0127029446	-0.1526789779	0.0732134447	0.002963027	0.0840790695	-0.1117592903	-0.0224367374	0.033035048	-0.0927255036	0.0403355332	-0.0429571675	0.0972133602	-0.1447049386	0.1137248618	-0.0988681098	-0.0430814417	0.0144272984	0.0089976783	-0.0994231277	-0.0216319192	-0.0722993145	-0.0795816436	-0.0171769928	0.0843013598	0.0006198184	0.0324503915	0.0251211764	0.0498277242	0.0092715999	0.0666334289	0.0582081676	-0.0165936254	0.0501190393	0.1696545102	-0.149650176	0.0283158241	0.0530531194	0.1560646355	-0.0055667619	-0.0504580176	-0.2296705743	0.0094275716	-0.0613558924	-0.1832225186	-0.0105805679	-0.0026258419	-0.0619350628	-0.1358195843	-0.0392704333	0.0158741565	-0.0992036523	0.0350517456	-0.0466202293	-0.0010086788	-0.0439329617	0.0076892048	0.04142529	0.0799079725	0.0177879253	-0.0798534233	0.0613084895	-0.0563791584	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.053673168737987	-0.0079680129995692	6.348923116130534e-05	0.0028808090423764	0.1691641329502147	0.020808276920647	0.0004329843884063	0.0286165038767979	0.1909899695268393	-0.030579145233105	0.036477168459863	0.0009350841231873	-0.0001736585413925	0.0002154089839905	3.015728899857063e-08	4.6401030383819496e-08	-0.0007650773518614	7.712306269549996e-05	5.853433543312525e-07	5.947966799534017e-09	0.0008919339033927	-0.0001354024536964	7.955460880213383e-07	1.833382446700577e-08	0.0	0.0
4540.084289782596	-6.6408899987081895	20612365.358330738	44.10141997494246	3679.808056522683	-17.25569248660213	297.7589231921772	13540987.332849244	4442.263748479603	-6.290294898484717	19733707.211056057	39.567809909902856	4318.184612859431	3202.5179823727385	0.777829	10.23602	0.0901049879204844	0.0467615714464577	0.0577424941	0.0462196594	-0.0121731628	-0.1105080395	0.0716997278	-0.0431493598	-0.060972548	0.0550382154	-0.0179743984	0.0193828114	0.0673848395	0.0377137907	0.0910545775	-0.0142395475	-0.2088705544	-0.0516216797	0.0876045677	0.0010080823	-0.0433377077	-0.1429067842	0.0593849005	-0.0078912357	-0.0626868167	0.0103602377	-0.0671134016	-0.0356443537	0.0271435158	-0.1091618339	-0.1753368174	0.1094121259	0.0792271437	0.0235618835	0.0023747542	-0.104346113	-0.102659431	-0.0542728379	0.0169308086	0.1613522533	0.0471394225	-0.0540935238	0.0993806099	-0.0217676347	0.0665323057	0.0477455997	-0.1339422482	-0.1761324071	-0.072647666	0.0764419558	-0.0508002977	0.0661217296	0.0126998781	-0.0564626229	0.0916450987	0.0500154343	-0.0755064126	-0.0015962662	0.1786883054	-0.0197254876	-0.0332090169	0.0053911614	0.0449797802	-0.0448817827	0.1275761257	-0.0927162697	-0.0151769378	-0.0348083608	0.0678145666	-0.1986076854	0.0720580847	0.0084593227	0.0167917922	-0.0075181158	0.1085763638	-0.0713751343	-0.0480789506	-0.0030600123	-0.0036224789	-0.1451312318	0.0909899838	-0.0871664522	0.0742371167	0.0241266971	0.0307355089	0.0786889784	-0.0608348252	0.0818827018	-0.0935803598	0.0334408871	0.0435898475	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.063226510298108	0.0095533415601209	9.126633496433512e-05	0.0039975916044767	0.1548191802240666	-0.0143449527261481	0.0002057776687154	0.023968978565252	0.2238284186364296	0.0328384491095903	0.0500991609892847	0.0010783637399231	-0.0004812427651523	-0.0003075842237598	2.315945990114318e-07	9.460805470591873e-08	-0.0005132409564834	0.000251836395378	2.6341627941199525e-07	6.342157003698437e-08	0.0009998781747474	0.0001079442713547	9.99756364336192e-07	1.1651965718297107e-08	0.0	0.0
4543.716761795045	3.632472012449398	20645362.01141725	13.19485292122818	3685.455174837711	5.647118315028365	31.8899452639288	13582579.845738064	4445.85101691149	3.587268431886514	19765591.26457293	12.86849480240953	4322.0995589525655	3191.0068097166204	0.910634	11.983702	0.072887100921301	0.040386689104854	0.0267680438	-0.0783208904	0.030039331	0.0067241965	0.0395113501	0.0063118368	0.0255983268	0.0002905033	-0.1079020519	-0.0368895455	0.0947744841	-0.0651365673	-0.050598286	0.0728422674	-0.0840912467	-0.0439718862	0.1346045945	0.0141075745	0.0720834239	-0.1222335382	-0.0739758615	0.0520291129	0.0168379515	-0.016657538	0.1107283568	0.0867326309	0.035629652	0.0353097115	-0.0478089395	-0.1068923168	-0.0609202241	-0.0386375489	-0.0392889528	0.0275782728	0.0391722886	0.237273302	0.0170463481	-0.024076254	0.0388970878	-0.0934946015	-0.0387119226	-0.0055616479	0.0741767193	0.0732032231	0.0100205	-0.1131902959	-0.0784227167	0.0947667908	-0.0186298085	-0.0563565538	-0.1930097013	0.0044831965	0.0689860914	-0.023793038	0.069655449	0.04109527	-0.0934850654	0.0655256421	-0.0932219146	0.144128474	0.0469203458	-0.0300400905	0.0004942636	-0.0124937996	0.0457027332	-0.0235333587	-0.0853023334	-0.0969288517	0.1335236138	-0.0854603027	0.094002151	-0.0254993347	0.1077198622	-0.0389744499	-0.1358599842	-0.0560266944	-0.0844341662	-0.1216207586	0.1066565077	0.040930489	0.0597610309	0.0257045572	-0.0256511712	-0.0521717731	0.0163622361	-0.0833485228	0.1330449004	-0.0510734861	0.1281462921	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.0818984024749767	0.0186718921768687	0.0003486395574646	0.0067073483279532	0.1254732211024816	-0.0293459591215849	0.0008611853167657	0.0157435292138322	0.224214395452222	0.0003859768157923	0.0502720951280053	1.4897810232923117e-07	-0.000222768000953	0.0002584747641993	4.9625582248595815e-08	6.680920372788378e-08	-0.0004111258610268	0.0001021150954565	1.690244736050277e-07	1.0427492720110516e-08	0.0011289537712326	0.0001290755964851	1.2745366175803097e-06	1.6660509608010168e-08	0.0	0.0
4546.296053559027	2.579291763981928	20668807.806606386	6.652746003745006	3684.822501509662	-0.63267332804935	0.4002755400250404	13577916.867631922	4446.636383970341	0.7853670588510795	19772575.131248828	0.616801417128395	4323.163167861951	3197.326064843133	0.839003	11.041049	0.099944542377112	0.0483789422027026	-0.0763652906	-0.0616935077	-0.0992970518	0.0709097859	-0.0052210508	0.0245362597	0.1057801681	-0.1251583474	-0.0366940342	-0.0010416692	0.1116576452	-0.0853684178	-0.0112631629	0.0240899255	0.0550824108	-0.1359271756	0.1053785654	-0.0048666417	0.0916913611	-0.1306245861	0.0345223543	0.0842878181	0.1351863693	-0.046055261	0.0545993879	0.0225626674	0.0917222746	-0.0563351324	-0.0250928294	0.0812458596	0.0231668374	-0.0381705936	-0.0563550953	0.1490184522	0.0511517078	-0.1261800243	0.0214846071	-0.1401490872	0.0383930734	-0.0973046245	-0.0557149551	-0.0612435111	0.0301602299	0.0610145412	0.1410656422	-0.1323726186	-0.0375622573	-0.0093295418	-0.0902283197	0.0927182844	-0.0525200031	0.053430859	0.0004858105	-0.0415749121	-0.0009207366	-0.0334659016	-0.1165378454	0.1261733479	-0.096083506	0.0396408485	0.0253509631	-0.0109060634	-0.0161610005	-0.1855373137	0.1045209337	-0.0263926271	-0.0447954696	-0.1150710416	0.0865639148	-0.1608143217	-0.1054827418	0.0645607859	-0.0431116098	-0.0792679625	-0.05659085	-0.0331817606	-0.0687865241	-0.0983893758	0.061236469	-0.0694325806	0.0124218591	-0.0051373415	-0.0431830964	0.0207974048	-0.045716455	0.0691487856	0.0007599187	0.002157907	-0.0304391175	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	0.0609524889324717	-0.020945913542505	0.00043873129413	0.003715205907063	0.1545245637160661	0.0290513426135844	0.0008439805076518	0.0238778407916405	0.2030624316082594	-0.0211519638439625	0.041234351130659	0.0004474055744563	-0.0002551243988253	-3.235639787230001e-05	6.508845887597074e-08	1.0469364832705803e-09	-0.0007841227820222	-0.0003729969209953	6.148485372862346e-07	1.3912670307204866e-07	0.0009584006425591	-0.0001705531286734	9.185317916576958e-07	2.9088369700319437e-08	0.0	0.0
4539.860933988881	-6.435119570146526	20610337.299958397	41.4107638820828	3694.196395210598	9.37389370093615	87.86988311645044	13647087.006386977	4442.716324090101	-3.9200598802399327	19737728.336336657	15.366869464666715	4317.912899902728	3176.814699193631	0.82455	10.85086	0.0905884882123768	0.0511804710241132	-0.1192449583	0.0422303859	0.0952653504	0.0188486898	-0.0564740765	0.0347151253	0.0508842906	0.0839784397	0.0803115845	-0.0974247302	0.0631743712	-0.0515403116	0.101708636	-0.0566761144	-0.0040329368	-0.0690190115	-0.0142308819	-0.0703516727	0.0556646711	0.0323453855	0.0773580783	-0.1228284384	0.0687088784	0.0323326251	0.0200025177	-0.0321196562	-0.0254433898	-0.0513658637	-0.0602927611	-0.0814637843	0.1265713816	-0.118467929	-0.0547115129	0.006233421	0.0343948869	-0.0341625073	-0.0114063024	-0.001355514	0.0704050777	-0.0336846212	0.0342711574	-0.1308531902	0.0160216484	-0.0282095275	0.0283169925	-0.0886288297	0.0293469381	0.0607107804	0.0243406655	-0.0614259738	0.1579155752	-0.0352236428	-0.0670683407	-0.0269222698	-0.0454600014	0.0462371376	0.0012150078	0.0266012818	-0.1348164621	0.0859183503	-0.0019033899	-0.0328915303	0.0070831306	-0.0719109876	-0.0411383378	-0.0556682777	0.0752765872	-0.1649414765	-0.0206021527	-0.142182611	0.0170888626	0.0090079654	-0.0224348241	-0.0188594457	-0.0306584563	0.0713924095	0.0516403508	-0.1400152279	-0.0159542522	-0.0297871718	0.0071436004	0.055077699	-0.0257095401	0.0147270761	-0.1649015829	0.0221505806	-0.0087615632	-0.0261445276	-0.022436569	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.0676344850509451	0.0066819961184734	4.464907212729359e-05	0.0045744235681065	0.1388299851965087	-0.0156945785195574	0.0002463197949065	0.0192737647896628	0.2365246206075255	0.033462188999266	0.0559438961535338	0.0011197180926226	-0.0007200266028537	-0.0004649022040284	5.184383088170399e-07	2.161340593104641e-07	-0.0008269127993627	-4.279001734050004e-05	6.83784777749857e-07	1.8309855840002935e-09	0.0011457029126918	0.0001873022701326	1.312635164150474e-06	3.5082140396862896e-08	0.0	0.0
4536.606580709045	-3.2543532798354136	20580799.268132616	10.590815269975511	3680.052142304499	-14.144252906099156	200.0598902716944	13542783.770079931	4441.140251333271	-1.5760727568294897	19723726.73201255	2.4840053348201074	4315.796107138357	3215.3547610892288	0.910751	11.985245	0.0627301319333565	0.0309562006275819	-0.0471165307	0.1055695986	0.0501047139	-0.0467246753	-0.1227179429	-0.0243792159	-0.016107858	0.0633855507	-0.1007775257	-0.0889978914	0.0468439832	-0.0014298554	0.0432615059	-0.0850999578	-0.1427823881	-0.1471112247	0.0076157644	-0.0191764462	0.1177288829	0.0145227837	-0.0868395813	-0.0462042795	-0.0189082644	-0.015906001	-0.0114856024	0.0001495774	0.0932797611	-0.0735310868	-0.0017185819	-0.0231116118	0.1208665748	-0.0646899749	0.0165356114	-0.1551921586	0.1200197633	0.0025790746	-0.0410494595	0.087421187	0.1046721329	-0.0147148233	0.0801912422	-0.0799773041	-0.0312366644	0.1364995597	-0.0575356988	-0.1342117685	0.0044419107	0.0493423908	-0.0477037478	-0.1202329615	0.0249981834	-0.0185997769	-0.0644857365	0.0011464689	-0.0285345208	-0.0379173897	-0.0702626458	0.0048102874	-0.0309419693	0.0429043275	0.0261661424	0.0254528217	0.1288641041	0.0140324177	-0.1624892711	-0.0510826975	-0.1200147417	-0.1284073031	-0.0711739892	-0.0484702046	0.1056409211	0.0007894555	0.019774182	0.0524077626	-0.1178011391	0.0035797908	0.0717624237	-0.0493636484	0.0269680293	-0.0384771933	-0.0686489096	0.0842727528	-0.0056408466	0.0459014644	0.0430132096	-0.0158265713	0.0870004065	-0.060276487	-0.054437428	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.069824616400183	0.0021901313492379	4.796675326914626e-06	0.0048754770554327	0.126862583053338	-0.0119674021431706	0.0001432187140563	0.016094114978965	0.2623449494543735	0.0258203288468479	0.0688248725042177	0.0006666893817593	-0.0003340549337362	0.0003859716691175	1.1159269875349697e-07	1.4897412936134898e-07	-0.0008266800210159	2.327783468000647e-07	6.833998571468488e-07	5.4185758738971184e-14	0.0010768619682741	-6.88409444177e-05	1.1596316987151686e-06	4.7390756283208605e-09	0.0	0.0
