global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57
5866.7144496252495	n/a	34418338.43344169	n/a	7689.799288158574	n/a	n/a	59133013.092164114	5338.209766932896	n/a	28496483.515777763	n/a	6071.352741602048	5181.093882148996	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.2759341668846389	n/a	0.0761396644543197	n/a	-0.0520323229681451	n/a	0.0027073626334613	n/a	-0.3538271574396248	n/a	0.125193657341805	n/a	0.0095342961121734	n/a	9.09028023546048e-05	n/a	0.01251336540467	n/a	0.0001565843137507	n/a	-0.006899624764683	n/a	4.760482189342695e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4528.753121256965	-1337.9613283682847	20509604.8332947	1790140.5162090252	3966.114278998257	-3723.685009160317	13865830.047445271	15730062.474073865	4533.665996006557	-804.5437709263388	20554127.36334613	647290.6793363731	4274.909691654035	3868.630319349	11.178685	317.245605	0.7094525306367893	0.4888234938102652	-0.0106101778	-0.005773653	0.0534405475	0.0358012751	-0.1328793816	-0.1808460003	-0.052923573	0.0236308737	-0.0201892792	0.0357041062	-0.0410941853	-0.0296505645	0.0240173546	-0.11914314	0.0473948175	-0.0229957148	-0.0107864148	-0.0192984482	0.0670251372	-0.1135870344	0.0217154504	-0.0285380962	0.0573074893	-0.0409327571	0.0412956472	0.0042961959	-0.0028676255	0.0113722916	-0.0102773406	0.0035579654	-0.0268954902	0.0797415831	-0.0290589737	0.0290077197	-0.1298436934	0.0181142888	-0.0259634185	0.020828701	-0.0418263219	-0.0713769906	0.1121489578	0.1121325392	0.1121051767	0.0	-0.2647250469358084	0.0112091199488305	0.0700793504751659	0.0001256443700272	-0.0300506819471735	0.0219816410209716	0.0009030434854901	0.0004831925419748	-0.0394862559482476	0.3143409014913771	0.0015591644088105	0.0988102023504116	0.004780540841889	-0.0047537552702844	2.285357074096879e-05	2.259818916975671e-05	0.0101822266614146	-0.0023311387432554	0.0001036777397844	5.434207840306365e-06	-0.0067461014147106	0.0001535233499724	4.550988429756036e-05	2.3569418986748026e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4510.7820295595375	-17.971091697427255	20347154.51819726	322.9601367973388	4098.632412492736	132.51813349447912	17561.055704860588	16798787.652736027	4535.926516578311	2.260520571753659	20574629.36379825	5.10995325532149	4324.003583006598	3813.71476937748	0.8805039999999998	24.988262	0.1668173393219536	0.0784804113257172	0.0043821162	-0.0041182455	0.0246926096	-0.0989996649	-0.0322443305	-0.0436102114	-0.0553881818	-0.0137431452	-0.0002389836	-0.037304275	-0.0157604249	-0.0820268921	-0.0225544431	-0.0334291044	0.000571562	0.0396587258	-0.014228109	0.0037494086	0.0655040277	-0.1280663534	0.0073788456	-0.0110278024	0.04213801	-0.027377718	0.0284035637	0.0078254521	-0.0692392305	-0.000700391	-0.0128438076	-0.0283952163	-0.0116564032	0.0446494337	-0.0427331799	0.0295137892	-0.1240825159	-0.0376978831	-0.045224688	0.065275375	-0.0415462822	-0.0193816822	0.1121051767	0.1119574576	0.1117114032	0.0	-0.2865496641974658	-0.0218246172616574	0.0821107100516804	0.0004763139186178	0.0218721703833182	0.0519228523304916	0.0004783918372769	0.002695982594134	0.017140024808242	0.0566262807564896	0.0002937804504271	0.0032065356723127	0.0051202825019593	0.0003397416600702	2.621729289987059e-05	1.1542439558732317e-07	0.0100364666551227	-0.0001457600062918	0.0001007306629193	2.124597943421452e-08	-0.0069894715278147	-0.000243370113104	4.885271223813235e-05	5.9229011952302216e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4498.091660737824	-12.690368821713491	20232828.58839916	161.04546083111788	4038.4581258474304	-60.17428664530553	3620.944773271395	16309144.03422314	4534.622284662156	-1.304231916155004	20562799.26455463	1.7010208911173534	4299.475040568641	3811.721746465817	0.603717	17.133181	0.1249815218957586	0.0465163807269462	0.0019969949	0.0041749015	0.0370679545	-0.0167980993	0.0111144467	0.053567726	-0.0489409025	0.0098200753	-0.0040110937	-0.0029909512	-0.0204578544	-0.0359455398	-0.0176841057	0.0462765107	-0.0407115029	0.0420435913	-0.0139510906	-0.0051929879	0.0714900102	-0.1181253286	0.0080714127	-0.012693346	0.0462345374	-0.0306250674	0.0283574284	0.0084285054	-0.0273187371	0.0095555339	-0.0162635559	0.0005175819	-0.0223099637	0.0398592889	-0.0414470269	0.0201921868	-0.1215738738	0.0153962859	-0.0207529375	0.0140105244	-0.0549628753	-0.025003703	0.1120176316	0.1116075676	0.1109252393	0.0	-0.2649675079150029	0.0215821562824629	0.0702077802506871	0.0004657894698006	0.0378765033441652	0.016004332960847	0.0014346295055805	0.0002561386735216	-0.0089430169178967	-0.0260830417261387	7.997755159378658e-05	0.0006803250656874	0.0045842409804926	-0.0005360415214666	2.101526536722776e-05	2.873405127363344e-07	0.0096341528414163	-0.0004023138137064	9.281690097176977e-05	1.6185640469898834e-07	-0.0072773560111678	-0.0002878844833531	5.295991051328011e-05	8.28774757554814e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4476.841901099935	-21.24975963788893	20042113.40744408	451.5522846680534	4017.240296923425	-21.21782892400552	450.1962642483651	16138219.603225408	4522.881693522136	-11.740591140020117	20456458.813597664	137.84148031711882	4289.638884131588	3844.520297793005	0.672192	19.076469	0.1025045510873947	0.0578314677892371	0.0034820823	-0.0019139701	0.0835720729	-0.0076047075	-0.0245160199	-0.0087426268	-0.024523138	-0.0009505129	-0.0652063742	-0.0093333598	-0.0277275883	-0.0226320907	-0.0062226179	-0.022660412	-0.000545452	0.0216513463	-0.0082933331	0.0065527466	0.0727575905	-0.1221937477	-0.0003595245	-0.0103569656	0.029791517	-0.0206732176	0.0260055342	0.0054995618	-0.0476074183	-0.001056831	-0.0182210191	-0.0222291959	-0.0128129683	0.0369527863	-0.0187490226	0.0334789079	-0.0998455026	-0.0187469072	-0.0137060462	0.0267182914	-0.060077731	-0.0266673912	0.1118863567	0.1110834157	0.1097494464	0.0	-0.272300859024952	-0.007333351109949	0.0741477578257267	5.37780385017916e-05	0.0511599708512164	0.0132834675070512	0.0026173426174973	0.0001764505090108	0.0079051330006478	0.0168481499185444	6.249112775793088e-05	0.0002838601556777	0.0038222211651614	-0.0007620198153312	1.4609374635407767e-05	5.806741989573965e-07	0.0095492520499427	-8.490079147359907e-05	9.118821471333486e-05	7.208144392843552e-09	-0.0068234849669356	0.0004538710442322	4.655994709399612e-05	2.0599892479242778e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4468.7542564570895	-8.08764464284559	19969764.604603358	65.40999586894895	4042.023330562371	24.783033638946108	614.1987563491343	16337952.604810525	4523.257876441592	0.3761829194563688	20459861.8167909	0.1415135888907168	4297.336993620764	3825.431886116957	0.672891	19.096327	0.1056624752893273	0.0471167735991776	0.0066455937	-0.0399615561	0.0578244904	-0.0232627262	0.0140040843	0.0448283915	-0.0119664889	0.0030870848	-0.0480425057	-0.0079195909	-0.0497382407	-0.0195255124	-0.0071582254	0.0302620163	-0.0361533034	0.0307480906	-0.0125029427	-0.0024325174	0.0687474154	-0.1103312372	0.0103316027	-0.0183537902	0.0446109968	-0.0346187652	0.0250014862	0.0234512054	-0.0447803282	0.0031156114	-0.0047250478	-0.0141175833	-0.0261260341	0.0259222948	-0.0483596766	0.0095813531	-0.1018785014	-0.0133698168	-0.016357036	0.0530186548	-0.0335488308	-0.0055423091	0.1117114032	0.1103858203	0.1081881546	0.0	-0.2645647478596373	0.0077361111653146	0.0699945058100334	5.984741596210671e-05	0.0298057031087779	-0.0213542677424385	0.0008883799378086	0.0004560047508157	0.039921597410057	0.0320164644094091	0.0015937339397706	0.0010250539932789	0.0043492275771528	0.0005270064119914	1.8915780517866415e-05	2.777357582800495e-07	0.0096390619683939	8.980991845120023e-05	9.29115156305377e-05	8.065821452211235e-09	-0.0065491886579349	0.0002742963090006	4.289187207722314e-05	7.523846513140719e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4466.046746157843	-2.707510299246678	19945573.538867056	7.330612020526837	4014.099581127324	-27.92374943504683	779.7357825112781	16112995.44720656	4516.3804611932665	-6.877415248325633	20397692.4702483	47.29884049790193	4280.599312701628	3754.024527074666	0.621409	17.635279	0.0720521152491232	0.0354615889573507	0.0173512995	-0.0716782626	0.0293702418	0.0020890951	-0.0260170839	-0.0316239039	0.0073998059	-0.0006331135	-0.016290275	0.0010538651	-0.052311823	0.0071883626	-0.0024341887	-0.0159844422	-0.0190437623	-0.0091219486	-0.0174108886	-0.0046459093	0.0735049016	-0.1143581489	-0.0016690054	-0.0089763098	0.0416352935	-0.015481704	0.0225356761	0.0234289315	-0.0631384705	0.0276401614	-0.0075267456	-0.0215029908	-0.0455408007	0.0465985013	-0.0300727977	0.0266481231	-0.1096886043	-0.018985243	-0.0161245558	0.0640768204	-0.0252096766	0.0393232391	0.1114928394	0.1095158704	0.106246848	0.0	-0.2785753175672312	-0.0140105697075939	0.0776042075576837	0.0001962960635313	0.0468943707070934	0.0170886675983155	0.0021990820040143	0.0002920225602857	0.0481748958083159	0.0082532983982589	0.002320820586142	6.8116934450703e-05	0.0043550447488792	5.817171726399568e-06	1.896641476474029e-05	3.383948689442253e-11	0.0098741647897848	0.0002351028213908	9.74991302958259e-05	5.527333662596093e-08	-0.0069622602557167	-0.0004130715977817	4.847306786833237e-05	1.7062814489400905e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4476.78962781575	10.742881657906764	20041645.37171868	115.4095063157896	4029.417735202253	15.31815407492877	234.6458442632569	16236207.284762451	4518.876568022229	2.4961068289621835	20420245.437020358	6.230549301591648	4287.097943965476	3795.382803871183	0.553952	15.720891	0.0650816928479524	0.0328733747856395	0.0085497544	-0.0465133479	0.0383282099	-0.0120573377	0.0127532141	0.0487669621	0.0027617858	-0.0004961346	0.0249810143	-0.0042687045	-0.0462030551	-0.0001369923	-0.0029754817	0.0076527374	-0.0193992949	-0.0308931482	-0.0142073977	-0.0034115854	0.0746359055	-0.1164826798	0.004681739	-0.0148007209	0.042580355	-0.0233353129	0.0292949557	0.0252355529	-0.0583873725	0.0154045413	0.0031721345	-0.0253388159	-0.049452207	0.0461142603	-0.017108488	0.0297098	-0.1235365819	-0.011463726	-0.0039005951	0.0378005781	-0.0438113274	0.0134554466	0.1112307506	0.1084749246	0.1039323455	0.0	-0.2659072473502135	0.0126680702170177	0.0707066641933676	0.0001604800030232	0.0326775175658866	-0.0142168531412068	0.0010678201542688	0.0002021189132386	0.0383290605036279	-0.009845835304688	0.0014691168790907	9.694047284704066e-05	0.0043500063021565	-5.038446722699375e-06	1.892255482880127e-05	2.5385945377480067e-11	0.0097250612647366	-0.0001491035250481	9.457681660288026e-05	2.2231861181798836e-08	-0.0065493835437868	0.0004128767119298	4.289442480362534e-05	1.7046717925404564e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4474.533062630664	-2.256565185085492	20021446.12857495	5.092086434539921	4015.960696890336	-13.457038311917133	181.09188012840548	16127940.318967912	4518.460337320964	-0.4162307012647943	20416483.81994268	0.1732479966753824	4283.205299643142	3771.876515715765	0.490095	13.908656	0.0987724647640453	0.0449325580228394	0.0090143775	-0.030134562	0.0038734185	0.0043569686	0.0139124915	-0.0202231283	0.0018826949	-0.0071628528	-0.0064536415	0.0039383919	-0.0190547503	0.0033966477	-0.0054098385	-0.0185564885	0.0027951354	-0.0123939234	-0.0091399777	0.0013968398	0.0655272209	-0.1084167605	0.0052942557	-0.0150357725	0.0346247038	-0.014823188	0.0225420827	0.0220078771	-0.0595310686	0.0058402094	-0.0077900921	-0.0116871457	-0.0196171957	0.0342949008	-0.0187121187	0.0297330591	-0.0777698574	-0.0159822289	-0.022461101	0.0505423391	-0.0247291409	0.0259903413	0.1109252393	0.107264608	0.1012527768	0.0	-0.2459414941512392	0.0199657531989742	0.060487218545344	0.0003986313008023	0.0240867460706368	-0.0085907714952497	0.0005801713362713	7.380135488359642e-05	0.0254632823358917	-0.0128657781677362	0.0006483787473173	0.0001655282478613	0.0039350369540969	-0.0004149693480596	1.5484515830108207e-05	1.721995598290099e-07	0.0090289405870831	-0.0006961206776535	8.152176812507652e-05	4.845839978567691e-07	-0.0065134703314582	3.591321232860028e-05	4.242529575878619e-05	1.289758819759127e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4496.848260656277	22.31519802561252	20221644.27936738	497.9680629223008	4042.537325267949	26.57662837761336	706.3171759217638	16342108.026184546	4529.992069062732	11.531731741768454	20520828.145771254	132.9808369641101	4300.881799498601	3836.288593996055	0.581006	16.488659	0.2481727784062175	0.1324788517470528	-0.0055237318	-0.003311843	0.0198686384	-0.0279264104	0.0064835491	0.0064050535	-0.0332941074	0.0041788225	0.0013060855	-0.0256697359	-0.0275539302	-0.0350878182	0.0022389532	0.0158834855	-0.0260623976	0.0109098064	-0.0025780602	-0.0082831902	0.064800009	-0.0957331316	0.0210532715	-0.020709658	0.0315330793	-0.0114513151	0.0300034866	0.018163051	-0.0476627831	-0.0105233598	-0.0030490034	0.007131401	-0.0157768175	0.002330399	-0.028768918	0.0060288314	-0.0665122261	-0.0013711206	-0.0422486975	0.0281134745	0.0109714887	-0.0061955186	0.1105764245	0.1058868105	0.098217554	0.0	-0.1942311439388504	0.0517103502123887	0.0377257372757944	0.0026739603190878	0.0531940885787776	0.0291073425081408	0.0028296110597268	0.0008472373878862	0.0066664621687237	-0.018796820167168	4.444171784702429e-05	0.0003533204483968	0.0034457828144711	-0.0004892541396257	1.1873419204504376e-05	2.393696131409816e-07	0.0083330253489275	-0.0006959152381555	6.94393114658683e-05	4.842980186971647e-07	-0.0047274743988692	0.0017859959325889	2.2349014191963708e-05	3.189781471224449e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
