global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
5879.084722136213	n/a	34563637.170055434	n/a	5691.396093134295	n/a	n/a	32391989.48894432	5073.990775854208	n/a	25745382.393453583	n/a	5228.950587543688	4352.677068565416	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0293947873882984	n/a	n/a	0.0008640535256032	-0.0158905646129881	n/a	0.0002525100437195	n/a	-0.6080390195682526	n/a	n/a	0.3697114493175218	0.0019120016024186	n/a	n/a	3.655750127651294e-06	0.0002300002341018	n/a	n/a	5.29001076868828e-08	-2.198804758305698e-07	n/a	n/a	4.8347423651477794e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4488.434515388387	-1390.650206747826	20146044.398929782	1933907.997527771	3299.631915309973	-2391.7641778243224	5720535.882323657	10887570.77653216	4287.482109811983	-786.5086660422248	18382502.84195781	618595.8817595199	3994.0112222333846	3100.0397333070728	15.910621	321.840881	0.6691243020212146	0.5152282340777724	-0.0455433235	0.0327323578	-0.0532557003	0.0293645046	-0.0464851777	0.3380882184	-0.1757579379	0.0963962041	-0.2300608851	-0.0151664188	-0.0329159407	0.0101130822	-0.0044107223	0.0148124797	-0.0479741474	0.1197933722	-0.1190427263	0.0263220716	-0.0136583686	-0.008171747	0.0069268789	-0.0193410809	0.0176469243	-0.0418350394	0.0211624851	-0.0262495055	0.0229923742	-0.0376209208	-0.0054880357	0.0186108598	-0.0235427552	0.0490889205	-0.0791183115	0.0595088574	-0.0361471282	0.0308390692	-0.1874618354	0.0488014411	-0.0093784985	0.0105887166	-0.0440471678	0.0188941092	-0.1116080933	0.1121489578	0.1121325392	0.1121051767	0.0	-0.0209729910776843	0.0084217963106141	7.092665309747326e-05	0.0004398663547446	0.0698474121411294	0.0857379767541175	0.0048786609828127	0.0073510006578895	-0.131632441934471	0.4764065776337816	0.2269632272127323	0.0173270997696318	0.0010687928321143	-0.0008432087703043	7.110010303180898e-07	1.1423181179789065e-06	0.0004639778159669	0.0002339775818651	5.474550881543959e-08	2.1527541370941454e-07	0.0008937527938088	0.0008939726742846	7.991871423676142e-07	7.987940564410354e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4480.060773223893	-8.373742164493706	20070944.531779468	70.11955783741973	3508.173280950178	208.5413656402052	43489.50118308175	12307279.769172736	4282.603746941118	-4.878362870865203	18340694.8533141	23.798424299836185	4039.542801589601	3077.850006103516	1.019288	20.618214	0.1611952912832158	0.0880441207921978	-0.0040011622	0.0242251975	0.0278606553	-0.1045631199	0.0493887246	-0.004040637	0.126603689	-0.022982936	0.0362732237	0.0352460013	-0.0065885505	0.019150506	-0.0446069445	-0.0198928832	0.0077888407	0.0180569942	-0.0542063707	-0.0197948991	0.0506332789	-0.0287016643	0.0310150582	0.0640579316	0.0205949379	0.003392371	-0.0103119707	-0.0672996419	-0.0024593804	0.0107677882	-0.0339067158	0.0917918723	0.0005176444	0.0450168154	0.0530671481	0.0136369055	0.0904407597	0.0302577492	-0.0408518832	-0.0556558313	0.041781782	0.013806325	-0.0031300801	0.1619751835	-0.1245089212	0.1121051767	0.1119574576	0.1117114032	0.0	-0.0293092611927789	-0.0083362701150946	6.949339943181935e-05	0.0008590327916665	0.0955905718841592	0.0257431597430298	0.0091375574331406	0.0006627102735551	-0.0347848936679895	0.0968475482664814	0.0093794476052284	0.0012099888274933	0.0016458070734844	0.0005770142413701	3.32945434743912e-07	2.7086809231312854e-06	0.0004357356771482	-2.8242138818700016e-05	7.976184050547224e-10	1.898655803398004e-07	0.0008936429108254	-1.0988298340002847e-07	1.207427004089093e-14	7.985976520684938e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4486.302626110883	6.241852886989364	20126911.2530494	38.96072746281745	3475.3079277172424	-32.86535323293583	1080.1314431256458	12077765.192454314	4290.333853280034	7.730106338916812	18406964.572600707	59.75454401096188	4039.537377637653	3104.947239650593	0.814021	16.466055	0.081068949306157	0.0416102669797336	-0.0221690233	0.0248785936	-0.046362937	0.0646820623	0.0323882705	-0.1083732088	-0.0069090202	-0.0927791307	-0.0250631038	0.0022753865	0.0155255872	0.0227470761	-0.0071567865	-0.0588164209	-0.0094780456	-0.014904787	0.0572752782	-0.0578744666	0.0738255571	-0.0281493841	0.0277016575	-0.0170399235	-0.0040846496	-0.011907198	-0.0407315955	-0.0115519082	0.0136067945	-0.0531710403	-0.0289105136	0.018872892	0.0091110298	-0.0742927521	-0.0531250405	0.0032206141	0.02724012	-0.0225222815	-0.0145501487	-0.0109935455	-0.040589192	0.0112441181	-0.0173156457	0.1306502067	0.0183884652	0.1120176316	0.1116075676	0.1109252393	0.0	-0.0353806013110187	-0.0060713401182398	3.686117083134808e-05	0.0012517869491292	0.0609943411953679	-0.0345962306887913	0.0037203096578569	0.001196899177872	-0.0394775133884905	-0.004692619720501	2.202067984123489e-05	0.0015584740633384	0.0015003549846943	-0.00014545208879	2.1156310133403124e-08	2.251065080097033e-06	0.0005988668548988	0.0001631311777505	2.6611781154297838e-08	3.586415098963803e-07	0.0004880510017936	-0.0004055919090317	1.645047966720599e-07	2.381937803517366e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4475.778230910902	-10.524395199980972	20032590.77229592	110.76289432538252	3449.7873391268545	-25.520588590387888	651.3004419998365	11901032.685199942	4282.923279996048	-7.410573283986196	18343431.822332107	54.91659639732995	4027.616948615992	3115.2264934437967	0.756132	15.295085	0.335522276205481	0.2256026355801015	-0.0210745678	-0.0024992089	0.0413300086	-0.0337832014	-0.0266704673	0.057307585	-0.0077635046	0.0437572702	0.0351356193	0.0354653552	0.0043854602	0.0012184596	0.0140160931	0.0449639132	-0.018096749	-0.0116906524	-0.0372055641	0.0142711698	-0.0515119246	0.0475676277	0.0011205981	-0.0350893161	0.0458964489	0.0035539372	0.0321424908	-0.0018017027	-0.0100187181	-0.0101965582	0.0273481914	0.0030794839	0.0214621525	0.0216196723	-0.0060937984	-0.0191010198	-0.0061878934	-0.0605104402	0.0110938247	0.0507835917	0.0196278293	0.0547002997	-0.1022248424	-0.0208259593	0.0423891525	0.1118863567	0.1110834157	0.1097494464	0.0	-0.0295222606952592	0.0058583406157595	3.4320154770257425e-05	0.0008715638765588	0.1296596597022556	0.0686653185068877	0.0168116273541047	0.0047149259656523	-0.2145045503001768	-0.1750270369116862	0.0306344636500847	0.046012202099481	0.0025880092234994	0.0010876542388051	1.1829917431907016e-06	6.697791740917968e-06	-1.988529011764939e-05	-0.0006187521450164	3.8285421696245713e-07	3.9542476306308447e-10	0.0004750257821922	-1.3025219601400003e-05	1.6965634566469483e-10	2.256494937473115e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4478.874640123496	3.0964092125941534	20060318.04194137	9.587750011837946	3473.6129627562404	23.825623629385973	567.6603413291552	12065987.015028186	4289.411676666616	6.488396670567454	18399052.53192391	42.09929135463082	4038.1515662380384	3102.104009452052	0.8049849999999998	16.283276	0.2114886581835814	0.1455323236152717	0.0721050804	0.0855644247	-0.046209821	0.0467917512	0.0250890612	-0.0858474317	0.0039423214	-0.0288725757	0.0130060002	-0.0120361604	-0.0139076414	-0.0071661086	-0.0114798326	0.0064031561	0.0021078508	0.0004019709	0.0582536184	0.0078268174	0.0472106344	0.0059653804	0.0126465702	0.0847483442	0.0114906397	-0.0230853247	-0.0342010134	0.0167068241	-0.0408975626	-0.0231387553	-0.023794557	0.0014478673	-0.0020506064	-0.0495713305	-0.0447891854	-0.046617142	0.0669119213	0.0108157651	-0.0356925442	0.0391917778	0.0275081976	0.0488265338	-0.0336344941	0.0464574344	-0.0449531215	0.1117114032	0.1103858203	0.1081881546	0.0	-0.0295168637177312	5.39697752799731e-06	2.912736643770795e-11	0.0008712452437311	0.0727697507021929	-0.0568899090000627	0.0052954366172593	0.0032364617460354	-0.1292278033748033	0.0852767469253734	0.0072721235661741	0.0166998251650768	0.0012750226818711	-0.0013129865416283	1.7239336584970438e-06	1.6256828392857725e-06	-9.319713400879336e-05	-7.331184389114397e-05	5.3746264547194635e-09	8.685705787452987e-09	0.0004750595022851	3.3720092899999436e-08	1.137044665184592e-15	2.2568153071136695e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4473.809424935243	-5.065215188252296	20014970.77063941	25.65640490330174	3447.124544980233	-26.48841777600728	701.6362762762985	11882667.62860518	4283.830397787725	-5.581278878890771	18351202.877010137	31.150673923952223	4025.213650264466	3065.9781561191567	0.987588	19.976988	0.0680036707420436	0.03488227830859	-0.0718173242	-0.0304413607	0.0552714173	-0.014007682	-0.0771687018	0.0317390767	-0.0352027176	-0.0061245228	0.029240076	0.0273167067	-0.0110564585	0.0214415355	-0.0124317586	-0.0142297763	-0.0272243306	0.0067112916	-0.046527989	0.0071548728	0.0284457855	0.0100884769	0.0178742013	-0.0785905647	-0.0156428197	-0.0221820929	-0.0423321502	0.0154040141	0.0245345181	-0.0712615097	0.0069705951	0.0112883024	-0.051574223	0.0645170661	0.0044587929	0.0716771182	-0.0429376107	-0.0103929657	0.0116925346	-0.0301120424	-0.0536141632	-0.0174256564	0.0085738275	0.0328097368	0.0153994937	0.1114928394	0.1095158704	0.106246848	0.0	-0.0413999268088645	-0.0118830630911332	0.0001412071884278	0.0017139539397793	0.0480726750106015	-0.0246970756915913	0.0023109820826749	0.0006099455477161	-0.1133021450457647	0.0159256583290385	0.0002536265932132	0.0128373760719715	0.0015720263157889	0.0002970036339178	8.821115856037861e-08	2.4712667375328226e-06	-0.000106126702382	-1.2929568373206638e-05	1.6717373831742534e-10	1.1262876958477605e-08	0.0004750837725997	2.4270314599966585e-08	5.890481707813513e-16	2.2570459098756346e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4486.177447021537	12.368022086293422	20125788.08616468	152.96797032704188	3467.879991364061	20.7554463838278	430.7885545919506	12026191.6345032	4291.122440798274	7.292043010548696	18413731.801922534	53.173891267692085	4037.832498796819	3112.668600344805	0.8263009999999998	16.714458	0.102757239536549	0.0564145008761296	-0.0035851852	-0.0191645411	0.0372010617	-0.0789339526	0.0178225354	-0.0506914444	-0.0066407574	0.0639807164	0.014497587	-0.0012096639	-0.0023549013	-0.0111707104	0.0203472009	0.0207498368	-0.006047202	-0.0161123393	0.0054984545	0.0061329361	-0.067002452	0.0113341701	-0.0049047962	0.0071159977	0.0285855717	-0.0055939148	0.0520073017	0.0086716367	-0.0263637375	0.0414324805	0.0304807903	0.0417701743	0.0256985625	-0.0352988822	0.0321899815	-0.0863771392	0.0458238987	-0.0395869935	-0.024301489	0.0400308261	0.0509594519	0.0573821301	-0.0330255123	0.0061226298	-0.0029224555	0.1112307506	0.1084749246	0.1039323455	0.0	-0.0294702918428839	0.0119296349659805	0.0001423161904215	0.0008684981013047	0.0690397067298818	0.0209670317192803	0.004766481105348	0.0004396164191173	-0.1579666686603786	-0.0446645236146138	0.0019949196697204	0.0249534684076578	0.0015699988828495	-2.0274329393999736e-06	4.110484323764017e-12	2.4648964921486783e-06	-0.0001070204636353	-8.937612533000002e-07	7.988091779003872e-13	1.1453379636714569e-08	-2.591601794108608e-05	-0.0005009997905407	2.510007901219115e-07	6.716399859226956e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4477.954936531442	-8.222510490094464	20052080.41360632	67.6096787597135	3449.811594511333	-18.0683968527278	326.4669648276639	11901200.037624829	4290.057299424702	-1.0651413735713504	18404591.63234717	1.134526145693463	4035.3016763641504	3138.601830421777	0.996825	20.163832	0.2371100571548691	0.1195670940863168	0.0314531521	0.0664147688	-0.1091463157	0.0729781958	-0.023211392	0.0152483939	0.0196154094	-0.0645702806	0.011573104	-0.0217034306	-0.0119979401	0.028975172	0.0225711369	0.0086688432	0.0045157601	0.0374755844	0.0238772852	-0.0186959602	0.0458347854	-0.009684996	0.0024664624	0.0225790098	0.0575565717	-0.0339349706	-0.1147312374	0.0086027403	0.005104761	-0.0230990577	-0.1082681572	-0.0241815374	-0.0004466936	-0.0443787333	-0.0217870561	-0.0389843992	-0.0496550155	-0.0556704512	0.0459775124	-0.087081455	-0.0698586227	0.1729849316	-0.0286574066	-0.1061356788	0.0699247965	0.1109252393	0.107264608	0.1012527768	0.0	-0.0553340701042373	-0.0258637782613533	0.0006689350259524	0.0030618593143006	0.0648332218437843	-0.0042064848860974	0.0042033466546453	1.7694515096966674e-05	-0.0933317824287911	0.0646348862315874	0.0041776685181702	0.0087108216113352	0.0019202257157744	0.0003502268329249	1.226588345006058e-07	3.687266799521307e-06	0.0010897233611071	0.0011967438247424	1.4321957820590685e-06	1.1874970037425551e-06	-0.0013270435157904	-0.0013011274978493	1.6929327656596162e-06	1.7610444928013457e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4458.761436102658	-19.19350042878432	19880553.54407624	368.3904587097438	3452.7953471133583	2.983752602025106	8.902779590091592	11921795.709047657	4289.088121466136	-0.9691779585664336	18396276.913701907	0.9393059153709996	4033.599689684416	3093.174562771462	1.091113	22.071091	0.614205591992462	0.3494554662780028	-0.0835354933	-0.0166314516	0.0571554135	-0.0171009425	-0.0843878426	-0.013279538	-0.0156761538	0.0118351771	0.0077382467	-0.0086164879	-0.017855303	-0.0215380329	0.0335392183	-0.0193650276	-0.0117078291	-0.0126892297	-0.002109022	0.0318557192	-0.0490575128	0.0454590459	0.0705763086	-0.071781513	0.0154696645	-0.1036264986	-0.0239563714	-0.0904762353	0.0315777284	-0.0784413285	-0.043524508	-0.0632715551	-0.0820740005	0.241613182	0.1285228132	-0.0539632684	-0.0730489861	-0.1018415545	0.1705237965	-0.0777742277	-0.0378752942	0.2125680777	-0.0657988848	-0.2011683817	0.101455366	0.1105764245	0.1058868105	0.098217554	0.0	0.0805031127968334	0.1358371829010707	0.0184517402584989	0.0064807511699796	0.0757741172398169	0.0109408953960326	0.0057417168434735	0.0001197031920669	-0.0889893299306123	0.0043424524981788	1.8856893698939302e-05	0.0079191008414993	0.0038120756970632	0.0018918499812888	3.5790963517024327e-06	1.4531921120139882e-05	-0.0026220721798093	-0.0037117955409163	1.3777426137566867e-05	6.875262516129893e-06	0.002331012185948	0.0036580557017384	1.3381371517020818e-05	5.4336178110380736e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
