global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
5923.388065064257	n/a	n/a	35086526.16934568	6607.125293095906	n/a	43654104.63866767	n/a	5509.200087455854	n/a	n/a	30351285.603623595	5577.5472528999335	5009.31191983787	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.009995932721992	n/a	9.99186709825904e-05	n/a	-0.0365167264971688	n/a	n/a	0.001333471314069	0.2172190225342944	n/a	n/a	0.0471841037507543	-0.0004505098011687	n/a	2.029590809490616e-07	n/a	0.0003019856176289	n/a	9.119531325470821e-08	n/a	6.55681024983939e-05	n/a	4.299176065239888e-09	n/a	0.0	0.0	0.0
4612.733925596918	-1310.6541394673386	1717814.27330287	21277314.268352754	3996.713239034017	-2610.412054061889	15973716.715069784	6814251.091991612	4713.7884872645545	-795.4116001912998	632679.6137188842	22219801.902667858	4554.43089372471	3577.4027117657406	18.441085	295.153229	0.267951481229335	0.1329353263155863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0386927716340181	0.0486887043560101	0.0014971305767222	0.0023705899318669	-0.0487019258856236	-0.0121851993884548	0.0001484790841363	0.0023718775849687	0.1006987464253796	-0.1165202761089148	0.0135769747444977	0.0101402375316429	-0.0010959035758352	-0.0006453937746665	1.2010046475283775e-06	4.16533124378273e-07	-0.000616172257237	-0.0009181578748659	3.7966825058853974e-07	8.430138831782658e-07	0.0003131624804851	0.0002475943779867	9.807073918358065e-08	6.13029760106239e-08	1.0	0.0	0.0
4571.014973941348	-41.71895165556998	1740.4709272397852	20894177.891996022	4064.033934275309	67.32069524129201	16516371.818941249	4532.076007770917	4706.480284390384	-7.308202874170092	53.409829250028	22150956.6673554	4558.469118867528	3511.782284316196	1.785132	28.571396	0.5050679482542662	0.2336267640671047	-0.0429061959	-0.0344771287	0.0570947541	0.0242202059	0.1099558053	-0.1873481734	0.3124607072	-0.2310462714	0.1250349466	-0.3253573668	0.0937529634	-0.2776107948	0.1252831675	-0.0807941937	0.0751126359	0.1234345087	-0.2318029525	0.0330695558	-0.069646961	0.1249294917	-0.1850923492	0.0289546835	-0.1535395118	0.0860968686	-0.1157463331	0.1951503903	-0.3737686785	0.1123561468	-0.0378553393	0.1616651473	-0.2266212837	0.1192742371	-0.1419783091	0.0245518532	0.2018745986	-0.2051057861	0.0994243301	-0.0024303097	0.1784193365	-0.0263031431	-0.1514680901	-0.1163645795	0.0404415607	-0.4241219708	0.2950916389	-0.1034090522	0.1498071109	-0.1637499435	0.0798786038	-0.0487054628	0.3693005245	-0.006127944	0.1441568284	-0.1722828852	0.3597325901	-0.2060784004	0.1711291463	-0.0061927507	0.0876877333	-0.0097972771	0.1212255822	-0.0591723469	0.0463394803	-0.0465548684	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0754181381519742	0.0367253665179561	0.0056878955623102	0.0013487525458782	0.0553384123430049	0.1040403382286285	0.0108243919787274	0.0030623398806444	-0.0462149182547619	-0.1469136646801415	0.021583624869749	0.0021358186692943	-0.0017857347870229	-0.0006898312111877	3.1888487295837217e-06	4.758670999286893e-07	0.0005149655991316	0.0011311378563686	2.651895682889677e-07	1.2794728501101515e-06	0.0028399649894796	0.0025268025089945	8.065401141469866e-06	6.3847309194609e-06	0.0	1.0	0.0
4548.878818322083	-22.13615561926508	490.0093856003211	20692298.50377931	3978.73420270284	-85.29973157246923	15830325.855757402	7276.044206335304	4700.211067931293	-6.269216459091695	39.3030750109462	22091984.083103824	4545.773016961796	3474.47605890527	1.366669	21.873804	0.4149703854291909	0.2595809693355826	0.057004908	-0.0053883573	-0.0322440452	-0.0148577221	0.083628027	-0.107264592	0.1784410873	-0.2865640403	0.026551017	-0.3396995197	0.0124086029	-0.2852065738	0.0967578526	-0.1246090844	-0.0935788561	0.1704843173	-0.1251350551	0.1637876321	0.0028732458	0.1184584753	0.0491745956	-0.069606918	0.1212057546	-0.0530811028	0.1033885409	-0.0138692625	-0.3443296165	0.0681934615	0.0258507284	0.1307685688	-0.2021505248	-0.0474567992	-0.0897778838	-0.0911036416	0.1000041624	-0.0798535095	0.2338458506	-0.0869122861	-0.00337418	0.1200915991	-0.244560316	0.0250856296	0.0798210249	-0.418618167	0.1756472672	-0.0811799904	0.2817770704	-0.2672189132	0.0220308961	0.2007584448	-0.0075954391	0.1115453503	-0.0649064906	0.1626894443	-0.2833128622	0.2800826325	-0.1736034751	0.0896646693	-0.0308905205	0.1181806726	0.0139195884	0.0833247917	-0.0479676284	0.0898972133	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.1284787220888006	0.0530605839368263	0.0165067820295712	0.0028154255677169	0.0652401429908025	0.0099017306477975	9.804426982153424e-05	0.0042562762574603	-0.034527178287945	0.0116877399668169	0.0001366032655319	0.0011921260405275	0.0022032095862199	0.0039889443732428	4.854132480811264e-06	1.5911677212825393e-05	0.00110858698776	0.0005936213886284	1.2289651094307903e-06	3.5238635303711e-07	0.0050638058451634	0.0022238408556838	2.564212963751102e-05	4.945468151408457e-06	0.0	0.0	0.0
4556.36168265505	7.482864332966528	55.993258625582605	20760431.78316716	4032.812168121338	54.077965418498025	16263573.983347526	2924.426343804268	4703.248451546447	3.0373836151538853	9.225699225605286	22120545.996974047	4544.794796085462	3465.6539633692805	1.46959	23.521076	0.5503342775340107	0.2741488264071828	0.1045433495	0.0335343053	0.12558705	-0.1031334043	0.1406260694	-0.0387181563	0.2617968	-0.1553278665	0.0717928074	-0.3349955498	-0.0221860386	0.0085143928	0.0387082617	-0.0920223802	-0.0917176319	-0.143718173	-0.0644907862	-0.0486678396	-0.0486291623	-0.1782891302	-0.0307061716	0.1281485492	0.1888173107	-0.0567155297	0.225333213	-0.2224374725	-0.3326442851	-0.0242635165	0.0130138147	-0.0397345693	0.0238335948	-0.0860803873	-0.1425425711	0.0888187152	-0.1091700543	0.0691578085	-0.0196647678	0.1803580109	0.0269998963	0.0738303999	-0.3218552373	0.0827799288	-0.0003572406	-0.1376968584	-0.0857848449	0.0509149323	0.1109421433	0.1867096215	-0.0755368175	-0.0429555046	-0.3035982758	0.0435809048	-0.1436380114	-0.0674692711	-0.1752868172	0.1730361487	-0.0872748688	0.0383217057	0.0763853348	0.0844102533	-0.1963565143	-0.2062230299	-0.0223881414	-0.2115307613	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.074651406317372	-0.0538273157714286	0.0055728324651613	0.002897379923157	0.2151026152507995	0.149862472259997	0.0224587605918783	0.0462691350877334	-0.13053661693273	-0.096009438644785	0.0092178123088867	0.0170398083602422	0.0036428803082948	0.0014396707220749	1.3270576940562018e-05	2.072651787999664e-06	0.0001050439964549	-0.0010035429913051	1.1034241191217045e-08	1.0070985353975883e-06	0.0024943185413874	-0.002569487303776	6.221624985908967e-06	6.602265004266061e-06	0.0	0.0	1.0
4532.204980514312	-24.15670214073725	583.5462583162997	20540881.98539874	4031.5152492523193	-1.296918869018555	16253115.20495399	1.681998552816367	4692.958664149454	-10.289787396992324	105.87972467530209	22023861.02341543	4534.578601990743	3501.628375528534	1.258034	20.13508	0.1809211773760889	0.0914465427301278	0.0182715431	-0.0147185892	0.074149004	-0.2059943279	0.0033927772	0.077420287	0.1786772877	-0.1577968674	0.1654570877	-0.1999218068	-0.2171842706	0.1001080333	-0.1973769998	-0.1741608578	-0.0647026506	-0.0826376558	-0.0838653018	-0.0168490486	-0.078074894	-0.067075889	0.0341321111	-0.0075152768	0.0085087814	0.0182845314	-0.03229901	0.0403730589	-0.2153065087	-0.0943159279	0.1870091823	-0.0764716417	0.1919613442	0.0176514077	-0.1622739752	0.047649597	-0.0094903244	0.0541402443	0.0267324285	0.0294109705	-0.1935142438	0.0653097559	-0.3082001153	0.0526430404	-0.0646190105	-0.0306436716	-0.1317453176	0.0039679987	0.0695935529	0.1939456516	-0.1292947249	-0.1982800005	-0.1844693657	-0.1127680581	-0.0214596384	0.0195708371	0.1710820831	-0.0829067619	0.1455329795	-0.1869654977	0.1801965187	-0.0761346661	0.1399871886	0.0920479854	0.1805812879	0.1011031097	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0472410542854646	-0.0274103520319073	0.0022317172100022	0.000751327398513	0.1890990296256092	-0.0260035856251902	0.0006761864653666	0.035758443005347	-0.1176027928099188	0.0129338241228112	0.0001672838064398	0.0138304168766926	0.0024552511475767	-0.0011876291607181	6.028258197676702e-06	1.410463023387979e-06	-0.0002793217432359	-0.0003843657396908	7.802063624434203e-08	1.477370218480558e-07	0.0017748451298727	-0.0007194734115146	3.1500752350328413e-06	5.176419898766007e-07	0.0	0.0	0.0
4499.1226326816095	-33.08234783270291	1094.4417381239427	20242104.463907897	3992.566155433655	-38.94909381866455	15940584.505514275	1517.0319092951331	4682.720519183433	-10.238144966021537	104.81961234527212	21927871.46078156	4519.870205784778	3485.072341043889	1.167106	18.67976	0.1222648933369636	0.0951746542662762	0.0831062845	0.0349422689	-0.0025747107	-0.3111825185	0.0991611542	0.284286936	-0.0046235883	-0.1659178469	0.1366071773	-0.1291120256	-0.2990993645	0.0988693989	-0.1406898213	-0.0686778843	-0.0558678425	-0.0985734596	0.0272459388	0.1328573238	0.0144049922	0.0323950822	0.013224538	-0.0188575624	0.0957214285	0.0373082086	-0.1579820678	-0.1062749032	-0.1400089157	-0.2207146321	0.1924082021	-0.0250490853	0.2183902705	-0.0804259418	0.0011475828	0.0793470967	0.0488418652	-0.003277506	0.0635586241	-0.0012810707	-0.103348206	0.1350917568	-0.2739146947	0.0989971813	-0.0095651384	0.1060058239	-0.1014021715	0.0600988209	0.0417377218	0.2023623189	-0.1347524768	-0.0163088147	-0.0823389541	-0.0558534941	0.0685548397	-0.0016736373	-0.0466366861	0.0408307814	-0.0334823606	-0.0641882585	-0.0324013471	0.1068864914	0.125896404	-0.024386177	-0.0195601387	0.1333883356	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.0453125757671131	-0.0019284785183514	0.0020532295226503	3.7190293957431887e-06	0.1779244412813199	-0.0111745883442893	0.0001248714246643	0.0316571068052698	-0.022171641731461	0.0954311510784578	0.0091071045961594	0.0004915816970682	0.0025367397422488	8.148859467209998e-05	6.435048519904507e-06	6.6403910616338015e-09	-0.0002934773616198	-1.4155618383900038e-05	8.612896178331887e-08	2.0038153183060868e-10	0.0015958758350114	-0.0001789692948613	2.546819680773333e-06	3.203000850315096e-08	0.0	0.0	0.0
4493.645162894542	-5.477469787067093	30.00267526823283	20192846.85000552	3919.199186325073	-73.366969108582	15360122.262091111	5382.712156179625	4683.105208723512	0.3846895400793073	0.147986042246429	21931474.39597329	4516.421065005696	3396.9042273627388	1.03776	16.609554	0.1444530890455449	0.0803917303749609	0.1259149166	0.0372001691	5.25295e-05	-0.1586834079	0.1392264206	0.2853357964	-0.0819090651	-0.116851391	-0.1047862123	-0.0679862094	-0.2946895008	0.1315585783	-0.0709650756	-0.0699069162	0.0712262817	-0.1345459774	-0.1217404353	0.0461562842	0.1853113972	-0.0153963791	0.0669840611	-0.1140921012	-0.0245999206	-0.0276084445	-0.0003222948	0.0557171051	-0.0718810816	-0.2718982169	0.0858630742	-0.0711352885	0.1655321295	0.1115708599	0.0074843187	0.0385139751	0.0166465481	0.1927381367	0.169939158	-0.0695188958	-0.0602454686	-0.0140608286	-0.264986295	0.061474403	-0.0074164089	0.1855250903	-0.127422537	0.003738169	0.0739474221	0.1603998727	0.0010853733	-0.0080899753	0.1872647667	-0.0082909232	0.0858218829	-0.0270812441	-0.0518175907	-0.0663215778	0.0569632267	-0.0491535601	-0.0681138645	-0.0366331864	0.0745564306	0.1362850256	0.1133562335	-0.3340881754	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	0.0401420380273123	-0.0051705377398008	0.0016113832169861	2.6734460518704363e-05	0.1877963366464996	0.0098718953651797	9.745431810105666e-05	0.0352674640578454	0.0013000373742784	0.0234716791057394	0.0005509197200428	1.6900971745206765e-06	0.0027538789911004	0.0002171392488516	7.583849497624157e-06	4.7149453391837166e-08	0.0010469739671656	0.0013404513287854	1.096154487922475e-06	1.7968097648425449e-06	0.0021570647940709	0.0005611889590595	4.652928525820134e-06	3.149330477702852e-07	0.0	0.0	0.0
4505.9393941108965	12.294231216354092	151.1481212011754	20303489.82340047	3966.755179087321	47.555992762248025	15735146.650816085	2261.5724476029864	4672.656524240154	-10.448684483358193	109.17500743277026	21833718.993524075	4507.205567734545	3390.776419417405	1.044961	16.724812	0.2546307539546031	0.154017051692561	0.0500297276	0.0564256684	0.137478083	-0.0839274579	0.0216341045	0.2611218271	0.0279065527	-0.0410476389	-0.0835538559	0.1079218948	-0.2237673231	0.0094168803	-0.1002211978	-0.0067725344	-0.0161788658	-0.157074066	-0.1514614995	-0.0712948325	0.0427634974	-0.0433313199	0.0558134403	-0.0293492706	-0.1316305497	0.0791963408	0.0010385833	0.0323523801	0.0757050669	-0.2245140431	0.1579417413	-0.0642059439	0.0038039386	0.1430111702	-0.0747815838	0.1257159585	-0.0658332934	0.1316284653	0.0876368305	-0.039042105	-0.022839756	-0.0008955521	-0.20102394	0.0147480627	-0.0148922256	0.1764570758	-0.1101560018	0.0486876134	0.03249035	0.0300297497	0.1185329147	0.0082840136	0.1900504857	-0.0603000881	0.1371736527	0.0527065084	0.0054784605	-0.162769563	0.0150338272	-0.0853872858	-0.1878059371	-0.0988865216	-0.169819498	-0.1251719243	-0.1638236846	0.2049332199	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.0463429784976199	0.0062009404703075	0.0021476716560308	3.845166271629856e-05	0.1269538882075238	-0.0608424484389758	0.0037018035320494	0.0161172897310084	0.0662061651882481	0.0649061278139696	0.0042128054278033	0.0043832563089335	0.0006477339833024	-0.002106145007798	4.195593131247938e-07	4.435846793872439e-06	0.0007082022295548	-0.0003387717376108	5.015503979463896e-07	1.147662902038408e-07	0.0021657727932891	8.707999218200094e-06	4.690571792151271e-06	7.582925038417344e-11	0.0	0.0	0.0
4519.138859653815	13.199465542918915	174.22589061870374	20422616.03283319	3940.267518997192	-26.487660090128884	15525708.121264286	701.5961370502065	4678.252845659648	5.596321419494416	31.318813430291996	21886049.6879226	4509.366840150852	3405.838421729304	0.951158	15.223476	0.1010818010920085	0.053482241259623	0.0644585161	0.0596437039	0.0641950941	-0.0134821096	0.0529269348	0.1752352531	0.0537007159	-0.027158773	-0.1091132789	-0.0035541451	-0.1472137412	-0.1484854098	-0.0068425945	0.178572032	-0.0733516829	-0.1150693447	-0.0426371839	0.0758559617	0.0328081636	0.0040854006	0.0284855697	-0.0990944362	-0.1419120061	0.0543196842	-0.1139845072	-0.0359003346	-0.0023850674	-0.1449934948	0.1350184121	-0.0181238386	-0.1865455793	-0.011118379	0.0983204847	0.1182208915	-0.084485389	0.071560247	0.1318171641	-0.1236335405	0.0237927419	0.0078457849	-0.1605846309	-0.0321253484	0.0121208565	0.1548741447	-0.0882535685	0.0177945471	-0.0628737515	-0.0791185101	0.0722227124	0.0232838987	0.1829952442	0.0208071067	-0.0216335748	-0.0983804034	-0.0231611985	-0.0415088868	0.1019566583	0.0598796403	0.0002469542	-0.0803957245	-0.2130581512	0.0388146143	-0.1616753312	0.1141533793	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.0214317554308252	-0.0249112230667946	0.0004593201408467	0.0006205690346836	0.0981026752783691	-0.0288512129291546	0.0008323924874834	0.0096241348967731	0.0632569148967689	-0.0029492502914791	8.698077281790078e-06	0.004001437282257	0.0007661444724089	0.0001184104891065	5.869773526027118e-07	1.4021043930440577e-08	0.000423144313578	-0.0002850579159767	1.790511101133968e-07	8.125801546103634e-08	0.0016818389022808	-0.0004839338910083	2.828582093225086e-06	2.341920108664333e-07	0.0	0.0	0.0
