global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65
5814.556380217559	n/a	33809065.89872873	n/a	6644.818680335736	n/a	44153615.29453875	n/a	5117.520646036728	n/a	n/a	26189017.56261217	5289.311507419698	4574.256828248871	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1334606415006334	n/a	0.0178117428297605	n/a	-0.1353583849045208	n/a	0.0183218923639604	n/a	-1.1283978388255065	n/a	1.2732816826660738	n/a	0.0039760202541403	n/a	1.5808737061333897e-05	n/a	-0.001279876585539	n/a	n/a	1.638084074210969e-06	0.0015740520166768	n/a	n/a	2.477639751204301e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4549.801099754888	-1264.7552804626712	20700690.04733079	1599605.91945821	3816.807447762325	-2828.011232573411	14568019.093293954	7997647.531561382	4420.996949074864	-696.5236969618645	485145.2604294232	19545214.02372925	4245.816326475062	3351.5239650892177	10.018795	295.849731	0.6810715575307855	0.4034756458447636	-0.036565456	0.1143348668	-0.0069287927	0.0633729532	-0.0607044333	0.1124533355	-0.1083817586	0.0472396223	-0.2079367105	-0.0505943321	-0.0738215649	-0.0286316314	0.0839159993	-0.0378714006	-0.036277946	-0.1166223748	0.0049535203	-0.0369498979	0.0240153268	-0.0247504445	0.0479749258	-0.1162659309	0.0630744641	0.00506215	-0.0140794932	0.0071644342	-0.0431234071	0.0315681495	-0.1247528266	0.0696439446	-0.0003239766	0.0424814446	-0.0149018126	0.1142828117	-0.0153996277	0.0323935038	-0.0506001235	-0.0475804203	0.1121489578	0.1121325392	0.1121051767	0.0	0.1485510708228758	0.0150904293222424	0.022067420642623	0.0002277210571295	0.0404236333078955	0.1757820182124163	0.0016340701298111	0.0308993179268302	-0.7535667439507847	0.3748310948747217	0.5678628375885876	0.1404983496849826	0.0052222331590555	0.0012462129049152	2.727171916753879e-05	1.5530466043771815e-06	-0.0012961690507786	-1.62924652396001e-05	2.6544442358357746e-10	1.6800542081962973e-06	0.0026189069489501	0.0010448549322733	1.0917218294958429e-06	6.858673607259122e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4500.487916902514	-49.31318285237376	20254391.490185533	2431.790003031649	3865.0083764174888	48.20092865516381	14938289.749777352	2323.3295232201917	4413.740810253773	-7.256138821090644	52.651550590938726	19481107.94009963	4262.672066794865	3221.825056466997	0.984708	29.0779	0.4218878123439018	0.2995859620027187	-0.0205688222	0.0699349041	0.0132615811	0.0138965475	0.0487815395	-0.0540181346	-0.0417238247	-0.0378350644	0.0073601149	-0.0320076382	3.85459e-05	-0.0319474093	0.0183014483	-0.0203071162	-0.0209124211	-0.0543513121	-0.0198827238	-0.0219471982	0.0103045227	0.0145845108	-0.085080332	-0.0838730116	0.060820507	0.0151197646	0.0183043843	0.050694386	0.0638122968	0.0269229961	0.0189203193	0.0899936189	-0.0270335158	0.0049974462	0.0317267754	0.0765872205	0.0071701612	-0.0062703444	-0.004880872	0.0516176208	0.1121051767	0.1119574576	0.1117114032	0.0	0.1603739924260878	0.0118229216032119	0.0257198174466828	0.0001397814752356	0.0713634400639904	0.0309398067560948	0.0050927405777667	0.0009572716421044	-0.4905681514804598	0.2629985924703249	0.2406571112469553	0.069168259641372	0.0038640421052929	-0.0013581910537626	1.4930821391476389e-05	1.8446829385207625e-06	-0.0009427664648689	0.0003534025859097	1.2489338772766293e-07	8.888086072814029e-07	0.0032298431395632	0.000610936190613	3.732430290008458e-07	1.0431886706183468e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4488.646917524592	-11.840999377922344	20147951.150203023	140.20926626795733	3836.415345553694	-28.593030863794866	14718082.703599868	817.5614139779258	4395.168324136149	-18.572486117624067	344.93724058933867	19317504.597489763	4238.589576943661	3243.0757134715964	0.8522699999999999	25.167089	0.4798303096723267	0.2785254205842828	0.0038199034	0.0899263156	-0.0243440027	0.0909112973	0.0100516404	-0.016206373	-0.0084301114	0.0465680556	-0.1032893342	0.0115960474	0.0120335404	0.0065381508	-0.0243630531	-0.0990321907	-0.0434731422	-0.103097979	0.0132637644	0.0329520745	0.0469375528	-0.0139294716	0.003382525	-0.0376179682	0.1007953629	-0.0021823204	-0.0045944667	-0.0082315136	-0.0094258271	0.085191262	-0.0959226142	0.0203430213	0.0658409721	-0.0586623243	-0.0253396877	0.0529304916	-0.0101400734	0.0189731568	-0.0564771275	-0.0215942021	0.1120176316	0.1116075676	0.1109252393	0.0	0.1203580395553416	-0.0400159528707461	0.0144860576856051	0.0016012764841537	0.0783042342676054	0.006940794203615	0.006131553104236	4.8174624176935584e-05	-0.6937352414847453	-0.2031670900042855	0.4812685852778979	0.0412768664608094	0.0050834246519983	0.0012193825467054	2.584120619254404e-05	1.4868937952097475e-06	-0.0019877279330733	-0.0010449614682043	1.0919444700318949e-06	3.951062335919853e-06	0.0009000577025994	-0.0023297854369638	5.4279001822886055e-06	8.1010386800851e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4494.7571641889	6.110246664307852	20202841.96502744	37.33511429868523	3836.523138112035	0.1077925583413161	14718909.78926902	0.011619235633766	4402.305309009422	7.136984873272922	50.93655308132652	19380292.03373254	4246.699806749923	3320.4877641334297	0.618598	18.266876	0.3363407562247861	0.1544185854203157	-0.0279061619	0.0759464769	-0.0079251776	0.109564732	-0.0667378058	0.0054178413	-0.0084101003	0.0047772846	-0.1079457237	-0.0065987315	0.0111360774	-0.0093436011	-0.0074518839	-0.0865183109	-0.0387095532	-0.112254275	0.0331475262	-0.0014776489	0.0029372517	-0.0256151829	-0.0544956539	-0.0535267542	0.034404025	0.0289974992	0.0251241293	-0.0246813797	0.0058771004	0.0825857324	-0.0213050506	-0.014057252	0.0285876464	-0.0222070934	-0.0202414358	0.052834009	-0.0076321932	-0.0090231715	-0.0948535796	0.0318418332	0.1118863567	0.1110834157	0.1097494464	0.0	0.1961598658058676	0.075801826250526	0.0384786929529759	0.0057459168629149	0.1283377783255304	0.050033544057925	0.0164705853455329	0.0025033555309963	-0.7536578675046854	-0.0599226260199401	0.56800018125171	0.0035907211091256	0.0063290407112934	0.001245616059295	4.005675632520927e-05	1.5515593671738535e-06	-0.0030018083652283	-0.001014080432155	1.028359122879672e-06	9.0108534615546e-06	0.0016520164090772	0.0007519587064777	5.654418962477661e-07	2.7291582158603265e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4481.5371150042165	-13.220049184683376	20084174.91316032	174.7697004454476	3832.9941898214406	-3.528948290594599	14691844.45920492	12.45347603769054	4398.016222528351	-4.289086481070626	18.396262842102807	19342546.693622548	4240.133130343455	3263.633278366942	0.637485	18.824585	0.126607768983554	0.0554008620402699	-0.0299222871	0.0453777404	-0.0590084732	0.1110879665	0.0431350585	-0.0066321983	0.023232008	0.0317902928	-0.1337472641	0.0013230063	0.005484315	-0.0001786731	-0.0143894396	-0.1205350106	-0.0445710147	-0.104193374	0.0532837663	0.0170123771	0.0211060021	-0.0150394554	-0.0613110174	-0.0102209694	0.0771090584	0.041772323	0.0469881661	-0.0259157327	-0.0069160211	0.0842758496	-0.0011414936	-0.0081015845	-0.0074226431	0.0094917727	-0.0826855593	0.0414638702	0.0540753928	-0.0341143856	-0.0467055291	0.0863435803	0.1117114032	0.1103858203	0.1081881546	0.0	0.22575449734056	0.0295946315346923	0.0509650930694889	0.0008758422156742	0.110516075031299	-0.0178217032942313	0.0122138028403237	0.0003176131083076	-0.7503948283227402	0.0032630391819452	0.5630923983735147	1.064742470290999e-05	0.0058240368462515	-0.0005050038650419	3.391940518649511e-05	2.55028903707258e-07	-0.0037011491931107	-0.0006993408278823	4.890775935432405e-07	1.3698505349663986e-05	0.0013377932025478	-0.0003142232065293	9.87362235216179e-08	1.789690652783099e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4475.775368472191	-5.761746532025427	20032565.149022374	33.197723099307034	3796.961425386626	-36.03276443481445	14416916.06587404	1298.360112814829	4400.608620262407	2.5923977340562487	6.720526011539973	19365356.22872781	4242.684336405471	3260.497841620297	0.866916	25.599567	0.2875912095063788	0.1291868989976739	-0.0443450521	0.0059961185	0.0272278693	0.1227620658	0.0669234343	0.0219297751	0.0102125739	0.020682217	-0.0403136148	-0.0083452986	-0.0050115166	-0.0046438054	0.010927106	-0.0587439211	-0.0171614313	-0.1066647168	0.020335493	-0.017939893	-0.037075431	-0.0668716968	-0.0149050643	-0.0381725864	0.0218127174	0.0192145908	-0.0192748555	0.0200034782	0.0365637422	0.082877692	-0.005852397	-0.043137258	0.020578377	-0.0220009362	-0.06763724	0.0064593736	-0.0475530765	-0.0508335917	-0.0103247502	0.0563669094	0.1114928394	0.1095158704	0.106246848	0.0	0.1683989979597129	-0.0573554993808471	0.0283582225138353	0.0032896533092263	0.1098473266544033	-0.0006687483768956	0.0120664351731191	4.472243916006226e-07	-0.6725711175106142	0.077823710812126	0.4523519081094763	0.0060565299645694	0.0066501923721667	0.0008261555259152	4.422505858682417e-05	6.825329530002216e-07	-0.0022721702868706	0.0014289789062401	2.0419807144791524e-06	5.162757812537626e-06	0.0005580626159729	-0.0007797305865749	6.079797876404377e-07	3.1143388334651645e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4472.212146118531	-3.563222353660421	20000681.47989012	12.696553541625311	3833.6734733581534	36.71204797152723	14697052.300329968	1347.7744662637165	4401.042429508974	0.4338092465668524	0.1881904624069001	19369174.46633825	4243.439330976169	3232.470830076229	0.765999	22.619543	0.4413377470648881	0.2463478133447987	-0.0062039198	-0.0158847398	0.0123155692	0.117477365	-0.0056556538	-0.0011136505	-0.0029247741	-0.0323247311	-0.0273309453	-0.0081063261	-0.0169842885	-0.0056453913	0.0192130955	-0.0163591721	-0.0174885685	-0.0533656986	-0.0210629381	0.0399737104	-0.0345110748	-0.0625392521	-0.048271395	-0.0119614688	0.047234513	-0.0025112858	-0.015297665	0.0625697533	0.027759864	0.0626079896	0.022776542	-0.0619191778	0.0038575738	-0.0213556142	0.005946618	-0.0003521557	-0.0168142528	0.0478239508	-0.0257497171	-0.0134815065	0.1112307506	0.1084749246	0.1039323455	0.0	0.1155683074569111	-0.0528306905028017	0.0133560336884551	0.0027910818590028	0.1257920780629717	0.0159447514085684	0.0158236469034007	0.000254235097481	-0.4245115304392612	0.2480595870713529	0.1802100394758838	0.0615335587380101	0.0078382923601583	0.0011880999879915	6.143882712331595e-05	1.4115815814656377e-06	-0.0011791512120205	0.0010930190748501	1.1946906979861691e-06	1.390397580809414e-06	0.0003491273171713	-0.0002089352988016	4.365395908531387e-08	1.218898835952295e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4498.316002779979	26.10385666144793	20234846.86086645	681.4113326014198	3850.686899579805	17.01342622165157	14827789.598595532	289.4566717995813	4410.101398629348	9.05896912037406	82.06492152389075	19448994.34619253	4253.1753794439455	3358.3591416281943	0.778641	22.99287	0.3579638927347622	0.1667892453994289	-0.0632141023	-0.0214304455	-0.0802357968	0.0812964522	-0.0532414639	-0.0223216854	0.0037109546	0.0154183501	-0.0738422128	-0.0293240318	0.0045733623	-0.0305525404	-0.0083214208	-0.0485051774	-0.0253449074	-0.0525053231	0.012057979	-0.0030539909	0.0079982675	-0.0384005998	-0.0471532131	-0.0187453275	0.0458113695	-0.007047485	0.0147035207	-0.0050283139	0.0038228571	0.1020096319	0.0066444478	-0.0189933363	-0.0203747639	0.0086722369	-0.0206495416	0.0463359789	0.0387302806	-0.0167920767	0.0176284545	0.0651566486	0.1109252393	0.107264608	0.1012527768	0.0	0.1697637546456434	0.0541954471887322	0.0288197323913862	0.0029371464959866	0.1087554958973697	-0.017036582165602	0.0118277578878827	0.0002902451318853	-0.4936302877055141	-0.0691187572662528	0.2436708609402286	0.0047774026060311	0.0050019210811362	-0.002836371279022	2.5019214501914727e-05	8.04500203246146e-06	-0.0022510331950524	-0.0010718819830319	1.1489309855483983e-06	5.067150445227816e-06	0.0007931361774008	0.0004440088602295	1.9714386796229973e-07	6.290649959019534e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4468.059886849052	-30.25611593092617	19963559.152469568	915.4325512256444	3806.7683805268384	-43.91851905296653	14491485.502978928	1928.836315805784	4399.635874749532	-10.46552387981592	109.52719007899724	19356795.830383085	4241.503415979611	3132.046415671058	0.7579559999999999	22.382051	0.1600181011302417	0.0743036273231894	0.0110549618	-0.002270164	0.019764605	0.0584352303	0.0960114941	-0.002167446	0.0079144262	0.011951444	-0.0049266195	-0.0025446497	-0.0131624009	-0.0009496271	0.0110451167	-0.0421827647	-0.0264552348	-0.0383669495	0.0135813257	0.0245773224	-0.0107137976	-0.0364300393	-0.0529493555	-0.0192963784	0.0590284237	-0.0045041628	-0.0024198994	0.0416527825	0.0547137776	0.0563406444	0.0487801039	-0.0271189701	-0.0005431048	-0.0231988581	-0.043975353	0.045714948	0.0342854158	-0.0341248042	0.0767558808	0.0606684707	0.1105764245	0.1058868105	0.098217554	0.0	0.1911945368910608	0.0214307822454174	0.0365553509369872	0.0004592784276504	0.1327473533747252	0.0239918574773555	0.0176218598279941	0.0005756092252137	-0.4311519316996453	0.0624783560058688	0.1858919882083355	0.003903544969196	0.0053752044536	0.0003732833724638	2.889282291800128e-05	1.3934047615794844e-07	-0.0029153841379527	-0.0006643509429003	4.413621753325179e-07	8.499464671826209e-06	0.0007978439700687	4.707792667899913e-06	2.2163311803932177e-11	6.365550005749846e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
