global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81
5836.898244179573	n/a	34069381.11290658	n/a	6830.74099761074	n/a	n/a	46659022.57644017	5259.116568038713	n/a	n/a	27658307.07621929	5492.833653437627	6520.137074788411	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.4839847875173715	n/a	n/a	2.202210849582978	-0.9806176511913236	n/a	0.9616109778279884	n/a	0.50506779638512	n/a	0.255093478945321	n/a	-0.0516162772124888	n/a	n/a	0.0026642400732764	-0.0158194273485015	n/a	0.0002502542816345	n/a	0.0397997345780911	n/a	0.0015840188724865	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4579.078102695954	-1257.8201414836194	20967956.27058958	1582111.5083218724	4430.5641679486025	-2400.1768296621376	5760848.81364699	19629898.84631009	4514.464197125169	-744.6523709135436	554507.1535071617	20380386.987125	4421.284725783708	5078.104606860786	5.864437	286.5737	0.4382382200831618	0.1976901271131485	-0.0216640081	0.0176662756	-0.0679674294	0.0126680813	-0.0114608117	-0.0080040431	0.0197418409	-0.0093812301	0.0077558023	-0.0300804025	-0.0076510871	0.0178068763	0.0301652645	-0.1239905631	0.0492637035	-0.0332898578	0.0701642661	-0.0423323373	-0.0042868335	0.0166884058	-0.0254877817	0.0027509275	-0.0055926101	0.0115228236	-0.0347616414	0.0038449898	-0.0054092772	0.0267488625	-0.0046103235	0.0460351067	-0.0043346393	0.0174705103	-0.0210014565	-0.0027080201	0.1121489578	0.1121325392	0.1121051767	0.0	1.5572078710557946	0.0732230835384231	0.0053616199628748	2.42489635367812	-0.848019170625335	0.1325984805659885	0.7191365137480811	0.0175823570484088	0.5790959717846249	0.0740281753995049	0.3353521445371791	0.0054801707529798	-0.0529356017044873	-0.0013193244919985	1.740617115187103e-06	0.0028021779278161	-0.0163861315226718	-0.0005667041741703	0.0002685053062782	3.211536210220428e-07	0.0410814755235072	0.0012817409454161	0.0016876876311885	1.6428598511561657e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4588.184161851319	9.106059155365074	21051433.90306329	82.92031334100808	4468.354125087701	37.78995713909808	1428.0808605748698	19966188.58718827	4528.924712927726	14.460515802556984	209.10651727600023	20511159.05536749	4441.433946634268	5141.379452248717	0.583067	28.492374	0.1587897547059287	0.1085267751194025	-0.0416733856	0.0444665824	-0.0084557577	0.0269253294	0.0246774048	-0.0205247262	0.007109705	-0.0232103651	0.0144111221	-0.0151586642	-0.0192260938	0.0294050579	0.0323126132	-0.124613418	0.0546591595	-0.0339798666	0.0638309345	-0.0561989182	-0.0031938133	0.0162657744	-0.0273896799	-0.0026339562	0.0350125415	-0.0116904653	-0.0420684009	-0.0219769705	-0.014340566	-0.0091300833	-0.0136361642	-0.0244550825	-0.0019529974	-0.0210246263	0.0076278746	-0.0082136218	0.1121051767	0.1119574576	0.1117114032	0.0	1.5391603045897997	-0.0180475664659949	0.0003257146553445	2.369014443224965	-0.8549812607326572	-0.0069620901073221	0.7309929562040041	4.847069866247341e-05	0.6408170616325464	0.0617210898479214	0.4106465064793707	0.0038094929320151	-0.0542696139351572	-0.0013340122306699	1.7795886315768888e-06	0.002945190996671	-0.016470048722964	-8.391720029219882e-05	0.0002712625049368	7.042096504881014e-09	0.0410582247887755	-2.3250734731701528e-05	0.0016857778228056	5.405966655639517e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4540.199412693118	-47.98474915820134	20613410.70701893	2302.536151775504	4412.157851728421	-56.19627335927999	3158.0211394709213	19467136.90856875	4509.611751810019	-19.312961117707346	372.9904671340757	20336598.15206303	4420.101509143779	5037.935646870415	0.456562	22.31053	0.1808114109905941	0.116266998118393	-0.0183490045	0.0038125525	-0.012474085	0.0212242294	0.0178577915	-0.0041114202	0.0179917612	-0.0065176044	0.0070871584	-0.0276949049	-0.0082076675	0.0189181457	0.0323874152	-0.1285348586	0.0619444648	-0.0285298294	0.0707541484	-0.0476217552	-0.0118045086	0.0163787756	-0.0311227357	-0.009314033	0.0126162307	0.0041520046	-0.0422204643	-0.0104499794	-0.0203647488	0.0221798471	-0.0113397847	0.004814426	-0.0011957667	0.0126490862	-0.0043565149	-0.0270573128	0.1120176316	0.1116075676	0.1109252393	0.0	1.5424575158635605	0.0032972112737608	1.087160218381541e-05	2.379175188243986	-0.8892808315721936	-0.0342995708395363	0.7908203974017322	0.0011764605597763	0.6833667286367984	0.042549667004252	0.4669900858077596	0.0018104741621727	-0.056068704101989	-0.0017990901668317	3.2367254283908547e-06	0.0031436995796763	-0.0165861117011345	-0.0001160629781704	0.0002750991013625	1.3470614901805861e-08	0.0409600786963169	-9.814609245860362e-05	0.0016777280468084	9.632655464892771e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4548.36138869477	8.161976001651965	20687591.32216941	66.6178522515426	4402.6369384469335	-9.520913281487084	90.64778971359712	19383212.01177739	4517.118880252502	7.507128442483008	56.35697745193736	20404362.97833362	4422.952903301685	5084.249706810501	0.440241	21.512962	0.1732919060019661	0.1023091937263562	-0.0323581541	0.0090681177	-0.0303447149	0.0301273386	0.011502873	-0.0147706023	0.0432988563	-0.0137496818	-0.0156645358	-0.0266019028	-0.0224410689	0.0304830482	0.0198736898	-0.1222752878	0.0525169496	-0.0280325143	0.0561107031	-0.0619725055	-0.0035690227	0.0151422303	-0.0379063601	-0.0069622	0.0370251446	-0.012948982	-0.0264705142	-0.0100556217	-0.0074869309	-0.0117650365	0.0095383752	-0.0432744183	0.009844002	-0.0304710272	0.0296184835	-0.0031537324	0.1118863567	0.1110834157	0.1097494464	0.0	1.583568213774086	0.0411106979105255	0.0016900894826904	2.507688287675649	-0.89443836161783	-0.0051575300456363	0.800019982733588	2.660011617164168e-05	0.668531783098274	-0.0148349455385243	0.4469347450125576	0.0002200756091309	-0.0547982024450823	0.0012705016569066	1.61417446020266e-06	0.0030028429912122	-0.0161456961588779	0.0004404155422565	0.0002606835044548	1.9396584986117227e-07	0.0414929361472992	0.0005328574509823	0.0017216637501238	2.839370630673593e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4539.98595080454	-8.375437890229477	20611472.433502603	70.1479598530916	4404.596488285991	1.9595498390572172	3.839835571749167	19400470.22462128	4507.264661356746	-9.854218895756276	97.10563004548004	20315434.72751534	4412.938105347868	5052.832007961628	0.430671	21.04533	0.1376164855164289	0.0930437081852637	-0.0182239919	0.0064159361	-0.0200004324	0.0192268748	0.0294125165	-0.0029497632	0.0288185693	-0.0015940476	-0.0058334546	-0.0307347499	-0.0098441833	0.0183862263	0.0290930885	-0.127554818	0.0591122407	-0.0272907732	0.0665159278	-0.0508221552	0.0036826942	0.0093539588	-0.0340727722	-0.01105107	0.0066940577	0.0028035745	-0.0506081759	-0.004164503	-0.0273822365	0.0120986954	-0.0051022454	0.0076967139	0.0009389159	-0.0079641934	0.0059185459	-0.0178939904	0.1117114032	0.1103858203	0.1081881546	0.0	1.5838407783099626	0.0002725645358765	7.429142621759393e-08	2.5085516110375083	-0.9730318755892142	-0.0785935139713842	0.946791030912664	0.0061769404383701	0.6475562566306508	-0.0209755264676232	0.4193291055015012	0.0004399727105939	-0.0541998524331597	0.0005983500119225	3.580227367677747e-07	0.0029376240037762	-0.0161921037641541	-4.6407605276199e-05	0.0002621842243091	2.1536658274714924e-09	0.0413821961536671	-0.000110739993632	0.0017124861585005	1.2263346189637285e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4559.126904889648	19.14095408510821	20785638.134888664	366.3761232882205	4412.755955075755	8.159466789764338	66.57689829326715	19472415.119056538	4520.951456098414	13.686794741668564	187.32835030056623	20439002.06839837	4420.489372550667	5126.840859421215	0.432991	21.158697	0.1504531258788238	0.086069001295511	-0.0373325136	0.0094816545	-0.0371748226	0.0341121312	0.0404135802	-0.0141023229	0.0291232546	-0.0104002798	-5.2801e-06	-0.0420474849	-0.0230381596	0.031650892	0.0265430203	-0.125125117	0.0518703485	-0.0373404852	0.0566515411	-0.0605833127	-0.0112909615	0.0188150241	-0.0292051695	-0.002711424	0.0323198277	-0.0024964872	-0.0455534811	0.005901641	-0.0124113175	-0.0191197409	-0.0043674924	-0.0261348958	0.0129538603	-0.014602392	0.0260013012	0.0157040025	0.1114928394	0.1095158704	0.106246848	0.0	1.585764398435856	0.0019236201258934	3.7003143887422233e-06	2.5146487273466325	-0.9528351254560476	0.0201967501331665	0.907894776302842	0.0004079087159415	0.6221844437933868	-0.0253718128372639	0.387113482098486	0.0006437288866491	-0.0556181125963907	-0.0014182601632309	2.0114618906080106e-06	0.0030933744487847	-0.016730308271218	-0.0005382045070638	0.0002799032148499	2.8966409142389375e-07	0.041279441968312	-0.0001027541853551	0.0017039923292152	1.0558422607990831e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4513.0153171087095	-46.11158778093886	20367307.252457827	2126.27852767923	4359.856297761491	-52.899657314264005	2798.373743966565	19008346.937130537	4501.678493629155	-19.27296246925925	371.4470823414758	20265109.260003258	4405.571764017081	5023.290872331803	0.471348	23.033062	0.0851815753778603	0.048837819440202	-0.0129555328	-0.0136455931	-0.0290079364	0.0209172453	-0.0087404198	0.0016680175	0.0321536184	0.0036901098	-0.0045059062	-0.0388244233	-0.0102010383	0.0176844187	0.0297740071	-0.1290124052	0.0616519784	-0.0289454081	0.0706641035	-0.0565659094	-0.0052901114	0.0088698478	-0.0357574914	-0.0065024947	0.0115940766	-0.0008028715	-0.0568480644	-0.0008519976	-0.0205090856	0.0128231209	-0.0180978683	0.006021567	-0.0037778084	-0.0051865242	0.0085569211	-0.0104894143	0.1112307506	0.1084749246	0.1039323455	0.0	1.591769270851671	0.006004872415815	3.60584927302164e-05	2.5337294116276605	-0.9698323923785352	-0.0169972669224875	0.9405748693066732	0.0002889070828342	0.6571967507387342	0.0350123069453474	0.4319075691815499	0.0012258616376352	-0.0556588422277346	-4.0729631343904005e-05	1.6589028694103272e-09	0.0030979067181318	-0.0167473868106038	-1.7078539385800146e-05	0.0002804749649839	2.916765075523268e-10	0.0417649763794665	0.0004855344111545	0.0017443132519773	2.357436644151491e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4569.127197804376	56.111880695666514	20876923.34971567	3148.5431552047125	4427.049929128109	67.19363136661832	4514.984096232994	19598771.0749932	4526.909419190447	25.23092556129177	636.5996046794464	20492908.88955519	4430.412082672119	5136.084694011965	0.504407	24.648531	0.063009493273018	0.0300120548498312	-0.0388529171	0.0247533349	-0.0291303623	0.0381788044	0.0226522067	-0.0202010914	-0.0003774793	-0.0184324529	0.0233624717	-0.0196592727	-0.0237055799	0.0321747149	0.0214548667	-0.1214055089	0.049192252	-0.036139852	0.0612404998	-0.065482258	-0.0077701735	0.0127782623	-0.0402136803	-0.0015479178	0.0364162342	-0.0041047208	-0.0496579879	0.0054751812	-0.0090896429	-0.0222057129	-0.0132737314	-0.0349535514	0.0029616235	-0.0153621678	0.0267624518	0.0237011086	0.1109252393	0.107264608	0.1012527768	0.0	1.5890927566908886	-0.0026765141607825	7.163728052869342e-06	2.525215789367448	-0.9896876727799508	-0.0198552804014155	0.9794816896525952	0.0003942321598188	0.6395081201322341	-0.0176886306065	0.408970635715064	0.0003128876527332	-0.0556884446179755	-2.9602390240898724e-05	8.76301507974456e-10	0.0031012028639693	-0.0169664494778853	-0.0002190626672814	0.0002878604078856	4.7988452196485145e-08	0.0415578600749025	-0.0002071163045639	0.0017270557340051	4.2897163616247306e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4529.698304446654	-39.42889335772179	20518166.72930689	1554.6376314145975	4393.628949359782	-33.420979768327015	1116.9618886749238	19303975.344652344	4504.132035026395	-22.77738416405191	518.8092293568027	20287205.38895101	4408.925974858272	5051.748437794332	0.465257	22.735418	0.0974401912154585	0.0492615700792383	-0.0163492302	0.0017535507	-0.0195670102	0.0050174984	0.0248084313	-0.0028672335	0.0310054524	-0.0016087147	-0.0099806329	-0.0373058617	-0.0087590827	0.0173555614	0.0268082435	-0.1315914818	0.0620812078	-0.0270350996	0.0661010757	-0.0556088297	-0.0021390446	0.013734375	-0.0403520288	-0.0149074647	0.003246679	0.0043755733	-0.0628642773	0.001113719	-0.0363174704	0.012015343	-0.0108122028	-0.0131513591	0.0300247712	-0.0156430341	0.0323354179	-0.033598951	0.1105764245	0.1058868105	0.098217554	0.0	1.6280431118863845	0.0389503551954959	0.0015171301698552	2.6505243741607027	-1.002954260763559	-0.0132665879836082	1.0059172491837771	0.0001760023567268	0.6208340392144294	-0.0186740809178047	0.3854349042473036	0.0003487212981247	-0.0559775636093414	-0.0002891189913658	8.358979116843366e-08	0.0031334876276378	-0.0170210489349753	-5.459945709000019e-05	0.0002897161068468	2.981100714522772e-09	0.0417451249688176	0.000187264893915	0.0017426554586621	3.5068140493031487e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
