global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48
5736.580414114842	n/a	n/a	32908354.84760601	7095.647851286635	n/a	50348218.42946864	n/a	4908.194407854893	n/a	24090372.345298044	n/a	5037.493360731337	3991.066822605062	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.075447528841309	n/a	0.0056923296082601	n/a	0.0333961237209905	n/a	n/a	0.0011153010795877	-0.1358192845214461	n/a	0.0184468780479175	n/a	0.0142664877136362	n/a	0.0002035326716833	n/a	0.0002689866736038	n/a	7.235383057643724e-08	n/a	-3.918782599338956e-06	n/a	n/a	1.5356857060881786e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4414.237469363322	-1322.34294475152	1748590.8635341215	19485492.435931105	4853.182784085893	-2242.465067200742	23553383.1357477	5028649.577615628	4190.718129870195	-717.4762779846978	17562118.44402275	514772.2094707754	4089.111260534216	2989.5414950289246	11.069935	322.633545	0.6731012683235715	0.5583301086334372	-0.0187228572	-0.0127388055	0.0323502934	-0.0371872866	0.0340223354	0.0592790252	-0.0697302962	-0.028250925	0.0026899816	-0.1564504436	-0.0067736133	-0.0192840837	0.0309316521	-0.0205063685	0.0260277971	0.0210229157	-0.0481084683	-0.0240367097	-0.0794942518	0.0254042009	-0.0184649986	0.001377744	-0.0299906129	0.0068589571	-0.0060978445	0.0227150384	-0.0161134723	0.0194747967	-0.0141155946	0.0077700028	-0.0228077282	0.0250181243	-0.0046211177	0.0122755812	-0.0202980464	0.001562659	-0.0626557513	0.0504910239	-0.1207388072	0.040733619	-0.0282542731	0.1121489578	0.1121325392	0.1121051767	0.0	0.1078071153024211	0.0323595864611121	0.0116223741098295	0.0010471428359341	0.0665209545347238	0.0331248308137333	0.0010972544164384	0.0044250373922107	-0.0234211868672389	0.1123980976542071	0.0005485519942701	0.0126333323562846	0.0052060198126934	-0.0090604679009428	2.710264229015622e-05	8.209207858401484e-05	2.994122492161466e-06	-0.0002659925511116	8.96476949806719e-12	7.075203724687765e-08	0.0005739958332366	0.0005779146158359	3.33985303196801e-07	3.294712165729788e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4391.171015796787	-23.06645356653462	532.0612801370977	19282382.88997379	4876.88272077485	23.699936688956768	23783985.072192304	561.6869990605591	4196.057782471334	5.3396526011383685	17606900.913838245	28.511889900843745	4110.739532018591	2905.2314608318657	0.7824499999999999	22.804537	0.1262690129456709	0.0931379333043579	-0.002809511	-0.0596330443	0.0179004318	-0.0636035655	0.0853403134	0.0461308183	-0.0078487084	-0.0566820778	0.0377923615	0.0437131647	0.0003217385	0.0244091071	0.0171185774	0.0008355228	-0.0148443515	0.03239298	-0.0518200057	-0.0228442121	-0.0766603432	0.0190836939	-0.0170376714	0.0145225172	-0.0144069892	0.0115767612	0.0065127989	0.0306324499	0.001278287	0.050015112	0.0001804025	-0.0120592795	0.0102687352	0.0296502185	-0.048054305	0.0084748363	-0.0106074618	0.0292293753	-0.0436694138	0.0237818716	-0.0708232549	0.0053214088	-0.0033572944	0.1121051767	0.1119574576	0.1117114032	0.0	0.1078373009729034	3.01856704822967e-05	0.0116288834811205	9.111747024657983e-10	0.0646710412432725	-0.0018499132914513	3.4221791858881905e-06	0.004182343575489	0.0466585444090554	0.0700797312762943	0.0021770197663717	0.0049111687357576	0.004640165981112	-0.0005658538315813	2.1531140332269088e-05	3.201905587153513e-07	-0.0005081489516089	-0.000511143074101	2.582153570212242e-07	2.612672422014832e-07	0.000583182581703	9.186748466399972e-06	8.439634738490224e-11	3.401019236017763e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4389.579097553759	-1.591918243027976	2.5342036924852787	19268404.65368088	4857.743341995498	-19.139378779352228	23597670.376701582	366.3158200595184	4190.264264878068	-5.793517593265278	17558314.60951414	33.5648461034743	4105.229810248481	2957.8249342308613	0.646138	18.831717	0.0298913045294654	0.0142099581154173	-0.0177994191	-0.0604506429	0.103709904	-0.0389454246	-0.0716261256	0.0377908189	0.0191007797	-0.0585902616	0.0071193443	-0.0106432562	-0.0151815781	0.0094006616	0.0202885374	-0.0115732272	-0.0148566477	0.0267976962	-0.0488149919	-0.0239273216	-0.0788573689	0.0252857224	-0.0178722999	0.0110776997	-0.0185016692	0.0112436668	0.0084922942	0.0307495646	-0.0047248567	0.0482076828	-0.0050719187	-0.0127612497	0.0005759462	0.0200856426	-0.006702322	0.0076147058	-0.0119429196	0.0202580494	-0.0280732168	0.0131775075	-0.109908503	0.0231066699	-0.0233881243	0.1120176316	0.1116075676	0.1109252393	0.0	0.1007055518187627	-0.0071317491541406	0.0101416081671214	5.086184599758649e-05	0.0741317284159492	0.0094606871726767	8.950460177924948e-05	0.005495513157936	0.0468421016084334	0.000183557199378	0.0021941824830947	3.3693245443495246e-08	0.0046857311218589	4.556514074690026e-05	2.1956076146357067e-05	2.0761820512848303e-09	-0.0006680039129458	-0.0001598549613369	4.462292277109e-07	2.55536086640218e-08	0.0006400686996846	5.688611798159999e-05	3.236030419016514e-09	4.0968794031593466e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4380.017512091565	-9.561585462194673	91.42391655085248	19184553.40622878	4844.396716101695	-13.346625893802411	23468179.54297689	178.132422749117	4191.42505829094	1.1607934128714987	17568044.01926921	1.3474413473658615	4107.728482846861	2954.3925656705096	0.608403	17.731913	0.0455945448819964	0.0233514240758836	-0.0080931374	-0.0386904204	0.0257654806	-0.0287119379	0.0795936902	-0.0013792265	0.0305682624	-0.0347741801	0.0168334439	-0.079612406	-0.006296328	0.0263917032	0.0277726819	-0.0024693316	-0.0263000857	0.0342199966	-0.0434940207	-0.0244482679	-0.0753784966	0.0209983986	-0.0169643241	0.0161422862	-0.0147754621	0.0117285965	-0.001852467	0.0299769966	-0.0025740443	0.0407571078	0.0045999449	-0.0006205257	-0.0008593112	0.0213649795	-0.0342055292	0.0040565345	-0.0259667785	0.0384574002	-0.051748831	0.0421266372	-0.0813507005	0.0014280885	-0.0344907886	0.1118863567	0.1110834157	0.1097494464	0.0	0.0943175156322979	-0.0063880361864648	0.0088957937550487	4.080700631958376e-05	0.0669764661740828	-0.0071552622418663	5.119777774987894e-05	0.004485847021168	0.0254513600253432	-0.0213907415830902	0.0006477717271396	0.0004575638254745	0.0045811934180959	-0.000104537703763	2.0987333134005195e-05	1.092813150804078e-08	-0.0005765771328032	9.142678014260009e-05	3.324411900715589e-07	8.35885612724333e-09	0.0006228230861787	-1.7245613505899988e-05	2.9741118519488005e-10	3.879085966771604e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4374.048699784344	-5.968812307221015	35.626720358833055	19132302.02808511	4842.794720493467	-1.601995608228208	23452660.7048394	2.5663899287824656	4190.471385078528	-0.9536732124115588	17560050.42916196	0.909492596071382	4101.971807635272	2904.3608985399223	0.532381	15.516263	0.0838258472426504	0.0513986277495896	-0.0027956787	-0.0554223475	0.0339006596	-0.0497221276	0.0371176045	-0.0057009124	-0.0220231619	-0.0273358732	0.0162400536	0.0707706301	-0.011718296	0.0142441569	0.0180679941	-0.0092296931	-0.0172997418	0.0196547458	-0.0349576975	-0.022337487	-0.072060311	0.0218875669	-0.0188045929	0.0108069843	-0.014132126	0.0040676864	0.0054414982	0.0272479968	-0.0004021011	0.0436905852	-0.0007588042	-0.014129834	-0.0051493625	0.017623294	-0.0203828562	0.0016626588	-0.0248245197	0.0312287445	-0.036365338	0.0291365897	-0.0659955539	-0.0059515158	-0.0058479569	0.1117114032	0.1103858203	0.1081881546	0.0	0.0856778398133002	-0.0086396758189977	0.0073406922350735	7.464399825737362e-05	0.0551847278753427	-0.0117917382987401	0.0001390450921059	0.0030453541906756	0.0620825100119759	0.0366311499866327	0.003854238049387	0.0013418411493431	0.0042301356802451	-0.0003510577378507	1.7894047873282675e-05	1.232415353049208e-07	-0.0005520224644273	2.4554668375899964e-05	3.047288012323897e-07	6.029317390504218e-10	0.0004631698296398	-0.0001596532565389	2.5489162323475827e-08	2.1452629108856134e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4378.33328503734	4.284585252996294	18.35767079019332	19169802.354865864	4835.879647637491	-6.915072855976177	23385731.966434505	47.818232603458526	4190.857007403706	0.3856223251777919	17563282.456504747	0.1487045776755267	4101.916186071326	2950.6071775537885	0.642205	18.717077	0.0652420249101227	0.0375093168130045	-0.0177089078	-0.039925317	0.1018517546	-0.0533892041	-0.1139701835	-0.0008412466	0.036772887	-0.0140794898	-0.0048156631	-0.0821658999	-0.0141743682	0.0106684979	0.0133887605	-0.0159344846	-0.0114141291	0.0200859335	-0.0515163868	-0.0208761235	-0.0717930557	0.0191395533	-0.0148066888	0.0084230969	-0.0067677608	0.0045845257	0.0059483809	0.0198652531	-0.0034573481	0.0385476036	-0.01022069	-0.0112607399	0.0095911403	0.0193185159	-0.0174019203	0.0090934361	-0.0011715008	0.0131510601	-0.0027302144	-0.0120691375	-0.1157843122	0.0618401014	-0.027044459	0.1114928394	0.1095158704	0.106246848	0.0	0.0790354763603602	-0.00664236345294	0.006246606523509	4.412099224095304e-05	0.031232422926223	-0.0239523049491196	0.0005737129123756	0.0009754642418424	0.0839211784307139	0.0218386684187379	0.0070427641891997	0.0004769274383035	0.0040651288178615	-0.0001650068623835	1.6525272305808038e-05	2.722726463368029e-08	-0.000577194617658	-2.51721532307e-05	3.331536266533648e-07	6.336372982698406e-10	0.0003971750834676	-6.599474617219997e-05	4.355306522333103e-09	1.5774804692749504e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4389.276970403945	10.943685366604768	119.76424940323932	19265752.32291843	4863.828156724488	27.94850908699664	23656824.338145927	781.1191601859337	4194.522101981387	3.665094577680975	17594015.664010353	13.432918263346483	4105.847297724971	2916.205323260513	0.672817	19.609274	0.0281340103822608	0.0163970739796488	-0.000525954	-0.0370804758	-0.0047394678	-0.0256365874	0.0916697838	0.0223468302	0.031715221	-0.0321662813	-0.0058977656	-0.0688038077	-0.0021424749	0.0158452666	0.0170702583	-0.0011590527	-0.0210334596	0.014866494	-0.0490722154	-0.0229871862	-0.0693404941	0.0206727717	-0.0124206357	0.0097994712	-0.0158057512	0.000908823	0.00894907	0.0319926457	-0.0047345711	0.0426448744	-0.0008922767	0.0018993165	-0.0049884825	0.0104640562	-0.0132860181	0.0093377662	-0.0250980662	0.0102133271	-0.0388371503	0.0333798052	-0.0612626458	0.0102552505	0.0023126784	0.1112307506	0.1084749246	0.1039323455	0.0	0.0794838434908911	0.0004483671305309	0.0063176813760844	2.010330837405226e-07	0.021447553699545	-0.009784869226678	9.574366578319014e-05	0.0004599975596948	0.0840571267451508	0.0001359483144369	0.0070656005566503	1.8481944198235298e-08	0.0042755879098996	0.000210459092038	1.828065197527963e-05	4.429302942150139e-08	-0.0005383794669797	3.881515067830001e-05	2.898524504653459e-07	1.5066159221791336e-09	0.0002911528119717	-0.0001060222714959	1.1240722053150337e-08	8.476995991902808e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4390.211418927294	0.9344485233496016	0.8731940427902509	19273956.302879605	4872.399109921213	8.570953196724986	23740273.086361025	73.46123870045025	4196.225168942789	1.7030669614023282	17608305.66846894	2.900437075020159	4109.783445457176	2942.699811024737	0.599603	17.475437	0.0151043375858112	0.0083797797279832	-0.0091150183	-0.0493274306	0.0340077357	-0.0302974063	0.0317158268	0.0279836299	-0.0284784593	-0.0542692849	0.0367057322	0.1129910238	0.0062882578	0.016929724	0.0385272313	0.0067954959	-0.0125193307	0.0398831724	-0.0346404834	-0.0223177468	-0.0720958863	0.0178751843	-0.0157423974	0.010096602	-0.0097300292	0.00840503	0.0052503264	0.0149730556	-0.0020007929	0.0260929113	0.0058162903	0.0025377636	0.0097814285	0.017284137	-0.044829844	0.0100648175	-0.0241504905	0.038145724	-0.0423566546	0.0233312327	-0.1068286117	0.0327744266	-0.0270449496	0.1109252393	0.107264608	0.1012527768	0.0	0.0794533857825996	-3.04577082915064e-05	0.0063128405123186	9.276719943704977e-10	0.0268590231989804	0.0054114694994354	2.9284002143319637e-05	0.0007214071272033	0.0842135704180151	0.0001564436728642	0.0070919254425499	2.4474622779271543e-08	0.004256061649599	-1.9526260300600264e-05	1.811406076518736e-05	3.812748413267979e-10	-0.0004320188666049	0.0001063606003748	1.8664030110258238e-07	1.1312577312087909e-08	0.0002269203385427	-6.423247342899997e-05	4.125810642807187e-09	5.1492840044333584e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4390.930621676463	0.7192027491682893	0.5172525944112253	19280271.724376045	4846.433130986273	-25.96597893493981	23487914.09312141	674.232062049738	4198.725236444202	2.500067501412559	17629293.61115342	6.250337511619236	4114.371378354673	2949.809537302606	0.683941	19.933477	0.0756777318265317	0.0328540797677839	-0.0098353072	-0.047636144	0.0870973535	-0.0218456704	-0.0678735841	-0.0093372719	0.0319563573	-0.0301884633	0.0225235008	-0.0567415455	0.0112434527	0.0106636991	0.0307704145	0.0127853675	-0.0125033987	0.0223154035	-0.0387774758	-0.0215978533	-0.0591705205	0.0279953923	-0.0222520911	0.0077653456	-0.0179216539	-0.0131537467	0.0091515147	0.0463575036	-0.0051884172	0.0453119505	0.0096846485	-0.0035724295	-0.0271655198	-0.0164166173	0.018114945	0.0063263401	-0.0415853077	0.0484070625	-0.0013018863	-0.0248872592	-0.0236998403	-0.0420383792	-0.0082130945	0.1105764245	0.1058868105	0.098217554	0.0	0.0625637956676996	-0.0168895901149	0.0039142285283496	0.0002852582542493	0.0267317979917436	-0.0001272252072368	1.6186253356447288e-08	0.0007145890238713	0.0618791427783378	-0.0223344276396772	0.0038290283109819	0.0004988266579919	0.0039210289567381	-0.0003350326928608	1.5374468079578673e-05	1.1224690528562589e-07	-0.0006568833828335	-0.0002248645162285	4.314957786427825e-07	5.0564050658722314e-08	6.028777033784605e-05	-0.0001666325682048	2.7766412786545303e-08	3.63461525230887e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
