global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
6033.996458878913	n/a	n/a	36409113.26576325	6588.780193564333	n/a	n/a	43412024.439105645	5165.248262906036	n/a	n/a	26679789.61745382	5397.3078398883645	4865.244855202919	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-2.8421709430404014e-14	n/a	8.077935669463164e-28	n/a	-0.0353176831392119	n/a	n/a	0.0012473387423217	0.1944984908449782	n/a	n/a	0.037829662940974	-0.0008089999213365	n/a	6.544808727224631e-07	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0
4758.817814244803	-1275.178644634109	1626080.575730884	22646346.989173688	3823.205576578776	-2765.574616985557	7648402.96211481	14616900.88078305	4431.843977038987	-733.4042858670491	537881.8465281563	19641241.036816742	4366.536430986279	3532.5704486310974	17.737176	279.415833	0.3532281790349807	0.1977481911920577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0020407329254652	0.0020407329254936	4.1645908730777535e-06	4.164590873193756e-06	0.1107590696774281	0.14607675281664	0.0213384177134537	0.0122675715158093	0.0629543306834961	-0.1315441601614821	0.0173038660725896	0.0039632477518069	-0.0013999420137563	-0.0005909420924198	1.9598376418800447e-06	3.492125565934916e-07	-0.0001630025596894	-0.0001630025596894	2.6569834465296413e-08	2.6569834465296413e-08	0.0007173860105181	0.0007173860105181	5.146426880870756e-07	5.146426880870756e-07	1.0	0.0
4713.164618626078	-45.65319561872548	2084.214270201615	22213920.7222687	3965.299071888865	142.0934953100891	20190.56140943832	15723596.729522694	4426.329302654174	-5.514674384812679	30.4116335705091	19592391.095534988	4378.125302759161	3513.534331266545	1.362467	21.463097	0.1547215427001318	0.0810472720555682	-0.0002402527	0.0864547732	-0.0335591715	0.0382999562	-0.0227433409	0.1106571724	0.1148377522	-0.0525031723	0.0172294209	-0.190911057	0.4625892411	-0.0957370284	-0.0209810312	0.048427984	-0.0431681532	0.1374483354	-0.1171475718	0.0648888786	-0.0365381317	0.0376218396	-0.0534336999	0.0979785643	-0.0316129053	0.113020982	-0.0557497206	0.0474604907	-0.029082413	0.0855492939	-0.1305553574	-0.0531855475	0.0284696794	-0.0336861821	0.0927514363	-0.0809527818	0.1697193538	-0.0172457549	0.0003374231	-0.0256075081	0.0209384361	-0.1626566521	0.2290666319	-0.1403659559	0.1800594807	-0.1920915786	0.0568064141	-0.1866799326	0.1017770985	-0.0524457807	0.0380653959	-0.0771254919	0.1224430396	-0.0422686371	0.0243679424	-0.076133489	0.0418417693	-0.0597725134	0.0414035021	-0.129629331	0.0675639833	-0.0431946312	0.1082524183	-0.2057597475	0.057694375	-0.1211666613	0.0399894341	0.1070859968	-0.0991736338	0.11250323	0.1124865505	0.112458753	0.0	0.0	-0.0002482418066449	-0.0022889747321101	6.16239945663239e-08	5.239405324238504e-06	0.1309750243002838	0.0202159546228556	0.0004086848213133	0.0171544569904599	0.109139141831875	0.0461848111483789	0.0021330367808114	0.0119113522797981	-0.0017900013557834	-0.000390059342027	3.20410485370641e-06	1.521462903026141e-07	-0.0007749996261654	-0.000611997066476	6.006244205565097e-07	3.745404093752296e-07	-1.1936249145433168e-06	-0.0007185796354326	5.163566924585107e-07	1.4247404366185404e-12	0.0	0.0
4698.543788895555	-14.620829730522928	213.76866200894315	22076313.736168995	3884.7994019308207	-80.49966995804425	6480.196863354052	15091666.393242065	4419.484322515663	-6.844980138511346	46.8537530966148	19531841.676961727	4362.057699724382	3483.854553947764	0.843711	13.291085	0.0594961544504083	0.0320653551299654	0.0185447373	-0.0089965934	0.1518911608	0.0031066361	0.0117678735	-0.0267578252	-0.0111384716	0.0974772232	-0.0756349667	0.0680819679	0.0385071562	-0.0571691377	0.0187043359	0.1441212757	-0.0334837274	0.1124717809	-0.089983238	0.0323479342	0.0360674703	0.0144150609	-0.1178177433	-0.002521097	-0.0941177677	0.0782575659	-0.0624355993	-0.033950676	0.0871271165	0.0093082736	-0.0327177898	-0.07235911	0.1152305346	-0.0424318245	-0.0079978383	-0.0621445425	0.0992479107	-0.154720879	-0.0194361608	-0.0087371511	-0.0074597273	-0.0448991152	-0.0355554402	-0.0390084574	0.1411185275	-0.1911116306	0.0213421169	-0.1970929807	0.0938436751	-0.0526088917	0.0029111682	-0.0415503058	0.150331563	0.0330582093	0.0675230971	0.0607152495	0.1176906813	0.1398826372	0.0004496871	-0.0337701713	0.1317632444	-0.1010293677	-0.046975538	-0.1155365881	-0.1210345474	-0.0014409434	0.0189293785	0.0360277011	0.0073134546	0.112458753	0.1123086861	0.112058723	0.0	0.0	-0.0089027132069787	-0.0086544714003338	7.925830244571296e-05	7.489987521919568e-05	0.1327359316361906	0.0017609073359068	3.1007946456504133e-06	0.0176188275473274	0.1272211435871639	0.0180820017552889	0.0003269587874782	0.0161852193756257	-0.00209497016148	-0.0003049688056966	4.388899977491538e-06	9.30059724480107e-08	-0.0005581018857561	0.0002168977404093	3.1147771488451484e-07	4.70446297946601e-08	9.691530815713344e-05	9.810893307167676e-05	9.625362748462749e-09	9.392576955192137e-09	0.0	0.0
4694.758043073426	-3.7857458221287743	14.331871429765467	22040753.083002623	3869.441780372902	-15.35762155791872	235.8565399162498	14972579.691695414	4417.551987210333	-1.932335305329616	3.7339197322233	19514765.559705965	4359.2262774627225	3468.391204140404	0.809349	12.749778	0.0722662102853695	0.0348898118804128	0.041190079	-0.0435158515	-0.0624107885	-0.1521719091	0.1369141848	-0.0505171333	0.0119266	0.0435125573	0.1399571712	-0.0402871547	0.014451365	-0.0366592699	-0.0016300457	0.1153220799	-0.0158869382	0.0913672357	-0.0762050012	0.0625775228	0.002068401	0.0621453132	-0.0266357721	-0.0410148453	0.0057339093	0.0975655428	-0.2153285309	-0.0663847452	0.0091585085	0.0049343556	-0.0112253502	-0.0694373545	0.0695423368	-0.0204228963	-0.0430281489	-0.1450664838	0.1129571503	-0.0173202432	0.0814427235	0.0114406277	0.0317698329	0.0552011347	0.0264743219	-0.0852035992	0.0458551609	-0.1865914763	0.0281732434	-0.1710291639	0.0791029117	-0.0936538147	0.0888901338	-0.011607677	0.0703029843	0.1479257846	0.0071840131	0.0232826759	-0.0311386801	0.0211007578	0.0496241782	-0.0908270197	0.0941895858	-0.042108308	0.0610021563	-0.0260706089	-0.07864201	-0.1168776366	0.0176892487	0.0257018995	-0.0159424965	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	-0.0001234150406901	0.0087792981662885	1.523127226853904e-08	7.707607629259836e-05	0.1166019057656342	-0.0161340258705564	0.0002603067907917	0.0135960044281778	0.1302628532916969	0.0030417097045329	9.251997926650176e-06	0.0169684109476941	-0.0024610027092301	-0.00036603254775	6.056534334837892e-06	1.33979826012429e-07	-0.0001379960142842	0.0004201058714718	1.904289995832513e-08	1.7648894324516455e-07	-3.1698035006975326e-06	-0.0001000851116578	1.0017029575560491e-08	1.0047654233034332e-11	0.0	0.0
4693.41579238861	-1.342250684816463	1.801636900890264	22028151.8002428	3880.4217348451966	10.979954472294594	120.55940021366206	15057672.840259006	4422.146511108595	4.594523898262196	21.109649851702446	19555379.76570992	4361.029480290292	3472.444616522671	0.778463	12.263227	0.0827213680751544	0.0483062651692807	0.0578780584	0.0870277129	-0.119142281	0.0239502624	0.0193846431	-0.0443075397	0.1059729993	-0.0594693737	0.0600979021	0.0196773687	0.0425109495	-0.0422262817	-0.0978737382	0.0625392921	0.0432310211	0.1243381915	-0.1001415803	0.0712320404	-0.1514124061	0.0636240984	0.0044729344	-0.0080998641	0.0702406811	0.056936144	0.0525904016	-0.0283050409	-0.0109426517	-0.0886972464	-0.0068360374	-0.1192710544	-0.0337451073	0.0374250348	0.0972677844	-0.1121121635	0.139093689	0.0661326356	0.0310576654	0.043173561	-0.0554944647	-0.0093763964	0.0033269055	-0.0202145497	0.0175210022	-0.18746585	0.0051052368	-0.1077175909	0.0609921214	-0.1541783399	0.0922329674	-0.1053716995	0.0252057426	-0.0754505633	-0.0170834273	-0.012423927	0.0445772268	0.0312160012	0.0080686176	-0.0748917138	0.1725622946	-0.0722692314	-0.060730563	-0.1043984533	-0.1973648265	-0.0154982587	0.0296652366	0.0502096486	0.0360129494	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0068075222905292	0.0069309373312193	4.634235973605193e-05	4.803789228928931e-05	0.077884582385721	-0.0387173233799131	0.0014990311297047	0.0060660081733981	0.1213863612764498	-0.008876492015247	7.879211049674543e-05	0.0147346487039367	-0.0023459697666297	0.0001150329426003	5.50357414594061e-06	1.3232577883306874e-08	-0.0001959549170627	-5.79589027785e-05	3.8398329521049644e-08	3.3592344112876156e-09	0.0003877706580959	0.0003909404615965	1.5283444451336078e-07	1.5036608328012737e-07	0.0	0.0
4695.961894416683	2.5461020280736197	6.482635537360597	22052058.113813523	3866.147487310716	-14.274247534480764	203.7541426756302	14947096.39363896	4414.002780490451	-8.143730618144218	66.32034838089962	19483420.54617744	4355.988459708122	3479.2879411681624	0.963014	15.170481	0.1323518631051418	0.0615434375119234	0.0250500064	0.0759103819	0.0984593276	0.0815336061	0.0111543396	-0.082477039	0.0650591564	-0.1270281127	-0.0769057835	0.0197737513	-0.0474855093	0.0525578649	0.0055442851	0.0133944843	0.0279420205	0.0332224541	-0.0231086383	0.1833879449	0.118633407	0.126672268	0.0282898817	0.0451610737	0.0804367967	0.0084658124	-0.0086614192	-0.0276853765	0.166248568	0.0377404282	0.049502197	-0.0150072423	-0.0131353885	0.0192150243	0.1478915601	0.0010368948	0.1263809765	-0.051970386	0.0230523701	-0.0629685011	0.0466430066	0.1054243594	0.0259021616	0.0595889804	0.0984150349	-0.1533575237	0.0025965935	-0.1738831572	-0.0780219692	0.1559676769	-0.0194427222	-0.0560856809	0.0722799045	0.0250718959	-0.0951252157	-0.0627162918	0.0047452097	0.026030172	0.0776785323	-0.0965458382	0.2389738375	0.0309060768	0.1689360998	0.2056853159	-0.0387885137	-0.0272708638	0.0574847363	-0.1254844724	0.0969695446	0.112058723	0.1107121224	0.1084797619	0.0	0.0	-0.0162128954502094	-0.0230204177407386	0.0002628579788794	0.0005299396329581	0.041490568260059	-0.036394014125662	0.0013245242641788	0.0017214672545426	0.0997852494306386	-0.0216011118458112	0.0004666080329752	0.0099570960039347	-0.0027360221408568	-0.000390052374227	7.485817155258627e-06	1.5214085464019762e-07	-0.0001372398571826	5.871505988009999e-05	1.8834778399500448e-08	3.447458256723728e-09	-0.0001901882956555	-0.0005779589537514	3.340365522214129e-07	3.617158780434388e-08	0.0	0.0
4694.79007532583	-1.1718190908532051	1.3731599816880322	22041053.851377912	3885.76700582622	19.619518515504296	384.9255067802159	15099185.223567668	4408.640444941375	-5.362335549076306	28.754642540887488	19436110.572772883	4351.382629208638	3477.223036836987	0.84069	13.243487	0.1162900634899382	0.0639435752513788	0.0229402673	-0.0479816196	0.094748953	-0.1004281414	0.1316780431	-0.0374979683	-0.0829552261	0.0510818984	-0.0857580533	0.0111895516	0.0139364876	0.0806572381	0.039339788	0.0522472447	0.0824069487	0.0552022845	-0.0450308108	0.1520177651	0.1374609206	0.0644284441	0.0017408592	0.164704177	-0.0357996399	-0.1037955255	-0.0830251939	0.0420505573	0.0110525278	-0.0599894765	0.075572804	-0.0025210624	0.0812806793	0.0200629925	-0.0495159651	-0.0366425882	0.0904121236	-0.2035675673	0.0775610471	0.0301353972	0.0572542131	0.1413600951	0.0938001816	-0.0096104812	-0.0377242075	-0.1279627121	0.0044635645	-0.134958561	-0.0885080838	0.080298578	0.0362826496	0.035551666	0.0294220449	0.1443639797	0.004157264	0.0956910795	-0.0167642631	0.106212182	0.0433160789	-0.034742046	0.1077581603	-0.1188809559	0.0061582852	0.0778801834	0.0065104221	0.0439097408	-0.0186098631	-0.0613635678	0.0601086153	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	-0.0296853641218319	-0.0134724686716225	0.0008812208430457	0.0001815074121078	0.0787727092911438	0.0372821410310848	0.0013899580398616	0.006205139729067	0.1351295312643401	0.0353442818337015	0.0012492182583401	0.0182599902197202	-0.0031260033179003	-0.0003899811770434	9.771896743523682e-06	1.5208531844823357e-07	7.579679885338919e-05	0.0002130366560359	5.745154716421141e-09	4.5384616814996384e-08	-0.0001893826896644	8.056059910999819e-07	6.49001012896184e-13	3.586580314452244e-08	0.0	0.0
4691.169727174685	-3.6203481511447535	13.106920735497235	22007073.40916021	3871.218857376664	-14.548148449556264	211.6486233103264	14986335.441708684	4411.966132073395	3.325687132019993	11.060194900083369	19465445.150562678	4355.376973077609	3444.954271300765	1.152817	18.160458	0.0938638640462507	0.0483202471906877	0.0599994874	0.0276701336	-0.1562641591	-0.0054428841	0.0683299818	-0.0318369582	-0.0124481564	0.0010579274	0.1338545275	-0.0275106354	0.0738895862	0.0166834604	-0.0149154465	0.0951259109	-0.0330454076	0.1916369283	-0.0806194359	0.0202114482	-0.0895289557	-0.1436737556	0.0207810165	0.0066427033	0.0599415784	0.0276253474	-0.0892945325	-0.0052262981	-0.0484603809	-0.0164164779	0.034527129	-0.0573253569	0.0394867912	-0.0094012028	-0.0490519178	-0.1061546059	0.1697823586	0.078616738	-0.0211995073	-0.0441637929	0.0464030262	-0.1277819237	0.0423176715	-0.0588758409	-0.0589493166	-0.1274224796	0.0051602302	-0.0702506234	0.0873684973	-0.1907319401	0.1114564138	0.0194367093	0.0669505053	0.1016998441	0.0409685591	-0.1348872182	-0.1040514801	-0.0733395253	0.0204383617	0.0789610932	-0.2342542164	0.2307695347	-0.1178121743	-0.1006945931	0.2179141272	-0.160726276	0.0390663791	0.1435154896	-0.2317157001	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	-0.0242668389729914	0.0054185251488404	0.000588879473741	2.936041478861696e-05	0.1138716941354118	0.035098984844268	0.0012319387370981	0.0129667627252687	0.1704017654088545	0.0352722341445143	0.0012441305015454	0.0290367616544542	-0.0029650028097038	0.0001610005081964	8.79124166155143e-06	2.592116363953119e-08	-1.1050730645667528e-05	-8.684752949905672e-05	1.2211864780309543e-10	7.542493380089527e-09	-0.0003030170501414	-0.0001136343604769	1.2912767881016772e-08	9.181933267639572e-08	0.0	0.0
4690.178117790321	-0.9916093843639828	0.9832891711587172	21997770.77659916	3881.649893678265	10.431036301601123	108.80651832532048	15067205.897092486	4411.277839500931	-0.688292572463979	0.4737466653090818	19459372.177272	4354.281728986556	3471.705246791367	1.123495	17.698549	0.1046507474501386	0.0613526066600639	0.0329632045	0.0486782327	0.0639396797	0.0379530499	0.0331932142	-0.0378617911	0.0964198277	-0.074872146	-0.045390913	0.0993353174	-0.0204018861	0.0199177537	-0.0119689042	0.1614673549	-0.0782694086	0.074745886	-0.0362400207	0.0773119831	0.0393258122	0.0611989185	-0.0540037561	-0.0335083542	0.1048365239	0.1410742975	-0.1104619807	0.0494354854	0.0010961332	-0.0134046786	0.033200895	-0.0966509846	0.0591619722	-0.1019611682	0.1340952998	-0.0229880859	0.1391788424	-0.0182336908	-0.0041883279	-0.0021806188	0.0596181543	0.0241962736	-0.0029304463	-0.0953984657	0.0200582228	-0.1002903109	-0.0308094773	-0.1561319917	-0.0383293303	0.1528175952	-0.0607461593	-0.0318561911	0.0549689938	0.010257321	-0.0660110436	-0.0940413196	0.073679995	0.0364817933	-0.0562683979	0.0792190278	-0.0132101172	-0.0274465763	0.0580694924	0.1634526342	0.1851326607	0.2643445115	-0.1967856975	0.0374308235	0.1782596496	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	-0.0242663512884035	4.876845879006608e-07	0.0005888558048522	2.3783625727583743e-13	0.069391357453739	-0.0444803366816728	0.0019785003513149	0.0048151604892725	0.1726544511544858	0.0022526857456313	5.074593068570496e-06	0.0298095595034567	-0.0037670224115275	-0.0008020196018237	1.4190457848950462e-05	6.432354417094463e-07	-0.0002022407783279	-0.0001911900476822	4.090133241867479e-08	3.6553634332734335e-08	-0.0001378819528824	0.0001651350972589	2.7269600346739376e-08	1.9011432930664377e-08	0.0	0.0
