global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	a_comp_cor_00	a_comp_cor_01	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58
6165.964471048711	n/a	38019117.85823501	n/a	6780.181480577257	n/a	n/a	45970860.90956281	5483.379833619986	n/a	n/a	30067454.39975035	5476.155004323055	4900.0577898385845	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.1486205456425722	n/a	n/a	0.0220880665870958	-0.1334237117069818	n/a	0.0178018868456677	n/a	0.7211438445194602	n/a	n/a	0.5200484444883074	-0.0052839288330178	n/a	2.791990391239685e-05	n/a	0.0030663671838959	n/a	n/a	9.402607706473674e-06	-0.0033429376872797	n/a	n/a	1.117523238103495e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4775.024744840684	-1390.9397262080265	22800861.313840844	1934713.32194366	4631.235768862124	-2148.9457117151333	4617967.6718988605	21448344.74678795	4641.5890551514885	-841.7907784684976	708611.7147145992	21544348.956902087	4517.413258386036	3694.4275894357215	8.77266	299.949371	0.6295100011036414	0.2969725403722546	-0.0035880231	-0.013804845	-0.0885819195	0.0492646663	-0.0077719508	-0.0329338058	-0.0497306132	-0.0149556872	-0.0126559477	-0.0253486539	-0.0159344127	-0.0588223616	0.034704063	-0.0023205301	0.0121573196	-0.0166807908	0.0634734118	-0.0248665772	0.0540410939	-0.0043806893	-0.0485086362	0.0403991275	-0.0012150245	0.0265302675	-0.0083857443	0.0134272935	-0.0644260647	0.0890327212	-0.0440629954	0.0015610765	-0.0242783051	0.011592357	-0.0201679347	0.0549099283	0.1121489578	0.1121325392	0.1121051767	0.0	-0.1113685353880242	0.037252010254548	0.0013877122680049	0.0124029506744735	-0.0129634180939035	0.1204602936130783	0.0001680502086773	0.014510682337349	0.4341192109402101	-0.2870246335792501	0.0823831402813028	0.1884594893073506	-0.007477093158874	-0.0021931643258561	5.590692210648037e-05	4.809969760208279e-06	0.0025971794393462	-0.0004691877445497	2.201371396356349e-07	6.745341040162641e-06	-0.0023098284845503	0.0010331092027294	1.0673146247641766e-06	5.335307628039936e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4740.454852621439	-34.56989221924505	22471912.20974215	1195.0774480502191	4648.8989664713545	17.663197609230338	311.9885497827203	21612261.60045843	4637.68297337774	-3.906081773748156	15.257474823207538	21508103.3615578	4519.410983615451	3634.556172522249	0.638127	21.818459	0.1517675281090572	0.1182952335784104	-0.0208670116	0.0051309962	-0.0354773979	0.0821048268	-0.0243788578	-0.0188717953	0.0142208777	-0.0100972214	-0.0124591644	-0.0235158181	-0.0141006132	-0.0653667501	0.0282630046	-0.0064567662	0.011320084	-0.0354977739	0.0645873761	-0.01914254	0.0155187165	-0.0304235252	-0.0378921843	-0.0057076306	0.0498000076	-0.0115292831	-0.0606027677	-0.0008867594	-0.0535522336	0.0616431063	-0.02128365	0.0244690619	-0.0215376329	-0.0189035763	0.0144305637	0.0280709251	0.1121051767	0.1119574576	0.1117114032	0.0	-0.1220354532249814	-0.0106669178369571	0.0001137831361403	0.0148926518438266	0.0025972737923609	0.0155606918862644	6.745831152484772e-06	0.0002421351319792	0.5405119653558756	0.1063927544156655	0.0113194181921521	0.2921531846928713	-0.0078581024648166	-0.0003810093059426	6.174977434755673e-05	1.451680912148625e-07	0.0025981182546006	9.388152544002534e-07	8.813740818946125e-13	6.750218464888869e-06	-0.0023088333263439	9.95158206399966e-07	9.903398557651974e-13	5.330711328836238e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4728.807896810647	-11.646955810791953	22361624.124938738	135.65157965854038	4623.581843171296	-25.317123300058483	640.9567321903642	21377509.06050328	4624.674114170359	-13.008859207381647	169.23041787747826	21387610.662277397	4507.702199892182	3624.311446028933	0.443367	15.159341	0.0640640915135726	0.0332665159968827	-0.0226860827	-0.0067395938	-0.0435140803	0.0601491816	-0.0068162528	0.0225607406	0.0363508894	0.0054675894	0.0022325952	5.01585e-05	-0.0118781294	-0.0623962302	0.03204598	-0.0012221535	0.0190037425	-0.0178376285	0.0563217215	-0.0105906251	0.0405828571	-0.0233183559	-0.0388566002	-0.0130741897	0.0193584898	0.0147678853	-0.0382928608	0.0118742432	-0.0408190126	0.0902115777	-0.0224544732	0.0034181001	-0.0354742565	-0.0033510518	-0.0072706998	0.0053593846	0.1120176316	0.1116075676	0.1109252393	0.0	-0.1277618569609444	-0.0057264037359629	3.279169974725089e-05	0.0163230920941088	0.0200454164076262	0.0174481426152653	0.0004018187189551	0.0003044376807226	0.54540607602992	0.0048941106740443	2.395231928979462e-05	0.2974677877703548	-0.0076370367130274	0.0002210657517892	5.8324329756128354e-05	4.8870066614124484e-08	0.003093855550535	0.0004957372959343	2.457554665803507e-07	9.571942167576228e-06	-0.0023057276843015	3.1056420423999226e-06	9.645012495521964e-12	5.316380154154358e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4741.105888708296	12.2979918976489	22478085.047944486	151.24060471463795	4650.778974971065	27.197131799768613	739.6839781339851	21629745.074032903	4623.764580721879	-0.9095334484800331	0.8272510939039813	21379198.89793817	4505.480465843564	3699.333555668368	0.372859	12.748564	0.0798784490423112	0.0390662816003425	0.0196049187	0.0054413577	-0.0077557184	0.0682936956	-0.0239344841	-0.0244032696	-0.0019788469	0.0038127682	0.0019408572	-0.0201795542	-0.0138329902	-0.0603854383	0.0261343255	-0.0087936942	0.0135805908	-0.0199058448	0.0532397112	-0.0183350578	0.0163635291	-0.0197503258	-0.039397867	-0.0290545903	0.0310809561	-0.0125737808	-0.0329532839	-0.0007262545	-0.042250691	0.0478368825	0.0048973663	-0.0018951416	-0.0281025075	-0.0200270369	-0.0299081699	0.0062443639	0.1118863567	0.1110834157	0.1097494464	0.0	-0.1163458067008065	0.0114160502601378	0.0001303262035419	0.0135363467368614	-0.0100922452351852	-0.0301376616428114	0.0001018534138871	0.0009082786492965	0.533002716281473	-0.0124033597484469	0.0001538433330493	0.2840918955634284	-0.0080188984827562	-0.0003818617697287	6.430273287674968e-05	1.458184111804108e-07	0.0032277970799372	0.0001339415294021	1.794033329860037e-08	1.0418673989251114e-05	-0.0023031034356142	2.6242486873000355e-06	6.88668117279596e-12	5.304285435137932e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4733.083871981936	-8.022016726360562	22402082.939215515	64.35275235800863	4634.228102394387	-16.550872576677648	273.9313830494202	21476070.10502188	4608.364270566115	-15.400310155763693	237.16955289371828	21237021.25023036	4491.677037799169	3707.537028430391	0.455868	15.586752	0.0965002120778052	0.0581928122087424	0.0281072692	-0.0093934399	-0.0106450197	0.0504787395	-0.0149417858	-0.0082287477	0.0442423612	0.0135047138	0.0114664987	-0.0317777061	-0.0169014521	-0.0607733119	0.0383009545	-0.0043065213	0.0125460112	-0.0096602155	0.0617654652	-0.0115615508	0.029685202	-0.0079887926	-0.0385035392	-0.0019718519	0.0061908964	-0.006783216	-0.0102708574	0.0171502542	-0.0374844798	0.0354614465	-0.0085559275	-0.0066041845	-0.0113492531	-0.014960246	-0.0334310133	0.0082244213	0.1117114032	0.1103858203	0.1081881546	0.0	-0.1152853694253792	0.0010604372754273	1.1245272151156824e-06	0.0132907164035461	-0.0211170467170518	-0.0110248014818666	0.0004459296620501	0.0001215462477145	0.5110232512143966	-0.0219794650670763	0.0004830968846348	0.2611447632817323	-0.0073125652191786	0.0007063332635775	5.347361008474056e-05	4.98906679236183e-07	0.0029121369707412	-0.0003156601091959	9.964130453763041e-08	8.480541736357734e-06	-0.0020763866433191	0.000226716792295	5.140050390857944e-08	4.3113814925539605e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4696.533638334007	-36.55023364792851	22057428.216002867	1335.919579718165	4538.9824625651045	-95.24563982928248	9071.731906489402	20602361.79547358	4619.862884673313	11.498614107197682	132.21812638624553	21343133.07318202	4495.585871190201	3686.042951069791	0.933602	31.921156	0.9499232555300792	0.4418558459980988	-0.0016244839	0.0640289598	0.0201467842	0.1094907973	0.0453311837	-0.0108956191	0.0011795002	0.0102777789	0.0125242704	-0.0108388009	-0.0323968385	-0.0399423914	-0.0021038517	0.0057800706	-0.015162198	0.0229678498	0.0694553165	0.0794861535	-0.0984750031	0.0307490402	-0.0750103237	-0.0914545933	0.1152651306	-0.0303474633	-0.1282718297	-0.0375486655	0.0798467632	-0.0771100267	-0.0038472293	0.0940034992	-0.0375940746	-0.0752368462	0.1029311891	0.0058099352	0.1114928394	0.1095158704	0.106246848	0.0	-0.033200463314742	0.0820849061106372	0.0067379318111921	0.0011022707643135	0.0309479200948885	0.0520649668119403	0.0009577737581996	0.0027107607691284	0.9417700850051034	0.4307468337907068	0.1855428348207187	0.8869308930105196	-0.0041149879215857	0.0031975772975929	1.6933125594796196e-05	1.0224500574081512e-05	0.0003477843194703	-0.0025643526512709	6.575904520080096e-06	1.209539328694197e-07	-0.000137785615847	0.0019386010274721	3.7581739437158825e-06	1.898487593433705e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4635.685877524074	-60.84776080993288	21489583.55507615	3702.449995582804	4560.695152904369	21.712690339264554	471.4409217687923	20799940.27772541	4594.131651313744	-25.73123335956825	662.096370204558	21106045.629602756	4471.095632939952	3566.3700420081764	1.18081	40.373512	0.5632192043799157	0.3275346702111822	-0.0294821191	0.0008839869	0.0587414541	0.0168070208	0.0308612022	0.0343660013	-0.0312052499	0.0582664457	0.0563241213	0.1140567339	0.0200017709	-0.0492419421	0.0043520275	-0.0133530081	-0.0047344094	0.0440322408	0.0099495975	0.0831761077	-0.057270343	0.0214216406	-0.0192224335	-0.200758187	0.0181128463	0.0392140843	-0.078075399	-0.0096114378	0.0550029026	0.0099685556	0.0055204458	0.07701466	-0.0352806869	-0.0993838859	0.0799967901	-0.0965090306	0.1112307506	0.1084749246	0.1039323455	0.0	-0.0583318920806306	-0.0251314287658886	0.0006315887118149	0.0034026096337063	-0.1205066010424076	-0.1514545211372961	0.0145218408947939	0.0229384719729276	1.1472415730706444	0.205471488065541	0.0422185324078677	1.3161632269816068	-0.0062870805834816	-0.0021720926618959	3.952738226319134e-05	4.717986531862019e-06	0.0010961502944806	0.0007483659750103	5.60051632553117e-07	1.201545468089906e-06	-0.0008405623071646	-0.0007027766913176	4.938950778593132e-07	7.065449922258753e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4709.914517951735	74.22864042766105	22183294.76641253	5509.891059738996	4588.842897768373	28.14774486400438	792.295540929085	21057479.140399244	4609.009426895066	14.877775581321655	221.34820624817095	21242967.897207584	4487.404733055693	3671.8025517115366	1.331396	45.522259	0.8800593088422275	0.7325036951099179	0.0080635041	-0.0197790541	-0.0067662223	0.030108746	0.0095640065	0.0296006631	-0.0211500209	0.0145547591	0.0151090809	0.00589967	-0.0048051161	-0.0409813559	0.0306231233	0.0072819042	0.0298149813	0.0066946213	0.025569697	-0.0256525111	0.0150020803	-0.0240857869	-0.0069417969	0.050039152	-0.0046073376	0.0016351988	0.0395022364	0.0432170931	-0.0566187166	0.0016741959	-0.0227274888	-0.0103581633	0.0351745795	0.0093502159	-0.0934925212	-0.0371089579	0.1109252393	0.107264608	0.1012527768	0.0	-0.0634289534975067	-0.005097061416876	2.598003508740696e-05	0.0040232321417888	0.0233663588998211	0.1438729599422287	0.0005459867282352	0.0206994286025381	0.4274813835194067	-0.7197601895512378	0.5180547304628337	0.182740333255666	-0.006355030010749	-6.794942726739972e-05	4.038640643752044e-05	4.617124665967645e-09	0.001064083990532	-3.2066303948600095e-05	1.028247848924006e-09	1.1322747389065052e-06	-0.0009671285345863	-0.0001265662274217	1.6019009923761492e-08	9.35337602411044e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4670.733614778805	-39.18090317293081	21815752.50022468	1535.1431734465798	4531.431769929109	-57.411127839264736	3296.0375997763986	20533873.885522854	4603.821314266072	-5.188112628994531	26.91651265113255	21195170.69369058	4484.294619605655	3616.582453576384	0.928784	31.756413	0.2191951630831798	0.1298705283728321	-0.008211845	0.0071841159	-0.0008039355	0.0601149148	0.0509301584	-0.0005393803	0.0109629812	0.0166337987	0.0179192057	-0.05206034	-0.0089850239	-0.0427894651	0.0230317807	0.0050208206	0.0176291555	0.000817905	0.0396816178	-0.0002854049	0.0036394966	-0.0214699456	-0.0063718566	9.80074e-05	0.0247319204	-0.0056119793	-0.0098895894	0.0042182034	-0.0445756262	0.0143615391	-0.0226163743	0.0165466393	-0.0131815925	-0.0579523101	-0.0344369474	-0.0484992486	0.1105764245	0.1058868105	0.098217554	0.0	-0.0908371389804756	-0.0274081854829689	0.0007512086314688	0.0082513858181582	-0.0123402574575806	-0.0357066163574017	0.0001522819541193	0.0012749624516946	0.517898693843236	0.0904173103238292	0.0081752900061956	0.2682190570845298	-0.0071962946860899	-0.0008412646753408	5.178665720904573e-05	7.077262539764298e-07	0.0013661091624346	0.0003020251719026	9.121920446279513e-08	1.866254243687764e-06	-0.0011370997057224	-0.000169971171136	2.8890199017377384e-08	1.2929957407539683e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
