global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
5576.039464922839	n/a	31092216.114376985	n/a	6129.765394511976	n/a	n/a	37574023.79175656	5165.353704765018	n/a	26680878.89532969	n/a	5131.084599469866	4955.8187862782	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.161251063943382e-05	n/a	9.993508289283164e-10	n/a	-0.024676957463015	n/a	0.0006089522296314	n/a	0.1711087997103106	n/a	0.0292782213383031	n/a	-0.0004099999848588	n/a	n/a	1.6809998758421626e-07	1.6809999392464192e-08	n/a	2.825760795746465e-16	n/a	-8.199999847231476e-05	n/a	6.723999749459622e-09	n/a	0.0
4437.462283880227	-1138.5771810426122	19691071.52085952	1296357.9971909414	4244.652593110737	-1885.1128014012395	3553650.274006828	18017075.636201706	4514.4225305244745	-650.9311742405434	20380010.784107	423711.3935981727	4404.403409877232	3711.627633312669	16.896119	268.887695	0.4194078810398563	0.2197808138059437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0272400509485777	0.0272084384379382	0.0007420203756811	0.000740299122231	0.102824408105377	0.127501365568392	0.0105728589022211	0.0162565982218047	0.0283033346055106	-0.1428054651048	0.0008010787497914	0.0203934008637982	0.0002717479462977	0.0006817479311565	4.647802416361679e-07	7.384694631701766e-08	0.0003931738952707	0.0003931570852713	1.5458571192233538e-07	1.5457249369903017e-07	0.0012809472236744	0.0013629472221467	1.640825789839153e-06	1.857625130357446e-06	1.0
4394.020409958135	-43.44187392209187	19307415.36312866	1887.196409862926	4230.366696006374	-14.285897104363356	204.08685607645737	17896002.382679883	4502.28065637276	-12.141874151714546	20270531.10874833	147.42510791607384	4397.00620047433	3674.3582391631735	1.197577	19.058437	0.3450686628170751	0.1703298355769568	-0.0221010634	-0.0966475697	-0.0719517569	-0.028081001	-0.0069439975	-0.0513130264	-0.0849449357	0.0153082505	0.097355679	-0.0176740356	-0.0004883626	-0.0067451949	0.1525889898	-0.0244899151	0.060969888	-0.0201806471	0.1712449456	-0.0781358105	0.2826546454	-0.1918606718	0.0527263535	-0.1146756451	0.0425700209	-0.1426013171	0.0115127498	-0.0414326417	0.1462257642	-0.0480499026	0.2201492112	0.0390326672	-0.1326940713	0.0095913299	-0.066142889	0.0037865285	-0.0125610599	-0.0051725657	0.0804029583	-0.0515728038	0.0271911894	-0.0968579856	0.1153926231	-0.3471887505	-0.0270893884	0.0254119264	-0.1272282539	0.0548476413	-0.0023805302	0.1100284654	-0.145661615	0.0335486673	-0.0531745185	0.1099450876	0.0863217043	-0.2196777012	0.145862557	0.1897005019	-0.0597997825	-0.1930770867	0.0684445385	0.0810000644	-0.0171645228	0.1782599163	-0.0419590383	0.0577094574	-0.1133057002	-0.1375028385	0.0831833255	-0.1420502524	0.0135858597	-0.0157779567	0.2079316025	-0.1103772049	0.0351252476	-0.1171530787	0.1773655509	-0.2499491376	0.1037901791	-0.1226367874	-0.0360965331	0.1719032826	0.0192318653	0.11250323	0.1124865505	0.112458753	0.0	0.0	-0.0345684751409152	-0.0618085260894929	0.001194979473568	0.0038202938973555	0.1022396871055093	-0.0005847209998676	0.0104529536194324	3.418986476862822e-07	0.0568273088537552	0.0285239742482446	0.00322934303156	0.0008136171069145	0.0023148276220536	0.0020430796757558	4.174174561486832e-06	5.358426919822324e-06	0.0026620960314038	0.0022689221361331	7.086755280415863e-06	5.1480076598347895e-06	0.000509920205974	-0.0007710270177003	2.6001861646056657e-07	5.944826620239728e-07	0.0
4381.753513483837	-12.266896474297935	19199763.852927957	150.47674911114316	4212.750177082263	-17.616518924111006	310.3417390035612	17747264.054506637	4505.014878957285	2.734222584525014	20295159.05962652	7.475973141726648	4396.365007952009	3635.132508752944	0.962027	15.309863	0.1468105864309412	0.0938704099923769	-0.0476575759	-0.2130498063	0.0382155485	-0.1363653729	0.0659427627	0.0916247006	-0.0480415391	0.0489890863	0.037273134	-0.0424964435	-0.1093835139	0.0348313342	0.1921859016	-0.0619852535	0.2874837855	0.2185486023	-0.0076331688	0.0159134025	0.2103708292	0.0189904258	-0.1042217727	0.0628150675	0.0507931372	-0.1417391918	0.2214090095	-0.1071810306	0.1127831194	0.0174284424	0.1309822305	-0.0865368132	0.0362280679	-0.0848531557	-0.0020199756	0.0998915791	-0.1073446819	-0.026536413	0.0179193368	-0.3110147792	0.253609872	0.1111138152	0.0399593091	-0.1510748158	-0.0133253065	0.1139987384	-0.0485535902	-0.0625648785	0.0750015342	-0.0795381061	-0.2491305276	0.0390708968	0.0485624019	0.1065613821	0.0936566125	-0.0680523078	0.1302200617	-0.1184553974	-0.0420145279	-0.2774661083	0.1111209844	0.1138831583	0.0063211523	0.2469939627	-0.1434978176	0.0068599476	-0.1429243672	-0.1163050286	0.2500433797	-0.1529404508	0.1418139914	-0.1344283836	0.1022845353	-0.058580656	-0.1045223988	0.2832724547	-0.0189415106	-0.0520450837	-0.0095413532	-0.0239432199	-0.1499085014	-0.0034417835	-0.0499724793	0.112458753	0.1123086861	0.112058723	0.0	0.0	-0.037185181558712	-0.0026167064177968	0.0013827377275543	6.847152476938964e-06	0.110522050969692	0.0082823638641826	0.0122151237505471	6.859755117871936e-05	0.0411654070105385	-0.0156619018432166	0.0016945907343432	0.0002452951693465	0.0036949964548669	0.0013801688328133	1.904866007069228e-06	1.365299880147896e-05	0.0034780751987466	0.0008159791673427	1.20970070881362e-05	6.65822001537449e-07	0.0003010759200152	-0.0002088442859587	9.064670961299913e-08	4.361593577764101e-08	0.0
4375.510231570918	-6.243281912918974	19145089.786581792	38.9785690441812	4191.457475762618	-21.292701319644948	453.3791294876097	17568315.771126337	4498.430488026075	-6.584390931209782	20235876.855602518	43.35420393499762	4388.525755301339	3658.938237908181	0.941958	14.990475	0.2840924693613758	0.221222004205582	-0.0221316841	-0.1422207089	0.0754359079	-0.0958209389	0.0557562445	0.1365054194	-0.0855169457	0.0485113717	-0.0653405878	0.0666948664	-0.0084642867	0.0415056043	0.1312639212	-0.017647954	0.2888664111	0.2273454433	-0.1285648706	0.0694405978	0.0895868184	0.2045435741	-0.1547393699	0.0115797739	0.0884674898	0.0195077993	0.1878110446	0.0320695684	0.0939156504	-0.101260151	-0.0848446277	0.0757814472	-0.0814025112	0.0886967998	-0.068444488	-0.0596278524	-0.0073701894	0.0042072282	-0.0085249056	-0.2966219743	0.31366326	0.1606205975	-0.0580388731	0.0298135739	0.0712809977	0.1607744526	0.0078556008	-0.0646393346	0.0576848238	-0.1070880993	0.030901816	0.0773352569	0.1911063182	0.0073363608	0.026680835	-0.0292963474	0.0458817558	0.1188334726	-0.0001046253	-0.1539278264	0.0554708365	0.0516005389	-0.0818411169	0.1486116747	-0.2182368621	0.0580999619	-0.0563403286	-0.0251855161	0.1232038864	0.0902748731	0.2160699669	-0.1349389595	-0.1911438996	-0.0499085557	-0.018542727	0.3748414772	0.0316598767	0.2245324424	-0.1555840017	-0.0032129612	-0.0225912444	-0.0080058558	-0.1349458429	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	-0.0337759861755557	0.0034091953831562	0.0011408172421313	1.16226131605342e-05	0.1195660174253987	0.0090439664557066	0.0142960325229707	8.179332925194793e-05	0.0963217854271363	0.0551563784165978	0.0092778863478712	0.0030422260800349	0.0003692239546044	-0.0033257725002625	1.106076272350228e-05	1.3632632865371202e-07	0.0027401086060738	-0.0007379665926728	7.508195173079702e-06	5.445946919011026e-07	0.0005669954091982	0.000265919489183	3.214837940518343e-07	7.071317472734764e-08	0.0
4386.841514050822	11.331282479904075	19244378.46939971	128.39796263938106	4215.929136577405	24.47166081478736	598.8621830339989	17774058.484642304	4501.77095402432	3.340465998245236	20265941.72249704	11.15871308543254	4394.378804129465	3682.121814713496	0.99807	15.883458	0.176794760003903	0.0776010872545679	0.0018476033	-0.0444139494	0.020656839	0.0320515534	-0.0835189217	0.0952177846	-0.0178682078	-0.015127706	0.0155540874	-0.0175761955	-0.0010870839	-0.030168346	0.1026406526	0.0731067445	-0.0095787281	-0.132191485	-0.0125029497	0.0318420892	0.0649510803	0.0771198	0.0313677898	-0.0162275228	0.0813699129	0.1310400869	-0.1191218103	-0.1171370319	-0.0532375524	-0.0101230507	-0.0114443608	0.1832832294	-0.0291999515	0.1730997339	-0.072841301	-0.0235369325	-0.0082202724	-0.0370165277	0.0932382793	0.0697839683	0.0676642787	-0.088474969	-0.0157817855	-0.0187390051	0.0551711798	0.1749416447	-0.036030731	0.0279728316	0.0013459845	0.0052244206	0.0829756193	-0.1344647116	0.0150359476	-0.0509405732	-0.145107716	0.0456922844	-0.0679290184	0.1729835221	-0.1701747295	-0.0429574294	0.0192446218	0.0125064737	-0.0444092682	0.055555757	-0.0755801154	0.1085430436	-0.0099531199	0.0776233553	-0.1318358131	0.1566205325	0.0866967599	0.0733380661	-0.1932933718	-0.1152714806	-0.0815279179	-0.1135941844	0.1829787146	0.0340709603	0.0196853083	0.0686699465	-0.0180212632	0.0657568895	-0.1304883579	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	-0.0182413784461488	0.0155346077294069	0.0003327478876156	0.0002413240373065	0.1014250086237495	-0.0181410088016492	0.0102870323743276	0.0003290962003415	0.0588000178860994	-0.0375217675410369	0.0034574421034056	0.0014078830394036	-0.0005379098277614	-0.0009071337823658	8.228916991092827e-07	2.8934698280229906e-07	0.0015863630531274	-0.0011537455529464	2.516547736327686e-06	1.331128800943594e-06	0.0005159272258742	-5.1068183324e-05	2.661809023982478e-07	2.607959348013672e-09	0.0
4389.807828973228	2.966314922406127	19270412.775314648	8.799024218889269	4217.272100348222	1.342963770816823	1.80355168972654	17785383.968375504	4498.41848306602	-3.352470958300728	20235768.84878999	11.2390615262498	4391.949677873884	3702.28812894214	0.684285	10.88982	0.086984337855044	0.0510106427597837	0.0044134601	-0.0282814124	0.0237249465	0.0291204285	-0.079795464	0.1425936967	0.0486247174	-0.0764358177	-0.0346095663	-0.0358656087	0.021792192	-0.0171184269	0.0299812999	0.0732100819	0.0370464337	-0.0474312867	-0.0018612596	0.0688086163	0.058294328	0.1127251985	-0.0738388224	0.1023851816	-0.0276477759	0.2799793176	-0.085284138	-0.1226487448	-0.0691573046	-0.0617335351	-0.1189921192	0.0692805198	-0.000426317	-0.0560956172	0.1044929673	-0.060867044	0.0210390916	-0.0105869541	0.0396837334	0.0440007475	0.0836522265	-0.0129267673	0.0304208892	0.0475410165	0.0580160796	0.1374901239	-0.0200711194	-0.1244119785	0.0272195084	-0.0748935155	0.1632293304	-0.2724063141	0.0007925212	-0.1163682887	-0.0910345191	0.0482928662	-0.0302570055	0.0238903574	0.0994862815	-0.0159435472	0.0233264994	-0.0033138674	-0.0077611939	0.0765674757	-0.0320156803	0.0841993604	0.0014056931	0.0612612127	-0.1147971336	0.2111589911	0.0391088592	0.0035252945	-0.2011016046	-0.0842247714	0.0130745918	-0.0155898274	0.1322858501	0.026622968	0.0384474486	0.142061412	0.0670034342	-0.0720283218	-0.0111936647	0.112058723	0.1107121224	0.1084797619	0.0	0.0	-0.001529014504328	0.0167123639418208	2.3378853544453997e-06	0.0002793031085238	0.10188123758914	0.0004562289653905	0.0103797865726947	2.081448688612921e-07	0.0653020803857771	0.0065020624996777	0.0042643617027104	4.227681674971508e-05	-0.0012629739250767	-0.0007250640973153	5.257179452156509e-07	1.595103135423646e-06	0.0012730307435684	-0.0003133323095589	1.6206072740703136e-06	9.817713621357693e-08	0.000743804467963	0.0002278772420888	5.532450865617215e-07	5.1928037461997566e-08	0.0
4385.500906352242	-4.30692262098637	19232618.19961633	18.549582463164104	4219.818743254009	2.546642905786939	6.485390089594945	17806870.225917842	4498.276429946814	-0.1420531192061389	20234490.84021505	0.0201790886761935	4392.197424246652	3715.511804644981	0.558247	8.884043	0.0926415193546796	0.051285207055764	0.0082028706	-0.0031527467	0.0400509574	0.0836382845	-0.052200859	0.13751676	0.055335347	0.0216989154	0.0277390182	0.0598658591	0.0109504665	0.0256830721	0.0269865587	0.1381375987	-0.013431518	-0.1276098149	0.0331819356	0.0862896763	0.1267909436	0.0742481077	0.0636294895	0.1341422823	-0.0532744019	0.1836232869	-0.1297628721	0.0554011641	-0.0687629968	-0.0967638989	-0.1146711338	-0.037018146	-0.0244312084	0.0764636482	0.0540016104	0.052054036	0.0105743602	-0.0652312488	0.0383204502	0.1327416026	0.0458640982	-0.0537828381	0.0580195	-0.0226606112	0.0900266261	0.1001863649	-0.1167423971	-0.1846754016	-0.0478986427	0.022193633	0.1857143913	-0.0917241432	-0.0393282568	-0.0426956625	-0.0097657079	-0.0130752589	-0.16397125	-0.0321952082	0.0215630861	0.0081282514	0.0169411217	-0.0123828855	-0.0356662396	0.046297647	0.0077218548	0.122613358	0.0337825336	0.030975283	-0.1492966591	0.2244920421	-0.0286481835	0.0341074687	-0.1444314995	-0.0655642437	0.1329502022	-0.1315182406	0.0656191699	0.0045626283	0.0942148673	0.0297901604	-0.0512856444	-0.0780312149	0.0568864533	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	-0.0041047453456002	-0.0025757308412722	1.6848934352226508e-05	6.634389366680797e-06	0.0614012454469872	-0.0404799921421528	0.0037701129424411	0.0016386297638287	0.0822168914486667	0.0169148110628895	0.0067596172394818	0.0002861108332932	-0.0016530723945115	-0.0003900984694348	1.5217681585537364e-07	2.7326483414959846e-06	0.0015353861570126	0.0002623554134442	2.3574106511459208e-06	6.883036296347714e-08	0.0007447702912513	9.658232882999622e-07	5.546827867305461e-07	9.32814624222552e-13	0.0
4383.518153806325	-1.98275254591681	19215231.404749613	3.931307658339592	4218.828420538652	-0.9903227153572516	0.98073908055256	17798513.241944656	4497.771234717073	-0.5051952297408207	20229946.07984834	0.2552222201528805	4391.290245117188	3696.468786889694	0.512653	8.158449	0.0695652162039367	0.0389458302809645	0.0075395253	-0.0143376889	0.0249569065	0.0559678718	-0.0943027957	0.1010417898	0.0628435602	0.0074108226	0.0190302463	-0.0315454989	0.0249680948	-0.0107172292	0.0664430725	0.0676559774	0.005566422	-0.0443330674	0.0553139793	0.1041031521	0.0521023882	0.1070462695	0.0154549168	0.0932381983	-0.0490603119	0.0303969563	-0.0994940311	0.0572129485	-0.1441381488	-0.0587929992	-0.0501411149	-0.0564007355	-0.0347059058	0.0426139744	0.0445196872	0.1029307475	0.0282887345	-0.0289347671	0.0662731847	0.0416501408	0.0351609882	0.0046116574	0.0794693239	0.0344771994	0.0611352219	0.0801824262	-0.0257299636	-0.1345434908	0.0123592169	0.0633274696	0.0778849413	-0.0180524432	-0.0815032853	-0.0680248538	0.035319578	-0.0008824188	-0.1332038	-0.0527444402	-0.0515300349	0.0011506309	0.015303854	-0.003141457	-0.0468721149	0.0089369597	-0.0109816354	0.1112834692	-0.0128836755	0.0767595822	-0.1127600766	0.2070819398	-0.0611689208	-0.0517326925	-0.1514770175	0.0218418116	0.1480270307	-0.0016242994	-0.0148822858	0.0694373473	-0.0012891066	0.0745153016	-0.1002453543	-0.0684390548	0.1122825446	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	-0.001157199433365	0.0029475459122352	1.339110528580277e-06	8.68802690473444e-06	0.0449060935088567	-0.0164951519381304	0.0020165572342261	0.000272090037462	0.0954474944749677	0.0132306030263009	0.0091102242015489	0.0001750488564395	-0.0015219486773734	0.0001311237171381	1.719342919611249e-08	2.3163277765586417e-06	0.0014710224842848	-6.436367272780012e-05	2.1639071492714247e-06	4.142682367011361e-09	0.0012871212079308	0.0005423509166795	1.6566810039052417e-06	2.94144516823094e-07	0.0
4389.516645019213	5.998491212887529	19267856.376900725	35.9818968310889	4215.001692922492	-3.8267276161595873	14.643844248278436	17766239.271339476	4500.411162640416	2.6399279233428388	20253700.632818457	6.969219440445233	4393.18899469866	3690.0859850765614	0.591373	9.411204	0.0370275317319634	0.0208879482076506	0.0084713802	-0.0050037859	-0.0250365903	0.0418760116	-0.1127923558	0.0379044752	0.0060200005	-0.0253015985	0.0290429583	-0.0054634749	0.0070397416	-0.0320092375	0.0260560686	0.0599522773	-0.0065269284	-0.0930693678	0.0787933204	0.0231386021	-0.0535869533	0.056055363	0.0026194628	0.0080924184	-0.0038509937	-0.0123197702	-0.0592548086	-0.1411977346	-0.1279259926	0.0963761493	-0.0205892144	0.1579520012	-0.0499120402	0.0300031561	-0.1352163477	-0.0140670311	0.0108552321	-0.0124414155	0.0696976626	0.0769957389	0.0165631109	-0.0531892487	0.0816739096	0.0654879515	-0.0223058619	0.020001531	0.0568068363	-0.0227497903	0.0189308586	0.0090431671	-0.07523607	-0.054478789	-0.0611066765	-0.0596845305	-0.1277806223	0.067624199	-0.0072202274	0.183544753	-0.0950059852	0.0042533924	0.0099349335	-0.0118125845	-0.0426122547	0.0115146779	-0.0133466343	0.0909852709	-0.021351141	0.0873290413	-0.1300934849	0.1671291379	-0.096345204	-0.0575881277	-0.0742544852	0.0050144443	0.2388717534	-0.1415815825	0.1700205264	-0.0701136484	0.0338855659	-0.0817802517	-0.0048469953	0.0814938833	0.0807882336	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	-0.0039490419379717	-0.0027918425046067	1.559493222785928e-05	7.79438457052861e-06	0.0449348849328288	2.879142397210072e-05	0.0020191438839265	8.289460943412557e-10	0.1087901131542423	0.0133426186792745	0.0118352887201128	0.0001780254732205	-0.00168298018236	-0.0001610315049866	2.5931145598249424e-08	2.832422294216499e-06	0.0013617958661837	-0.0001092266181011	1.8544879811550133e-06	1.193045410180356e-08	0.0014341486673253	0.0001470274593944	2.056782399990934e-06	2.1617073816001337e-08	0.0
