global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	w_comp_cor_00	w_comp_cor_01	a_comp_cor_00	a_comp_cor_01	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49
5705.314175967201	n/a	32550609.846492294	n/a	6508.495679144323	n/a	42360516.00544032	n/a	5153.518974230127	n/a	n/a	26558757.817749944	5359.829484625881	4501.373550053457	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0470985787822968	n/a	0.0022182761233122	n/a	0.2507648772090221	n/a	0.0628830236416559	n/a	-0.6931881888375102	n/a	n/a	0.4805098651438277	0.0287678465376307	n/a	n/a	0.0008275889944126	-0.0011719778079961	n/a	n/a	1.3735319824353434e-06	-0.0029012498600385	n/a	n/a	8.417250750373415e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4245.591705787526	-1459.722470179675	18025048.932251837	2130789.689947452	3724.1539176624906	-2784.341761481832	13869322.402440878	7752559.044731752	4303.766904367984	-849.7520698621429	722078.5802349962	18522409.567133185	4083.417233104179	3213.4434800712984	12.201362	354.653687	0.4808594706753714	0.3074111745496676	-0.0219604194	-0.0993884453	0.0710093295	-0.0672027626	0.0287020956	0.1470796336	-0.0866793648	-0.0108723096	-0.0334800372	-0.0194857976	0.0317924052	-0.0472312453	0.161901781	-0.0079999698	0.0077004643	-0.0178748841	0.0454910082	-0.0064052041	0.1397940102	-0.0210071256	-0.0274940603	0.0056395307	-0.0769048724	0.2139135839	-0.0172297216	0.0401708826	-0.1113056657	0.0558231137	-0.0771321227	0.0084816957	-0.0207738782	0.0058689694	-0.0723804111	-0.0134165166	0.0583566283	0.1121489578	0.1121325392	0.1121051767	0.0	-0.0500565272247826	-0.0029579484424858	0.0025056559178054	8.749458988404169e-06	0.404101309340632	0.1533364321316099	0.1632978682108131	0.0235120614188518	-0.5666339248216445	0.1265542640158656	0.0160159817405974	0.3210740047587811	0.0259197466990249	-0.0028480998386057	8.11167269066638e-06	0.0006718332689416	-0.0012519353514486	-7.995754345250009e-05	6.393208754958441e-09	1.5673421242067298e-06	-0.0018690907203886	0.0010321591396498	1.0653524895628215e-06	3.493500121042776e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4256.726546527945	11.13484074041935	18119720.891915727	123.98467831450252	3943.730447080714	219.57652941822332	15553009.839231448	48213.85227135191	4298.669444260088	-5.09746010789604	25.984099551591516	18478558.991015337	4127.694724276429	3189.048447016856	0.8440189999999999	24.532879	0.3363508442513284	0.1980547553479098	-0.0386869729	-0.0852865386	0.1185277917	0.0577712606	0.0295407774	-0.0260356138	0.0676310325	-0.0006857132	-0.0218022609	0.0067686286	0.0298963172	-0.0614610845	0.1747904913	-0.0077543356	-0.0115914749	-0.0162230944	0.0140851687	-0.0045353233	0.1061600733	0.0248689107	-0.0422993708	-0.033528111	-0.1107277265	0.1888552508	0.0274100107	0.0358682088	-0.0639044252	0.0744454232	-0.0509934225	0.0456142269	0.0203164605	0.0049302301	-0.0128374736	0.0234749557	0.0822542922	0.1121051767	0.1119574576	0.1117114032	0.0	0.0052011235417808	0.0552576507665634	2.7051686096866453e-05	0.0030534079682394	0.404679952867184	0.000578643526552	0.1637658642525862	3.3482833082055133e-07	-0.4813277285480666	0.0853061962735779	0.0072771471226662	0.2316763822692412	0.0240427172712646	-0.0018770294277603	3.523239472678165e-06	0.0005780522537859	-0.0002669777371957	0.0009849576142529	9.701415018747647e-07	7.127711215813625e-08	-0.0008269106887091	0.0010421800316795	1.0861392184314837e-06	6.837812871013581e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4262.554605297326	5.828058769380732	18169371.76314144	33.96626901935565	3921.108644745053	-22.62180233566096	15375093.003894389	511.7459409137156	4309.244977932532	10.575533672443273	111.84191245698146	18569592.279836744	4127.834313070932	3157.5175964210835	0.594235	17.272467	0.2550469419707571	0.1579064805087091	-0.017824321	-0.0738105869	0.1034288716	0.0903724676	0.0437057893	-0.0594310192	-0.0130458989	-0.0154678563	-0.0177541096	0.0171775391	-0.0098638833	-0.0550840644	0.165272684	-0.0054388437	-0.0052489782	-0.018179151	0.0434825185	0.0010268426	0.0358882448	0.0201895093	-0.0448526928	0.0202399699	-0.0953467122	0.1690287011	0.0221305704	0.0250693929	-0.0653528862	0.0576390903	-0.0087908201	0.0256092094	-0.0094736089	-0.0229181607	0.0107485831	0.0486696995	0.031951709	0.1120176316	0.1116075676	0.1109252393	0.0	0.0101932586772477	0.0049921351354669	0.0001039025224612	2.492141321076313e-05	0.377020997743827	-0.0276589551233569	0.1421448327397508	0.0007650177985158	-0.4197530318397184	0.0615746967083482	0.003791443274725	0.1761926077386356	0.0218803790096631	-0.0021623382616015	4.6757067575858e-06	0.0004787509856065	0.0002278618561879	0.0004948395933836	2.448662231800466e-07	5.192102550539522e-08	-0.0013861559337957	-0.0005592452450866	3.127552441519715e-07	1.921428272797029e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4272.174694944043	9.620089646717132	18251476.624120228	92.54612481087418	3914.100119325536	-7.0085254195169	15320179.744104177	49.11942855601454	4310.994924008268	1.7499460757362613	3.062311267984741	18584677.23482505	4131.822407625159	3171.165635095389	0.519216	15.091906	0.1326869352519998	0.0684104687430761	-0.0047931545	-0.0655018249	0.1261520702	0.012434081	0.035985831	-0.0177632251	0.0394767929	-0.0207342684	-0.0112204438	0.024397471	0.0143263717	-0.0544495583	0.1705844532	-0.0084867889	-0.0187072004	-0.0219057285	0.0261397836	-0.0043635827	0.0606374158	0.0124804318	-0.0225228611	0.0044804434	-0.0915062307	0.1708653967	0.0209947133	0.0287983292	-0.0471471516	0.0508691556	-0.0404477786	0.0113174442	0.0239136615	-0.0023053407	-0.0238140431	0.0011166283	0.0482640917	0.1118863567	0.1110834157	0.1097494464	0.0	-0.0010117204323023	-0.01120497910955	1.023578233137953e-06	0.0001255515568454	0.4043331738136544	0.0273121760698273	0.1634853154462228	0.0007459549616692	-0.4501517709904874	-0.030398739150769	0.0009240833419564	0.2026366169258722	0.0227099991038333	0.0008296200941702	6.882695006509758e-07	0.0005157440592961	5.89090290792349e-05	-0.0001689528271086	2.8545057788010484e-08	3.470273707058143e-09	-0.0011093080366375	0.0002768478971582	7.664475816091738e-08	1.2305643201485449e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4256.544169602155	-15.630525341887733	18118168.2677741	244.31332246339463	3903.4184122480574	-10.681707077478675	15236675.301077146	114.09886608905806	4301.427225353648	-9.567698654619562	91.540857545609	18502276.175013587	4125.28337062364	3164.1047577338195	0.491623	14.289874	0.1097383891236833	0.0715553863415269	0.0167826223	-0.076311562	0.1356770675	-0.047548354	0.0149162138	-0.0163328171	0.0089361902	-0.0066521004	-0.0190815359	0.0132639129	0.0119939435	-0.0480030633	0.1658176729	-0.0106634323	-0.0057957713	-0.0228610327	0.0152708839	-0.0155993038	0.072905421	-0.010031081	0.0208498405	0.0260521776	-0.0467876781	0.1570517949	0.0008646528	0.0326433159	-0.0152806405	0.0296486158	-0.0572134255	-0.0165608276	0.0056961106	-0.0223063552	-0.0299129195	-0.0015192509	0.0388065193	0.1117114032	0.1103858203	0.1081881546	0.0	-0.0109588104825917	-0.0099470900502894	0.0001200955271933	9.894460046856636e-05	0.4023670845840996	-0.0019660892295548	0.1618992707567079	3.86550685857148e-06	-0.4732494670884932	-0.0230976960980057	0.0005335035650358	0.2239650580995428	0.0213426957652243	-0.001367303338609	1.869518419771324e-06	0.0004555106625269	0.0001002556659144	4.134663683516511e-05	1.709544377579032e-09	1.0051198547939789e-08	-0.00119520833611	-8.590029947250005e-05	7.378861449465192e-09	1.4285229667068346e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4231.90467771759	-24.63949188456536	17909017.20128802	607.1045603295622	3889.3428131645246	-14.07559908353278	15126987.51831454	198.1224895603488	4292.462014207562	-8.965211146086403	80.37501089391188	18425230.14341484	4113.736045003939	3128.710664722026	0.512736	14.90355	0.0704344595073607	0.0380578719512179	0.0241243871	-0.0864383909	0.133415727	-0.0464972228	0.0321081847	-0.0022416	0.0015115339	0.0099563546	-0.0058012889	-0.0078080542	0.0118615528	-0.0501646388	0.1693887146	0.0015286615	-0.0083051333	-0.0204852447	0.0128258267	-0.0061029801	0.0921307411	-0.0050489886	0.0414303646	-0.0129071605	-0.041562206	0.1332687342	0.0068291338	0.0123559862	-0.0160262677	0.0432655404	-0.022257346	-0.0106228936	0.0273898764	-0.0118350874	-0.0749293751	-0.0224927765	-0.0009661753	0.1114928394	0.1095158704	0.106246848	0.0	-0.0021604603167872	0.0087983501658045	4.667588780412249e-06	7.741096564011208e-05	0.4123127768097419	0.0099456922256422	0.17000182592056	9.891679384720146e-05	-0.4646430672807042	0.0086063998077889	7.407011765151035e-05	0.215893179972021	0.0211236948960233	-0.0002190008692009	4.796138071079343e-08	0.0004462104860602	0.0003050329691793	0.0002047773032649	4.1933743932444836e-08	9.30451122863398e-08	-0.0007573061624134	0.0004379021736965	1.917583137282072e-07	5.73512623629311e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4228.232512433178	-3.672165284411676	17877950.179196987	13.484797876038286	3861.500824877496	-27.84198828702847	14911188.620529585	775.1763117750306	4287.081922808897	-5.380091398665172	28.945383457990967	18379071.412874825	4103.292406757625	3083.7114648321794	0.488868	14.20978	0.3429025587459345	0.2262658743328244	0.0461312825	-0.0832397593	0.1245307764	-0.0493669692	0.0389418028	0.0032935703	-0.0291735113	0.0224697716	-0.0118696175	-0.0187178638	0.0023612462	-0.0524339026	0.1493570568	0.0006831907	0.0125241472	-0.0103500966	0.0196836915	-0.0126483336	0.0427073662	-0.0057046834	0.0580337917	-0.000229041	-0.019246357	0.0647148049	-0.0023015336	-0.0044492234	-0.0021933493	0.0319610079	0.0474140988	-0.0200914196	-0.0241124962	-0.0357589854	-0.0270585555	-0.0026205996	-0.0291859368	0.1112307506	0.1084749246	0.1039323455	0.0	0.0214047941773429	0.0235652544941301	0.0004581652137744	0.0005553212193731	0.3633516089083173	-0.0489611679014245	0.1320243916962627	0.0023971959622714	-0.3826227082697642	0.08202035901094	0.0067273392922834	0.146400136883689	0.0178875378016465	-0.0032361570943767	1.047271273948528e-05	0.0003199640086053	0.0004487257842749	0.0001436928150955	2.0647625110098282e-08	2.013548294731241e-07	-0.000370040525097	0.0003872656373164	1.499746738460775e-07	1.369299902140635e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4245.47928072433	17.246768291151966	18024094.323059577	297.4510164886849	3888.880358814488	27.37953393699172	15123390.4451731	749.6388786068813	4295.496543513918	8.414620705021662	70.80584160937924	18451290.55534002	4112.142502948445	3079.0130936319792	0.499923	14.531137	0.1974729398307976	0.1342213624020506	0.0529833267	-0.0518088529	0.1061571495	-0.0564055121	0.0351662032	-0.0227903503	-0.0127270342	0.0045828319	0.0020152047	-0.0030873137	-0.0014488118	-0.0475806516	0.1256490094	-0.0051968004	0.00160593	-0.0114218129	0.002254013	-0.0149774647	0.0036592055	-0.014947645	0.0818923217	0.004643166	-0.0081449641	-0.003057264	-0.009186313	-0.0250089457	0.019570895	0.0155006044	0.0523175028	-0.0125393169	0.0036335253	-0.0355174065	0.020963174	-0.0253059528	-0.0201361384	0.1109252393	0.107264608	0.1012527768	0.0	-0.0002542683094333	-0.0216590624867762	6.46523731820684e-08	0.000469114987806	0.3611733958160954	-0.0021782130922218	0.1304462218453299	4.744612275126809e-06	-0.3599812712133996	0.0226414370563645	0.0005126346719773	0.1295865156244151	0.0158100794060506	-0.0020774583955959	4.315833385431893e-06	0.0002499586108256	0.0006961239742151	0.0002473981899402	6.120586438568726e-08	4.845885874770251e-07	-0.0010650684834696	-0.0006950279583726	4.830638629195846e-07	1.1343708744802337e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4249.449075056316	3.9697943319861215	18057817.441496983	15.759267038269144	3877.63411915796	-11.246239656527903	15036046.362057928	126.47790641206088	4296.404814784966	0.9082712710478518	0.8249567018108802	18459094.33250744	4114.840733852135	3128.28011477502	0.545218	15.847699	0.2353466894555454	0.1505146708125743	0.0305338117	-0.0411529339	0.0959028178	-0.0485304902	0.0015705652	-0.0165025831	-0.0284815691	-0.0012898313	0.0101640411	0.0034869156	-0.0182820785	-0.0424969986	0.1017784014	0.0001078626	0.0085501035	-0.0065543035	-0.0037549622	-0.0091520988	-0.0255057208	-0.0184352785	0.0751565064	0.045939152	0.0272906021	-0.0399520015	-0.020850798	-0.0424795575	0.0472627702	-0.0155119694	0.0209920318	-0.0145816217	-0.0119140335	-0.0157772727	0.0156852497	-0.0048682637	-0.0526951889	0.1105764245	0.1058868105	0.098217554	0.0	-0.0028292863216989	-0.0025750180122656	8.004861090152492e-06	6.630717763492282e-06	0.2849845847555201	-0.0761888110605753	0.0812162135482762	0.005804734930824	-0.3559905957077802	0.0039906755056194	1.592549099115093e-05	0.1267293042323802	0.0133106736162026	-0.002499405789848	6.247029302325709e-06	0.000177174032117	0.0007691390993846	7.301512516950004e-05	5.3312085035177594e-09	5.915749542021536e-07	-0.0005856457009454	0.0004794227825242	2.298462044032464e-07	3.429808870358289e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
