global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44
5952.585917795893	n/a	35433279.10874197	n/a	6755.92837835818	n/a	n/a	45642568.253505394	5289.44775575931	n/a	n/a	27978257.5609072	5484.362989582579	4714.43089924816	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.8209847923978657	n/a	n/a	0.6740160293485666	1.4075196681362456	n/a	1.981111616190367	n/a	-0.0990707982227547	n/a	n/a	0.0098150230604937	0.0592263384918433	n/a	n/a	0.0035077591711503	-0.0259726870977081	n/a	0.0006745804750754	n/a	0.0050413755225169	n/a	2.541546715903255e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4633.429137843173	-1319.1567799527202	21468665.575414125	1740174.6100952297	3945.4902555504623	-2810.438122807718	7898562.442130971	15566893.356643653	4529.709554654145	-759.738201105165	577202.1342185121	20518268.649525054	4368.025882866817	3649.6985622685847	10.299908	298.89093	0.5772733894455423	0.2785064196888263	-0.0703751714	-0.0131770159	0.0065317934	0.1088083405	-0.0780683833	0.0784625897	-0.0728886391	-0.0240502205	-0.0657983738	-0.0153193423	-0.0030492079	-0.0365014506	-0.0593032947	-0.1854455774	0.1776994436	-0.0718961094	0.1126398562	-0.0236770514	0.0186387524	-0.024223915	0.0073165593	-0.0666045868	0.0396242381	-0.0291460534	0.0490954375	-0.0439826097	0.0751834992	-0.0417201031	0.0217857175	-0.0123715849	0.0376603624	-0.1276993223	0.0656020803	-0.0993777639	0.1257071004	0.1121489578	0.1121325392	0.1121051767	0.0	0.9272180816188752	0.1062332892210095	0.0112855117387146	0.8597333708809871	1.5512250395538842	0.1437053714176386	2.40629912333895	0.0206512337742814	0.0699759601600646	0.1690467583828193	0.0285768065197392	0.0048966350003229	0.058377399869052	-0.0008489386227912	7.206967852667861e-07	0.0034079208154711	-0.0275283700307422	-0.0015556829330341	0.0007578111565494	2.4201493881335817e-06	0.005802513375173	0.000761137852656	3.366916146906156e-05	5.793308307459384e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4585.566659842484	-47.8624780006885	21027421.59185896	2290.8168003663905	4039.667892456055	94.17763690559286	8869.427293121687	16318916.681340346	4506.250262207957	-23.459292446187646	550.3384020757568	20306291.425649285	4368.909767548704	3518.315743464761	1.078343	31.292231	0.1243834126298787	0.0710655883938235	-0.0429448208	0.0281376561	-0.0763777887	-0.0123220684	0.035010096	0.0137938961	-0.0318475933	-0.0189838821	-0.0328200133	-0.0206828178	-0.0156352606	-0.0345731108	-0.0546682505	-0.1884896725	0.1824606808	-0.061155766	0.1194221147	0.0056456723	0.0158313768	-0.0183905241	-0.0017714718	-0.0551964449	0.0128438904	-0.0380837039	0.0281896948	-0.0216869915	0.0257051483	-0.0857573088	0.0814055347	0.0283663983	0.0730491314	-0.0776571069	0.005909512	-0.0149973755	0.1222913907	0.1121051767	0.1119574576	0.1117114032	0.0	0.920191794704678	-0.0070262869141971	4.936870780061818e-05	0.8467529390418164	1.5431729933240206	-0.0080520462298636	2.3813828873246177	6.483544848786163e-05	0.1437768973420077	0.073800937181943	0.0054465783289331	0.0206717962092942	0.0587024277349554	0.0003250278659033	1.056431136137161e-07	0.0034459750219776	-0.0272497717381614	0.0002785982925808	0.0007425500597818	7.761700862893775e-08	0.0059089700627663	0.0001064566875933	3.491592720266838e-05	1.1333026333337569e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4586.1456776043615	0.5790177618773669	21032732.176209167	0.3352615685694751	3999.156936334104	-40.51095612195104	1641.1375659146424	15993256.201429175	4507.803093405331	1.552831197373962	2.4112847275378524	20320288.728914674	4368.855590395966	3559.8501572774644	0.619838	17.986961	0.1531043466468572	0.0653157213970618	-0.0498512633	0.016550898	-0.0257050149	0.0147379694	0.0652795556	0.0355513652	-0.0343610001	-0.0158918354	-0.0313404855	-0.017377579	-0.0181403085	-0.037296311	-0.0581337081	-0.1858649452	0.1806945204	-0.0712684723	0.1219759197	-0.012728895	0.0072080622	-0.0227289571	0.0050044151	-0.0540007964	0.0204727424	-0.0421184414	0.0181283612	-0.0281597714	0.0325547163	-0.0701935271	0.0493124956	0.0017031091	0.0532086052	-0.0938285726	0.0344845079	-0.0581785626	0.0987057694	0.1120176316	0.1116075676	0.1109252393	0.0	0.9153445329568086	-0.0048472617478694	2.349594645235815e-05	0.8378556140139181	1.593476146887582	0.0503031535635614	2.5391662306996947	0.0025304072584392	0.1660232615516292	0.0222463642096215	0.0004949007205471	0.0275637233762406	0.0592644973549632	0.0005620696200078	3.159222577357132e-07	0.0035122806467364	-0.0270714677401815	0.0001783039979798	0.0007328643656076	3.1792315695615414e-08	0.0066827477872947	0.0007737777245283	4.465911798859221e-05	5.987319669763481e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4568.770045760372	-17.37563184398914	20873659.731037237	301.91258197784947	3975.284567696708	-23.872368637395997	569.8899843597278	15802887.394167604	4505.314850143056	-2.4882432622753186	6.19135453225852	20297861.89891955	4359.98018160894	3496.014556825852	0.596543	17.310965	0.1700254869425881	0.0964865622812776	-0.0455091165	0.0285695012	-0.0066515713	0.030876944	0.0199638735	0.0663063857	-0.0271946028	-0.0225166454	-0.0247717893	-0.0187102416	-0.0193222933	-0.038565064	-0.0541388622	-0.1862204367	0.185067289	-0.0647186724	0.1210501625	0.0072795305	0.0143849741	-0.0155693443	-0.0014299604	-0.0570832679	0.0038517445	-0.0396963458	0.0303952552	-0.030214294	0.031269107	-0.0903966899	0.0762673204	0.0337566771	0.0601801639	-0.0657710255	0.0060394004	-0.0313507426	0.1057625596	0.1118863567	0.1110834157	0.1097494464	0.0	0.9124538283595172	-0.0028907045972914	8.356173068801983e-06	0.8325719888879392	1.546053730235755	-0.0474224166518268	2.390282136775893	0.0022488856010994	0.2025309489146991	0.0365076873630699	0.0013328112365996	0.0410187852682884	0.0581931984529883	-0.0010712989019748	1.1476813373726176e-06	0.0033864483461888	-0.026914359968202	0.0001571077719795	0.0007243827724979	2.4682852016362955e-08	0.0071184346799483	0.0004356868926535	5.0672112292690654e-05	1.898230684301493e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4571.984682932487	3.214637172114635	20903043.940969277	10.333892148341178	3994.881218112245	19.596650415536715	384.0287075087553	15959075.946825974	4512.781024853238	7.466174710181804	55.74376480295834	20365192.57827544	4372.657526716849	3550.835043535269	0.831713	24.135317	0.3331803815416225	0.2521246091249031	-0.0550943664	0.0361276614	-0.023923487	0.0103416184	0.0487621626	0.0657004072	-0.049313181	-0.0400531595	-0.0439746326	0.0006777988	-0.0285935735	-0.0479958019	-0.0544157866	-0.206489445	0.1807808142	-0.0749819363	0.0687422107	-0.031385938	0.0440445115	-0.0333658866	0.0223760043	-0.0568884015	0.0059610341	-0.0471511506	-0.0531633292	-0.0088467228	0.0489891604	-0.0687065318	0.0049982294	0.0119525526	0.0483921511	-0.0960344758	0.0254726345	-0.0121346548	-0.0691263648	0.1117114032	0.1103858203	0.1081881546	0.0	0.9287637424667708	0.0163099141072536	0.0002660132981859	0.8626020893208822	1.552145131053777	0.0060914008180219	2.409154507853947	3.710516392579851e-05	0.2422920344395009	0.0397610855248017	0.0015809439221106	0.0587054299528322	0.0625605577413654	0.0043673592883771	1.907382715377374e-05	0.0039138233849107	-0.0277187471040198	-0.0008043871358178	0.0007683289410166	6.470386642691664e-07	0.0073670478775843	0.000248613197636	5.4273394430619344e-05	6.1808522038797e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4538.800424656431	-33.184258276056426	20600709.294861395	1101.1949973320193	3954.828077666613	-40.053140445631925	1604.254059557516	15640665.123900196	4487.521381993448	-25.25964285978989	638.0495574041345	20137848.153848384	4346.154018786664	3475.640443308473	1.073558	31.153349	1.1619056515165809	0.5191764867325898	-0.0722005346	0.0637351574	0.015805654	0.0429255677	0.0365247875	0.0468490923	-0.0103230974	-0.0655698603	-0.0063324016	0.0016228332	-0.0461150763	-0.0539146279	-0.0577070626	-0.2250239134	0.1923714637	-0.042155775	-0.0178940851	-0.0410481186	0.1496588983	-0.0561498869	-0.0173724801	-0.0074221458	-0.0353621449	-0.0136666037	-0.0741076434	0.0122493735	-0.006009822	-0.0955932252	-0.1093691294	-0.0009553191	-0.0568128928	0.0345724541	-0.0026189085	0.1021913111	-0.5072159505	0.1114928394	0.1095158704	0.106246848	0.0	0.9667950695046414	0.0380313270378706	0.0014463818362614	0.9346927064184845	1.6083980316406468	0.0562529005868697	2.586944228185507	0.0031643888244362	0.6403576142920713	0.3980655798525704	0.1584562058633631	0.4100578741818331	0.0712372231604467	0.0086766654190812	7.528452279468122e-05	0.0050747419636112	-0.0259340425853711	0.0017847045186487	0.0006725745648198	3.185170218885095e-06	0.0102967948206397	0.0029297469430554	0.0001060239835783	8.583417150342461e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4552.006804411195	13.206379754764384	20720765.94740582	174.4084662270506	3990.5983039700254	35.77022630341253	1279.5090897973455	15924874.823648443	4491.224876215607	3.703494222158952	13.71586945356474	20171100.88873789	4344.36420377906	3493.9799075329165	1.409234	40.894276	2.584508640699472	1.465760896577278	-0.0327827394	0.0130829107	-0.0166659345	0.0354084059	0.048263508	0.034155614	-0.0161424565	-0.0016785379	-0.0066083611	-0.0377145825	-0.0555205674	-0.026074393	-0.0285177761	-0.1753845561	0.1427218765	-0.0288352406	0.0533387658	0.0410229771	0.0347612005	-0.0288647005	-0.0445577546	0.0077022371	-0.0087972941	0.125132313	0.0325969155	-0.0023725477	0.0346855261	-0.0283979949	-0.1027249319	0.0890401032	-0.0916270548	0.2275267995	-0.0699479484	-0.0526102794	-0.0554695836	0.1112307506	0.1084749246	0.1039323455	0.0	0.780716044337197	-0.1860790251674444	0.0346254036072664	0.6095175418855201	0.9637890945505204	-0.6446089370901263	0.928889418774512	0.4155206817764624	0.4740964577935358	-0.1662611564985354	0.0276427721602305	0.2247674512923778	0.0452416812795623	-0.0259955418808843	0.0006757681976808	0.0020468097250014	-0.0212057942393217	0.0047282483460493	0.0004496857093204	2.235633242191887e-05	0.0092693946087062	-0.0010274002119334	8.592167641191157e-05	1.055551195481e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4557.110537383081	5.10373297188562	20767256.449927907	26.048090248312423	3955.166676112584	-35.431627857441526	1255.4002526282263	15643343.435831465	4480.528567695979	-10.696308519627564	114.4110159470572	20075136.245939784	4336.435719442533	3593.146469882096	1.408766	40.880707	2.810257700806176	1.286921592445649	-0.0138507649	-0.0096146361	0.0049635412	0.0523959865	0.0107502573	0.0518296358	0.0048238608	0.0282279101	0.0035899686	-0.0440531344	-0.0323999424	0.0158006455	0.0125576932	-0.0600771446	0.0564252006	-0.0133890299	0.0092580073	0.0809204563	-0.088238218	0.0659067184	-0.016248479	0.1269555775	-0.0148782419	0.3239988633	0.0320757973	0.0512093082	-0.051803516	0.1672381329	-0.0319380245	-0.0418066653	-0.1787942331	0.0536792144	-0.0874968882	0.1006145969	0.1118786069	0.1109252393	0.107264608	0.1012527768	0.0	0.3535153687715535	-0.4272006755656435	0.1825004172037422	0.1249731159576874	0.6932974187272833	-0.2704916758232371	0.480661310813914	0.0731657466896631	0.1733646171754657	-0.3007318406180701	0.0904396399615323	0.0300552904883957	0.0244972314865368	-0.0207444497930255	0.0004303321972153	0.0006001143505049	-0.0126466345855227	0.008559159653799	0.0001599373663397	7.325921397922064e-05	0.0023363338795462	-0.00693306072916	5.458455996715399e-06	4.80673310742206e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4558.447531693866	1.3369943107854851	20779443.8992059	1.7875537870727545	3964.10066503408	8.933988921496166	79.81615804941623	15714094.082523637	4487.987396877224	7.458829181244255	55.63413275498084	20142030.874528795	4349.105712041932	3673.649591865687	0.993364	28.826239	1.0890282340140738	0.474148702858833	0.008090847	-0.0305146327	0.0250191803	0.0022630226	0.0841218123	-0.0118799066	-0.0149804253	0.0251996013	-0.0094045886	-0.0290313734	-0.0501186658	0.0292795453	0.0039013012	-0.0146040623	0.0143578951	-0.0098193781	-0.0596263704	0.0819753787	-0.1189471775	0.0434171268	-0.0247970868	0.1358547378	-0.0477800137	0.2495702405	0.0095264599	-0.0197138467	0.0087740723	0.16862527	0.0231130631	-0.0961826614	-0.0837433525	-0.1235670809	-0.1018578135	0.1046999669	0.1238401081	0.1105764245	0.1058868105	0.098217554	0.0	0.277157835674032	-0.0763575330975214	0.005830472860739	0.0768164658755137	0.4775561590508488	-0.2157412596764345	0.2280598850473996	0.0465442911267747	-0.061359266928747	-0.2347238841042127	0.0550953017689678	0.0037649596380332	0.0160604208380405	-0.0084368106484963	7.117977391858058e-05	0.0002579371174949	-0.0098911387994753	0.0027554957860474	9.783462675048566e-05	7.592757026924984e-06	0.0023881385877206	5.180470817440011e-05	5.703205914160143e-06	2.6837277890347572e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
