global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
5758.662700925022	n/a	33162196.103025075	n/a	5837.010450607228	n/a	n/a	34070691.000498	5010.217029767954	n/a	n/a	25102274.68537682	5037.516867768312	4726.985712518756	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-1.2000000438661118e-05	n/a	1.4400001052786703e-10	n/a	-0.0392261712855059	n/a	n/a	0.0015386925137198	0.2442803410626908	n/a	0.0596728850297045	n/a	-0.0005689999178181	n/a	n/a	3.237609064770045e-07	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4417.754321313565	-1340.9083796114571	19516553.24348468	1798035.2825122245	3396.0133525251777	-2440.997098082051	5958466.832844993	11532906.690529296	4268.894945428947	-741.3220843390072	549558.4327287301	18223464.05510881	4123.536355006568	3317.5511553934866	16.068002	326.181213	0.3812642359717719	0.2617550977569873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0461840325843638	0.0461960325848024	0.0021329648657535	0.0021340734265761	0.2023237958844959	0.2415499671700018	0.0583463866398289	0.0409349183811111	0.3100407145592356	0.0657603734965447	0.0961252446844014	0.004324426722405	-0.000611000229366	-4.2000311547900045e-05	1.7640261701206659e-09	3.733212802853047e-07	-1.567216345588207e-07	-1.567216345588207e-07	2.4561670738788547e-14	2.4561670738788547e-14	0.000513000221226	0.000513000221226	2.6316922697792494e-07	2.6316922697792494e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4344.201023591044	-73.55329772252117	18872082.533369478	5410.087605857837	3473.7088171791693	77.69546465399162	6036.585227799661	12066652.946548304	4239.626576328019	-29.268369100927885	856.6374298281502	17974433.506706838	4102.282132963397	3145.018864157973	1.962642	39.841728	1.1919173268916845	0.848775119825702	-0.0948652947	-0.0075373963	-0.0514723805	-0.1005750583	0.1315252095	0.0811768454	-0.0458734742	0.0318310594	-0.0425567258	0.2611400461	-0.0715057342	-0.1703512534	-0.0646495147	-0.1472422588	-0.1540807457	-0.0786681506	-0.1391606652	0.010565143	-0.0785460863	0.0445503124	-0.0208361647	0.1323910245	-0.0162077775	0.0295173218	-0.0080046949	0.088930158	-0.0970298751	0.0994131895	-0.0441588055	0.1126467273	-0.1198127315	0.0155398437	-0.1791539348	0.0710059083	-0.2033179846	0.2978891183	-0.0404538963	0.0946007004	-0.0747388694	0.11250323	0.1124865505	0.112458753	0.0	0.0	-0.022590240211187	-0.0687742727955508	0.0005103189527991	0.0047299005985568	0.1257990645095645	-0.0765247313749314	0.0058560345120054	0.0158254046314815	1.0708483887720348	0.7608076742127992	1.146716271735663	0.5788283171410887	-0.0031028365609655	-0.0024918363315995	6.209248303479253e-06	9.627594724064212e-06	0.0032222218333091	0.0032223785549436	1.0382713543053858e-05	1.0383723551360782e-05	0.0005110021376011	-1.9980836248999906e-06	3.992338172093487e-12	2.611231846328936e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4347.820140193067	3.619116602023496	18903539.971468464	13.098004979042097	3413.1612705031844	-60.5475466759849	3666.0054084805706	11649669.858462911	4255.800747506987	16.17417117896821	261.60381332656584	18111840.002481032	4112.567115657647	3189.024888853364	0.917026	18.615665	0.4190982317000772	0.2678576265562555	0.0124397181	-0.1170659732	-0.019681007	0.0342797424	-0.0207491561	-0.1151167756	-0.0704061994	0.052008115	0.0540206776	0.0834804872	-0.0105891636	-0.0451871139	-0.0132072381	-0.0220865951	0.0551644306	-0.0298303962	-0.060511385	-0.0178096229	0.063268034	-0.0867297167	7.4689e-05	0.0670879789	0.0082787276	0.0988009099	-0.1073310254	-0.0369676982	-0.0519188455	0.0861550099	-0.0951859062	0.0088466687	0.0009527789	-0.044996583	-0.0663985302	0.0485527958	0.0106235885	0.0270227296	0.1358790216	0.0382276131	-0.0431092321	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0268099342153931	0.04940017442658	0.0007187725726337	0.0024403772333765	0.1620254821173148	0.0362264176077503	0.0013123533326911	0.0262522568553482	0.850509419328418	-0.2203389694436168	0.7233662723663626	0.0485492614554751	-0.0019447984443014	0.0011580381166641	1.341052279646936e-06	3.782240988957145e-06	0.0022953389404871	-0.0009268828928219	5.268580851716443e-06	8.59111897006079e-07	0.0006887345325576	0.0001777323949565	3.1588804216973316e-08	4.743552563373358e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4350.216238353	2.39609815993299	18924381.32043013	5.74128639203426	3419.639259085271	6.477988582086709	41.964336069645775	11693932.662277265	4253.547080766218	-2.253666740769404	5.079013778450188	18092662.76829481	4116.878096244078	3231.0822565445046	0.895063	18.16983	0.1461759742061169	0.0896626646761531	0.0555020328	0.1099617861	-0.0062950068	0.0551617548	0.0067672818	0.0184625103	0.1013200896	0.0424327419	0.0290721455	-0.0345883718	-0.0170955355	-0.0021319208	-0.0111994016	-0.0010641349	0.0264995389	0.0185486014	-0.015206139	0.021634217	0.0200041171	0.0082698006	0.0183435715	0.0087830438	0.0452031809	-0.1016859178	0.0290327158	0.0233879681	-0.0621930125	0.0950352324	0.0138042284	-0.088161737	0.0537874011	-0.1090589501	-0.0280710286	-0.0747394665	-0.0341216907	-0.0365010996	0.0327601475	-0.0272001661	-0.066943346	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.0187943252995665	-0.0080156089158265	0.0003532266634659	6.424998629147887e-05	0.1868934187223487	0.0248679366050338	0.0006184142709919	0.0349291499617271	0.7745487435063865	-0.0759606758220314	0.599925756067322	0.0057700242713397	-0.0016640392329872	0.0002807592113141	7.882573473777154e-08	2.769026568920629e-06	0.0019760524628738	-0.0003192864776133	3.9047833360296106e-06	1.019438547867085e-07	0.0005421451642206	-0.000146589368337	2.1488442909440673e-08	2.939213790877813e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4358.875905608682	8.659667255681597	18999799.160495907	74.98983697912405	3445.192336240651	25.553077155379924	652.9597521087993	11869350.233691314	4266.283126045372	12.736045279154496	162.20684935267352	18201171.71157947	4124.488692658983	3149.712180383948	0.778487	15.803327	0.1250943447695107	0.0636820082816614	-0.0647881433	-0.0035580026	0.0632246488	-0.0822444005	0.0573173798	0.1107272467	-0.1270278844	-0.0012818487	-0.061685492	0.0281149182	0.0323753194	0.0010317037	0.0302112462	-0.0156120934	-0.0735416939	0.0275580182	-0.0003835668	0.0088375539	0.0467111376	0.0284008318	-0.0416360397	0.0629761338	-0.0069158499	0.0483295329	0.0198630997	0.0294868309	-0.0781845358	-0.0131237227	-0.0171832943	-0.0578321815	-0.008697538	-0.1100372856	-0.0290222705	-0.059132206	0.0854955686	-0.0618321268	0.0472597508	0.0708149317	-0.1104628134	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0361560753584626	0.0173617500588961	0.0013072617853268	0.0003014303651075	0.1948600165554239	0.0079665978330752	6.346668103395866e-05	0.03797042605198	0.735327137597892	-0.0392216059084944	0.5407059992879092	0.0015383343700412	-0.0012517625244253	0.0004122767085618	1.6997208442263378e-07	1.5669094175556e-06	0.0013237576305438	-0.0006522948323299	1.7523342644229355e-06	4.254885482844227e-07	0.0003958288857316	-0.0001463162784889	2.1408453350870588e-08	1.5668050677952006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4350.737851037445	-8.138054571237262	18928919.848449923	66.2279322044357	3424.278879463955	-20.913456776695966	437.3726743507305	11725685.84434292	4262.190242446858	-4.092883598514163	16.751696150986245	18166265.662809208	4121.790143456937	3229.5031040520066	0.847354	17.201319	0.0618860295582079	0.0233556268294986	0.1113056369	-0.0977707125	0.0086878613	0.0159907914	0.0353958751	-0.145321778	0.0637266285	0.0033875485	-0.0522207859	-0.1080537295	0.0180861268	0.0518691756	0.018309691	0.0624622187	0.1269283609	0.0374926578	0.0129896373	-0.0012547358	0.0332826858	0.0884364222	-0.0437511757	0.0728605337	0.0680420136	-0.0305676891	0.0255782063	-0.0645307236	0.0175329592	0.0494003283	-0.082609894	-0.0302781642	-0.0325684377	-0.0826930403	-0.0695475799	-0.0316648601	0.0624399105	-0.0843222049	0.0357897214	0.0422296031	-0.0393075747	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.0227445007593019	-0.0134115745991607	0.0005173123147898	0.0001798703332288	0.1946866834612279	-0.000173333094196	3.004436154356282e-08	0.0379029047171323	0.7141608869515608	-0.0211662506463312	0.51002577245144	0.0004480101664233	-0.0015019152128772	-0.0002501526884518	6.25763675397133e-08	2.255749306671965e-06	0.0014250603921202	0.0001013027615763	2.030797121189778e-06	1.0262249503004942e-08	0.0005870708600737	0.000191241974342	3.6573492750264413e-08	3.446521947476738e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4342.040523314794	-8.697327722650698	18853315.90610781	75.64350951518837	3416.419586037008	-7.859293426947261	61.768493170856416	11671922.78785728	4262.691645097603	0.501402650745149	0.2514046181742618	18170540.06118491	4124.896321733213	3166.4385064737685	0.86663	17.592625	0.1026461274295205	0.048856435964733	-0.0122926758	0.1062889677	0.0256116643	0.0720751027	0.0040278866	0.0440618278	0.0783343001	0.0498193068	0.0427983893	-0.0036420766	0.0178994182	0.0037570948	0.0193742819	-0.0085764864	-0.0030954569	0.0130512589	-0.0188795792	-0.0439090149	0.089274814	-0.049019267	0.0106874074	0.0580216863	0.0091309523	-0.0006080652	0.0592159206	0.0177155442	-0.0655708272	0.0482351494	0.1235156688	0.003111144	0.000323993	-0.0151906267	-0.0786462152	-0.0006069106	0.0796020649	-0.0693165584	0.0774788573	-0.018640611	0.0118538534	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	0.0361330092038656	0.0133885084445636	0.0013055943541266	0.0001792521583701	0.15860773997845	-0.0360789434827778	0.0013016901628334	0.0251564151810716	0.7263785900845647	0.0122177031330039	0.5276258561332401	0.0001492722698462	-0.0017231257279199	-0.0002212105150427	4.8934091965456616e-08	2.9691622742194853e-06	0.0015908691150692	0.000165808722949	2.53086454128106e-06	2.7492532605978266e-08	0.0001548706506819	-0.0004322002093917	1.8679702099831573e-07	2.398491844263509e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4333.889490393222	-8.151032921571641	18782598.114940826	66.43933768854473	3384.852126279713	-31.567459757294728	996.504515528422	11457223.916780297	4254.071795538512	-8.619849559091563	74.30180642137101	18097126.841596257	4110.971768422771	3115.9406677145043	0.814581	16.536032	0.0657938464117928	0.0408420037792841	-0.1030137719	-0.0503772991	0.0793909659	0.0746358722	-0.0447307559	0.0050415134	-0.0899335648	-0.0829017223	0.0565031685	0.019047263	-0.0152512813	0.0127669834	-0.0160056197	0.0021411255	0.022215685	0.0326061834	0.0024570932	0.0047558087	0.0483553403	0.0172870265	-0.0175615984	0.0589726677	0.0054167131	-0.0006217864	0.0360949308	0.0014050582	-0.1087396905	-0.0085558109	-0.0802628179	0.0237854851	0.0400591306	-0.0939149065	0.0501024396	-0.0211806283	-0.0318130154	-0.0813165321	-0.0499891806	-0.0712770027	0.013242288	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.0357574717055086	-0.0003755374983569	0.0012785967827702	1.4102841267223136e-07	0.1949204675300109	0.0363127275515609	0.0013186141822338	0.037993988662118	0.7232070647171298	-0.0031715253674349	0.5230284584567668	1.005857315628323e-05	-0.0014457033551098	0.00027742237281	7.696317293558606e-08	2.0900581909757327e-06	0.0014698023674719	-0.0001210667475973	2.160318999426002e-06	1.4657157373788348e-08	0.0002750626501633	0.0001201919994814	1.444611673933686e-08	7.565946151485797e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4342.442258940404	8.552768547181586	18856804.77223144	73.14984982165862	3403.644795639255	18.792669359541836	353.16442165706246	11584797.894882184	4254.573447622904	0.5016520843919352	0.2516548137747733	18101395.22121784	4112.710625147101	3214.643662231648	0.974373	19.779821	0.3249574990608243	0.1520941059878224	0.1031721078	0.0207887393	-0.0659707604	-0.0533101108	-0.0150080507	-0.0061880249	0.0470187743	-0.0062082783	0.0643836482	0.0073921366	-0.0138907382	-0.0103329539	-0.0154148067	0.0090503138	0.0527632718	-0.0274909128	0.0019449606	0.0272698825	-0.0463705902	0.0795726542	-0.0231741861	0.0113025024	0.0076128467	-0.0985965222	0.0073622411	0.0244280846	0.0302154315	0.1598599733	-0.1295925829	-0.0036956869	0.0232392781	-0.0113586206	-0.0910936142	0.0288891333	-0.0966784705	0.0798641136	-0.0230327482	0.008910404	-0.0296236833	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.0089272466733518	-0.0268302250321568	7.969573316687078e-05	0.0007198609752761	0.195526307325295	0.000605839795284	3.670418575498626e-07	0.0382305368562657	0.8541232202268958	0.1309161555097659	0.7295264753307623	0.0171390397734572	-0.000486999404805	0.0009587039503048	9.191132643300288e-07	2.371684202804243e-07	0.0035670099103006	0.0020972075428286	1.2723559700182694e-05	4.3982794776975925e-06	-1.1314311755497998e-06	-0.0002761940813388	7.628317056661119e-08	1.2801365050060018e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
