global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
5504.680829401871	n/a	n/a	30301511.03358447	6096.868805406007	n/a	n/a	37171809.23033287	4801.287130531616	n/a	23052358.10980852	n/a	4801.019029678837	4435.16439459385	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0291598246865447	n/a	n/a	0.00085029537575	-0.0577247366763771	n/a	0.003332145224357	n/a	-0.7406501723540941	n/a	0.5485626778081494	n/a	0.0035328825119673	n/a	n/a	1.2481258843364378e-05	-0.0003248680505705	n/a	1.0553925028147697e-07	n/a	-0.0007739289795925	n/a	5.989660654530883e-07	n/a	0.0
4137.079145591964	-1367.6016838099067	1870334.365559692	17115423.856891938	4206.275579739111	-1890.593225666896	3574342.7449375577	17692754.252709594	4050.197873625828	-751.0892569057878	16404102.815523176	564135.0718392885	3933.652430995818	3038.081144023145	22.868049	345.34729	0.910907513723037	0.6338972498380597	-0.0913945647	0.0527915771	-0.0459138534	0.0739683542	-0.0368134771	0.1150160562	-0.1352283321	0.086265936	-0.5810814554	0.2919790149	-0.1912217044	0.0816961835	-0.3475355494	-0.1998610824	-0.0814654261	0.12028537	-0.1055495256	0.1100573318	-0.1352393594	0.1752304783	-0.0166573785	0.0270091265	-0.0478585256	0.0190712118	-0.0264335755	0.1824574231	-0.013465241	0.1140732049	-0.0531812039	0.0332575923	-0.101271582	0.0717806545	0.0626473938	-0.0453106454	0.1568271823	-0.0010787568	0.1483066139	-0.041230527	0.335590004	-0.1203108408	0.103594078	-0.013666274	0.0371035687	-0.1365149454	0.0747032541	-0.1737014253	0.1954433714	-0.02433863	0.1426364701	0.2823664406	-0.3744382052	0.0214315476	-0.2113528737	0.0834120062	-0.2525509184	0.160279217	-0.3132485571	0.013580011	-0.0308300116	0.4005920335	-0.1069610902	0.0724992007	-0.014264151	-0.0219722466	0.0886504841	-0.0043635863	0.1643677256	-0.0367050607	0.0149945011	-0.0891430145	0.2090641388	-0.1026096539	0.1380938307	-0.0587960904	0.0151871234	-0.1018497695	0.1043806577	-0.0115133766	0.1606860015	-0.1062111481	0.0531527269	-0.1212367072	0.0889023615	-0.0402701568	0.0326590651	-0.1858783379	0.0373627809	-0.0441079317	0.2716830805	-0.1660707223	0.2124636637	-0.1055011879	-0.04776468	-0.135575825	0.1121489578	0.1121325392	0.1121051767	0.0	-0.0103424017566453	0.0188174229298994	0.0003540954057227	0.0001069652740958	0.0980330972279404	0.1557578339043175	0.0096104881521028	0.0242605028225649	-0.1670660372009251	0.573584135153169	0.0279110607860208	0.3289987600994088	0.0017539947424188	-0.0017788877695484	3.164441696649237e-06	3.076497556432793e-06	3.0304283922921726e-05	0.0003551723344934	9.183496240810521e-10	1.2614738718950705e-07	0.0003469733510786	0.001120902330671	1.2039050635871341e-07	1.2564220349039038e-06	1.0
4138.282061163369	1.2029155714044464	1.4470058719272858	17125378.41774654	4261.183764521939	54.90818478282836	3014.9087561452234	18157687.075025365	4051.617138302474	1.4192646766459802	16415601.435386328	2.0143122223750187	3944.888785823699	3056.4782888037525	1.122303	16.948719	0.0795238091857333	0.0492078143553227	-0.0649401766	0.0819938603	-0.0569112397	0.0858690876	-0.0054021054	0.0712442016	-0.0317289167	-0.0270023788	0.2658758059	0.108119143	0.0099641338	-0.0236183205	0.1463063073	-0.1601853653	0.0958885543	0.0297850875	-3.84274e-05	0.0419007885	-0.1447606899	0.0944093828	0.0110327611	-0.1115503163	-0.0301610683	-0.0829500737	-0.0731652719	0.1147193054	-0.047826436	-0.0008760217	0.0455549251	0.0958381126	0.0533609703	-0.0219297082	-0.0880674501	-0.0873499196	-0.1318793477	0.0312237518	-0.1014261524	0.0032427365	-0.061110405	-0.0606554692	-0.1129669341	-0.0360239895	0.0554112565	-0.1719275376	0.0974264093	0.0495898714	0.069217991	0.0036754708	-0.0345255973	0.0432953316	-0.0830524867	-0.0457395584	-0.0356670333	0.06449267	0.1167813502	-0.0885372743	0.2454237865	-0.0902837831	0.0262639188	-0.0434745033	0.0868970817	0.0109173253	-0.0265157993	-0.0138817321	0.0262436893	-0.1187642524	0.0013480605	-0.0832956789	0.1239225466	-0.1375036037	0.1161906297	0.0973654043	0.1446165899	0.0269330299	-0.0142108861	-0.086254476	0.0297402568	0.053559103	0.0889123485	-0.1003603286	-0.0564600043	-0.1324232126	0.0897351592	0.0181582439	0.1147650938	-0.1004973689	-0.0439240542	-0.0959048384	0.0782100684	-0.1148032501	0.0386631551	-0.0098628587	0.0036417689	0.0318336146	0.1121051767	0.1119574576	0.1117114032	0.0	-0.0096409602671485	0.0007014414894967	4.920201631874887e-07	9.294811487273608e-05	0.0816256259991945	-0.0164074712287459	0.0066627428197603	0.0002692051121221	-0.1193819259535473	0.0476841112473778	0.0142520442443782	0.0022737744654523	0.0019609945642461	0.0002069998218273	4.284892623653396e-08	3.845499681002752e-06	3.192448791677904e-05	1.6202039938573165e-06	1.0191729287485712e-09	2.6250609817111997e-12	0.0004329690296597	8.599567858110001e-05	1.8746218064446216e-07	7.395256734623862e-09	0.0
4125.0653608776265	-13.216700285742265	174.68116644313963	17016164.231512465	4222.633943389735	-38.54982113220467	1486.0887093249737	17830637.41986714	4047.101327762315	-4.515810540158782	16379029.157175494	20.392544834609147	3939.3728433424426	3020.7242345565405	0.8673189999999998	13.098031	0.0878087708576403	0.0480354505046017	-0.0814046457	-0.0602811248	-0.0221937002	0.055510629	-0.1235415614	0.0067130162	-0.100223724	-0.0663073639	0.0756331863	0.1505256073	0.0775824653	0.0464568078	0.1302893991	-0.0850851833	0.235264713	0.2280197354	-0.0958435752	0.0245156786	-0.0031712844	0.0166150716	0.0125195819	0.0590717054	-0.0222134518	-0.0810709081	-0.0411875374	-2.94338e-05	0.0245647463	-0.045369075	0.0872416959	-0.1399423741	0.0924724875	-0.0115112017	-0.0457814119	-0.0911652199	0.0044620484	0.0270374159	-0.1176630826	-0.0383613203	-0.1140046217	0.0379898773	-0.1375034691	-0.0628523634	0.0296015265	-0.1018489493	0.1278615324	0.1216359224	0.0997774182	0.2592916537	0.0258088576	-0.0330826248	-0.0058286658	-0.0448883387	0.0685268466	0.0470229565	-0.016436875	-0.0501120308	0.1135454576	0.0284719435	-0.0602184576	-0.0366356438	-0.0929905449	-0.1198969353	-0.0382354079	0.0053670458	0.1030860398	-0.0023097267	-0.0826244754	0.1138724299	-0.0098627739	0.08368043	0.0673774292	0.0396780227	0.2047589129	0.1099977554	0.061230603	-0.1192290057	-0.0557003096	0.0025253132	0.0437928732	-0.0457046003	-0.0397738796	-0.0778424578	0.183130409	0.0596389505	0.0043107731	0.0122125383	-0.04245255	-0.1185871854	-0.0860531702	-0.0646418783	-0.0685674528	0.009974465	-0.039501269	0.0742439166	0.1120176316	0.1116075676	0.1109252393	0.0	-0.0311806607682427	-0.0215397005010942	0.0004639586976768	0.0009722336059442	0.0684369728177927	-0.0131886531814018	0.0046836192484632	0.0001739405727392	-0.089195769773994	0.0301861561795532	0.0079558853455753	0.0009112040248963	0.0019040009932581	-5.699357098800013e-05	3.2482671339642104e-09	3.625219782327832e-06	3.103139607785188e-05	-8.930918389271625e-07	9.629475425405211e-10	7.976130327583007e-13	3.297047257480579e-05	-0.0003999985570848	1.0870520618060204e-09	1.5999884566999737e-07	0.0
4127.465421471904	2.40006059427742	5.760290856203283	17035970.80544624	4234.935728399247	12.30178500951206	151.3339144202556	17934680.62367246	4043.709599260123	-3.391728502192109	16351587.323148465	11.503822232582326	3938.578962633687	3000.9414872911243	0.72119	10.891216	0.1112529388459709	0.0593966847640712	-0.0263249683	-0.0706383189	-0.0229562211	-0.018364164	0.0123693124	0.0237638933	-0.0083311939	-0.1241470926	0.045065261	0.0464459965	0.0572201043	0.0017820782	0.0627561443	-0.0227900052	0.1163956636	0.0729817068	-0.1359832997	-0.0796955278	-0.0280882196	0.049180809	0.0089389969	-0.0614843785	0.0201416897	-0.0689965489	0.1095982795	0.0299167552	0.0695667393	-0.1466856577	-0.0343946027	0.095606628	-0.0244125121	0.1245221245	0.0174673654	-0.0986423537	-0.1320954319	0.0346609213	0.0177055921	0.0076517001	-0.1360814639	-0.0778439878	0.0583964447	-0.0452736252	0.0082574065	-0.0507015733	-0.0338960653	0.0472451622	0.0847118791	0.1722267963	-0.0762210039	-0.0134505844	-0.0715013171	-0.0153164872	0.0048271547	-0.0558611485	-0.0471569684	-0.0126671012	0.0609204985	-0.0367370352	-0.0610946763	-0.0875269891	0.1000155004	0.0622363119	0.0038234747	0.1313040888	0.0582562398	-0.1064966768	0.0008814716	-0.073834895	-0.0558851373	-0.1247788212	0.0945460354	-0.024705724	0.2446094001	0.1334346078	0.0080387242	-0.1604502548	-0.0239330676	-0.1387556549	0.0359135696	-0.0108649437	-0.0616916084	-0.0538303966	0.0367956699	-0.0329694178	-0.1228139975	0.0114311941	-0.0415504588	-0.019018329	-0.1023614437	0.0473009399	-0.0630313548	0.0153035366	0.0799750407	0.0730355431	0.1118863567	0.1110834157	0.1097494464	0.0	-0.0480985269929163	-0.0169178662246736	0.0002862141975959	0.0023134682988882	0.0845337706615794	0.0160967978437867	0.0071459583822645	0.0002591069008237	-0.1265322226404777	-0.0373364528664836	0.0160104033663394	0.0013940107126511	0.0022540122011848	0.0003500112079266	1.2250784567430752e-07	5.0805710030899465e-06	3.0010862597018573e-05	-1.0205334808333075e-06	9.006518738171283e-10	1.0414885855017474e-12	-0.0004340342242382	-0.000467004696813	1.883857078100561e-07	2.1809338684540745e-07	0.0
4129.940704834965	2.475283363060953	6.127027727446341	17056410.225452725	4230.025560764451	-4.910167634795471	24.109746201792948	17893116.24472061	4042.135349446839	-1.574249813284041	16338858.18324772	2.478262474624838	3935.060373244747	3026.1739509778145	0.678941	10.253192	0.1334214618958535	0.0606992539004392	-0.0735166791	-0.09372387	-0.0564806831	-0.0117952335	-0.0745876821	0.0574299019	-0.0438163392	-0.0602306928	0.053142848	0.0056001565	0.1107023492	0.0673713965	0.047876734	0.0390656895	0.1562533105	0.0667953552	-0.0443175908	0.1877393189	-0.075668771	0.1249300673	0.0421211251	0.0707735202	0.04871913	0.0515633154	0.1073952964	-0.0503263404	-0.0027608236	-0.1147015349	-0.0091097822	-0.0171043909	-0.0585048687	0.0158252621	0.0145056745	-0.0452387438	0.0755085597	-0.0644734611	-0.0395563956	-0.0859020794	-0.074825619	-0.0424007459	0.1454726422	-0.0323630462	-0.0391812055	0.0108533127	0.0420416775	0.1216124826	0.0453070095	0.1066054924	0.1193812581	-0.0453162915	-0.1462803518	-0.0869158609	0.1706435606	0.0232476558	0.0094026742	-0.1606412335	-0.0101489102	0.0008615712	0.0157611748	-0.0828052224	-0.0522209108	0.0264503237	-0.0298709933	0.1328939416	0.0030068735	0.0148198699	-0.0393015442	0.0396340525	-0.0876928874	0.151715145	0.0673365133	0.0405997751	0.1768881769	0.1567626	0.03763848	-0.0809149623	-0.0535866465	-0.0806753298	-0.0081544629	0.0625015258	-0.0231364224	-0.077505676	0.1135132244	-0.0548331918	-0.0526692992	0.0812264946	0.0103448399	-0.1340199196	-0.1523567306	-0.0043898763	-0.0244846654	0.0112619768	0.0276288586	0.1957093615	0.1117114032	0.1103858203	0.1081881546	0.0	-0.0311674529354633	0.016931074057453	0.0002866612687389	0.0009714101224843	0.0558459723747546	-0.0286877982868247	0.0031187726304818	0.0008229897705455	-0.0945104984682529	0.0320217241722248	0.0089322343207176	0.001025390818962	0.0019013315870202	-0.0003526806141645	1.243836156075193e-07	3.6150618038007527e-06	-0.0006050345071002	-0.0006350453696972	3.66066754781982e-07	4.03282621573877e-07	-0.0005619255479634	-0.0001278913237252	3.157603214539674e-07	1.635619068418392e-08	0.0
4125.536700393837	-4.404004441127654	19.3952551174721	17020053.06629647	4245.628679186569	15.603118422117404	243.4573044946195	18025362.88153149	4042.770542066068	0.6351926192292012	16343993.65579717	0.403469663523253	3937.929362881568	3042.262048365927	0.996397	15.047334	0.1046793697220106	0.0546955919699153	0.0818320725	0.0531655329	-0.0703894899	0.0868989937	-0.0506871799	0.025691912	0.0269302884	-0.0359210353	-0.0222192572	0.0630753706	-0.2115968552	-0.0208355793	0.0904243339	-0.024441122	0.0350007055	0.0485344244	-0.1591897402	-0.1189947813	-0.044857711	0.0501463207	-0.0373294553	-0.0843834611	0.022361028	-0.0572272014	-0.1075047805	0.1117595205	0.1725375963	-0.1404033381	-0.0521558485	-0.1352047103	-0.1074658152	0.1086111254	-0.1543244037	0.030956639	0.0208107295	0.0667752786	0.0383862722	0.0038049961	0.0072921417	0.0204445242	0.1088969982	0.0244764617	0.0736915275	-0.0483633	-0.0800043391	-0.0001548513	0.0754502432	0.1167081091	-0.1262656915	-0.0086361728	-0.0614045944	0.0148338587	-0.0584410366	0.0248260867	0.0217812225	0.1326063923	0.1133722424	-0.1418247762	-0.1816742377	-0.0405903851	-0.0262656707	-0.0896405293	-0.0243625835	0.0125951272	0.0395607906	-0.0952829265	-0.044657489	-0.0924276649	-0.2195751474	-0.0477288496	0.1010188536	-0.1161789894	0.0893003508	0.0086376436	-0.0917160801	-0.1633013694	-0.0225243475	-0.0500143656	0.0489825559	0.0015543293	-0.0432511882	0.0041862148	0.1770448618	0.0893899675	0.0143478728	-0.011468887	-0.0433236908	-0.0697356974	0.0127091945	0.0484717148	-0.0929952489	0.1276027348	0.0796838157	-0.0824860037	0.1114928394	0.1095158704	0.106246848	0.0	-0.0204112080632512	0.0107562448722121	0.0001156968037509	0.0004166174146013	0.0493239629700923	-0.0065220094046623	0.002432853323075	4.253660667450356e-05	-0.1199582781586059	-0.025447779690353	0.0143899884987774	0.0006475894911687	0.0019610019867103	5.967039969009976e-05	3.560556599176257e-09	3.845528791881743e-06	3.847444578264359e-05	0.0006435089528828	1.480282978281581e-09	4.141037724403738e-07	-2.603818544067901e-05	0.0005358873625227	6.779871010431883e-10	2.871752653115583e-07	0.0
4111.610557514769	-13.926142879067813	193.9374554882111	16905341.376666915	4216.39755075089	-29.23112843567833	854.4588696231222	17778008.30597811	4045.281068489673	2.510526423604915	16364298.923080953	6.302742923618486	3937.214574629261	2999.2175555628587	0.911133	13.759694	0.0825349519044011	0.0412086021794785	0.0369275938	0.1246238679	0.0516750038	-0.0942357825	-0.0793296054	-0.0376895852	-0.0188907955	0.1132818308	0.0154265744	0.0170114033	-0.0449946664	-0.0910890026	0.0049738592	-0.0223035343	0.0427628343	0.031998314	0.0780068951	-0.0494882784	0.0854321563	0.078953989	0.045660062	-0.1680259801	0.1420989229	-0.144478495	-0.0192828111	0.0671794174	-0.0697141375	0.0499522679	-0.0917389954	0.0519011821	0.0282182288	-0.0889663267	-0.0061566947	-0.1538741776	0.0173860247	0.1562853244	0.1643753643	-0.0493490595	0.0118289361	-0.0046691567	-0.0236160724	-0.010523843	-0.0376860408	-0.0093209319	0.0902226152	0.0122766126	-0.059230782	0.0279959437	-0.0826633386	-0.0751953438	-0.0635136617	0.0655494501	-0.226001443	-0.0549357347	-0.0336598155	-0.1235181439	0.0515288714	-0.1109380154	0.0772679187	-0.0764332387	0.0590878354	-0.0491407111	-0.0164796102	0.0138979723	0.0270747353	-0.0154016981	0.1463233789	0.0983050741	-0.0355605647	-0.0261244964	0.0427056065	0.0625882015	0.1066267313	-0.0774393718	-0.0947530954	-0.1426895493	-0.0191722848	-3.99139e-05	0.0542059254	0.0121234948	0.0164575264	-0.0132775862	-0.0170948702	0.0038779041	0.1059016916	0.0224730217	0.0387362829	-0.0313702491	0.0064289321	-0.0111849053	-0.1196249631	-0.0118482105	0.009077233	0.0872597456	0.1112307506	0.1084749246	0.1039323455	0.0	-0.0117804984660807	0.0086307095971704	7.448914815069096e-05	0.0001387801441093	0.0745214855151488	0.0251975225450565	0.0055534518033845	0.0006349151424086	-0.0994199525461567	0.0205383256124492	0.00988432696428	0.0004218228189629	0.0019610177023148	1.571560450004672e-08	2.469802248018887e-16	3.845590428792017e-06	-0.0004224248814714	-0.000460899327254	1.7844278048612634e-07	2.1242818986323e-07	7.641465469527512e-05	0.0001024528401359	5.8391994521981325e-09	1.0496584451923374e-08	0.0
4123.980517237217	12.369959722447676	153.01590353497775	17007215.306552146	4227.2548151362125	10.857264385322196	117.88018993278575	17869683.272092294	4039.789685948515	-5.491382541158146	16319900.706696002	30.15528221333649	3930.483284242692	2976.008771899623	0.930456	14.0515	0.1124490153285139	0.0604274474649097	-0.085695755	0.0425226427	0.1044306976	0.0268661495	0.0615002259	0.0803356101	-0.1205154499	0.1736376493	-0.0676113271	-0.0650249926	-0.042838605	0.0309993779	0.0519625544	0.0783279735	0.1149217054	0.0595323918	0.0316606337	0.1011363822	0.0646452751	0.0536935355	0.029870653	-0.0179733062	0.0016241013	-0.0656397174	0.0647632848	0.1036913389	-0.0695286818	0.014322941	0.0541644541	0.0416385098	0.0494409302	0.0592100261	0.0199426863	0.0709217482	0.1005461641	-0.0767861935	0.0646657049	-0.1406714177	0.0963811005	0.0194366141	-0.1084607568	-0.0123986658	0.000918129	0.0833889377	0.1071778301	0.1174121104	0.0270413579	0.0293008526	0.093075658	0.0324657168	-0.0349773702	0.0206499281	-0.0947915722	0.0110721776	-0.1085754117	-0.1075769837	0.0024534763	-0.0188185301	-0.0193645482	0.0526390249	0.0096631083	0.014792182	0.0586714653	-0.0817376979	0.0251847847	0.0663233421	-0.1090689896	-0.0398143891	0.0576452481	0.0675902598	-0.0150744816	0.0953183648	0.0924175417	-0.0544636021	0.0537473158	0.0051393318	-0.0120763725	0.0246629464	-0.0028409319	-0.0223255267	-0.1234462432	-0.075247682	-0.049936608	-0.0123644324	0.0197968179	-0.0818010671	0.0553961217	0.0232225985	0.1070777053	0.0519487228	0.0532977513	0.0360912531	-0.1058858802	-0.0261756411	0.1109252393	0.107264608	0.1012527768	0.0	-0.0036394375464254	0.0081410609196553	6.62768728975388e-05	1.3245505654330937e-05	0.0382130213216669	-0.0363084641934818	0.0014602349985301	0.0013183045720893	-0.0634219820119312	0.0359979705342255	0.0040223478023217	0.0012958538825829	0.0015280319074182	-0.0004329857948965	1.874766985822404e-07	2.3348815100881028e-06	-0.0006039226111935	-0.0001814977297221	3.6472252031077536e-07	3.2941425894276465e-08	0.0001019615236996	2.554686900432488e-05	1.0396152315144092e-08	6.526425159241352e-10	0.0
4130.733386909411	6.75286967219381	45.60124880963494	17062958.313728094	4233.928382675883	6.67356753967033	44.5365037065415	17926149.549628418	4041.5268482486354	1.737162300120417	16333939.265114548	3.017732856959658	3935.230234699865	3013.880846072466	0.8426059999999999	12.724813	0.044940420972869	0.0209345581843084	-0.0717277214	-0.068482511	-0.042042406	-0.0451086704	0.0277702816	0.1085834681	-0.0639921413	-0.0598050811	-0.0575316487	-0.0190977878	0.0016027526	-0.0317519998	0.0103808127	-0.0042591973	-0.0041118603	-0.0093702507	-0.0337035796	-0.0146487029	-0.0683219074	-0.0700753399	-0.0280920992	-0.0802734972	-0.0387494525	-0.173751194	0.0947513644	-0.012972349	0.070942714	0.0019863612	-0.0123813806	0.0225917913	0.0841061773	0.0244934815	0.0160188508	0.0737847449	0.052670786	-0.0827388284	0.0011354838	0.0263383799	-0.1006875319	-0.0590925372	0.1528237129	0.0522267298	-0.1462025619	-0.0016636648	-0.0206809456	0.0035051882	0.0966834236	-0.0356636433	-0.0828419153	0.06343912	-0.0010451659	0.0254135974	-0.0146971629	-0.1030865545	-0.0945635434	-0.0672317411	0.1149385923	0.0365135872	-0.0049493093	-0.053632505	0.0158612545	0.035172165	-0.0568958944	0.0076426583	-0.0357043903	-0.0351724243	0.0412313147	-0.0722640398	-0.0169022108	0.1032168962	0.0710177443	-0.0577196502	0.0257838111	0.0377669317	0.0733122539	-0.0016938153	-0.0213626191	-0.0372957722	0.0035898112	0.0510657399	-0.0668195531	0.0329412411	-0.0254904947	-0.0347614061	0.066428702	0.0714934661	-0.0716941175	0.082222235	0.092806631	0.0946351591	0.0361521576	0.0524871238	-0.0307857749	-0.090060921	0.1105764245	0.1058868105	0.098217554	0.0	-0.001854084063865	0.0017853534825603	3.187487057690548e-06	3.437627715878153e-06	0.0336672552372618	-0.0045457660844051	0.0011334840752109	2.066398929412768e-05	-0.0832263593161997	-0.0198043773042685	0.0069266268850291	0.0003922133604098	0.0013230092381038	-0.0002050226693144	4.2034294932801874e-08	1.750353444107997e-06	-0.0004999775485821	0.0001039450626114	2.4997754908616614e-07	1.0804576041287877e-08	3.483077359270001e-05	-6.713075010689999e-05	1.2131827890659282e-09	4.506537609915053e-09	0.0
