global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
6200.659831999851	n/a	38448182.35217642	n/a	6788.980367904319	n/a	n/a	46090254.43579026	5347.07022428437	n/a	n/a	28591159.9834285	5597.242281554602	5113.171013517462	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0147074856626545	n/a	n/a	0.0002163101345171	-0.0468023838395339	n/a	0.002190463133063	n/a	0.2436654434515901	n/a	n/a	0.05937284833246	-0.000427000302237	n/a	n/a	1.8232925811048933e-07	0.0007499996363233	n/a	n/a	5.624994544850824e-07	1.6012504557179601e-07	n/a	n/a	2.5640030219369753e-14	0.0
4712.207585206716	-1488.4522467931347	22204900.326079715	2215490.090983531	3391.7969064354	-3397.1834614689187	11540855.470877944	11504286.254504751	4507.833812199758	-839.2364120846123	704317.7553686532	20320565.6784114	4258.813339793713	3349.200032917251	18.49757	336.388245	0.399139576268169	0.2258871265247621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.028704000636921	0.0434114862995755	0.0018845571427382	0.0008239196525643	0.1391757339220589	0.1859781177615928	0.0193698849127437	0.0345878602861448	0.125423435310978	-0.1182420081406121	0.0139811724891245	0.015731038125207	-0.0007069998221959	-0.0002799995199589	7.839973117721449e-08	4.998487485850343e-07	0.0	-0.0007499996363233	5.624994544850824e-07	0.0	0.0	-1.6012504557179601e-07	2.5640030219369753e-14	0.0	1.0
4693.629894906829	-18.577690299887763	22030161.59036309	345.1305768785439	3707.729626304225	315.93271986882473	99813.48348371328	13747258.981774068	4507.082143841001	-0.751668358756433	0.5650053215555897	20313789.451330397	4315.292054317223	3416.45658723228	1.407514	25.596407	0.1625827371803989	0.1084546526673746	-0.1542989325	0.0590041184	-0.0933509288	0.1542351116	-0.0172972165	0.2157184231	-0.2871556452	0.186861143	-0.3690867714	0.1095707511	-0.0073520517	0.3756501479	-0.2720555603	0.306250364	-0.0812963367	0.2755082747	-0.0724870767	0.026487785	-0.0713478028	0.0741658731	-0.0583460516	-0.0970976606	0.1707933572	-0.0197629314	0.0588559008	-0.1116988848	0.1048971139	-0.0694235161	0.07328368	-0.0553999222	0.0236227804	-0.1103306572	0.0075114197	-0.1590963996	0.1047256445	-0.0212309535	0.3498426342	-0.0178893405	0.0068083409	-0.0437990522	0.0497941937	-0.0095680058	0.0579883187	-0.0490768936	0.2728695418	-0.4266058232	0.2357793989	-0.380075086	-0.3107274783	0.0782267249	0.0402818334	-0.2256010272	0.0860228096	-0.0100492822	0.0520195391	-0.0454818759	0.1164640189	-0.1240321893	0.076923005	-0.0276813456	0.0349205764	-0.1847644658	0.1693432662	-0.2011137062	0.0853944065	-0.1852328006	0.1722202548	-0.0525120344	0.1597423185	-0.2180128092	0.2381129102	0.142551887	0.11250323	0.1124865505	0.112458753	0.0	0.0	-0.0016110000433542	-0.0303150006802752	0.000918999266245	2.5953211396872343e-06	0.1517251257987339	0.012549391876675	0.0230205137986416	0.0001574872364743	0.2191917305135717	0.0937682952025937	0.0087924931852007	0.0480450147255342	-0.001226000810613	-0.000519000988417	2.693620259779267e-07	1.5030779876237332e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4671.6490394511175	-21.980855455711207	21824304.74780455	483.15800656486914	3628.3665103768944	-79.36311592733045	6298.504169694893	13165043.533624602	4500.854512306854	-6.227631534146894	38.7833945251008	20257691.34095297	4291.822531239993	3375.7202935634514	1.007974	18.330542	0.1119006980608567	0.0678319018580125	-0.0161993908	0.0633329655	-0.0189321287	0.310963845	-0.0270062083	0.06292317	-0.0552473675	-0.0433916412	0.0975352935	-0.198374281	0.0151179971	0.0296887553	-0.0116568806	0.0644174709	-0.0422879337	0.2029452399	-0.1769172641	-0.0937590466	0.0220979946	-0.0004813425	-0.1502250543	-0.0846027449	0.1609569493	0.1112834723	0.1636911302	-0.0214301886	0.2016218624	-0.0362172686	-0.0626822779	0.0654538727	0.0554356218	-0.0482082431	0.0307764303	-0.058411416	-0.0490305268	0.2139280953	0.2021822496	0.0450219878	-0.1106035579	0.0604067984	0.0263204731	0.0640202902	-0.0636529145	-0.0199448808	0.1621461788	0.1272339189	-0.0582104046	0.0996008459	-0.3046254925	0.076427263	0.0275970171	-0.2495058627	-0.0629859926	-0.0476328653	-0.0456314234	0.0965324424	-0.0105930486	0.0360288639	0.1178331834	-0.1426087288	-0.1267850472	-0.0215280741	-0.0401962134	-0.0841306402	0.1901346042	0.0341370058	-0.2342789425	0.1043319044	-0.1751686459	0.0592553876	-0.16560915	-0.0984816213	0.112458753	0.1123086861	0.112058723	0.0	0.0	-0.0119260000065111	-0.0103149999631569	0.0001063992242399	0.0001422294761553	0.1269836817087366	-0.0247414440899972	0.0161248554203057	0.0006121390556584	0.2736859048568192	0.0544941743432475	0.0029696150373522	0.0749039745172959	-0.0016730024039021	-0.000447001593289	1.9981042440299397e-07	2.7989370434622054e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4664.904832567646	-6.744206883471634	21761337.096912976	45.48432648706617	3602.978560483545	-25.387949893349287	644.547999787214	12981454.50730408	4501.9859621075175	1.1314498006631766	1.280178651420742	20267877.60301315	4291.231086841717	3343.0202283810345	1.003353	18.246521	0.0743995897596459	0.0390875616824911	-0.0806092186	-0.1938816106	-0.008299535	0.1758615375	-0.0035844337	0.1917170872	-0.0221339944	0.0873517899	-0.0815836334	0.0087208816	-0.0290186472	-0.1589817983	-0.0135523823	-0.0246577487	-0.1232103061	0.1306972704	-0.1310537293	-0.186368723	-0.1783095712	0.0006247727	-0.0964699348	-0.1050606038	0.1776203869	-0.0036222684	-0.0391442489	-0.0809024043	0.0488480395	-0.0871271418	-0.1512321114	0.1425613916	0.1056386888	0.003706481	0.0312112892	-0.1303544266	-0.0789792335	-0.0129602409	0.1861983952	0.1006469942	-0.1864366688	-0.0663643475	0.1526794176	0.1065954341	-0.1265501726	-0.0059947046	0.0276200009	0.0473178154	0.010735467	0.0885633104	-0.292009138	0.0616701904	0.1104009347	-0.175733417	0.0466422671	0.0056620159	0.0479544829	-0.0648110391	-0.1107845245	-0.2106229286	-0.0317665013	0.0057975243	0.0048126833	-0.2532115058	-0.0038140794	-0.0320227775	-0.1011230161	-0.0618960415	0.1342884927	-0.1345610234	-0.0379428974	0.0049346857	0.0546286706	0.0414504983	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	-0.0191959999501847	-0.0072699999436736	5.2852899181014153e-05	0.0003684864140874	0.1430823459307078	0.0160986642219711	0.0204725577170347	0.0002591669897317	0.249655041960068	-0.0240308628967512	0.0005774823715624	0.0623276399760833	-0.0022130036578471	-0.000540001253945	2.916013542621724e-07	4.897385189644644e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4665.194948160885	0.290115593239534	21764043.904345848	0.0841670574407267	3611.815337102216	8.836776618670683	78.08862100828487	13045210.029326793	4504.613937063565	2.627974956047183	6.906252369611193	20291546.721987307	4296.495338472518	3391.572949010083	1.020714	18.562225	0.1891315582751905	0.093091440155105	-0.1173425971	0.0967749527	-0.0996483002	0.1014866279	0.0451576873	0.2520277018	0.0035151065	0.0549066782	0.0088563737	-0.0079895193	-0.1569813451	0.1304500424	0.0422958456	-0.0312931233	-0.0741182228	0.2285930799	-0.1228557531	-0.0502826931	0.0638748169	0.1986345677	-0.0933957483	-0.0933541526	0.0393846609	0.0443812712	0.0467304775	-0.0002589114	-0.036245308	-0.0371920893	0.0938167476	-0.0160403805	0.0965249671	-0.0319255185	-0.1714089415	-0.0859308441	-0.0025505058	0.1300210375	0.2396320295	-0.058067856	-0.0034172755	-0.1281738995	-0.0682892955	0.0691866513	-0.0428919063	-0.0948322179	0.1006495482	0.0680438895	-0.1361168277	0.0103185159	-0.2642918092	0.0347696732	-0.0472721503	-0.1388986243	-0.0323054623	-0.0207127265	-0.0418801137	-0.0148317491	0.2001698704	0.0012214821	0.0007938149	-0.0386038026	-0.1446615462	0.2354577937	0.0005214184	-0.0239508318	0.0636787517	-0.032323771	-0.0812368875	0.0580897371	0.0527089137	0.0160343461	-0.0486864728	-0.0670516327	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	-0.030064265134456	-0.0108682651842713	0.0001181191881156	0.0009038600380748	0.130826155392782	-0.0122561905379257	0.0171154829348563	0.0001502142065019	0.3048396850016814	0.0551846430416134	0.0030453448276302	0.0929272335519243	-0.0028472232477021	-0.000634219589855	4.022344881558444e-07	8.106680222255294e-06	0.0005359910104998	0.0005359910104998	2.872863633365967e-07	2.872863633365967e-07	-0.0010462385898728	-0.0010462385898728	1.094615186939025e-06	1.094615186939025e-06	0.0
4661.998375139531	-3.1965730213541974	21734228.84980363	10.218079080849504	3632.229252635984	20.413915533767977	416.7279474198135	13193089.343704555	4499.466807321588	-5.1471297419766415	26.492944580740527	20245201.550188724	4289.769297168969	3333.7097302559096	0.960329	17.4641	0.1681250621009463	0.0819197493241783	0.0135548847	0.0740569691	0.0585998564	0.2277644105	-0.1677955911	0.0751723753	-0.033240609	0.0066607413	0.0408294341	-0.1452375189	0.1551214813	0.0019854864	-0.1088232763	0.0238732411	-0.0334339635	0.1086853396	-0.1663947535	-0.0904382965	-0.0493639211	-0.0400168704	-0.0705812835	0.0181513239	0.1816769771	0.0481527621	0.1409954746	0.1042833104	0.0496201255	0.0107218745	0.0225892837	0.0599439807	-0.0272107256	0.0607822889	0.0406014105	-0.0189575751	-0.0901080878	0.1082596495	0.1297954826	0.0819650205	-0.1315650124	0.0299714398	0.0757827798	-0.1172846536	-0.0046609829	0.0708521574	0.1702392932	0.0732317806	-0.002901253	0.0690500704	-0.2310769485	0.0263912884	0.073802475	-0.1153598628	-0.1029882899	-0.032296811	-0.0177523205	0.0172060232	-0.111116758	0.0838759775	0.024644245	0.0126584462	0.0612387168	-0.1464768067	-0.049989059	0.0931132553	-0.0099151659	0.0973580783	0.0132925401	0.0865390221	-0.1712370111	0.0979213827	-0.1220126415	0.0432130704	0.112058723	0.1107121224	0.1084797619	0.0	0.0	-0.0395294379221695	-0.0094651727877135	8.958949590127214e-05	0.0015625764624426	0.0981216536936386	-0.0327045016991434	0.0096278589235743	0.0010695844313892	0.3533759119378459	0.0485362269361644	0.0023557653251988	0.1248745351379042	-0.0035729417269231	-0.0007257184792209	5.266673110828409e-07	1.2765912583988224e-05	0.0005524303780106	1.6439367510799933e-05	2.7025280415514435e-10	3.051793225489343e-07	-0.0002400132230461	0.0008062253668267	6.49999342114847e-07	5.7606347236976957e-08	0.0
4661.87176300629	-0.1266121332409966	21733048.334715378	0.0160306322838358	3593.849635991835	-38.37961664414888	1472.99497375183	12915755.206118643	4499.590158695275	0.1233513736870008	0.0152155613904701	20246311.59622737	4289.685619898274	3331.1387689052485	0.949962	17.27556	0.106869444457323	0.0553449376482431	-0.0043531371	-0.1466615442	-0.0347116166	0.1187646937	0.0944967626	0.2134728043	0.0415751511	0.0300404994	-0.1380447682	0.1320218455	-0.062784919	-0.0878637676	0.0032910844	0.0866275695	-0.0292218352	0.1575881454	-0.0956296149	-0.0837372567	-0.0843140762	0.0396268377	-0.097840419	-0.0362630085	0.0194641997	0.0118332036	-0.0748356161	0.028505372	-0.1585385108	0.0349379445	-0.1538607074	-0.0157149016	-0.1152578135	0.2318357383	0.0744939654	-0.0399327264	-0.0258486556	-0.07612827	0.22528498	-0.0340843828	-0.0976108392	-0.0305675766	0.0179040796	0.1816512342	-0.0565183678	0.0214436184	0.0025474931	0.0760653734	-0.0588318748	0.1396475609	-0.2055525078	0.0015758371	0.0422848645	-0.0510048778	-0.0167293749	0.0151147168	0.0325114897	-0.054775812	-0.0587472101	-0.1414376593	-0.1128081127	0.0266452372	0.051480156	0.1871758201	0.0062929123	0.0916024119	-0.061304408	0.0820927039	-0.03137408	-0.0093737959	-0.0833135418	0.2165855198	-0.015032066	0.0059407864	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	-0.0481359763290356	-0.0086065384068661	7.407250334886127e-05	0.0023170722171494	0.1028439787965567	0.0047223251029181	0.0105768839747066	2.230035437765048e-05	0.3437086909596871	-0.0096672209781588	9.345516144055376e-05	0.1181356642412216	-0.0043676658314899	-0.0007947241045668	6.315864023795024e-07	1.907650481556436e-05	0.0007969223945836	0.000244492016573	5.977634616793213e-08	6.35085302988859e-07	-0.0008782643012939	-0.0006382510782478	4.073644388844794e-07	7.713481829272623e-07	0.0
4672.9133494400285	11.041586433738305	21836119.171374824	121.91663097371374	3628.408965777634	34.55932978579904	1194.3472752436164	13165351.62293552	4496.942075218527	-2.64808347674807	7.012346099826146	20222488.02787071	4288.259788819402	3381.992525984283	1.094031	19.895538	0.1699370683622665	0.1090843545174001	-0.0944552645	0.1605515693	0.0227552096	0.1162579396	-0.1002390892	0.0397799153	-0.0479226467	-0.1048352225	0.0514396322	-0.1171677321	-0.0289362377	0.092876747	-0.1346850098	-0.067906913	-0.004009081	0.1294512821	-0.1319730859	-0.0177556164	0.0229801929	-0.0356634005	0.1553652006	-0.0820433585	-0.0916730545	-0.0360264582	0.085225072	0.195426033	0.1081341248	0.0142243634	0.0847833132	-0.1864412499	-0.0467538173	-0.0333455156	0.0588616979	0.0097307511	-0.0297590435	0.1462801876	0.1137290062	0.0840262502	0.0838160363	0.0461447372	0.0383430322	-0.1121104633	0.0006227592	-0.1504830068	0.0242922976	0.1922027752	-0.0020231587	0.0255683943	-0.135032523	-0.0098286492	-0.1065698901	0.0046803694	-0.0307767028	0.0199576518	-0.0929394801	0.0735237206	0.0499929231	0.2331179044	0.0894187093	-0.0657162152	0.0574782885	0.1113354134	0.0011598984	-0.0006767543	-0.1557469273	0.0628718693	0.0109845505	0.2626227471	0.0621860304	-0.2070135529	-0.0095300906	-0.1533771119	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	-0.0592182360138906	-0.0110822596848549	0.0001228164797225	0.0035067994765968	0.0680368196250214	-0.0348071591715353	0.0046290088246876	0.0012115383295925	0.3555124360044033	0.0118037450447162	0.0001393283970806	0.1263890921537849	-0.00636109225982	-0.0019934264283301	3.9737489251649e-06	4.046349473794192e-05	0.0010452940767751	0.0002483716821914	6.168849251463546e-08	1.0926397069411086e-06	-0.0008751843225923	3.0799787016000304e-06	9.486268802309807e-12	7.65947598511343e-07	0.0
4674.639445179812	1.7260957397838863	21852253.942431025	2.9794065029000825	3613.75369687188	-14.655268905753928	214.77690669995795	13059215.78165518	4498.727352571563	1.7852773530357808	3.187215227262444	20238547.79277554	4288.692240935732	3365.7167444995325	1.097208	19.953318	0.2262562030260697	0.1324895852764863	-0.007712251	-0.1507826346	-0.0352065316	0.1045664811	-0.0143216498	-0.0363901859	-0.0561515697	0.0548208247	0.0086800558	0.0068504337	-0.0323108963	-0.169058317	-4.19167e-05	0.0540441416	-0.0661151166	-0.02210101	0.014427343	-0.0757757473	-0.0395082409	-0.166347263	-0.0185593592	-0.0182050834	-0.0664684913	0.0449597973	-0.0336300434	0.1738259249	-0.2430691318	0.091210983	-0.0266251093	-0.0883018215	-0.0680634611	0.0197724935	0.0560662631	-0.0535044562	-0.0313334908	-0.0520623978	-0.037052578	0.0204616783	-0.1125125681	0.0729803879	0.1290996819	0.0579360773	-0.0479248965	0.0772023727	-0.057669032	0.0640393474	-0.1966416346	0.0356568761	-0.052853827	-0.0286948504	0.0847280472	0.0869892592	0.1105432451	-0.0507839677	0.0021401093	0.0095864846	-0.1656594573	0.0446883827	-0.1995652865	0.1486530603	-0.0087603133	-0.0212745498	-0.0882008328	0.2299199643	-0.0698563158	0.0877556261	0.0397187177	-0.1211371343	-0.1148967735	0.0754777186	0.0261425298	0.0950903516	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	-0.0696971729096986	-0.0104789368958079	0.0001098081184663	0.0048576959116044	0.0489275119401355	-0.0191093076848858	0.0023939014246521	0.0003651656401956	0.4574880631234492	0.1019756271190459	0.0103990285263226	0.209295327900445	-0.0074123037046347	-0.0010512114448146	1.1050455017094083e-06	5.49422462097413e-05	0.0004707450136876	-0.0005745490630875	3.3010662589472405e-07	2.2160086791173874e-07	-0.0011432704412167	-0.0002680861186243	7.187016699909585e-08	1.3070673017598275e-06	0.0
