global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
6215.025563861126	n/a	n/a	38626542.75944731	6365.981165252955	n/a	n/a	40525716.19635537	5264.198507217163	n/a	27711785.923387405	n/a	5580.820953922946	5547.2483636812585	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0713329432879703	n/a	n/a	0.0050883887981247	-0.1057898668544368	n/a	n/a	0.0111914959290794	-0.8879779257920859	n/a	n/a	0.7885047966940152	0.0050958756088121	n/a	n/a	2.596794822048609e-05	0.0003721615630352	n/a	n/a	1.3850422900080316e-07	-0.0044519969246199	n/a	1.982027661682505e-05	n/a	0.0	0.0	0.0
4648.729493859196	-1566.2960700019305	2453283.378903492	21610685.907076374	3743.4965231566302	-2622.484642096325	6877425.698031089	14013766.21888578	4435.782263988692	-828.4162432284711	19676164.293516643	686273.4720447734	4184.890145696223	3708.319099848744	16.670974	358.281128	1.214199547931004	0.7022707422968596	-0.1065818266	0.0808307407	-0.0660579215	0.0333065194	-0.0702532404	0.0579446858	-0.5356064241	0.6808644585	-0.0533083729	0.1883941207	-0.0146181451	-0.0477965991	-0.0521892598	-0.0380213454	0.2045078947	-0.0490827559	0.0991945601	-0.0670149773	0.121425336	-0.0679104801	0.122249885	-0.1707903977	0.0177548084	-0.0093937506	0.1916894584	-0.0965290445	0.0037288407	-0.0286317346	-0.1012681953	0.0683276505	-0.0776653187	0.1444478219	-0.8721510785	0.1099503802	-0.0472928586	0.0888972923	-0.125724411	0.0282791575	-0.0677511019	0.027144351	-0.0952121916	-0.1599172792	0.1242283275	-0.1293773994	0.0182081806	-0.0222568578	0.1515176753	-0.2003406649	0.0444313041	-0.0690792568	0.0174307362	-0.1559661786	0.1038927912	-0.0415010463	0.0367560964	-0.0654007802	0.002453253	-0.068233012	0.0961662084	-0.1061747058	0.2453936246	-0.1997253425	0.0154973461	0.1962027174	-0.1275608118	0.1121489578	0.1121325392	0.1121051767	0.0	-0.067485490453393	0.0038474528345772	1.480289331429688e-05	0.0045542914217349	0.1651059342124341	0.2708958010668709	0.0733845350356616	0.0272599695121606	-0.215026916362035	0.6729510094300509	0.4528630610929245	0.0462365747601655	0.0071061802898228	0.0020103046810106	4.041324910493529e-06	5.049779831146605e-05	0.0014531579740102	0.001080996410975	1.168553240540831e-06	2.111668097429429e-06	-0.0022131923246155	0.0022388046000044	4.89822026573696e-06	5.012246037000863e-06	1.0	0.0	0.0
4641.217544390111	-7.511949469085266	56.42938482609041	21540900.29435457	3891.0148632758487	147.51834011921846	21761.66067152942	15139996.666233571	4437.980819076565	2.198555087873501	19695673.7504915	4.833644474414458	4254.196700947788	3695.957907512056	1.077711	23.161417	0.2553264959634946	0.1284785050604545	-0.0945679437	0.079269548	-0.0152497744	-0.1316588393	-0.1131979774	-0.1334864576	-0.0237762843	-0.2477204988	-0.075631583	0.0143405952	0.0082885587	0.009925657	-0.1201903675	0.0157730168	0.141273254	-0.027508593	0.1395301791	-0.0496086422	0.0131850321	-0.0602053889	0.0264098476	-0.1447416715	0.1129675602	-0.0825140136	-0.0878344874	0.0160431699	0.0251368536	-0.1331734308	0.1047308973	-0.1526494302	0.0029662762	-0.0520232304	0.127602813	0.0043512894	-0.190640498	-0.0197405629	0.2452415295	0.1212070136	-0.3233081331	-0.0427500275	-0.1561026873	-0.1532544301	0.1015612378	-0.1607200464	0.0227874124	-0.0028428902	0.1220093635	-0.145057964	0.02730913	0.0272917018	0.0448148344	-0.0395588835	-0.0228033933	0.0345066158	0.0401024916	0.0231691421	0.0031476859	-0.0628782254	0.1330307025	0.0067874583	-0.044598906	0.1061719082	-0.0385563994	-0.0731816003	0.0082676673	0.1121051767	0.1119574576	0.1117114032	0.0	-0.104872718148087	-0.037387227694694	0.0013978047946948	0.010998287011768	0.1370145414898189	-0.0280913927226152	0.0007891263450961	0.0187729845796653	-0.1556083715944396	0.0594185447675953	0.0035305634622987	0.0242139653102731	0.0060383231034738	-0.0010678571863489	1.1403189704372023e-06	3.646134590194546e-05	0.0021106744809129	0.0006575165069027	4.323279568495284e-07	4.45494676437694e-06	-0.0030964052469356	-0.0008832129223201	9.587725453250316e-06	7.800650661532111e-07	0.0	0.0	0.0
4633.4158057832165	-7.801738606894105	60.86712529030197	21468542.02928173	3865.655354997753	-25.359508278095745	643.1046601068066	14943291.323622804	4437.082612661542	-0.8982064150231963	19687702.11158337	0.8067747639888224	4237.945967855518	3678.270063766827	0.691998	14.871936	0.1172963530457111	0.0671143285724407	-0.0870006229	0.1199040592	-0.0324922003	-0.0217229614	-0.053641173	-0.0682498997	0.1063910314	0.068045461	0.0159790889	-0.0101086382	0.1938544082	0.0328967023	-0.0999668674	0.0453294957	0.1522209305	-0.0585941722	0.1357019045	0.0363622444	0.0290323134	0.0382963866	0.0536294197	-0.0411570607	0.1191887917	0.0155381828	-0.0035992701	0.044460199	-0.0073525174	0.0182316306	0.0207006021	-0.0777988325	0.0803070065	0.0550380268	-0.019247507	0.0604133678	0.1789711335	-0.046948767	0.2371031801	-0.0499645701	0.1504902466	0.1491096554	0.1494908739	-0.1298487831	0.0873142006	-0.1433421074	0.0178922156	-0.0967420469	0.0841129204	-0.1163183616	0.0080075574	-0.0165625332	0.0635026033	-0.0081427735	0.0143768252	-0.0589060978	-0.0511272254	0.0041666054	-0.1630196744	-0.0244600452	-0.0487434965	-0.0564383677	-0.0617277282	0.0639249487	0.0074062401	-0.060357746	-0.0189474963	0.1120176316	0.1116075676	0.1109252393	0.0	-0.096519422288722	0.008353295859365	6.977755171408457e-05	0.0093159988789486	0.1352192750343448	-0.001795266455474	3.2229816461505123e-06	0.0182842523408137	-0.1463510365549325	0.009257335039507	8.569825203368588e-05	0.0214186259007031	0.0053299307107745	-0.0007083923926992	5.018197820342389e-07	2.840816138165717e-05	0.0016268069389155	-0.0004838675419974	2.3412779819860575e-07	2.6465008165036195e-06	-0.002330856067805	0.0007655491791306	5.432890008823387e-06	5.860655456675355e-07	0.0	0.0	0.0
4641.994302911708	8.578497128491108	73.59061298353019	21548111.108264748	3870.920427440542	5.265072442789005	27.720987827816185	14984024.955576468	4442.467126312527	5.384513650985355	19735514.168367486	28.992987257647638	4247.604680014886	3718.847429405983	0.754804	16.221735	0.1533845426365664	0.0740962115958161	-0.1085711287	-0.0389367573	-0.0781815085	-0.1091424881	-0.0996505471	-0.1181445654	-0.0712440957	-0.1029373322	-0.0297550818	0.0907179928	-0.2625277869	-0.0579643183	-0.1167238518	0.0045042417	0.1061250564	0.0172734195	-0.0020214927	0.0980028764	0.0098145536	-0.0530039553	0.0097572183	0.1099072537	0.0761506657	-0.1203536088	0.0677042239	0.0892077815	-0.0452694602	0.0315628437	0.1202153827	-0.0850903509	-0.0646330407	-0.0478871428	-0.0296694082	-0.0236202082	-0.0518258311	-0.1084469657	0.0470284818	0.0013885947	-0.1669124119	-0.1017059982	-0.2122374986	-0.1296601186	0.0751107739	-0.1111548066	0.0328252344	0.0402274938	0.109481473	-0.1435851188	0.0301033104	0.0540228093	0.0778394749	-0.0735116973	-0.0520490492	0.003081857	0.0309639694	-0.0531501364	0.026755629	0.0136072534	0.0851610871	0.0043393654	-0.1374283691	-0.1799407302	-0.0512330819	0.0928760116	-0.1032896698	0.1118863567	0.1110834157	0.1097494464	0.0	-0.057532050368195	0.038987371920527	0.0015200151692694	0.0033099368195685	0.1188357525066123	-0.0163835225277325	0.0002684198104167	0.0141219360738128	-0.1388451048252506	0.0075059317296819	5.633901113064581e-05	0.0192779631339348	0.0058482837141307	0.0005183530033561	2.686898360883926e-07	3.420242240096637e-05	0.0007920281622761	-0.0008347787766394	6.968556059275733e-07	6.273086098384561e-07	-0.0018738335186281	0.0004570225491769	3.511252055534166e-06	2.0886961045615202e-07	0.0	0.0	0.0
4633.364420384328	-8.629882527379777	74.47487243637478	21468065.8520834	3870.197568910312	-0.7228585302300417	0.522524454726336	14978429.222399289	4441.165151341076	-1.3019749714512727	19723947.901486404	1.6951388262855425	4246.197486505809	3675.727881217236	0.669693	14.392583	0.0528455722074258	0.0236235658394137	-0.0957196244	0.0728133489	-0.0821666041	-0.1447703168	0.0045977614	-0.119757369	0.1092229513	0.0840734989	0.0822563869	-0.0953600748	-0.0766071586	-0.1115360787	-0.0539995507	-0.0535904741	0.2074958651	0.0736383104	0.0294634829	0.0320824206	-0.0353036328	0.0455372032	-0.0717545018	-0.0423151805	0.1068204027	-0.0462796679	0.0945536841	0.0341442305	-0.0257620405	-0.0164094822	0.1370110483	0.017001227	0.0062847535	0.0889758899	-0.0055143169	-0.1141389166	0.1261858566	-0.0850713608	0.1552682664	-0.1425315866	0.0303914777	0.0603088831	-0.0027629661	-0.1352099677	0.0766346319	-0.1138177115	0.0323972789	-0.0461751188	0.0617471585	-0.1390958983	-0.0025032254	-0.0078523554	0.0122441179	-0.032480291	0.022528542	-0.0709764775	-0.0097935248	0.0111627283	-0.0245240954	-0.0840253406	-0.0672478066	-0.1149101137	-0.1321333571	-0.0384366077	0.0112411481	-0.0508998681	0.0311053606	0.1117114032	0.1103858203	0.1081881546	0.0	-0.0539001257141791	0.0036319246540158	1.3190876692448505e-05	0.0029052235520043	0.1297052910929181	0.0108695385863057	0.0001181468690791	0.0168234625374986	-0.1556003825585747	-0.0167552777333241	0.0002807393319208	0.0242114790523747	0.0057970579069343	-5.122580719640023e-05	2.624083322922769e-09	3.3605880376349486e-05	0.0009850337190193	0.0001930055567432	3.725114493375261e-08	9.702914276049933e-07	-0.0020613787793641	-0.000187545260736	4.249282472012628e-06	3.5173224824534295e-08	0.0	0.0	0.0
4622.537803096317	-10.82661728801122	117.21564190106344	21367855.74105452	3874.1386008473614	3.9410319370495017	15.531732728844148	15008949.898575552	4439.1435642616425	-2.0215870794336297	19705995.58412556	4.0868143197329925	4238.725867328808	3696.109306907033	0.732556	15.7436	0.1089268537163098	0.0710853434099635	-0.0693080095	0.0183779028	-0.0525854083	-0.0235993254	-0.2289625276	-0.082486176	-0.0358477159	-0.0458313609	0.0559219339	0.036980476	0.0829217296	-0.0638056095	-0.0398278818	-0.0410902181	0.1112347875	-0.1282221506	-0.021311433	-0.0299128498	-0.0722731552	0.0252113469	-0.0098614467	-0.0024785716	-0.0575722846	-0.0110139274	0.0233778223	0.0781871591	-0.1517619679	-0.0935212284	0.0767994024	-0.0243913745	-0.0276810161	0.0224937337	-0.0109128944	0.0678059829	-0.2012816564	-0.0264669125	0.1201337821	-0.0003296428	-0.0303105491	0.0089545722	-0.0716852332	-0.1144146517	0.0601654622	-0.1074376194	0.0311420557	-0.0117952103	0.0613329707	-0.0945450963	0.0156685122	0.0993035413	0.0205557747	-0.0223778838	-0.183961836	0.0451261864	-0.0362618934	-0.0780530725	-0.0739778422	0.0240460608	0.0807399437	0.0423515163	-0.1327908446	0.1455276466	-0.0359713768	0.0290292245	0.0068870289	0.1114928394	0.1095158704	0.106246848	0.0	-0.0593360068727975	-0.0054358811586184	2.954880397062252e-05	0.0035207617116086	0.1130898913629323	-0.0166153997299857	0.0002760715081872	0.0127893235284798	-0.096306285387314	0.0592940971712606	0.0035157899593549	0.0092749006051027	0.0054669181287398	-0.0003301397781944	1.089922731463133e-07	2.988719382634388e-05	0.0009378490694649	-4.718464955439999e-05	2.226391153571539e-09	8.795608770961789e-07	-0.0018870736939841	0.00017430508538	3.5610471265267964e-06	3.038226278932916e-08	0.0	0.0	0.0
4613.499954910954	-9.037848185362236	81.68269982165546	21284381.83396338	3858.2120574681103	-15.926543379251145	253.65478401116843	14885800.28039231	4433.77315680356	-5.370407458082809	19658344.405991804	28.84127626583146	4238.363880000802	3640.0710422379184	0.817486	17.568853	0.1528023134754928	0.0780772159395247	-0.0185880207	0.0878708567	0.0010196346	-0.1473295309	-0.0592047901	-0.0261641443	0.0813151015	0.0021668471	0.1129416594	-0.0151806637	0.0456631684	-0.01447519	-0.0090048245	-0.0498640209	0.1238164037	-0.0054786013	0.0336630623	0.0606513171	-0.0017304302	-0.0221943478	-0.1051097825	0.0154297237	0.0963258578	-0.0166262994	0.043872744	0.093261636	-0.0977400047	-0.1891057416	0.0176606206	0.0108806251	0.0125274731	0.0673768798	0.0200759718	-0.1239484043	0.0814828763	-0.0735574365	0.1255250274	0.027290409	0.0409827995	0.1018929028	-0.0583247034	-0.1006131666	0.0385552149	-0.124520139	0.0096836246	0.0250355756	-0.0164820781	-0.0704517116	0.0546753585	0.0049671224	0.0189178534	-0.0443463729	-0.0142205159	0.0856818474	0.0367327538	0.1252979465	0.1600269462	0.1217978469	0.0484828313	0.1105127808	-0.1711053822	-0.0158730993	0.0734745516	-0.1502168079	-0.0059883802	0.1112307506	0.1084749246	0.1039323455	0.0	-0.0376658950526973	0.0216701118201001	0.0004695937462956	0.0014187196501208	0.1382451354192966	0.0251552440563642	0.0006327863035352	0.0191117174670996	-0.0387474716886657	0.0575588136986483	0.0033130170343957	0.0015013665622639	0.0053231432595105	-0.0001437748692293	2.067121302190251e-08	2.8335854161272063e-05	0.000120998009869	-0.0008168510595959	6.672456535629446e-07	1.464051839225862e-08	-0.0018793367448017	7.736949182399937e-06	3.53190660036185e-06	5.986038265103906e-11	0.0	0.0	0.0
4602.153799369719	-11.34615554123502	128.73524556589817	21179819.593053143	3812.70017694794	-45.51188052017051	2071.331268482276	14536682.63929885	4426.948196057542	-6.824960746017496	19597870.330577128	46.58008918467969	4223.4604777834365	3582.950004254568	0.853469	18.342169	0.1367646864082416	0.070821107675728	-0.0107446058	0.0019213168	-0.1784597835	-0.0944490455	0.0149112726	0.015659421	0.0106790815	0.0405221201	-0.0697686583	0.0091392102	-0.0946953999	0.080368871	-0.01432752	-0.009970564	0.1586761979	0.0199594617	0.0208113565	-0.0649918437	-0.0332570277	-6.38609e-05	-0.0540930776	-0.0162266595	0.0796239852	-0.0694040691	0.113111967	-0.0139188805	-0.0687360014	-0.0410828626	-0.0672111032	-0.041326393	-0.0086140916	0.0122053821	-0.0293769084	-0.0271245807	0.0218179791	-0.066061925	0.1651369948	-0.1065629426	-0.0372972341	-0.051444645	-0.0644467263	-0.065381201	0.0304157102	-0.1087948022	0.0095236031	-0.0438462155	-0.0439498343	-0.0470556523	0.0059567562	-0.0288405472	-0.0065575935	0.0863180413	0.0050055406	-0.0629990538	-0.0377075385	-0.0216183545	-0.0847303975	-0.083835135	-0.0838535385	-0.0416472193	-0.0883954291	0.0266305317	-0.0257180111	-0.0284608073	-0.0229315655	0.1109252393	0.107264608	0.1012527768	0.0	-0.0414876728585511	-0.0038217778058537	1.4605985597316677e-05	0.0017212269992181	0.1017546370037365	-0.03649049841556	0.0013315564746159	0.0103540061517621	-0.0481815054549485	-0.0094340337662828	8.900099310336408e-05	0.0023214574679052	0.0042246735197972	-0.0010984697397132	1.2066357690658044e-06	1.7847866348875662e-05	0.0006628219189472	0.0005418239090782	2.935731484487815e-07	4.393328962368485e-07	-0.0019794106244211	-0.0001000738796193	3.918066420071128e-06	1.0014781382078142e-08	0.0	0.0	0.0
4613.171137866057	11.017338496337288	121.38174754287556	21281347.94724041	3841.374936939341	28.67475999140106	822.241860564455	14756161.406145724	4427.915668344753	0.967472287210512	19606437.16597296	0.9360026265203396	4227.837580756449	3599.692418697991	0.726533	15.614147	0.089027642298313	0.0528142200226765	-0.0076053563	0.0724299962	-0.0484202841	-0.0337944698	-0.1335724569	0.0001025755	0.0001513643	-0.0980278283	-0.0937344002	-0.004755652	0.0279935509	0.1018102247	-0.0487560056	0.0228283139	0.0786143748	-0.0545584544	0.0964438234	-0.0749464668	0.0356349059	-0.0133562903	0.0378921287	-0.0279911261	0.0054420616	-0.1503477402	-0.0104460107	-0.0369606777	-0.043214721	-0.0111747264	-0.0520925328	-0.1042549057	-0.0148053474	-0.0593424791	0.0284099823	0.0861846116	-0.0046969184	0.0303897392	0.1845735533	-0.0373710115	-0.0026682454	-0.005901941	0.0067600087	-0.0644184057	0.0305764989	-0.0935910667	-0.0035028664	0.0320136088	0.0267477249	-0.0199708616	-0.0298018756	0.0196618772	-0.0157445114	-0.0086867252	0.0149371227	0.0779252014	-0.0061527174	-0.0007984821	0.0552015099	0.0322011854	0.0796486419	0.1537643482	-0.0142226902	0.0671633064	-0.075647523	0.0931447633	0.0035306563	0.1105764245	0.1058868105	0.098217554	0.0	-0.0380810650720206	0.0034066077865304	1.160497661125023e-05	0.0014501675170194	0.0859602780843857	-0.0157943589193508	0.0002494617736732	0.0073891694083449	-0.0801694012208003	-0.0319878957658517	0.0010232254755269	0.0064271328921016	0.0044259918517033	0.000201318331906	4.0529070761454496e-08	1.9589403871344003e-05	0.0006648478269737	2.025908026500028e-06	4.104303331837237e-12	4.4202263303165093e-07	-0.0014259792678221	0.000553431356599	2.0334168722584523e-06	3.062862664670095e-07	0.0	0.0	0.0
