global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
5803.171130572194	n/a	n/a	33676795.170706555	6614.560278704377	n/a	43752407.68061373	n/a	5241.841691249393	n/a	n/a	27476904.316120297	5531.333516207608	5015.807882109142	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.840053027370232e-06	n/a	n/a	7.814653752671759e-11	-0.0213043455273833	n/a	0.0004538751383501	n/a	0.2396558238461494	n/a	n/a	0.0574349139033765	-0.0003729999823885	n/a	n/a	1.391289868618213e-07	0.0002500000066658	n/a	n/a	6.250000333290006e-08	4.662499971844853e-08	n/a	2.173890598745326e-15	n/a	0.0
4458.506033170293	-1344.6650974019003	1808124.224170862	19878276.047815904	3776.509964923469	-2838.0503137809083	14262027.51516626	8054529.583551912	4455.255218347737	-786.5864729016557	618718.2793518672	19849299.060614742	4340.988327546554	3366.9021396818616	22.676218	311.748383	0.4423435926345607	0.263740323233237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0062827330683461	-0.0062915731213734	3.958389234158911e-05	3.94727348080896e-05	0.0903497030337234	0.1116540485611067	0.008163068838282	0.0124666265600859	0.0373641618543416	-0.2022916619918078	0.0409219165114078	0.0013960805910774	0.000494000049026	0.0008670000314145	7.516890544727441e-07	2.440360484376904e-07	8.275220100273373e-07	-0.0002491724846557	6.208692710953129e-08	6.847926770796845e-13	0.0013260002881349	0.0013259536631351	1.7582767641338375e-06	1.7581531167816064e-06	1.0
4413.718482444485	-44.787550725808615	2005.92470001688	19480910.842272047	3893.879854163345	117.3698892398761	15162300.318659153	13775.690900180784	4443.348725155845	-11.906493191891968	141.7645801285698	19743347.89334408	4357.227087194269	3307.3870748974027	1.415165	19.455423	0.170653483249769	0.1159122727000446	-0.0530941726	0.0661798402	0.0159829734	-0.054578538	-0.1647432717	0.205143675	-0.1926912122	-0.2457071757	-0.1246445201	0.0423675921	-0.019644105	0.037696609	-0.0166395661	0.1655774607	-0.079382391	-0.026218641	0.1543613017	-0.1268899736	0.1058440169	-0.0119864551	0.0192706432	-0.0523863471	0.061763423	-0.1570559263	0.041876323	-0.0339217984	-0.1609724812	-0.0946182084	0.0377914253	-0.0114847497	0.1182763676	-0.0328908951	0.1172387925	0.006666263	-0.0168395873	0.2088475492	-0.326176584	0.0526948543	-0.0893184542	-0.0703951591	-0.1161265845	0.1219119313	-0.001946528	0.1039906809	-0.0528713558	0.156489452	0.1238179972	-0.0193849979	0.1997108455	-0.0912868832	0.0784616209	-0.0171442085	0.0388043621	-0.0112604962	0.1070875601	-0.0922508187	0.0851206444	-0.0238313215	0.1071949536	-0.1668569885	0.0131409135	-0.1151972281	0.0661672158	0.11250323	0.1124865505	0.112458753	0.0	0.0	-0.0189409986653146	-0.0126582655969684	0.0001602316879233	0.0003587614304394	0.0935815045354502	0.0032318015017267	0.0087574979911184	1.0444540946563544e-05	0.0875352470878567	0.0501710852335151	0.0025171377935086	0.0076624194827321	-0.0007756868034626	-0.0012696868524886	1.612104703382408e-06	6.016900170660262e-07	0.0004091463177458	0.0004083187957357	1.6672423895111167e-07	1.6740070932494712e-07	0.0009121593180081	-0.0004138409701268	8.32034621429002e-07	1.71264348555491e-07	0.0
4415.743861651305	2.0253792068206167	4.10216093142131	19498793.851711184	3838.8646084532447	-55.01524571010032	14736881.482034884	3026.677260542712	4448.777863655683	5.429138499837791	29.47554485042094	19791624.480152823	4351.726152766834	3314.0546286810013	0.650189	8.93867	0.0972928397519743	0.0382288145664858	-0.0734799379	0.08335823	0.0397838168	0.0337052501	-0.0148778581	0.0640718597	-0.197576406	0.0629554871	-0.1121699165	0.1307810369	0.0100520563	0.0385954086	-0.074189374	0.1323704803	-0.0168680339	0.0448311321	0.0931803872	-0.0307126289	-0.0417497719	0.0245551884	-1.78874e-05	-0.0525254836	-0.1375856974	-0.1604076165	0.1693035738	-0.0008650591	-0.0900162179	-0.0608117246	-0.0464107539	-0.0271118379	0.2283702958	-0.062245771	0.0282826318	-0.1285184497	-0.0070528959	0.0398465601	0.0389651273	0.0065767623	-0.0744234485	-0.0990251131	-0.1036312445	0.1320719134	-0.0029744222	0.0572616516	-0.0345123605	0.1524643045	0.1486667177	0.0366109395	0.1271106662	-0.1347000489	0.0388153127	-0.1561035264	0.0256294639	-0.037612416	0.0281001787	-0.074872672	-0.0358484612	-0.133692449	0.0536019739	-0.1587529198	0.1166173964	-0.0371410781	0.1521699047	0.112458753	0.1123086861	0.112058723	0.0	0.0	-0.0060128720387382	0.0129281266265764	0.0001671364580727	3.615463015423968e-05	0.1064097049048342	0.012828200369384	0.0113230252979338	0.000164562724717	0.1227758141057506	0.0352405670178938	0.0012418975637426	0.0150739005293298	-0.0004980942136677	0.0002775925897949	7.705764590903962e-08	2.480978456892444e-07	0.000395380956792	-1.37653609538e-05	1.894851621884016e-10	1.5632610099375738e-07	0.0004775983539944	-0.0004345609640136	2.2810018773816026e-07	1.888432314445162e-07	0.0
4409.951855562635	-5.79200608867086	33.54733453120031	19447675.368380323	3825.2622352652	-13.602373188044568	14632631.168546116	185.0245563468337	4431.937942109577	-16.83992154610587	283.58295767900074	19642073.922710475	4338.804431741888	3312.916076587496	0.756108	10.394831	0.0292448038048212	0.0187966891740518	-0.0439210102	0.0920130726	0.0844401079	0.0457769396	-0.078254337	0.0656524659	0.1523321146	0.177989892	-0.0406059516	-0.0335550056	-0.1733448723	-0.0411537743	-0.0055337791	0.0776371517	-0.0008207931	-0.1298105641	0.0987189346	-0.1504558129	-0.0332925214	-0.0223060296	-0.1001756865	0.0734575859	-0.0486859341	-0.0707209493	0.0589724056	0.0406343419	-0.0432644926	-0.0582061018	0.0536041227	-0.1586634549	-0.0470419888	0.0520876988	-0.0182957881	-0.0548168085	-0.0140701475	0.0493631807	-0.0119353002	0.0571767729	-0.2296163399	-0.1242770859	-0.1015375805	0.1209733709	0.1043861423	-0.0283019867	0.0749974014	0.1135987278	0.1492217891	0.0503765205	0.1833482765	-0.0955153381	0.0262417198	-0.0097414855	0.0449878236	-0.06646131	0.0416582993	-0.1019070399	-0.2343998544	-0.0582352452	0.0623471677	0.013353627	-0.1088341378	-0.0145932712	0.1093593517	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.0008782914781875	0.0068911635169257	4.748813461700778e-05	7.713959206567838e-07	0.1064127211957242	3.0162908900011054e-06	0.0113236672322789	9.09801073310366e-12	0.1274522893878611	0.0046764752821105	2.186942106419049e-05	0.016244086070207	-0.0004461691419226	5.1925071745100016e-05	2.696213075733784e-09	1.990669032039492e-07	0.0006698879721227	0.0002745070153307	7.53541014657692e-08	4.487498951946634e-07	0.0005046492412165	2.705088722210002e-05	2.546708566603893e-07	7.317504995027741e-10	0.0
4409.999270715921	0.0474151532862379	0.0022481967611574	19448093.567714952	3860.137705485026	34.87547021982573	14900663.1053072	1216.2984230539512	4427.668323892386	-4.269618217191237	18.22963972057128	19604246.786400013	4335.312144886364	3316.451699393136	0.7847509999999999	10.78861	0.1226569093767439	0.0694468589214289	-0.0351132962	0.0922360487	0.0388565143	-0.0530215238	-0.0982577001	0.11070926	-0.1057425808	-0.0307315467	-0.0646446348	-0.1339373326	-0.2831997946	-0.0965532649	0.0985345501	0.0492096458	0.024749168	-0.0901322953	0.045635892	-0.3608297659	0.1140813179	-0.0285454116	0.0530603893	-0.091326937	0.0454360374	0.1548415345	-0.2058187855	-0.0172266149	-0.0948443606	-0.0155561903	0.1271030153	-0.1829880251	-0.2159927843	-0.0308599281	0.0330376639	-0.1259637339	-0.2325332268	-0.0910986657	-0.2957008358	0.0913022157	-0.1759103078	-0.1523345979	0.0509624552	0.0627216939	-0.0516281299	0.1161208974	0.0320823125	-0.0515808924	0.1065722088	0.0264040373	0.1042856476	-0.0507344926	0.1082034608	0.0133108751	0.0891763629	-0.0436834005	-0.1172567147	0.0138370266	-0.1729418771	-0.2291146201	0.0979613782	0.2682322609	0.0423918352	-0.101306805	0.0215325289	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	-0.0013823460561468	-0.0022606375343343	5.110482061641064e-06	1.910880618944612e-06	0.1061538508858745	-0.0002588703098496	0.0112686400579004	6.701383732167754e-08	0.202822861859218	0.0753705724713569	0.00568072319466	0.0411371132927634	5.21981678736619e-05	0.0004983673097962	2.483699754735633e-07	2.724648729366989e-09	0.0006700238290007	1.3585687799993597e-07	1.845709129988948e-14	4.4893193142875924e-07	0.0009014826557663	0.0003968334145497	8.126709786474613e-07	1.574767589032534e-07	0.0
4413.900571664076	3.90130094815504	15.220149088075411	19482518.25653645	3856.463346105044	-3.674359379981979	14872309.539851712	13.500916853261554	4448.301842565981	20.633518673595063	425.74209285359615	19787389.2825759	4350.094324285334	3367.85873500279	0.866581	11.913597	0.0813715984893805	0.0489030888245071	-0.0849434087	0.1209217367	-0.0255976924	0.0536303031	-0.1184354891	-0.003199946	-0.0387240815	0.1009706977	-0.0945717758	0.1446276805	0.0189295965	0.0113965252	-0.0913279426	0.1337366739	0.0920963991	-0.033946849	-0.1321403855	0.0674041178	-0.0176157589	0.1442468443	0.0119746182	-0.0402257972	-0.0091273569	-0.0136457318	-0.2014113984	-0.0028776993	-0.0579442444	-0.111452006	-0.1157915923	-0.0481818197	0.1571820859	0.0365079826	0.0109198417	-0.0290576977	-0.0823124771	-0.1116074328	0.0667730056	-0.080011751	0.0471140239	-0.1041682816	0.0008071329	-0.0128425126	0.138151673	0.0557407946	0.0691825748	-0.0016403556	0.014966106	-0.0904347091	0.0191720554	0.1160727152	0.1251425974	-0.1514911142	-0.0036095499	0.0349573839	0.0531564946	0.0308905966	0.0292167006	-0.0135344698	0.0897653205	-0.0030376163	-0.0230006866	-0.0060058466	-0.0769606002	0.112058723	0.1107121224	0.1084797619	0.0	0.0	-0.0016132367618979	-0.0002308907057511	5.3310518002241056e-08	2.6025328499388214e-06	0.0747603931808811	-0.0313934577049934	0.0055891163885599	0.0009855491866752	0.1805054176287939	-0.022317444230424	0.000498068316978	0.0325822057933453	0.0002748091490661	0.0002226109811924	4.9555648947460036e-08	7.552006841043398e-08	0.0005445960991163	-0.0001254277298844	1.5732115423954008e-08	2.965849111726908e-07	0.0007009252498789	-0.0002005574058873	4.912962059177985e-07	4.022327305628328e-08	0.0
4399.9251177977	-13.975453866375574	195.313310771192	19359341.042227108	3841.5874990865486	-14.875847018495278	14757794.513138045	221.29082451767488	4435.097785593932	-13.20405697204933	174.3471205211245	19670092.3677802	4336.838133205067	3307.039095996675	0.7759	10.666926	0.1326028962177129	0.0917236413940975	-0.0719717203	0.0667444212	0.0136574916	0.0895840281	-0.0905586882	0.0225821185	-0.0216030736	0.0770168526	-0.0333692515	-0.0165405287	0.0072150068	0.0189546207	-0.0448703061	0.0676848178	0.1025908297	0.04552217	-0.0680744556	0.0145369304	-0.0180772771	0.1462771678	-0.0326710581	-0.1211092565	-0.1494390395	-0.0733776953	0.0147510951	0.0371793276	0.0166454439	-0.0967765641	0.0017664279	-0.0445422347	0.0673639916	0.04128874	-0.0169457997	-0.0280673707	0.0810173784	-0.0629051995	-0.021253239	-0.1347347994	-0.0071787837	-0.0450515703	-0.0561407449	-0.0761828684	-0.0120096807	0.1343674378	0.0324677626	0.0727174655	0.0777434614	-0.0637830141	-0.038445335	0.1054142779	0.0246296579	0.0065570424	0.0607253017	-0.0057466541	-0.0653102366	0.0256583868	0.0843376725	0.1086597631	0.0504343162	-0.0333332828	-0.1038874563	-0.0747412145	-0.1845204383	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	-0.0045441656217946	-0.0029309288598967	8.590343981775373e-06	2.0649441198299908e-05	0.0887686412533241	0.0140082480724429	0.0078798716699613	0.0001962310140591	0.1208914340587057	-0.0596139835700882	0.0035538270370947	0.0146147388287703	0.0010171803320142	0.000742371182948	5.511149732717613e-07	1.034655827836518e-06	0.0006709855024891	0.0001263894033728	1.5974281284932372e-08	4.502215445505501e-07	0.0009531593778637	0.0002522341279848	9.085127996095156e-07	6.362205532025246e-08	0.0
4392.802216814194	-7.122900983506042	50.73571842083135	19296711.3160477	3825.527569413996	-16.0599296725527	14634661.184346557	257.92134108733865	4433.440791154772	-1.6569944391594618	2.7456305714053792	19655397.24867505	4334.457657553933	3271.362075733003	0.861753	11.847212	0.1532526326793558	0.113204538649204	-0.0115185749	-0.0253596463	0.1054504123	-0.0566786516	0.0261229731	0.0546610383	-0.0383522462	0.0977433032	0.0003653484	-0.0405697618	0.0422324108	-0.0275256422	0.1101522363	-0.0042047455	-0.0819091245	0.1780001235	-0.0642257219	0.1122573741	-0.0759074595	0.1310183468	0.0558633329	-0.1488353849	0.0722017346	0.0093298114	0.021594194	-0.0167414442	-0.0066560356	0.0522242905	0.056547553	0.0532465309	-0.0238583835	-0.1467185561	0.1260276712	-0.0130100662	0.0079844336	-0.041833631	0.1518731959	-0.0789557789	0.0660668174	-0.0839540981	0.0992118346	0.0397496052	-0.0958157603	-0.0114325645	0.0123879295	0.0006071767	0.0797605117	0.0663504481	-0.197189009	-0.0619361561	0.014027391	-0.0038960208	-0.0299953184	0.0238236034	0.0299057774	0.0168286134	-0.0573657963	0.1514020845	0.0209374268	-0.0383587628	0.0693982825	0.1289722003	-0.1230329052	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	-0.0074534652524391	-0.0029092996306445	8.464024340868223e-06	5.555414426931706e-05	0.0703351791622424	-0.0184334620910816	0.0049470374277847	0.0003397925246633	0.1987981192229853	0.0779066851642796	0.0060694515932861	0.0395206922065962	0.000166257246988	-0.0008509230850261	7.240700966305054e-07	2.7641472176028836e-08	0.0006700599281042	-9.255743849000304e-07	8.566879419830697e-13	4.489803072510057e-07	0.0007249443214078	-0.0002282150564559	5.255442691414157e-07	5.208211199316962e-08	0.0
4396.526820213772	3.7246033995779726	13.872670484147791	19329448.080859024	3834.306044598015	8.778475184019044	14701902.843640875	77.06162655643818	4425.272137735792	-8.168653418980284	66.72689867941828	19583033.493020702	4329.300129283558	3306.2028447469074	0.795548	10.937047	0.0343182760757523	0.0151879102215108	0.0861815552	-0.0718536496	0.0394745761	-0.0977395977	0.0449239204	0.0201289901	0.1251347534	-0.0497328538	0.1463875383	-0.0086745556	-0.1665166451	-0.017649297	0.1093428156	0.026897251	-0.0241198782	-0.0268607414	-0.0853675851	0.0470555485	-0.0563608449	0.1324744811	0.0099612557	-0.1487080604	0.0634978059	0.0058426145	-0.0751628336	-0.0429035853	0.0469978758	0.1299296376	-0.015321408	-0.1582683812	-0.1025802355	-0.0307813514	0.0779460615	-0.0105027047	-0.0837440969	-0.0089198982	0.079376998	-0.0468679938	-0.0260690992	-0.0906490702	0.1160192532	0.0027072408	0.0284548879	-0.139637128	0.0659120247	0.0191013639	0.0392974701	-0.00705127	-0.0011321769	-0.0353053529	0.0214589852	0.0253339678	-0.1085430765	0.0554732705	-0.0485675011	0.0007618915	-0.0920006221	0.1154890521	0.0063916836	0.0135074238	-0.0854683438	0.0799889363	-0.085189664	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	-0.0086687628230492	-0.00121529757061	1.4769481851308102e-06	7.514744888227993e-05	0.0725195699134246	0.0021843907511822	0.005259088020428	4.771562953850371e-06	0.2062871359461553	0.00748901672317	5.608537147992009e-05	0.0425543824568675	0.0002757746215557	0.0001095173745676	1.19940553322019e-08	7.605164189418954e-08	0.000840073625314	0.0001700136972097	2.8904657238945552e-08	7.057236959482069e-07	0.0005358839725695	-0.0001890603488383	2.871716320568686e-07	3.5743815502859714e-08	0.0
