global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
6222.514961511096	n/a	n/a	38719692.44622944	6685.481110363472	n/a	n/a	44695657.6770268	5636.977104126938	n/a	n/a	31775510.87245132	5603.693100843972	4708.209731848263	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0157223710636174	n/a	0.000247192951862	n/a	-0.0417294518988171	n/a	n/a	0.0017413471557756	0.1642439247218163	n/a	0.0269760668080256	n/a	-0.0010949883331047	n/a	n/a	1.1989994496354093e-06	0.0004200294841592	n/a	n/a	1.7642476756304365e-07	-5.327005397640495e-05	n/a	2.837698650649097e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4859.666959309693	-1362.8480022014028	1857354.6771043548	23616362.95540632	4295.094597793207	-2390.386512570265	5713947.679477834	18447837.60399239	4799.818633312316	-837.158470814622	700834.3052566763	23038258.912692107	4628.776560796308	3309.552471627541	18.164112	289.403168	0.6373870753246379	0.3561063910369015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.049031117372337	0.0647534884359544	0.0024040504707798	0.0041930142646252	0.2308342081161782	0.2725636600149952	0.0742909487607699	0.053284431636623	-0.0210620583364971	-0.1853059830583134	0.00044361030137	0.0343383073572079	-7.804827277500863e-05	0.0010169400603296	1.0341670863033564e-06	6.091532883162153e-09	0.0001059645238088	-0.0003140649603504	9.863679931989833e-08	1.1228480306025742e-08	0.000911003801651	0.0009642738556274	8.299279266225746e-07	9.298240686465416e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4796.250688803995	-63.41627050569787	4021.623364851845	23004020.6698528	4309.759279204578	14.66468141137102	215.05288089701077	18574025.044689965	4792.845481091597	-6.973152220718475	48.624851893311	22971367.805620145	4630.009946414772	3332.754171012212	1.700725	27.097124	0.1733884602234765	0.0925662276286822	-0.0114430959	-0.1538314576	0.1646667996	-0.0278976317	0.1553812589	-0.0727311956	0.1814628911	-0.0833333674	0.0856409249	-0.0125727669	0.1076183609	-0.010776989	0.0178543392	-0.049638883	-0.043959039	0.0240351576	-0.1019657682	0.110464952	-0.0486307097	0.0524420798	-0.1828005336	0.0435101511	-0.0821450157	0.0467159659	-0.0292790069	0.1015597601	-0.1325651974	0.0021350465	-0.0855946856	0.0500185028	-0.1208495559	-4.87192e-05	-0.0816696056	-0.031199954	-0.0374098942	0.0947111966	-0.0237077549	0.1124783212	-0.0338132683	0.0984100567	0.0305108687	-0.0587387607	0.0438059592	-0.0911590855	0.0491362894	-0.0442892038	0.1191247243	-0.0484888925	0.1394278314	-0.1366172225	0.0198485259	-0.1105620426	0.0574849085	-0.0560343916	0.0047539452	0.0726137043	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.052303532862922	0.0032724154905849	0.0027356595499427	1.0708703143020649e-05	0.1793234221897677	-0.0515107859264104	0.0026533610667564	0.0321568897458496	0.0573473655179128	0.0784094238544099	0.003288720331845	0.0061480377491805	0.0003280250258599	0.0004060732986349	1.648955238642357e-07	1.0760041759038809e-07	-7.188662390711364e-05	-0.0001778511477159	3.163103074386773e-08	5.167686696762803e-09	0.0006910115489604	-0.0002199922526906	4.774969607966513e-07	4.839659124388481e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4788.500945899512	-7.749742904483355	60.05851508559011	22929741.30888052	4248.87898217178	-60.8802970327979	3706.410566801701	18052972.605141103	4790.415580689438	-2.4299004021595465	5.904415964415126	22948081.435712125	4625.4527626761255	3317.72975214986	1.142934	18.210007	0.1555118187000398	0.0864313776412882	-0.091639022	-0.0157917107	-0.0622463198	-0.0312856852	0.0702532158	-0.0089987871	-0.0023176329	0.0032781643	0.162446913	0.0933276629	-0.1157870201	-0.0523067013	-0.0358165646	-0.0418739697	-0.0117551253	0.0664459905	-0.0775667003	0.0449475186	-0.0462242977	0.0842102943	0.0031266652	-0.0914314398	-0.0634659417	0.0076929819	-0.0564161079	0.0651365744	-0.0584307086	0.014231648	0.0174261388	-0.0409049143	-0.0303205737	-0.0979088081	-0.0780441848	-0.0422085147	0.0375593713	0.0212863852	-0.0218303296	0.0027957234	-0.0354221594	0.0968263996	-0.078573856	-0.0772477635	-0.0065418702	-0.0344773825	-0.0821628459	-0.0955507161	0.0617376527	-0.0174957457	0.222255676	-0.0615631801	-0.2047791067	0.0413158631	-0.0069375804	0.0279106788	0.0940056801	-0.1062538102	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0578437063401366	0.0055401734772146	0.0033458943631639	3.0693522157632154e-05	0.219423246433223	0.0400998242434552	0.001607995904356	0.0481465610752949	0.1036062072151935	0.0462588416972806	0.0107342461735176	0.002139880435174	-0.0005779130118147	-0.0009059380376746	8.20723728105705e-07	3.339834492247377e-07	-0.0001842732002457	-0.0001123865763385	1.26307425411089e-08	3.395661232879185e-08	0.000944946520589	0.0002539349716286	8.929239267732574e-07	6.44829698160179e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4776.903902647654	-11.59704325185794	134.4914121854638	22818810.89513039	4260.567610205673	11.68862803389311	136.6240253147119	18152436.36113368	4785.231801911602	-5.183778777835869	26.871562417541533	22898443.39802616	4623.275419902026	3264.957121706472	0.910903	14.513133	0.1293173345825257	0.0582292843841279	-0.0838964025	-0.0044976947	-0.0859915647	0.0585270476	0.0004693223	-0.0816220286	0.0109771051	-0.0295221353	0.0140274702	-0.0412361167	0.134880262	0.0007809408	-0.0793172723	-0.0253641211	-0.0006173173	0.0706552661	0.0203359174	-0.0158583093	-0.053884137	0.0543744544	0.073485447	-0.0631126506	-0.035392092	-0.0145762119	-0.0731959227	-0.0097020606	0.0608412412	0.064893213	0.0326607431	-0.0872314565	0.0765566553	-0.0057066639	-0.0538357455	-0.0306056712	0.0657922812	0.033694275	-0.0098960764	-0.0916723174	-0.0312122513	0.1028777531	-0.0086525622	-0.0668398538	-0.0111120243	0.025737804	-0.0180097865	-0.0867370968	0.0225463159	0.0434424954	0.1653972819	0.0282017022	-0.0334856084	-0.0843336931	-0.007638782	-0.0310183253	0.0767792675	-0.1374938611	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.0605500643953433	0.0027063580552066	0.0036663102982802	7.324373922982188e-06	0.1923371037977261	-0.0270861426354969	0.0007336591228704	0.0369935614972972	0.1518800472285306	0.0482738400133371	0.0230675487461406	0.0023303636296332	-0.0001370538960486	0.0004408591157661	1.943567599540676e-07	1.8783770422100454e-08	0.0001539521892783	0.000338225389524	1.1439641411866155e-07	2.3701276583581508e-08	0.0006990111483094	-0.0002459353722796	4.886165854608259e-07	6.048420733830546e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4796.4985211115045	19.59461846385057	383.9490727438735	23006398.06302485	4297.467327583127	36.89971737745418	1361.589142535994	18468225.431644466	4800.569526251846	15.337724340243769	235.2457879373061	23045467.77637787	4639.702902279572	3266.049988563316	1.056915	16.839506	0.1064040213150303	0.0659806374145807	-0.0336160257	-0.0986817454	-0.0633019382	0.0849372192	0.0465766017	-0.0941814055	0.1358770145	0.0651786333	0.0868418413	-0.0497194931	0.1235380959	-0.0915414388	0.0427212566	-0.0806470123	-0.1089721399	-0.0285871368	-0.1265956936	0.035021722	0.0135424868	0.051119507	-0.0717048803	-0.1660803606	-0.1069158874	0.0917871892	0.0443939093	0.1212629908	-0.0459934836	-0.052544258	0.0088941211	-0.1604386263	-0.0060472818	0.0240952803	-0.0719550767	-0.0365596111	-0.0414797618	0.0800977952	-0.0189801451	0.1346492643	0.0145296416	-0.0486461876	0.0466231559	-0.1315786065	0.1227991483	-0.0694273147	-0.0809053243	-0.0445471488	0.032392763	0.000789089	0.020536857	-0.0206686845	-0.0383366051	-0.1217712321	-0.0249325239	0.0681447709	0.1214498034	-0.0694681927	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0521360980718554	-0.0084139663234878	0.0027181727221581	7.079482929278845e-05	0.2034493237242145	0.0111122199264884	0.0001234814316946	0.0413916273238402	0.1032882743577516	-0.0485917728707789	0.0106684676198021	0.0023611603907253	0.0004339402442037	0.0005709941402523	3.260343082024633e-07	1.8830413553956682e-07	0.0002126221707257	5.866998144740001e-05	3.442166723038261e-09	4.5208187484108724e-08	0.0005629540261236	-0.0001360571221857	3.169172355287709e-07	1.8511540497481703e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4796.772574060051	0.2740529485463412	0.0751050186069435	23009027.127254687	4295.343998978778	-2.1233286043498083	4.508524362050105	18449980.069563	4793.725533072404	-6.843993179441895	46.84024264024718	22979804.486430302	4632.975338488736	3355.2680347627806	1.06323	16.940119	0.0918853788343379	0.0470204976969839	-0.0501605126	-0.1824640519	-0.1048424894	0.1192331851	0.1240852586	-0.0335197064	0.1167013146	0.0633795794	0.0576298737	0.1397168494	-0.0124030993	-0.0041672901	-0.0571079192	-0.0905100798	-0.046689094	0.058318412	-0.0313043552	-0.0868587436	-0.0584506602	-0.0176959594	-0.0868933685	-0.141206648	-0.1167483402	0.0208269573	-0.0317021571	0.0344487895	0.105532139	0.1357110625	0.049993345	-0.0420478159	-0.1227582303	-0.0334154931	-0.0716290393	-0.0493374183	-0.0291309166	0.0704565697	0.0091629872	-0.0818900272	0.0181107837	0.1855148495	-0.1032773908	-0.0622140766	-0.0042196785	-0.059502731	-0.0068136967	0.0388208775	-0.1076392314	-0.1519839252	0.0959310745	0.0633256934	-0.0111230203	-0.0866502561	0.0607925545	-0.0151996291	-0.1742013081	-0.1057877036	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.0522133946555385	7.729658368309938e-05	0.002726238581455	5.974761849078386e-09	0.22585294799633	0.0224036242721154	0.0005019223805261	0.0510095541186329	0.0823025463802622	-0.0209857279774894	0.0067737091406752	0.0004404007787451	-0.0003480895087577	-0.0007820297529614	6.115705345168684e-07	1.2116630610717692e-07	0.0002523765842614	3.975441353570001e-05	1.5804133955674482e-09	6.369394028345155e-08	0.0007095444596475	0.0001465904335238	5.034533402164627e-07	2.148875520072494e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4775.244637113205	-21.52793694684624	463.4520691873874	22802961.34427842	4251.842880249023	-43.501118729754126	1892.3473307401653	18078167.87832431	4791.5821624515565	-2.143370620847236	4.594037618311066	22959259.61952393	4629.180474009941	3281.9395188711223	1.082951	17.254316	0.1124392682330383	0.0622902149638989	-0.0208759049	-0.1260141197	-0.0880963113	0.0783981475	0.0588364208	-0.1100846338	0.0001003761	0.0628140006	0.0248887864	-0.0557678614	-0.0552225564	-0.1426859502	-0.1287575341	-0.0576642444	-0.0550759948	0.0276526733	-0.0467289094	0.0141210478	0.0030467321	0.0295683536	-0.182954533	-0.0997237096	-0.0797670899	0.0393861109	-0.0180591046	0.0278535815	-0.0163867515	-0.0138176525	-0.0023543655	-0.1323575875	-0.1067921188	0.1119733322	-0.0572878917	-0.0378572783	-0.0337006128	0.0689105649	0.0102205902	0.0812163348	0.0181190842	0.0307102326	0.0264264939	-0.097862607	0.0521187455	0.0068058237	-0.0871068922	-0.0690667654	0.0789306876	0.0073839119	0.0347782141	-0.0365064595	0.0040824442	-0.1143750663	0.0150611838	-0.0222133468	0.0677229501	-0.0387301313	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	0.0521301119407127	-8.328271482579974e-05	0.0027175485709512	6.936010588755484e-09	0.1736939795957255	-0.0521589684006044	0.0027205579846152	0.0301695985478003	0.1089478469332903	0.026645300553028	0.0118696333513996	0.0007099720415611	-0.0001549309896203	0.0001931585191374	3.731021351535333e-08	2.4003611544725505e-08	-0.0001840577956586	-0.00043643437992	1.904749679761549e-07	3.387727214270295e-08	0.0007509858918817	4.144143223420006e-05	5.639798098053524e-07	1.717392305621796e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4765.460053672852	-9.784583440352437	95.73807310121909	22709609.523151662	4253.511688604587	1.6688083555636697	2.7849213275991187	18092361.685095847	4779.306889090951	-12.275273360605752	150.68233607759723	22841774.34011222	4615.502350845957	3241.7620508879136	0.998367	15.906665	0.0543294173161781	0.0316226810720639	0.0067234646	-0.0246720892	-0.0034921391	0.0363544519	-0.0008317726	0.0620724638	-0.0107927093	0.0349193715	0.0068408151	0.0753086505	0.0624214909	-0.0589240887	0.0442588112	0.0077805521	0.0069041452	0.0845574049	0.0311180976	0.0102014099	-0.0338052024	0.0039932092	-0.0603245939	-0.0336902439	-0.0139250886	-0.0105695745	-0.1042053023	-0.0192802844	0.00993495	0.0655159623	0.0334736698	-0.0306656804	-0.0328348167	-0.0171049186	-0.0424599583	-0.036373721	-0.0143852896	0.0263201142	0.0272878511	-0.0405093272	-0.0069675513	0.0362285314	-0.0714976857	-0.0463731557	-0.038165864	-0.0041059521	0.0197507467	0.0872351501	-0.049803388	0.0148655403	0.0420440451	0.005657687	-0.0574898319	-0.0235306942	0.0727126037	0.0273731571	-0.0612221548	-0.0416958906	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.0525045685383105	0.0003744565975977	0.0027567297173941	1.4021774348452057e-07	0.1793953955674965	0.005701415971771	3.2506144083165595e-05	0.0321827079508185	0.1266709670208996	0.0177231200876093	0.0160455338860098	0.0003141089856398	-0.0004003968116205	-0.0002454658220002	6.025346977023387e-08	1.6031760675586218e-07	-0.0001842236957489	-1.659000903000052e-07	2.752283996154987e-14	3.3938370075383273e-08	0.0011159626629752	0.0003649767710934	1.2453726651546998e-06	1.3320804343783708e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4758.420722961574	-7.039330711278126	49.5521768627434	22642567.77671015	4207.736283465129	-45.77540513945769	2095.387715681489	17705044.63118894	4785.123496708908	5.816607617956834	33.83292418127347	22897406.87875568	4619.224261110714	3188.2625554057	0.859068	13.68727	0.1254839906556423	0.0816965659648493	0.0313483338	0.0091669651	0.0992239433	0.0501525955	-0.1014778617	-0.0025861907	-0.1225094941	0.0300010157	-0.0008612194	-0.0759613729	0.0411799751	-0.0172079978	-0.0071965055	0.019541607	-0.0045293198	-0.0070401486	-0.0772370498	0.0934411795	-0.0284325678	0.0404262201	-0.1609517332	0.006831008	0.0089213842	0.0067141317	-0.0369778216	0.0657302064	-0.1423120174	0.0103529102	-0.0405454841	-0.0175961421	-0.0685342366	0.1400484617	-0.0234658644	-0.0526787659	-0.0233646151	0.0212828593	0.0248530343	0.0825094843	0.0643345664	-0.0832355972	0.0621105658	0.0439455189	0.0403294775	-0.010920797	0.0037648065	0.0797083734	0.0574081813	0.1164584269	-0.0112747324	-0.07606573	-0.0007532421	-0.0493562002	0.0023643663	0.1329113236	0.0296154669	-0.0248656722	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.0525137308423353	9.162304024798453e-06	0.0027576919269812	8.394781504283789e-11	0.1236991286025812	-0.0556962669649153	0.0031020741538271	0.0153014744170379	0.1778124252930268	0.0511414582721271	0.0316172585885882	0.0026154487541997	-0.000772897482577	-0.0003725006709565	1.3875674986304268e-07	5.97370518573864e-07	-0.0001844314286674	-2.077329185000128e-07	4.315296542853296e-14	3.4014951880298265e-08	0.0011159290045587	-3.3658416499901186e-08	1.2452975432153713e-06	1.1328890012808205e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
