global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70
6297.841201824897	n/a	39662803.80340327	n/a	6563.801711094232	n/a	43083492.902563564	n/a	5520.607070419815	n/a	n/a	30477102.425969247	5506.375743363752	5135.144251881896	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1987447804171012	n/a	n/a	0.0394994877430417	0.150885773355867	n/a	n/a	0.022766516601198	-0.9340944721642046	n/a	n/a	0.872532482927724	0.0091951819386072	n/a	n/a	8.455137088408807e-05	-0.0066992001399626	n/a	4.487928251527492e-05	n/a	-0.0019582676763273	n/a	n/a	3.8348122921483225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4878.103339392161	-1419.7378624327366	23795892.18978895	2015655.598025076	4325.044595223886	-2238.757115870346	18706010.750675347	5012033.423860109	4716.421035263565	-804.18603515625	646715.1791403294	22244627.381876636	4517.961794214756	3874.525821871284	8.482065	301.467896	0.7622021849581104	0.374439899799721	-0.0042148351	0.0665060819	-0.0225905659	0.1061627156	-0.0115154627	0.0298743948	-0.014604439	0.1405044529	-0.0652084326	0.0148955319	-0.1216315414	-0.003243423	-0.0189383274	-0.0005392082	0.0180700332	-0.0024412355	-0.0130166857	0.0624596238	-0.033143777	0.0833744509	-0.0358009534	0.002109013	0.0113833896	-0.0257405385	0.0234101546	-0.0363813555	0.0093024876	-0.0566447189	0.0077854426	-0.0078554937	0.0542367167	-0.016731888	0.016440822	-0.0334463679	0.0753049433	-0.019262405	-0.0192873424	0.074426777	-0.0336234434	0.0426284301	0.1121489578	0.1121325392	0.1121051767	0.0	0.2623477307951276	0.0636029503780263	0.0040453352967896	0.0688263318533527	0.2641787981409891	0.1132930247851221	0.0128353094649622	0.0697904373872174	-0.5562665939590374	0.3778278782051671	0.1427539055490186	0.3094325235547886	0.0109038194321814	0.0017086374935741	2.919442084447523e-06	0.0001188932782096	-0.0079540353681728	-0.0012548352282101	6.32666786381438e-05	1.5746114499573423e-06	-0.0007721737663158	0.0011860939100114	1.4068187633663678e-06	5.962523253863277e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4852.092373964297	-26.010965427863997	23542800.40548249	676.5703224895359	4367.84383326401	42.79923804012378	19078059.75178244	1831.7747768151787	4708.325345016312	-8.095690247252605	65.54020057946094	22168327.554522973	4519.161053996794	3822.0664486391097	0.665346	23.64761	0.2635677169151258	0.1935347065226177	0.0068960231	0.059559932	-0.025248734	0.0885731744	-0.0731566308	0.0434458087	0.0855875776	0.0840224702	-0.0068925971	0.0805100175	-0.0564052311	-0.0151609266	-0.0264213561	-0.0110291885	0.0292350636	0.0159609085	-0.0135321487	0.0715717321	-0.0238778742	0.0826688317	-0.0099095625	-0.0260346395	0.0096828358	-0.0349565066	0.0394267294	-0.0422645912	0.0140973794	-0.0158932053	0.0342250398	-0.0007117592	0.0335536049	-0.0114835117	0.0014177606	-0.0266744	0.0585350188	-0.0324304885	0.0074329934	0.0309185365	-0.0312021633	0.0117945763	0.1121051767	0.1119574576	0.1117114032	0.0	0.2507069040535015	-0.011640826741626	0.0001355088472285	0.0628539517400916	0.2732764228647966	0.0090976247238074	8.276677561523321e-05	0.0746800032937791	-0.4253901900581951	0.1308764039008423	0.0171286330980164	0.1809568137977473	0.0094123084089567	-0.0014915110232247	2.2246051324007942e-06	8.8591549585317e-05	-0.0073736505648944	0.0005803848032783	5.437072265316751e-05	3.368465198765063e-07	-0.0009393351707897	-0.0001671614044739	2.794293514568679e-08	8.823505630825149e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4825.957387154256	-26.134986810040573	23289864.70262873	683.0375355609947	4334.779649899329	-33.0641833646805	18790314.613181356	1093.240221573215	4706.10320172991	-2.2221432864016606	4.937920785299973	22147407.345332514	4512.948508211878	3751.822480473912	0.465694	16.551609	0.1366242528353251	0.0701700325599301	0.0220518498	0.0323688058	-0.0367660041	0.0603590544	-0.0797829925	0.0198249364	0.0453499164	0.0177433608	-0.0051974311	0.0692031411	-0.0251258549	-0.0182647038	-0.0267651809	-0.0130548125	0.0305712985	0.0133455507	-0.0115115496	0.0662202081	-0.0141761165	0.0705360722	-0.0159685846	-0.0080252283	-0.0134539688	-0.0264651425	0.0262538926	-0.0264334857	0.0074266601	-0.0194464331	0.0311457125	-0.0113421573	0.0475666686	-0.0269291172	-0.0101562406	-0.040729138	0.0329698704	0.0003389532	0.0151769651	0.0452106655	-0.0232335227	0.0132917462	0.1120176316	0.1116075676	0.1109252393	0.0	0.2276633985142808	-0.0230435055392206	0.000531003147536	0.0518306230230722	0.2976545736435838	0.0243781507787871	0.0005942942353932	0.0885982452109436	-0.4078677978442329	0.0175223922139622	0.0003070342288999	0.166356140518304	0.0087535161048626	-0.000658792304094	4.340072999336117e-07	7.662404419808892e-05	-0.0067544717252916	0.0006191788396028	4.562288828776368e-05	3.833824354118702e-07	-0.0010949681131599	-0.0001556329423702	2.4221612750806013e-08	1.1989551688369516e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4827.255772296264	1.2983851420076462	23302398.2911676	1.6858039769862156	4314.812674063223	-19.96697583610603	18617608.412256625	398.6801240396421	4698.445931168441	-7.657270561468977	58.63379245153942	22075394.16811328	4502.700619994092	3780.897350545161	0.396122	14.078875	0.1885531572972165	0.1054796342954324	0.0071823457	0.0432319183	-0.0257825142	0.0924121733	-0.0719935269	0.0151253952	0.0200166633	-0.0016808565	-0.0042842432	0.0871259887	0.0018427584	-0.0246540145	-0.001493449	-0.0213894134	0.0138057742	0.0023605833	-0.0090840545	0.0645272178	-0.0113112034	0.0698817615	-0.0108317632	-0.0128683461	-0.011921716	-0.0262014253	0.0261721248	-0.0346355469	0.0188639856	-0.0102877021	0.0423847509	-0.003316476	0.0325962085	-0.0331927469	-0.0129334153	-0.035701004	0.0210031797	-0.0214182632	0.0309336549	0.028388863	-0.0090877008	-0.0001188824	0.1118863567	0.1110834157	0.1097494464	0.0	0.2215104596472912	-0.0061529388669895	3.785865670091112e-05	0.0490668837331542	0.2387233444164138	-0.0589312292271699	0.0034728897782252	0.0569888351693577	-0.3597970572113809	0.0480707406328519	0.0023107961049909	0.1294539223779696	0.0078629484786888	-0.0008905676261738	7.931106967888379e-07	6.182595877851452e-05	-0.0065568024997986	0.000197669225493	4.299165902136517e-05	3.907312270700259e-08	-0.0006752399934226	0.0004197281197373	1.7617169449820927e-07	4.55949048717353e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4820.444307561234	-6.811464735029404	23236683.32229951	46.396051836549184	4313.443435480565	-1.3692385826579994	18605794.27109038	1.8748142962392869	4700.822343964629	2.376412796187651	5.6473377778844105	22097730.70951711	4505.447955134202	3749.994185272282	0.422396	15.012703	0.0532855797659177	0.0305476285017802	0.0223207133	0.025063739	-0.0419967429	0.0518484421	-0.0670751304	0.0086047413	0.0307958256	-0.0154516613	0.0118775844	0.0742287227	0.0325651504	-0.0216470741	-0.0146882382	-0.0168703351	0.0217530129	0.0222498384	-0.0069338812	0.0675036747	-0.0112754957	0.0639823484	-0.0137684962	-0.0026301664	-0.0144613649	-0.0274012435	0.0195262525	-0.0302023297	-1.5372e-06	-0.0311344444	0.0408718582	-0.0071426576	0.0416924617	-0.0306279216	-0.0116362591	-0.0433031837	0.0056250326	-0.0019598245	0.0395076677	0.0487949389	-0.0112030329	-0.0016453022	0.1117114032	0.1103858203	0.1081881546	0.0	0.222117824886439	0.0006073652391477	3.6889253372504426e-07	0.0493363281322827	0.2375164136345233	-0.0012069307818904	1.4566819122747938e-06	0.0564140467458059	-0.3391152371993513	0.0206818200120295	0.0004277376790099	0.1149991441007723	0.00789923015811	3.6281679421198976e-05	1.316360261622653e-09	6.239783709079453e-05	-0.0070178689930289	-0.0004610664932302	4.925048520331646e-05	2.125823111796862e-07	-0.0005567988914171	0.0001184411020055	1.402829464427726e-08	3.100250054833116e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4829.521118937638	9.076811376403384	23324274.238264654	82.3885047628059	4322.893809377411	9.450373896846031	18687410.887153547	89.30956679018884	4709.163764165522	8.341420200892571	69.57929096785867	22176223.357729584	4512.976526767934	3783.991403204694	0.377982	13.434173	0.083792311416356	0.0401979979960344	0.0063388394	0.0401641921	-0.025313716	0.0564954415	-0.0610973341	0.0074864422	0.0520038691	0.0047684016	-0.0013318471	0.0288362834	-0.0219058347	-0.0114332592	-0.0194183663	-0.00770786	0.0231101407	0.009514	-0.0076922939	0.0612284012	-0.0094511792	0.0631526918	-0.0129202201	-0.0121836782	-0.0102337311	-0.0231200334	0.0191304312	-0.0265263829	0.0064957857	-0.0098900909	0.0406979615	-0.007315668	0.031542529	-0.0292161924	-0.0115330207	-0.0358408803	0.0164531106	-0.0285562198	0.0248521319	0.0525423921	-0.0108507605	-0.0196378716	0.1114928394	0.1095158704	0.106246848	0.0	0.2107507847220517	-0.0113670401643873	0.0001292096020987	0.0444158932609605	0.2595511263558023	0.0220347127212789	0.0004855285647092	0.0673667871925656	-0.3319529204273266	0.0071623167720247	5.129878154282666e-05	0.110192741380231	0.008010086297671	0.000110856139561	1.2289083678368154e-08	6.416148249613671e-05	-0.0065033352607559	0.0005145337322729	4.2293369513791015e-05	2.647449616467826e-07	-0.0007959738547564	-0.0002391749633393	5.720466308835551e-08	6.335743774557627e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4815.356004313066	-14.165114624572196	23187653.448273893	200.65047232726917	4299.456018518518	-23.43779085889309	18485322.05517511	549.3300403452128	4703.409224759615	-5.754539405906144	33.11472377412663	22122058.335553847	4509.834819035036	3755.504023545892	0.345611	12.283628	0.0829664911362921	0.047588794982055	0.0180413153	0.0265916593	-0.024233218	0.0299583579	-0.059277462	-0.0125961538	0.0217601829	0.0212000228	-0.0077503418	0.0008637524	-0.0106005338	-0.0188478933	-0.0132180623	-0.0147054073	0.0186451908	0.0081902652	-0.0054304778	0.0556925801	-0.0034480964	0.0567967593	-0.0097956464	-0.010032534	-0.0127561239	-0.0258981355	0.0190266366	-0.0175935919	0.0109416714	-0.0095760483	0.0324776974	-0.0094261086	0.0236344707	-0.0247776166	-0.0114239232	-0.0251704557	0.004327171	-0.0194629277	0.0230491704	0.0600108836	-0.0236741034	-0.0262512323	0.1112307506	0.1084749246	0.1039323455	0.0	0.2046342117011477	-0.0061165730209039	3.741246552005053e-05	0.0418751605985501	0.2298675110416894	-0.0296836153141129	0.0008811170181162	0.0528390726325012	-0.3118065687011864	0.0201463517261402	0.0004058754878733	0.0972233362852076	0.0076050518658473	-0.0004050344318237	1.640528909627478e-07	5.7836813882227495e-05	-0.0063862323469017	0.0001171029138542	4.078396358861359e-05	1.3713092433144341e-08	-0.0008142355305812	-1.826167582479998e-05	3.33488803930084e-10	6.629794992608484e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4824.520020904482	9.16401659141684	23275993.432108182	83.9792000877631	4313.371202633704	13.915184115186094	18605171.13170973	193.63234895952735	4704.186042131696	0.7768173720805862	0.603445229566188	22129366.31898667	4509.300154656589	3779.3935749465263	0.356697	12.677651	0.0556857085871558	0.03409592041494	0.0062765084	0.0381434093	-0.0273785067	0.0534677244	-0.0663838329	0.0039581536	0.0253224463	0.0397193477	-0.0256463479	0.0535599067	-0.0604856561	-0.0192699864	-0.0080190207	-0.0183871074	0.0124666132	0.0066807626	-0.007936276	0.0569733747	-0.0037245844	0.0540680455	-0.0154353172	-0.0108500497	-0.0121832105	-0.0268426802	0.0126881351	-0.0311758598	0.0120827816	-0.0154833119	0.0411649295	-0.0137365259	0.0296040766	-0.0235687237	-0.0111614275	-0.0293700629	0.0072945468	-0.0290329338	0.0307859368	0.0509005633	-0.023769872	-0.0118291688	0.1109252393	0.107264608	0.1012527768	0.0	0.2001463278276958	-0.0044878838734518	2.014110166158956e-05	0.0400585525429114	0.2295566393368062	-0.0003108717048831	9.664121689698599e-08	0.0526962506636085	-0.2846154994003456	0.0271910693008408	0.0007393542497231	0.0810059824989081	0.0075340913441958	-7.09605216514999e-05	5.0353956330529855e-09	5.676253238268608e-05	-0.0061598597510832	0.0002263725958184	3.794387215301479e-05	5.1244552137605706e-08	-0.0009908200872708	-0.0001765845566896	3.118210566126257e-08	9.817244453393158e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4819.940458354382	-4.579562550100491	23231826.02208145	20.972393150282908	4312.756412835769	-0.6147897979353729	18599867.87645605	0.3779664956454167	4703.613067157452	-0.5729749742440617	0.3283003211099832	22123975.88553433	4508.19542721874	3763.575135632247	0.352241	12.519296	0.0412479713949014	0.0188588889390282	0.0079713726	0.0366377991	-0.0274690192	0.0564484295	-0.0579720358	0.0096603626	0.0203388532	0.0088855817	0.0041665424	0.0399766539	-0.0355609993	-0.016660814	-0.0153170275	-0.0147754203	0.0182073124	0.0199538375	-0.0082484794	0.0557705856	-0.0063761587	0.0561011953	-0.0136286984	-0.009055832	-0.0142845351	-0.0210706441	0.0182997164	-0.0260687363	0.0103341306	-0.0185328616	0.0405000552	-0.0048952461	0.0394295185	-0.0196599297	-0.0181702737	-0.0508551273	0.0114770343	-0.0047465721	0.0305554122	0.0451831957	-0.0222467395	-0.0072835457	0.1105764245	0.1058868105	0.098217554	0.0	0.1925246355060039	-0.0076216923216919	5.80901938465374e-05	0.0370657352767196	0.2289892027008306	-0.0005674366359756	3.2198433584731695e-07	0.052436054953562	-0.2875387094777295	-0.0029232100773839	8.545157156519032e-06	0.0826785094481181	0.0072731460244836	-0.0002609453197121	6.809245987970213e-08	5.28986530934616e-05	-0.0059781341129077	0.0001817256381755	3.573808747191073e-05	3.3024207570292766e-08	-0.0008307783979615	0.0001600416893093	2.5613342316974524e-08	6.901927465194765e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
