global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
5759.501095827124	n/a	33171852.872833844	n/a	6966.555451273267	n/a	48532894.85566528	n/a	5280.187290387835	n/a	n/a	27880377.821573224	5474.551834176633	4635.527487198651	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-2.8421709430404014e-14	n/a	n/a	8.077935669463164e-28	-0.0302920275678957	n/a	n/a	0.0009176069341741	0.2177879125117954	n/a	n/a	0.0474315748362454	-0.0002469999802405	n/a	n/a	6.10089902388074e-08	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0
4562.760771428782	-1196.7403243983415	20818785.857289378	1432187.404041048	4629.475148018592	-2337.0803032546746	21432040.146121766	5461944.3438609615	4582.254907226563	-697.9323831612719	487109.6114651724	20997060.034801915	4475.712647663527	3334.2309415586774	17.326139	283.428925	0.41891755880723	0.2452276422735381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0276139350106916	0.02761393501072	0.0007625294067762	0.0007625294067746	0.0906070481454293	0.120899075713325	0.0146165865083362	0.0082096371736281	-0.0012068762836463	-0.2189947887954417	0.0479587175195601	1.4565503640279043e-06	-0.0007629996246291	-0.0005159996443885	2.662556330091616e-07	5.821684271841474e-07	-1.9532799866439642e-07	-1.9532799866439642e-07	3.8153027062238435e-14	3.8153027062238435e-14	0.0005120002133676	0.0005120002133676	2.62144218488468e-07	2.62144218488468e-07	1.0
4526.840344560211	-35.92042686857167	20492283.50513801	1290.2770664204054	4656.66390440894	27.188756390347407	21684518.71862511	739.228474053657	4572.526092006138	-9.728815220424622	94.64984559316578	20907994.862076927	4483.474014970066	3280.0116837964165	1.243253	20.337702	0.1480666086043247	0.1154817201787133	-0.0117389688	0.1214922768	-0.093016827	0.010547213	-0.0024040474	-0.217647676	0.065543875	-0.0019318006	0.0031244309	-0.1522161454	0.1020441088	-0.0198854398	-0.0648233463	-0.0236438139	-0.1468453632	0.1997914376	-0.1217896604	0.2066065805	-0.052467915	-0.0014873957	0.0823498013	-0.1822722898	0.0817999624	-0.1563076316	0.0931186382	-0.0667349474	0.0289873409	-0.0889714005	-0.01030042	0.0568913755	-0.1801621661	0.1659291696	-0.1628833102	0.2058005278	-0.1411196278	0.1355193237	-0.0787380671	0.0254542386	-0.2290531537	-0.043567449	-0.0315417375	-0.2801532924	0.231806395	-0.0937188735	0.1609487107	-0.176248259	0.1414347191	-0.1164017927	0.201794512	0.0886522235	-0.1343118451	0.0262818324	-0.0615151082	0.0479135684	-0.0560435012	0.0321015818	-0.0180415456	0.1613844642	-0.0846879474	0.1193458418	-0.0132885798	0.0449077603	0.0119990036	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0277078903186946	9.395530800300132e-05	8.827599901938841e-09	0.0007677271859128	0.0830761815971925	-0.0075308665482368	5.671395096735206e-05	0.0069016519487697	0.0857141590005454	0.0869210352841916	0.0075552663748756	0.0073469170531707	-0.0015380539100989	-0.0007750542854698	6.007091454251024e-07	2.3656098303705152e-06	0.0001860225454846	0.0001862178734832	3.4677096404629066e-08	3.4604387428570075e-08	0.0006211430836924	0.0001091428703247	1.1912166142736102e-08	3.8581873041890395e-07	0.0
4531.433094119671	4.592749559460572	20533885.886482976	21.093348515925275	4643.388755589886	-13.275148819053356	21561059.135538597	176.22957616801372	4574.920589076451	2.3944970703123545	5.733616219734449	20929898.396355618	4481.227353598727	3356.6238898095235	0.752758	12.313959	0.1048461808910425	0.056975839929555	-0.0953317546	0.0958935763	-0.0116356972	-0.0210439574	0.0134950843	-0.1554990678	-0.0100041723	-0.0321234184	0.0019196526	-0.0464937193	0.0195450942	0.0521107448	-0.1080529986	-0.0558467073	-0.0740546682	0.136841124	-0.0612180702	0.2976768576	0.0167285746	0.0155247117	0.1089306857	-0.2337912383	0.0832793126	-0.1776177084	0.1661401342	-0.0997243336	-0.0125236614	-0.1130194226	-0.0322774839	0.0766283011	-0.0771048499	0.0967441016	-0.2332275488	0.2220060483	-0.0502356948	0.134155379	-0.0657570074	-0.040063551	-0.2441990901	-0.0380643259	0.0043307659	-0.2881646609	0.2506659394	-0.0400226054	0.1952017988	-0.1817357048	0.0142415793	-0.0671319789	0.1613863863	0.1003839012	-0.1489142322	0.1335939206	0.01385951	-0.009138101	0.0996974645	0.0920639711	-0.0333051502	0.1022171492	-0.0532992113	0.0196417408	-0.0030812883	0.138544174	0.1417934844	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0450784072099708	0.0173705168912761	0.0003017348570701	0.0020320627965879	0.0688091706261673	-0.0142670109710252	0.0002035476020473	0.004734701962261	0.0885286702077365	0.0028145112071911	7.921473335404322e-06	0.0078373254487501	-0.001279980546649	0.0002580733634499	6.660186092234423e-08	1.6383501997998726e-06	0.000957861302248	0.0007718387567634	5.957350664420711e-07	9.174982743442344e-07	0.0009991137999101	0.0003779707162177	1.428618623181211e-07	9.982283851707993e-07	0.0
4519.2267108151245	-12.206383304546762	20423410.063744888	148.9957933775179	4618.203523896431	-25.18523169345553	21327803.78812941	634.2958954530371	4571.992963867187	-2.9276252092631694	8.570989365913217	20903119.661651067	4478.337590615028	3346.5202164123857	0.791771	12.952157	0.1111002669678646	0.068221511174764	-0.1339198364	0.0341120441	0.0109504282	-0.0426941675	0.0126584542	-0.0698467978	-0.0508889302	-0.0086848559	0.0328341748	-0.0354095143	0.0547201823	0.0018827247	-0.0751554725	-0.0688566426	-0.0149415516	0.0368648358	0.0444777246	0.2116720745	0.0833403886	0.0165119833	0.1298992419	-0.1081250581	0.030943036	0.0285802705	0.1051996403	0.0219002513	-0.0583192679	-0.0881994671	-0.0537844774	0.0554729404	-0.0064193236	0.0150928723	-0.1884979546	0.055234882	0.0026137307	-0.0170495852	-0.0752086188	-0.1112541373	-0.1349274479	-0.0164169418	-0.0146610847	-0.2689654695	0.1919139158	-0.1200755222	0.1006809824	-0.0163797934	-0.0620773841	0.0141662176	0.0202519232	0.0218948145	-0.0715068296	0.116650859	-0.0162149599	-0.129608453	-0.0189559009	-0.0720892019	0.0265946251	0.0971254942	0.074572308	-0.1524035725	0.1805448009	-0.0389095175	0.1067808624	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.0350347682458078	-0.010043638964163	0.0001008746836424	0.0012274349860374	0.0849830896927272	0.0161739190665599	0.0002615956579716	0.0072221255337221	0.1409062590729632	0.0523775888652267	0.0027434118153347	0.019854573845937	-0.0016200689890042	-0.0003400884423552	1.1566014862358626e-07	2.624623529133091e-06	0.0012077406611723	0.0002498793589242	6.243969401641912e-08	1.4586375046489043e-06	0.0009389791997513	-6.013460015880004e-05	3.6161701362587524e-09	8.816819375655917e-07	0.0
4511.945311958427	-7.281398856697706	20357650.498103622	53.01876931031866	4614.166256763896	-4.037267132534907	21290530.245058544	16.299525899446635	4566.031016322545	-5.9619475446424985	35.54481852506872	20848639.242019493	4469.152633652955	3364.139252510672	0.906138	14.823021	0.45176794359665	0.3105973605950025	-0.1080965748	-0.0361092317	0.0352225586	-0.071992318	-0.0339978938	-0.0415963757	-0.0911073008	-0.0228414456	-0.013227853	0.1221317235	0.0383780287	-0.0130843472	0.0420966605	-0.0116677596	0.0038246599	-0.0245338392	0.15728433	0.1411377212	0.0323070545	-0.1298178123	0.0396336324	0.2042199517	-0.066630778	0.0123020323	-0.0754818329	-0.0169847417	0.1064691714	0.0741818568	0.0221358471	0.0893266936	0.1076733004	-0.0144612046	-0.1081961669	0.0117539555	-0.0640557576	-0.1158954439	-0.0949348965	0.0667103487	0.1684902192	0.0415814144	-0.1295525821	-0.1034982941	0.0957230024	0.1146543626	0.0171252103	0.1130425452	-0.0767594206	0.0525039854	-0.1303986953	-0.0030830309	0.114579563	0.0222314094	-0.1982154415	-0.0749071627	-0.1078339464	-0.0399228056	-0.012862755	0.0703264091	-0.1278260065	-0.1919484532	-0.0513872288	-0.0683778591	0.1301415815	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0570662014289808	0.022031433183173	0.0004853840481046	0.003256551345533	0.0296260235605103	-0.0553570661322169	0.0030644047707666	0.0008777012720079	0.3929095622187333	0.2520033031457701	0.0635056647963789	0.1543779240829166	-0.0031310121860937	-0.0015109431970895	2.28294934483104e-06	9.803237309467252e-06	0.0007253208310384	-0.0004824198301339	2.327288925064209e-07	5.260903079382352e-07	0.0013931389952377	0.0004541597954863	2.062611198362486e-07	1.940836260051908e-06	0.0
4512.067498674394	0.1221867159674729	20358753.112593804	0.0149295935589159	4615.195305996253	1.0290492323574654	21300027.71248985	1.0589423226154888	4567.64566999163	1.6146536690848734	2.607106471089244	20863386.966593284	4473.024895381138	3301.990832273681	1.001032	16.375341	0.0950131116571617	0.0384380541914291	-0.0454561273	-0.0606244998	0.0328135037	-0.0743383624	0.0936900772	-0.0425554665	-0.031372956	-0.0591227533	0.0032613004	0.090683032	-0.0720549562	0.0336139616	0.0400002945	-0.0297026616	-0.001053701	0.0143076974	0.1234283045	0.0405680323	-0.0516019141	0.095796919	-0.0439151724	0.1618303802	0.000630226	0.0245032867	0.0595891421	0.1246693288	-0.1858107154	0.0583367337	-0.0047871928	0.082248006	0.079867313	0.0533880204	0.0604204713	0.0682201932	-0.099136055	-0.0292768955	-0.0308183363	-0.0561605379	0.159822608	0.0316106107	0.0420448736	-0.1047169816	0.0870122122	0.1268271858	-0.0084682468	0.1228747671	-0.002814889	0.1103369083	-0.1692878295	0.0505580187	0.0615425034	-0.1035085837	0.0220421405	0.0841812687	0.0175160398	0.1246313466	0.05973929	0.0329207046	-0.0727088144	0.0124420727	0.0038995166	0.1936511409	-0.0633532443	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.0563350348697753	-0.0007311665592054	5.346045373004095e-07	0.0031736361537787	0.0101638034254847	-0.0194622201350255	0.0003787780125841	0.0001033029000718	0.3674012858690076	-0.0255082763497256	0.0006506721623339	0.1349837048582002	-0.0036852817665102	-0.0005542695804164	3.072147677750825e-07	1.3581301698572538e-05	0.0009781061737261	0.0002527853426877	6.390042947773793e-08	9.566916870811118e-07	0.0015723130443976	0.0001791740491599	3.2103339892354324e-08	2.472168309582849e-06	0.0
4508.643384654991	-3.4241140194035324	20327865.16999321	11.724556817875817	4606.572897655717	-8.622408340536822	21220513.861416183	74.34592559095896	4564.747249930246	-2.8984200613840585	8.40083885223357	20836917.45574574	4470.4176134321815	3314.329143544212	0.8237759999999998	13.475709	0.1367380224945147	0.0698249165636833	0.0347682348	-0.0481510983	0.0784729493	-0.0513727401	0.0887660229	0.0312122445	-0.0126846531	0.0158936692	-0.0495841823	-0.0086553086	-0.0015928841	-0.0883784167	0.0522209361	0.007670862	-0.0102492791	0.1246186886	0.1369547466	0.030025781	-0.0782947438	0.0408354077	-0.0094644773	0.0658155648	-0.0212463117	0.078768933	0.0548127547	0.0545580095	-0.0392968575	0.0381338566	-0.0046447862	-0.0160302056	0.0558596664	0.1491838809	0.0002652079	0.0016543955	-0.1140255372	-0.0554308515	0.0421803803	-0.0999824627	0.0515435696	0.0108316342	0.0440227946	-0.1044812253	0.0957324511	-0.0042539654	-0.0344513064	0.1154328254	0.0892624574	0.0958903296	-0.1133541188	0.0030740097	-0.0369242373	-0.0175335437	0.099051831	0.0947126324	0.0387837226	-0.0506471476	-0.0013984638	-0.0203063283	0.0244937662	-0.0448435728	0.0405102201	-0.1416500991	-0.0524099061	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	0.0685371124629057	0.0122020775931303	0.0001488906975887	0.0046973357847529	0.0194820138889468	0.0093182104634621	8.682904624137457e-05	0.0003795488651691	0.3314252795022554	-0.0359760063667521	0.0012942730341005	0.1098427158931481	-0.0032091169429285	0.0004761648235816	2.267329392165912e-07	1.0298431553390764e-05	0.0001739665093209	-0.0008041396644052	6.466405998697076e-07	3.0264346365298784e-08	0.0012677829709611	-0.0003045300734365	9.273856562724013e-08	1.6072736614589533e-06	0.0
4514.720362454738	6.07697779974751	20382699.951163445	36.92965917862409	4600.231707963787	-6.341189691929685	21162131.76695542	40.21068670903529	4567.549066685268	2.801816755022628	7.850177128725529	20862504.476577464	4472.4699485799865	3266.440335622811	0.775939	12.693171	0.1318590501980864	0.0872966781351632	0.0778593455	0.0413532353	0.017238979	-0.0164167917	-0.0084683458	0.0180770593	0.0460453507	0.0666130938	-0.0968749504	-0.0598355227	0.0041801517	-0.0548970457	-0.000741947	-0.0132448882	-0.0074366728	0.1781708662	-0.0211809186	-0.0169007156	-0.1037778591	0.1020476577	-0.0282782527	-0.0551031214	-0.0176295731	0.1028198907	0.0217122289	-0.1156371627	0.0925425987	-0.0236492875	-0.0308488638	-0.0455851868	-0.0182099469	0.1671302335	0.0034160524	0.0026855432	-0.0428130763	0.0416403092	0.1002430621	-0.135070408	0.0062457462	-0.0154166668	0.0232809998	-0.1237915108	0.0851182031	-0.0927775674	-0.0196459456	0.03137591	0.0999440666	0.0186409744	-0.088758145	-0.0825037214	-0.039400973	-0.025740914	0.0995532829	-0.0922691963	0.0232598677	-0.0739349407	0.0002694134	-0.0146143959	0.0349215683	-0.0239237738	-0.0002972078	-0.0701087322	-0.2123765842	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.0831701635834178	0.0146330511205121	0.0002141261850955	0.0069172761104924	0.0478489461923317	0.0283669323033849	0.0008046828483048	0.0022895216517166	0.251152807792721	-0.0802724717095344	0.006443669714358	0.0630777328621674	-0.0031546054674413	5.45114754872001e-05	2.971500959791617e-09	9.951535655210544e-06	0.0001741857294355	2.1922011460000118e-07	4.805745864523764e-14	3.034066833897721e-08	0.0011507817652698	-0.0001170012056912	1.3689282133217884e-08	1.324298671277477e-06	0.0
4526.958361270762	12.23799881602372	20493352.004679263	149.76861502099794	4624.399122561262	24.167414597474817	21385067.244745366	584.0639283262389	4573.375582449777	5.826515764508258	33.94828595406325	20915764.218147837	4479.289846579965	3348.135265223408	0.961461	15.728027	0.0624306148733957	0.0359996198606674	0.0184636473	0.1537802173	-0.0405986353	-0.062371574	-0.0915484578	-0.0748436184	0.1263786943	-0.0065341324	-0.0596407267	-0.0581338596	0.0218532312	0.0195848418	-0.0267879092	-0.0451019283	-0.1352919641	0.0293313192	-0.0998983128	0.0819665858	-0.0769821758	0.0275466002	-0.049792296	-0.051396854	-0.0499976224	-0.0070908999	-0.0600058306	-0.0651073585	0.0682786071	-0.0180869318	-0.0128574841	0.049311801	-0.1624400623	0.0277295064	-0.0838993644	0.0189758761	-0.0553463663	0.0535805526	0.0721855763	-0.0048591515	0.0305213803	-0.0045402721	-0.0958223407	-0.1052335474	0.0644545863	0.0073961557	0.007219743	-0.0394912522	-0.000526457	-0.0710680982	-0.113327516	-0.121300911	0.0960894367	0.0398030648	-0.060517312	-0.1033246097	-0.1386479609	-0.0464499879	-0.1055743858	-0.0421747638	0.0811428945	0.0659621168	-0.0939126286	-0.1936810359	-0.0609333104	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.0684785411546897	-0.0146916224287281	0.0002158437695883	0.0046893105986745	0.0336320826767035	-0.0142168635156282	0.000202119208222	0.0011311169851726	0.2780639831063354	0.0269111753136144	0.00072421135676	0.0773195787009603	-0.0031545961787283	9.288713000155102e-09	8.62801891992504e-17	9.951477050847191e-06	0.0001748924706603	7.06741224799993e-07	4.994831588317942e-13	3.0587376293663896e-08	0.0010192787228991	-0.0001315030423707	1.7293050152750144e-08	1.03892911495482e-06	0.0
