global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29
6039.264457303586	n/a	n/a	36472715.18525038	7248.337314367294	n/a	52538393.82284928	n/a	5349.810426635038	n/a	28620471.60093297	n/a	5579.928222829522	4585.782864795719	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0233345242208287	n/a	n/a	0.0005445000206124	-0.0431773316206403	n/a	n/a	0.0018642819658787	-0.5331031795639376	n/a	n/a	0.2841990000611799	0.0013170008923196	n/a	1.7344913503706225e-06	n/a	-0.0006779995632573	n/a	n/a	4.596834077770896e-07	9.464632178808694e-07	n/a	8.957926228014101e-13	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4817.084415439646	-1222.1800418639396	1493724.054730541	23204302.26547152	4250.643712043762	-2997.693602323532	18067971.966737173	8986166.933411434	4592.732076361105	-757.0783502739332	21093187.925236188	573167.6284535003	4486.536983752606	3463.411083434509	12.209222	268.172943	0.5892687844760982	0.3996108728937925	-0.011085755	0.0077430951	-0.0849865299	0.1053434119	-0.1407328107	0.0694325553	0.2305831477	-0.0513115302	0.0942775302	-0.0722194273	0.0450901695	-0.0812029747	0.0720341548	-0.0864262055	-0.0628433798	0.0572198978	-0.0138597235	0.1000145671	-0.028842638	0.0147425881	-0.0159486713	-0.002330596	-0.0593618631	0.1029001374	-0.0267172565	0.0223160746	-0.0533280898	0.0014666843	-0.0215116898	0.0271547487	-0.0467579157	0.0624780107	-0.0622649427	0.1420142101	-0.1207710567	0.0311296545	-0.0134424959	0.0216303545	-0.0257527409	0.0500851517	-0.0613040823	0.0711629271	-0.027650965	-0.0108689461	0.1121489578	0.1121325392	0.1121051767	0.0	0.0531378069379542	0.0298032827171255	0.0008882356607169	0.0028236265261752	0.0320459826290715	0.0752233142497117	0.0056585470067108	0.0010269450026627	-0.1839614786592562	0.3491417009046814	0.121899927310614	0.0338418256304999	-0.0001619999952178	-0.0014790008875374	2.6243998450567224e-08	2.1874436253364167e-06	-4.422599753084455e-08	0.0006779553372597	4.596234393190074e-07	1.9559388575982682e-15	0.0005459999705123	0.0005450535072944	2.981159677994325e-07	2.970833258139474e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4775.471727068606	-41.61268837104035	1731.6158334653169	22805130.21603161	4331.289744615555	80.6460325717926	18760070.85181188	6503.782569570633	4588.459795924344	-4.272280436761321	21053963.29881407	18.252380130333503	4497.96824491134	3426.8315086570947	0.940264	20.652689	0.1528174270351136	0.0761935230137605	-0.0074718045	0.0158285314	-0.0929455624	-0.0435881926	0.0142019024	-0.1592966796	0.0951341104	-0.0588836755	0.0080749674	-0.0453922614	0.0275994292	-0.0086722759	-0.011018719	-0.0134424643	-0.0587308644	0.0212448553	0.0006082309	0.0252008359	0.0218851575	-0.0008444416	-0.0071829019	0.0164915024	-0.0440696652	0.0745812713	0.0181657932	0.0177309033	-0.0495238791	-0.0015471503	-0.0252442867	0.0386485412	-0.0220452694	0.0810070849	0.0168057943	0.0293597136	-0.0468094625	-0.0204763772	0.0762238908	-0.0807122278	-0.0086109365	-0.0093130813	0.0396752911	-0.0130829811	-0.0410056974	-0.033573484	0.1121051767	0.1119574576	0.1117114032	0.0	0.0493003805392078	-0.0038374263987464	1.472584136579578e-05	0.0024305275213106	0.022302023659094	-0.0097439589699774	9.494473640860494e-05	0.0004973802592907	-0.120212031798303	0.0637494468609531	0.0040639919750774	0.0144509325890762	0.0003041844351878	0.0004661844304056	9.25281706105209e-08	2.1732792315259374e-07	0.0007851224266277	0.0007851666526252	6.1648667239471e-07	6.164172247937683e-07	0.0008043807835902	0.0002583808130779	6.470284450091842e-07	6.676064456679672e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4761.797956049107	-13.673771019499329	186.97201389369965	22674719.77423345	4269.911499500275	-61.37824511528015	18232144.213564683	3767.288973431412	4575.209608383795	-13.250187540548724	20932542.9606474	175.56746985971262	4477.480901150943	3385.561067955773	0.803195	17.642002	0.0600679451597117	0.0287788482090737	0.0330576886	-0.0174790714	-0.0709227637	0.0045056463	-0.0999141399	-0.0185927563	-0.0764673544	-0.0258357347	-0.0717509839	0.0133934829	-1.79725e-05	0.0118905004	-0.0130273844	-0.0388647069	0.0109135287	-0.0139201575	-0.0050367023	0.0314353545	0.0763472927	0.0389511119	0.0069128658	0.0190939982	-0.0332381001	0.0471287291	-0.0022774913	0.0113004185	-0.0449469027	-0.0386087041	-0.0093316019	0.0870854556	-0.0279788004	0.013240554	0.0789783676	0.0784716381	-0.1404375722	0.0181057109	-0.0055651535	0.0996574838	0.0572028981	0.0914040827	0.0053093165	0.112365575	-0.0769641062	-0.0151329536	0.1120176316	0.1116075676	0.1109252393	0.0	0.0356587741262615	-0.0136416064129463	0.0001860934255257	0.0012715481721877	0.0320476280291188	0.0097456043700248	9.497680453704647e-05	0.0010270504622927	-0.0987347015382624	0.0214773302600406	0.0004612757150988	0.0097485412878497	0.0003482840959468	4.409966075900001e-05	1.213018114894798e-07	1.9447800790588847e-09	0.0005651331568174	-0.0002199892698103	4.8395278831668994e-08	3.193754849344e-07	0.0007644016318255	-3.997915176470008e-05	5.843098547374872e-07	1.5983325758249216e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4740.076981365655	-21.72097468345146	471.8007411991392	22468329.789272543	4266.876270532608	-3.035228967666626	18206233.108034257	9.212614886162612	4576.525714174686	1.3161057908910152	20944587.61250212	1.7321344528168647	4476.59346990538	3363.659102458782	1.079453	23.709951	0.6000205034689292	0.3725701480773951	0.0836237557	-0.0569235919	-0.112422249	-0.0686613142	-2.96e-07	0.0196399491	0.0821467741	-0.0802926659	0.0281432997	0.0016388309	0.014640238	0.0368403541	-0.0260130419	0.0759462682	0.0022618533	0.0255581757	-0.0333357438	-0.0512609776	0.0036887181	0.0471810807	0.0662826947	0.0674047394	-0.0629208088	0.0127710327	0.0486746895	-0.0491687327	-0.0444163223	-0.0415838084	0.0249879875	0.1102446047	-0.032969788	0.0086785317	0.0605053925	0.1135247963	-0.0228137147	0.2610271235	-0.0751498341	0.2693246073	0.0756733376	-0.103481268	0.0190850256	-0.0848776568	-0.0556063326	-0.0551745012	0.1118863567	0.1110834157	0.1097494464	0.0	-0.0275689670430381	-0.0632277411692996	0.0039977472533719	0.0007600479438201	0.1139760790856883	0.0819284510565695	0.0067122710925287	0.012990546603747	-0.1268039263991625	-0.0280692248609	0.0007878813842917	0.0160792357502442	0.0065509426032878	0.006202658507341	4.291484899157113e-05	3.847297255868968e-05	0.0016699995521061	0.0011048663952887	1.2207297514382458e-06	2.7888985040345744e-06	-0.000463975193188	-0.0012283768250135	2.152729798938419e-07	1.5089096242302469e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4787.880046093328	47.80306472767279	2285.1329973580746	22923795.33577865	4286.81475019455	19.93847966194153	18376780.70248556	397.542971229656	4587.79756602779	11.271851853103726	21047886.50685051	127.0546441983179	4489.671494147556	3502.1116634059595	1.428476	31.376177	0.8787483387013605	0.5890694763630165	-0.0568619356	0.0754157515	-0.021930012	-0.0236392036	0.1588817836	-0.0570062634	-0.0225594787	-0.0650265455	-0.0313701083	-0.0494903289	0.0663436968	0.0592854691	-0.052387622	-0.0711497962	-0.0531009093	0.043346355	-0.0260824457	-0.0166223648	0.0836780012	-0.0536212293	-0.0275443778	-0.0169284411	-0.0142303774	0.0916367784	-0.0523066219	0.0248451813	-0.0027056135	-0.0503915132	-0.0726185309	-0.0077562222	0.0162839533	0.0644533896	-0.0319035378	-0.0142858157	-0.1053150426	-0.1294307085	0.0527890586	-0.0191492761	-0.0189111194	-0.0685262615	0.0966401614	-0.1188639947	-0.0089695952	0.1333061037	0.1117114032	0.1103858203	0.1081881546	0.0	0.040708731784008	0.0682776988270461	0.0046618441571168	0.0016572008434623	-0.0039269477028653	-0.1179030267885535	0.0139011237259023	1.5420918261039057e-05	-0.0509144214275067	0.0758895049716558	0.0057592169648429	0.0025922783092977	-0.0034030512258917	-0.0099539938291795	1.1580757646043005e-05	9.908199315134358e-05	0.0001982456309714	-0.0014717539211346	2.166059604375364e-06	3.9301330199248515e-08	0.0004438392187799	0.0009078144119679	1.969932521271519e-07	8.24127006576624e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4775.722568506146	-12.157477587182257	147.8042612828389	22807526.051338937	4272.923617839813	-13.891132354736328	18257876.24389328	192.96355809680244	4581.207927840253	-6.589638187536366	20987466.07810639	43.42333144263756	4482.835913241883	3428.1547311043955	0.983426	21.60074	0.1207921675902036	0.0711944684474622	-0.0018753795	0.0480813405	-0.0518293238	0.0433504904	-0.0358889668	-0.0088731803	0.0141812592	-0.0248652401	-0.0315974728	-0.0126885297	0.0242921799	-0.0390569812	0.0213794175	-0.0498492351	-0.02116675	0.0360554841	0.0035256068	0.0609056163	0.0007281483	-0.0123233376	-0.0198667464	0.0071011966	-0.0319692651	0.0944907765	0.0339101664	-1.23614e-05	0.023119606	-0.0181725162	-0.016240517	-0.0028113664	0.0110449868	-0.0671157511	0.0296659142	0.0173653804	-0.1167732779	-0.1093851149	-0.0616066226	-0.0151556613	-0.006872494	0.098155737	0.0045485439	0.0123031559	-0.0838885975	0.0130681823	0.1114928394	0.1095158704	0.106246848	0.0	0.0372981678125086	-0.0034105639714994	1.1631946603689762e-05	0.00139115332217	0.0019009090300841	0.0058278567329494	3.396391409978365e-05	3.613455140655274e-06	-0.0871546455141043	-0.0362402240865976	0.0013133538418468	0.0075959322346891	-0.0026420018346403	0.0007610493912514	6.980173694242712e-06	5.791961759241265e-07	-0.0001030001516064	-0.0003012457825778	9.074902152091115e-08	1.0609031230941385e-08	-1.360633740438329e-07	-0.0004439752821539	1.851324175619198e-14	1.97114051163674e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4787.897013060644	12.174444554498224	148.21710021055142	22923957.80767504	4319.382125616074	46.458507776260376	18657061.94709163	2158.3929447968458	4592.299033405871	11.091105565617909	21089210.4122205	123.01262266768056	4498.552789908762	3439.121384629258	0.830206	18.235294	0.3175991544132601	0.2141379380884759	-0.0075665845	0.0096965891	-0.0836259953	0.0835268478	-0.090462712	-0.0831184597	-0.02841793	-0.0011412248	0.0262403577	-0.066676496	0.0493173901	-0.0005699816	0.0083221199	-0.0595301696	-0.0772075541	0.0323357083	-0.0243034011	0.0321984633	0.0230135641	-0.0309012525	-0.0170674644	0.0102653675	-0.0543546617	0.0823842403	-0.0063103115	0.009081398	-0.0471582865	0.0129191431	-0.0261911733	0.0062781232	-0.024769629	0.0623663899	-0.0945775232	0.1455241305	-0.0685720413	0.0777095166	-0.0471685928	-0.0029108323	-0.0190228693	0.0460890566	-0.0341286288	-0.0629092824	0.0137349347	0.0200350341	0.1112307506	0.1084749246	0.1039323455	0.0	0.0403141243347988	0.0030159565222901	9.09599374434478e-06	0.0016252286208816	0.0573884276465292	0.055487518616445	0.0030788647222103	0.0032934316277409	-0.1617144443963383	-0.074559798882234	0.0055591636093591	0.0261515615264163	0.0004419773212154	0.0030839791558557	1.953439524687409e-07	9.510927433752436e-06	-0.0006380156516279	-0.0005350155000215	2.862415852632557e-07	4.070639717221738e-07	-7.185901534266043e-05	-7.17229519686166e-05	5.163718086016707e-09	5.144181839092483e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4780.928466523453	-6.968546537191287	48.56064084100068	22857277.00201429	4293.273712396622	-26.108413219451904	18432199.16955587	681.649240837651	4589.879547435932	-2.41948596993916	21066994.25997068	5.853912358732438	4491.871843065921	3474.4179447070974	0.754745	16.577822	0.1194856703495032	0.0644670165251973	-0.0294935621	0.0216571796	-0.0523970993	-0.042228724	0.0920347763	-0.0253962075	-0.0457668843	0.0018715651	-0.0240700903	-0.0458641687	0.0105916751	-0.0843259766	0.0333474845	-0.01188659	-0.0497494004	0.0133398145	0.0217517202	0.0647083449	-0.0501878111	0.0309866695	-0.0069193609	0.0327052766	-0.0487092292	0.0651482603	0.0442027906	-0.0102531704	-0.0416497919	-0.0037547411	-0.0014809747	0.0428497661	-0.0037453578	0.0223849268	-0.0077093566	-0.0108795756	-0.1229879161	-0.0273255647	0.0790098659	-0.0734919266	0.084633938	0.0219448986	-0.069017558	-0.0907073371	-0.0504096867	0.0219322692	0.1109252393	0.107264608	0.1012527768	0.0	0.0239801391019227	-0.0163339852328761	0.0002667990735878	0.0005750470713475	0.0502188068627589	-0.0071696207837703	5.140346218307105e-05	0.002521928562719	-0.1470751181007585	0.0146393262955798	0.0002143098743884	0.021631090364352	0.0008230454916615	0.0003810681704461	6.774038813443203e-07	1.4521295052713798e-07	0.0004974248277922	0.0011354404794201	1.2892250823057467e-06	2.4743145930409985e-07	-0.000182205126222	-0.0001103461108793	3.319870802157495e-08	1.2176264186195505e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4774.435705102056	-6.492761421396608	42.1559508751761	22795236.302153368	4268.462216377258	-24.811496019363403	18219769.692640256	615.610334718886	4581.253952712748	-8.625594723183895	20987887.77924618	74.40088432861785	4485.189635060881	3537.329906236804	0.983851	21.610081	0.1338428021905379	0.0863184885338326	-0.054515694	0.0046072374	0.0523022208	0.0627003015	0.1250432262	-0.0167511222	0.0151101285	-0.1238647443	0.0032146852	-0.0227446021	0.0894682722	0.0572991515	-0.045836655	-0.0758070403	-0.0351168951	0.0699488047	-0.0513613201	-0.0040358838	0.1100414758	-0.0263352168	0.0132742686	0.0399765068	-0.0540374315	0.0382308899	-0.0417502176	-0.0237923028	-0.0762579936	-0.0379477385	0.0004777878	0.0362225574	0.0398585557	-0.0318456374	0.0355670306	-0.0052555542	-0.1485724793	-0.0606344546	-0.0715061125	-0.0530879283	-0.0687783139	0.1264007161	0.1029698063	-0.0877265304	0.0791782605	-0.0189529416	0.1105764245	0.1058868105	0.098217554	0.0	0.0177765030552308	-0.0062036360466918	3.848510019981509e-05	0.0003160040608726	0.0565603718016376	0.0063415649388787	4.021544587401568e-05	0.0031990756583394	-0.1729515072532308	-0.0258763891524723	0.0006695875155701	0.0299122238611643	0.0021261900988793	0.0013031446072178	4.520684336572369e-06	1.6981858673208349e-06	0.0008340222380056	0.0003365974102133	1.1329781656236785e-07	6.955930934878696e-07	-0.0004508873498407	-0.0002686822236186	2.0329940224636978e-07	7.219013728868908e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
