global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29
6036.679052182287	n/a	36441493.97905643	n/a	6462.943775721958	n/a	n/a	41769642.2481432	5245.414362086482	n/a	n/a	27514371.82998313	5356.146234827134	4920.270991454631	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.999999965591087e-06	n/a	n/a	6.399999944945739e-11	-0.0406439462239234	n/a	0.0016519303646531	n/a	0.1867880719724866	n/a	n/a	0.0348897838311988	-0.000855999944389	n/a	7.327359047939711e-07	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4753.676388274592	-1283.002663907695	22597439.204439368	1646095.8355942415	4261.870804144412	-2201.072971577546	4844722.226209208	18163542.751218542	4524.525129940047	-720.8892321464346	519681.285024676	20471327.651459	4408.570980479416	3647.641313154618	12.623407	284.125458	0.3374485827366587	0.1942678442459051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0171783336644466	0.017170333664481	0.0002948203581496	0.000295095147487	0.1280366266841781	0.1686805729081014	0.0163933777726635	0.0284531356766053	0.1102047688126504	-0.0765833031598361	0.0058650023228713	0.0121450910690497	-0.0004566378960957	0.0003993620482933	2.085181681507073e-07	1.594900456170201e-07	0.0003868370206194	0.0003868370206194	1.4964288052169413e-07	1.4964288052169413e-07	0.0007140883911721	0.0007140883911721	5.099222304067581e-07	5.099222304067581e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4706.450099880992	-47.22628839360004	22150672.542669795	2230.3223154354823	4270.008045430086	8.137241285673554	66.21469574127019	18232968.708037663	4515.088922186213	-9.436207753834424	89.0420167735249	20386027.975248653	4412.187112382315	3592.7762244926703	0.90202	20.302509	0.1252897024625146	0.0745510909876883	-0.1305222921	-0.0150591028	-0.0126657801	0.1082494027	-0.0418549916	0.0647469295	-0.1028236192	0.0636637793	-0.035483118	-0.0081993357	0.1034107579	-0.0017030077	0.0431788716	-0.02173739	0.1151479191	-0.0062625391	0.0264173103	-0.0662616466	-0.0283248127	-0.0233293512	0.0198495278	-0.0228388132	0.0655406955	-0.0994903593	0.0416095449	-0.0144224689	0.0227920671	-0.0552004732	0.0054399796	-0.0165839415	0.0601439238	-0.0100706391	0.0469604943	-0.0261150505	0.0798641454	-0.0081379057	0.0273883774	-0.0067797401	0.0609164933	-0.0154875135	0.1088782514	-0.0150990778	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0056514343721261	-0.0115268992923204	0.0001328694072952	3.193871046244833e-05	0.1865845063354072	0.0585478796512291	0.0348137780044276	0.0034278542116548	0.1542244594063504	0.0440196905937	0.001937733159965	0.023785183879181	-0.0004447015452534	1.1936350842300023e-05	1.9775946435076175e-07	1.4247647143047652e-10	0.0005798459069521	0.0001930088863326	3.3622127580910334e-07	3.725243020338908e-08	0.0006951289698418	-1.89594213303e-05	4.832042847133221e-07	3.5945965717983467e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4690.982841867842	-15.467258013150058	22005320.02269849	239.23607044535467	4181.683523061324	-88.32452236876179	7801.221251669902	17486477.08704257	4508.376366919214	-6.712555266998606	45.05839821251073	20325457.46579569	4400.0958249730975	3574.550646883228	0.732846	16.494772	0.1118274987101941	0.0499889664683293	-0.1198845854	-0.0708536517	-0.035676594	0.0880308455	0.0929677977	-0.0362681711	-0.0358287891	-0.0059211453	-0.0312376056	0.006972015	0.079188145	0.0043426118	0.033191339	-0.003142203	0.100457452	-0.0136674108	0.0260581779	-0.0324342602	-0.0344146771	-0.0239494115	0.010225954	-0.0361321833	0.0754936676	-0.0933830746	0.0088434664	-0.0029284099	0.0227880539	-0.0539375001	-0.0065278712	-0.0251029166	0.0672267897	-0.0462669631	0.0431127163	-0.0085810417	-0.0009398995	0.0040331933	0.0205725138	-0.0805677072	-0.0041573204	-0.0663633569	0.0302025422	0.0058884922	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0198274277901759	0.0141759934180497	0.0002009587893885	0.0003931268927746	0.2052177888625692	0.0186332825271619	0.042114340865642	0.000347199217737	0.1377836573000337	-0.0164408021063167	0.000270299973899	0.0189843362189731	-0.0002269999929129	0.0002177015523404	5.1528996782456654e-08	4.739396589146345e-08	-1.3041145541237142e-07	-0.0005799763184075	1.700714770277294e-14	3.3637252991353213e-07	0.0011489995122671	0.0004538705424253	1.3201998791900335e-06	2.0599846928143606e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4692.702104563798	1.7192626959558766	22021453.04217749	2.955864217705469	4228.03432573591	46.35080267458579	2148.3969085783897	17876274.259601112	4513.43819396749	5.061827048276427	25.62209306666285	20371124.33076452	4402.730384641481	3590.7327844528927	0.665897	14.98789	0.0904698632899487	0.0396105476720248	-0.1192577394	-0.0476797252	-0.0148564942	0.0823631844	0.0117986735	0.0849297923	0.0490792698	0.0487436568	-0.0172024769	-0.0256819556	0.0476426972	-0.0074440539	0.0072331876	-0.026524408	0.051558031	-0.0076425232	0.0025869184	0.0480506178	-0.0357250557	-0.0169013277	0.0176098814	-0.0264103315	0.0672815576	-0.1013772203	0.0106706858	-0.0022297526	0.0166837172	-0.0669009417	-0.0089549071	-0.0094341294	0.058945673	-0.0318292171	0.0193744002	0.0072601241	0.0238091959	0.0199076066	0.0220133231	-0.0011584623	-0.0596292787	-0.044115061	0.0406037606	0.0033941786	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.0115160219364298	-0.008311405853746	6.907946726568492e-05	0.0001326187612403	0.2084952386168055	0.0032774497542363	0.0434702645258786	1.0741676891543584e-05	0.1540583242403244	0.0162746669402907	0.0002648647840173	0.0237339672677369	0.0002848135207984	0.0005118135137113	8.111874162958062e-08	2.619530728175071e-07	0.0004391205351668	0.0004392509466222	1.928268444051769e-07	1.929413941085097e-07	0.0008479371577671	-0.0003010623544999	7.189974235221479e-07	9.063854129708365e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4675.810156429317	-16.891948134480117	21863200.61896756	285.3379117779663	4233.552132119938	5.517806384027608	30.44618729161583	17922963.65537727	4512.606145726018	-0.8320482414719663	0.6923042761365916	20363614.226444237	4405.733491879065	3555.356712760506	0.62551	14.078879	0.0636953802784856	0.0390347183964057	-0.0891014545	-0.0475634658	0.0030166836	0.0355797073	-0.0069724175	0.0645856068	-0.0333739389	-0.0381917401	-0.0686267731	-0.0196909788	0.0634307128	0.0261065133	0.001432219	-0.026384259	0.0662659027	-0.0272801261	-0.0117491653	0.036808716	-0.041316653	-0.0127454293	0.028983243	-0.0233511326	0.0573773406	-0.0921246205	0.0176158974	-0.0093019468	0.0056962923	-0.0723183588	0.0107841452	-0.0111261704	0.0395322625	-0.0119249142	0.0495026134	-0.0128919732	0.053124133	0.0140034471	0.0137884809	0.0339183923	0.0348824383	-0.0152289906	0.0429528388	0.0927100264	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0100448679348943	-0.0014711540015354	2.164294096233913e-06	0.0001008993718294	0.196420875579065	-0.0120743630377404	0.0385811603632465	0.0001457902427671	0.1874802484196891	0.0334219241793647	0.0011170250158512	0.0351488435475083	0.0001278616379972	-0.0001569518828012	1.6348598471327017e-08	2.4633893514841617e-08	0.0003090569275567	-0.0001300636076101	9.551618447078733e-08	1.6916542024554067e-08	0.0008954804485527	4.754329078559996e-05	8.018852337401448e-07	2.260364498724114e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4653.507163924419	-22.30299250489861	21655128.924695887	497.4234746735637	4139.034240566954	-94.5178915529832	8933.631823621494	17131604.444585666	4496.510918362237	-16.095227363781305	259.0563438918145	20218610.43895081	4382.655753681961	3536.5126128703246	0.781541	17.590778	0.1747390675959841	0.0770841482064872	-0.1202673915	-0.0061243939	-0.0194910938	-0.0142766096	0.0829695878	-0.0616344961	-4.73976e-05	-0.0144194282	0.0263830693	0.0353328169	0.01244332	0.020220543	-0.0167175211	0.0328570988	0.0114002742	-0.015440674	-0.0274673847	0.0051507716	-0.032757932	-0.0149447855	0.0344167874	-0.0192761897	0.0549541903	-0.1065774064	0.0487580505	-0.0046659125	0.0030433435	-0.0396840303	0.0002664511	-0.0051919105	0.0409376402	0.0004458783	0.0540593526	0.0029561835	0.018184441	0.0291405997	-0.0138121706	-0.07268024	-0.0399881576	-0.0427200577	-0.0470010402	-0.058798297	0.112058723	0.1107121224	0.1084797619	0.0	0.0	-0.0269504093293306	-0.0369952772642249	0.0013686505398568	0.0007263245630184	0.1696014329238693	-0.0268194426551957	0.0287646460498297	0.0007192825043353	0.2123638190331576	0.0248835706134684	0.0006191920864754	0.0450983916343477	-0.0002957727906174	-0.0004236344286146	8.748154366960437e-08	1.7946612910761865e-07	0.0011749314236813	0.0008658744961246	1.3804638503537666e-06	7.4973864303903e-07	0.00046417383203	-0.0004313066165227	2.1545734634141466e-07	1.8602539745625944e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4654.808899670934	1.301735746515078	21667245.89245573	1.6945159537551675	4210.345284909618	71.31104434266399	5085.26504524139	17727007.418160655	4499.252783918555	2.7418655563178618	7.517826728922258	20243275.61359887	4384.925247933101	3211.998161860875	1.171574	26.369585	0.2220685882000459	0.1456848159792223	0.0361830451	-0.0517232862	0.1391238582	0.018685427	-0.0056969708	0.0736868401	-0.0072517592	-0.0109480615	-0.0192808029	0.0271946766	-0.0029122456	0.0110266044	-0.0148332469	0.0310594785	-0.0038561066	0.0016717378	-0.0229905489	-0.0352866536	-0.0433631128	-0.0078858482	0.0160302358	-0.0114773754	0.0059022081	0.0244060814	0.03334331	-0.019237505	-0.0219569915	0.0034812975	0.0277396712	-0.0171110854	-0.0001029291	0.0619516439	0.0038964827	-0.0124146664	0.0230420532	0.0047486742	-0.0398529713	0.0906938305	-0.1009538787	-0.1091851768	0.0496870008	0.0479883485	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	-0.0066295111229095	0.0203208982064211	0.0004129389039157	4.3950417728780776e-05	0.3041224844738934	0.134521051550024	0.0924904855625735	0.0180959133101242	0.2174634221229183	0.0050996030897607	2.6005951673096948e-05	0.0472903399614105	-0.000887087788958	-0.0005913149983406	7.869247453183931e-07	3.4965342726254374e-07	0.0015166578986456	0.0003417264749643	2.3002511815240877e-06	1.1677698369152633e-07	0.0007736730658019	0.0003094992337719	5.985700127473111e-07	9.578977570539321e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4664.553800960915	9.7449012899815	21758062.162058923	94.96310115148307	4219.160539899553	8.815254989935056	77.7087205375749	17801315.66144549	4499.501389723558	0.2486058050026258	0.0618048462810036	20245512.756124225	4388.016776149712	3324.5191511775984	0.756787	17.033628	0.1655014573306029	0.0957178902899294	-0.0037976016	-0.0020593183	0.0283307357	-0.0009833499	-0.023247362	0.0671067453	-0.0539583575	-0.0087534055	-0.0986409291	0.0427533735	0.0279565053	-0.0359245313	0.0300520004	0.0399367191	0.033017082	0.0309272671	0.0343927658	-0.0836636225	-0.0351849794	-0.0020761672	0.0123546059	0.0002633016	0.0102969358	-0.0001054315	0.0309432342	-0.0180977063	-0.0105531224	-0.0262864788	0.0367275575	-0.0090451443	0.007773545	0.0428299444	0.0337690459	-0.0143829659	0.0445684205	0.0339130129	0.0203736494	0.0375529274	0.0029826262	-0.0020890847	0.0457971727	0.1047592879	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	-0.0159723354024947	-0.0093428242795852	8.728836551920675e-05	0.0002551154982097	0.2618134646064192	-0.0423090198674742	0.0685462902492167	0.0017900531621463	0.1926177504121398	-0.0248456717107785	0.0006173074027597	0.0371015977738333	0.0003786137883285	0.0012657015772865	1.433484007124582e-07	1.602000482745534e-06	0.0010121449678355	-0.00050451293081	1.0244374359147255e-06	2.545332973545967e-07	0.0007638087444432	-9.864321358699904e-06	5.834037980878977e-07	9.730483586770311e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4662.3562611811	-2.197539779815088	21737565.906174608	4.829181083869745	4194.059786738181	-25.100753161372268	630.0478092681399	17590137.494734317	4501.351480672648	1.8500909490903723	3.4228365199061144	20262165.15255384	4388.845710087749	3445.0926995469536	0.554827	12.48794	0.1064031561263673	0.0504706767006696	-0.051125417	0.0024355399	-0.0182109348	-0.0180743962	-0.0152411371	0.0123053961	-0.119491919	-0.0819005421	-0.0029320078	0.0268712694	0.0236403659	-0.0152435087	-0.016272829	0.0255615045	0.0222417089	0.0130321979	-0.0071675945	-0.0466358577	-0.0341072593	-0.0130661248	0.0301094181	-0.0036743658	0.0324452072	-0.0381255173	0.0389295614	-0.0192836776	-0.0039017464	-0.0426465358	0.0233804343	-0.0073631222	0.0160785555	0.0035789512	0.0523935928	-0.0163662483	0.0428466179	0.0540283041	0.0090284776	0.0065604484	0.0437306945	0.0135827033	-0.0024686098	0.0899891149	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	-0.0094092658760303	0.0065630695264644	4.307388160920566e-05	8.853428432582825e-05	0.23649834556646	-0.0253151190399592	0.0559314674556727	0.0006408552520073	0.2122659841592735	0.0196482337471337	0.000386053089382	0.0450568480311049	0.0001228355136859	-0.0002557782746426	1.5088563422478928e-08	6.542252577914532e-08	0.0003490580901159	-0.0006630868777196	1.2184155027535977e-07	4.39684207403928e-07	0.0009424782683372	0.0001786695238939	8.882652862878871e-07	3.1922798768508615e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
