global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57
5525.584985938008	n/a	n/a	30532089.43682353	6332.190433945767	n/a	40096635.69175428	n/a	4904.736155340716	n/a	n/a	24056436.753506437	4963.541548774568	4556.497732913856	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2500623941536588	n/a	n/a	0.0625312009698598	0.0007731412015772	n/a	n/a	5.977473175762366e-07	-0.9099129678719464	n/a	n/a	0.8279416091015338	0.0064533723948896	n/a	4.164601526712313e-05	n/a	-0.0035350755053176	n/a	1.2496758828296486e-05	n/a	0.0004539125506295	n/a	2.060366036189784e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4200.523684763415	-1325.0613011745927	1755787.4518705048	17644399.22625842	3827.370200223701	-2504.820233722066	14648762.649560412	6274124.4032634655	4155.539503635096	-749.1966517056208	561295.6229269132	17268508.566271815	3905.6397417351136	3267.596500545353	8.914118999999998	325.852966	1.0868077614577032	0.561581193887517	-0.0267620646	-0.0498278675	-0.0390516336	0.0080873421	0.0328123147	-0.0168044661	-0.0962378404	0.1248756252	-0.0016407883	-0.0106024802	-0.0105219535	0.0171664091	-0.0127025262	-0.0385242434	0.0198240206	-0.0896310551	0.0416107338	-0.0102520138	0.0100206424	-0.0201759276	0.016220703	-0.016936226	0.0005057832	-0.0059121173	0.0323055971	-0.0080188789	0.0360853626	-0.0540417277	0.0112406484	-0.0100989311	0.0898956663	-0.0169522787	0.1252270699	-0.0783050556	0.0246380084	-0.0203019761	0.0067881225	0.1121489578	0.1121325392	0.1121051767	0.0	0.2838557533494565	0.0337933591957977	0.0011419911257362	0.0805740887095874	0.2051060576112178	0.2043329164096406	0.0417519407284691	0.0420684948688162	-0.3454475293804364	0.56446543849151	0.3186212312514126	0.1193339955550474	0.0088840013908489	0.0024306289959593	7.89254807126052e-05	5.907957315998119e-06	-0.0051965412978036	-0.001661465792486	2.7004041459778327e-05	2.760468579601132e-06	0.0020461387093993	0.0015922261587698	4.186683618102233e-06	2.5351841406708323e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4199.866576509957	-0.6571082534583184	0.4317912567630416	17638879.260485463	3947.503410871639	120.13321064793809	15582783.178843224	14431.988300581865	4160.114480291379	4.57497665628307	20.93041140553502	17306552.48913001	3936.931279541872	3276.664886408554	0.645996	23.614176	0.2815422186923573	0.1634842491684901	-0.0238244245	-0.0418374809	-0.0301941814	-0.0041475944	-0.0535103446	0.0234722885	-0.026971275	0.0428049035	-0.0002186153	-0.0169343605	-0.0003934997	0.0098026833	0.0016800922	-0.0296106089	0.0178168665	-0.0875182123	0.0320225279	-0.0131753929	-0.0011140884	-0.0186177628	-0.0012028766	-0.006857663	-0.0032375234	-0.0076388734	0.0334864148	-0.0114720176	0.0261429832	-0.0135181507	0.0173454994	-0.0429635296	0.0821195189	-0.0405146069	0.1220369333	-0.0287403557	0.048648727	0.0097665675	0.0384379488	0.1121051767	0.1119574576	0.1117114032	0.0	0.2612295183605368	-0.0226262349889196	0.0005119465097738	0.068240861262878	0.2239726506207091	0.0188665930094912	0.0003559483317857	0.0501637482260662	-0.2246100594399251	0.1208374699405112	0.0146016941416239	0.0504496788016066	0.0080803751201185	-0.0008036262707304	6.529246208183005e-05	6.458151830080528e-07	-0.0040631193040758	0.0011334219937278	1.650893847915341e-05	1.284645415865902e-06	0.0015989485587888	-0.0004471901506105	2.5566364936527803e-06	1.9997903080304173e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4194.274053736945	-5.592522773012206	31.276310966660134	17591934.837850943	3926.699504763581	-20.803906108058072	15418969.000710553	432.802509352896	4156.394883444514	-3.719596846864988	13.83540070320796	17275618.427123733	3936.394245802034	3277.8045462075765	0.461777	16.880112	0.1513379474480124	0.0661080012833917	-0.0288924502	-0.0554473396	-0.0333102462	0.0054844376	-0.0381375782	-0.0340997466	-0.0451584204	0.060758538	-0.0003084597	-0.0090215986	0.0034091946	0.0181920112	-0.0059604243	-0.0331007542	0.0163240805	-0.0828086969	0.0313655952	-0.0057840713	0.0027621119	-0.0223479804	-0.0023112608	-0.0114980555	-0.0086002258	-0.011260244	0.0300438952	-0.0064901538	0.0214330773	-0.0219229474	0.0170039301	-0.0141730211	0.0638570869	-0.0296832069	0.1292410755	-0.0520617466	0.040992677	0.0117203843	0.0141568259	0.1120176316	0.1116075676	0.1109252393	0.0	0.2526568165315837	-0.0085727018289531	7.349121664813658e-05	0.0638354669398743	0.1713798304890588	-0.0525928201316502	0.0027660047294001	0.0293710462984585	-0.2431000927546591	-0.018490033314734	0.0003418813319799	0.0590976550973238	0.0070819799850617	-0.0009983951350567	5.015444050881452e-05	9.96792845705084e-07	-0.0036349174985002	0.0004282018055755	1.3212625220902951e-05	1.833567862982037e-07	0.0015918976559677	-7.050902821099979e-06	2.534138147075457e-06	4.9715230592595645e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4186.526774639711	-7.747279097233331	60.0203334104285	17527006.434775185	3920.408988775209	-6.290515988372135	15369606.639269456	39.570591399965465	4155.446785753605	-0.9480976909089804	0.8988892315069406	17267737.989229966	3927.9634592419047	3266.8723803763783	0.384677	14.061736	0.06927967016326	0.035373182344751	-0.0237141724	-0.0513539936	-0.0476819643	0.0039417312	-0.0328188919	0.0156254309	-0.0293883909	0.075960361	-0.0042989639	-0.0158746052	-0.005802357	0.0181163347	-0.0110289931	-0.0270018283	0.0197214435	-0.0826071303	0.028434128	-0.0161124842	-0.0020988625	-0.0207772925	-0.003084662	-0.0103551057	-0.0111651165	-0.0119788557	0.0283807934	-0.0118492765	0.022286575	-0.0158249608	0.0297574286	-0.0267385704	0.0763655342	-0.0461526362	0.1366340562	-0.0405154131	0.0214886411	-0.0105241371	0.0158051553	0.1118863567	0.1110834157	0.1097494464	0.0	0.2545245334620887	0.001867716930505	3.4883665324951145e-06	0.0647827381340939	0.1992585514648368	0.0278787209757779	0.0007772230832452	0.039703970331865	-0.2428036343953721	0.000296458359287	8.788755879114963e-08	0.0589536048756015	0.0075710855371573	0.0004891055520956	5.7321336210952446e-05	2.392242410907419e-07	-0.0034680439828802	0.0001668735156199	1.202732906719156e-05	2.7846770215378364e-08	0.0017206540662059	0.0001287564102382	2.9606504155508976e-06	1.6578213177427657e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4190.612106662135	4.085332022424154	16.689937733444232	17561229.82850326	3918.8286225074944	-1.580366267714453	15357217.772583986	2.49755754012971	4160.422577350274	4.975791596669296	24.758502013484783	17309116.022125896	3939.489257385183	3290.87370485248	0.432101	15.795315	0.0620819999191809	0.0298961506719251	-0.0270580735	-0.0340881003	-0.048914268	0.0112900863	-0.0222867687	-0.0184261656	-0.0341193011	0.0306180104	-0.0070887301	-0.0088548988	-0.0017790249	0.01214995	-0.0216092623	-0.0352286553	0.0160408074	-0.0774858308	0.0324263082	-0.0072582048	0.0033723882	-0.0276005743	-0.0008435743	-0.0085416942	0.0037481786	-0.0087670332	0.0342035482	-0.0061351223	0.0150685619	-0.0231838524	0.0160709822	-0.0237034007	0.0762601759	-0.0359782063	0.1245636154	-0.0421959882	0.0357932047	-0.0071064807	0.0249875219	0.1117114032	0.1103858203	0.1081881546	0.0	0.244759699278859	-0.0097648341832297	9.535198662597142e-05	0.0599073103910774	0.1772695503808563	-0.0219890010839804	0.0004835161686712	0.0314244934922309	-0.2493864888996029	-0.0065828545042308	4.333397342387203e-05	0.0621936208456717	0.0076781689562526	0.0001070834190952	5.895427852076113e-05	1.1466858645139505e-08	-0.0032299469491332	0.000238097033747	1.0432557294214866e-05	5.669019747912008e-08	0.0015909283160934	-0.0001297257501124	2.531052906947781e-06	1.6828770242250772e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4181.188969469843	-9.423137192292415	88.79551454476459	17482341.19841629	3914.516101216161	-4.312521291333269	15323436.306680577	18.597839888202763	4159.1445789058425	-1.2779984444314323	1.6332800239691607	17298483.62824186	3930.3703618978816	3198.6233816435843	0.51621	18.869896	0.1962198971466839	0.1073034089893715	-0.0039986174	-0.0479886842	-0.0296388586	0.0171465843	-0.0247410281	0.0152284034	-0.0122516078	0.0428773129	-0.0029556784	-0.0073338932	-0.0034748186	0.0006111492	-0.0081909989	-0.0245773521	0.0261400281	-0.0783596083	0.033653779	-0.0185951353	-0.01617791	-0.0064923345	0.0042831841	-0.0019929546	-0.0104737411	-0.0145288192	0.0199489525	-0.0099813296	0.0302777275	-0.0304795091	0.0188408371	-0.0262591273	0.0641785693	-0.0513651473	0.1002490857	-0.013001702	-0.0054072476	-0.040542855	0.0090740971	0.1114928394	0.1095158704	0.106246848	0.0	0.1591391470260674	-0.0856205522527915	0.007330878968073	0.0253252681161843	0.1510187709171049	-0.0262507794637514	0.0006891034224545	0.022806669169313	-0.240224041352647	0.0091624475469559	8.395044505071847e-05	0.0577075900437982	0.0078847321418748	0.0002065631856222	6.216900094911357e-05	4.266834965439173e-08	-0.0026696774078429	0.0005602695412902	7.127177461946787e-06	3.1390195889764304e-07	0.0008540386853422	-0.0007368896307512	7.293820760610332e-07	5.4300632790864e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4206.342618170337	25.15364870049416	632.7060429478715	17693318.221436087	3944.130262507949	29.614161291787696	15556163.527631022	876.9985490160167	4168.509237588074	9.364658682231491	87.69683223469369	17376469.263857108	3946.701133131563	3224.640544874844	0.459405	16.793425	0.3732150670952617	0.1742326537517681	-0.0113155806	-0.0414779043	-0.0538635865	0.0184816872	-0.0528684716	0.0232045878	-0.0390812714	0.0651772574	0.0020240345	-0.0006557959	0.0059050537	-0.0089041451	-0.0194978828	-0.0325185938	0.0234353983	-0.0722816884	0.0474328524	-0.0160988111	-0.0384383331	-0.0039681509	0.0014441946	-0.0054149246	-0.0202113934	-0.0232804128	0.0228703819	-0.0133882843	0.0250135769	-0.0377117793	0.0030425135	-0.0160299761	0.0705424532	-0.0557999158	0.0945233991	0.0293495403	-0.0569727301	-0.0785656126	-0.0217490801	0.1112307506	0.1084749246	0.1039323455	0.0	0.0601189723201258	-0.0990201747059416	0.0098049949987951	0.003614290832828	0.167934286912839	0.0169155159957341	0.0002861346814019	0.0282019247209237	-0.3079537654950428	-0.0677297241423957	0.004587315532405	0.0948355216825758	0.0092471065395298	0.001362374397655	8.550897935341481e-05	1.8560639993858253e-06	-0.0011502790465189	0.001519398361324	1.3231418848604296e-06	2.308571380394057e-06	-5.518160070260535e-05	-0.0009092202860448	3.0450090561017757e-09	8.266815285553976e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4219.927042880278	13.584424709941231	184.5365947000619	17807784.24723229	3969.7456288892167	25.615366381267904	15758880.358085044	656.14699484659	4190.2872661041065	21.778028516032464	474.2825260451232	17558507.372474227	3968.941650105746	3289.260073773273	0.399598	14.607194	0.1465572637287942	0.0595018580132284	-0.0372496784	-0.0703203249	-0.0578400368	0.0140775669	-0.0744096488	0.0240118014	-0.0341449312	0.0453693721	0.0273076893	0.0004659732	0.0323122223	-0.0083694396	-0.0229352229	-0.0377783068	0.0145485532	-0.0781634707	0.0428954714	-0.0172747021	-0.0260254696	-0.0072335257	-0.0102748022	-0.0019023969	-0.0151422027	-0.0096127256	0.022902666	-0.0207716202	0.0342851938	-0.0309206418	-0.0006374647	-0.0323720312	0.0441694474	-0.0546937106	0.1435985271	0.0289830499	-0.0506826573	-0.0440695703	-0.013593242	0.1109252393	0.107264608	0.1012527768	0.0	0.0838292273177785	0.0237102549976527	0.0005621761920537	0.0070273393526957	0.1216354630283831	-0.0462988238844558	0.0021435810930838	0.0147951858661291	-0.3205478039872531	-0.0125940384922103	0.0001586098055432	0.1027508946410504	0.008721278438322	-0.0005258281012078	7.606069759874021e-05	2.7649519201980204e-07	-0.0016486610382275	-0.0004983819917086	2.718083218969378e-06	2.48384609659431e-07	0.0001996912334705	0.0002548728341731	3.9876588724969744e-08	6.496016159943129e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4201.721855440701	-18.205187439577458	331.4288497101488	17654466.550488047	3935.770741307458	-33.974887581758594	15490291.328131858	1154.2929861931343	4170.554304979041	-19.73296112506523	389.3897547633357	17393523.210779212	3946.831031469926	3265.761259863387	0.399453	14.601883	0.1194995545327868	0.0603479930085673	-0.0306599592	-0.0747554967	-0.0547736117	0.0082543681	-0.0486186533	0.0197908013	-0.0538536846	0.0384424588	0.0113346834	-0.0093563846	0.0139212776	0.0012246944	0.0045668871	-0.0352926363	0.014458515	-0.0727254084	0.0435395752	-0.0126651032	-0.0275483286	-0.011033451	-0.0053691191	-0.0001720635	-0.0130806421	-0.021545327	0.020662008	-0.0186247165	0.0328887853	-0.0284190388	0.0134768176	-0.0183295864	0.0437537177	-0.0577944009	0.1155779202	0.0195119066	-0.0595815376	-0.0536681141	-0.0141967426	0.1105764245	0.1058868105	0.098217554	0.0	0.0575664374909621	-0.0262627898268164	0.0006897341294875	0.0033138947254008	0.1720687606539144	0.0504332976255313	0.0025435175093854	0.029607658392974	-0.3211726052016672	-0.0006248012144141	3.903765575333413e-07	0.1031518423320259	0.0085370092810792	-0.0001842691572427	7.28805274652324e-05	3.3955122310971545e-08	-0.0013730373961202	0.0002756236421073	1.8852316911445388e-06	7.596839208849304e-08	0.0005833717514409	0.0003836805179704	3.4032260037922324e-07	1.4721073987003448e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
