global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
6200.154837445343	n/a	n/a	38441920.00829689	6516.933231172107	n/a	42470418.73955532	n/a	5428.902219835725	n/a	n/a	29472979.312537264	5665.740385193756	5090.77858756245	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0001627459264454	n/a	2.6486236574571547e-08	n/a	-0.0303063543407091	n/a	n/a	0.0009184751134246	-0.2264899564561631	n/a	n/a	0.0512977003755146	-6.700001379786146e-05	n/a	n/a	4.489001848913625e-09	-0.0006239998974255	n/a	3.893758719870345e-07	n/a	-2.0904001557432052e-08	n/a	n/a	4.3697728111312154e-16	0.0	0.0
4753.310419735845	-1446.844417709498	2093358.7690571365	22593959.94636936	3521.79379359654	-2995.139437575567	12403031.524615107	8970860.250520485	4572.873771552233	-856.0284482834923	732784.7042706435	20911174.530550346	4429.147091077722	3497.9220366547074	19.908772	319.545593	0.4822823503980257	0.2984611660074519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0278094722965676	0.0276467263701222	0.0007733667494135	0.0007643414789844	0.0716417182155595	0.1019480725562685	0.0103934094979382	0.0051325357888776	0.0471452853984999	0.273635241854663	0.0748762455848599	0.002222677935306	6.200003049365441e-05	0.0001290000442915	1.6641011427213058e-08	3.844003781214077e-09	2.5668004166590208e-08	0.0006240255654296	6.588464378960923e-16	3.894079063098151e-07	0.0008279996786167	0.0008280205826182	6.856180852394785e-07	6.855834677893585e-07	1.0	0.0
4723.224370322159	-30.08604941368594	905.1703693227522	22308848.45240516	3693.04484761556	171.25105401901965	13638580.246499833	29326.923502625184	4571.301924137911	-1.571847414322292	2.470704293911675	20896801.28162697	4463.471827741982	3500.397092681	1.464413	23.504549	0.1397313246689842	0.0913143431667047	-0.0781498812	0.0566523942	-0.034516901	0.0046177383	-0.1221669628	0.0933546908	-0.23556065	0.1438147701	-0.0169528511	0.0376184299	-0.0737110151	0.0635414571	-0.1661083981	0.1089346542	-0.1041474326	-0.0045384226	0.0075232968	-0.1872843092	0.0701609785	-0.1070185989	0.0374794601	-0.01787238	0.1954626444	-0.001506705	0.2382480429	-0.0788180096	0.0945158309	0.0484566198	-0.011090606	-0.0398339777	-0.0327523202	0.0553723937	-0.0850855101	0.1707572102	-0.0870484748	0.0285258035	-0.1360855386	0.1398464777	-0.112996686	0.089728858	-0.2897203913	0.2709248426	-0.1711882331	0.1378600769	-0.0941971502	-0.1154180352	-0.1051277214	0.1096539021	-0.0579139573	0.1540586769	-0.1468268203	0.1517535757	-0.1202160416	0.0357626436	-0.0041107208	0.1549591423	-0.066329639	0.0021566077	-0.0550680238	0.0581546327	-0.0602901911	0.0050974487	-0.0389868626	0.0375624366	-0.0935870315	0.1132368408	-0.1564397439	0.0967136253	-0.0028108402	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0213413459570546	-0.0064681263395129	0.0004554530472586	4.183665834390183e-05	0.1059526772531143	0.0343109590375548	0.0011772419100767	0.0112259698171026	0.1342442611840653	0.0870989757855653	0.0075862315828945	0.0180215216608555	0.0001950000968542	0.0001330000663605	1.768901765190953e-08	3.802503777314738e-08	9.087002084129381e-08	6.52020166747036e-08	8.257360687697171e-15	4.251302978448326e-15	0.0009319996803665	0.0001040000017497	1.0816000363958402e-08	8.686234042032582e-07	0.0	0.0
4707.66420145715	-15.560168865009471	242.1188551076102	22162102.233681183	3624.159571838378	-68.88527577718196	13134532.602147734	4745.181218898411	4561.8486328125	-9.453291325410646	89.36471688308417	20810462.948693275	4440.688396066859	3461.5337876029635	0.833284	13.374616	0.0450617980797545	0.0278045922438679	-0.0690028545	-0.0679056909	-0.0174265247	-0.1158337705	0.1084326755	-0.0316603084	0.1086706465	0.0805547474	-0.1242868716	-0.0103967118	0.0144611527	0.0576421119	-0.1634212005	0.1883528295	-0.0375001072	0.0395381197	0.0497900577	-0.1410851132	0.0713685853	0.0647129836	0.007307972	0.0572973462	-0.008816731	0.0499080093	-0.0620346348	-0.149988462	-0.0227168601	0.1015417359	0.0479043294	0.144053469	0.0774154933	0.0073425848	-0.0308374521	0.1322407783	-0.1209713856	0.0770834086	-0.1059216791	0.1396424821	0.0094027391	-0.0014102426	0.0919833003	0.0830823048	0.0573858158	-0.0369692708	0.0160563165	-0.1407657992	-0.0802261193	0.0617681433	0.0094294775	0.1218477902	-0.2337173944	0.0255386625	-0.1554197213	0.0035686664	-0.0157236111	0.14063211	-0.0926730236	-0.0815686121	-0.0198815006	-0.0095156371	0.0366597452	-0.0235339163	0.0078703036	0.1652590489	-0.0359800078	0.0131891115	0.0489110089	-0.0161031451	-0.1262979148	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0222001570654697	0.0008588111084151	0.0004928469737315	7.375565199371741e-07	0.0983588855352479	-0.0075937917178664	5.766567265433645e-05	0.0096744703637359	0.1383446692796894	0.004100408095624	1.681334655065959e-05	0.0191392475181066	-0.0002390001174109	-0.0004340002142651	1.883561859821527e-07	5.712105612242399e-08	-8.556211583687914e-08	-1.7643213667817298e-07	7.320875666483524e-15	3.11282988528255e-14	0.0007160005836113	-0.0002159990967552	4.6655609799062264e-08	5.126568357317221e-07	0.0	0.0
4710.524761311595	2.860559854445455	8.182802680865004	22189043.52692966	3647.515100969587	23.355529131209096	13304366.411801176	545.4807409987567	4560.610554029574	-1.2380787829260953	1.5328390727317611	20799168.625525936	4437.537452366041	3510.402287966964	0.920194	14.769572	0.015347007360004	0.0132977533467802	0.0865591487	-0.1097797854	-0.0346180593	0.0859281066	0.0740775724	-0.0535340298	-0.0563668655	-0.120352861	-0.1276104647	0.0328515022	-0.1099720982	0.1126067244	-0.0968314444	0.1486942521	0.07599518	0.0303418429	-0.0368620562	-0.2232722364	-0.0172959855	-0.0062911239	-0.0140571796	-0.0107530075	0.0556474748	-0.008693741	0.072010302	-0.1320243235	-0.0415909012	-0.0063571073	0.1941388242	-0.0033558346	0.1470873118	0.0714914138	0.0119284259	0.1196045605	-0.0879569328	0.1231562638	-0.1263688663	0.1408865901	0.1936064622	0.0849192106	-0.0188127774	0.0406054447	-0.0429559249	-0.0250673011	-0.0489158976	-0.1330199304	-0.128488955	0.0784613901	0.0131272408	0.2098324648	-0.1361745324	-0.0005311714	-0.0684889483	0.0234425132	0.0115662982	0.190788339	-0.108708709	0.0284636248	-0.1109494706	0.0427554621	0.0343077678	0.04053957	0.0290874444	0.0577228881	0.0763975116	0.1328840159	-0.1938254572	-0.0083612252	-0.0509463002	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.0223126699298603	0.0001125128643905	0.0004978552393988	1.2659144653377412e-08	0.0849268857457872	-0.0134319997894606	0.000180418618344	0.0072125759224779	0.1383470317951918	2.3625155024242783e-06	5.581479499195041e-12	0.0191399012065398	-0.000261996179135	-2.2996061724099988e-05	5.288188548186165e-10	6.8641997881339e-08	-1.109406370214394e-05	-1.100850158630706e-05	1.230782494272277e-10	1.2118710717572507e-10	0.0007179986641139	1.998080502600046e-06	3.992325694870453e-12	5.155220816693451e-07	0.0	0.0
4705.991637543318	-4.533123768277619	20.54921109852348	22146357.29262764	3636.6130235217865	-10.902077447800366	13224954.28284827	118.85529267783734	4563.953580458719	3.3430264291455387	11.175825705965572	20829672.284581967	4440.2215682319975	3410.575174414593	0.793907	12.742596	0.0962913542799817	0.0504509337115704	0.0865376211	-0.024741647	-0.0472170794	0.0861867711	0.0379440723	0.0496698596	0.063477586	0.0086729416	-0.0853597946	0.0299510501	-0.1106886405	0.129240993	-0.071424881	0.1773725895	-0.0331914052	-0.1202928803	0.0006693855	-0.015674269	0.2098800376	0.0681699526	0.026664856	-0.0363735019	-0.0683954494	-0.1837340129	-0.0296476934	-0.2069064564	0.1666178096	-0.090414288	0.1861691421	-0.0679434411	0.1254177648	0.0163125563	-0.0197660635	0.1407253882	-0.128574099	0.1355756643	-0.0374903871	0.106736761	-0.1326510647	-0.0077242177	0.0197303801	0.0970792771	0.0677463695	-0.1615747934	-0.1807864015	-0.0690396154	-0.0560979955	0.1326913479	-0.0546739744	0.2006510713	-0.0679065882	-0.0536055506	-0.0803996707	0.1422882665	0.0022469429	0.0465790314	-0.07587476	-0.0850338382	0.0735264619	-0.097292193	0.0706850784	0.2748886451	-0.0998053891	-0.0715756875	0.0469403749	-0.0075963709	0.0726451852	0.071735218	-0.014586664	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0221943773225916	-0.0001182926072686	0.0004925903847375	1.3993140934426804e-08	0.0980963457311361	0.0131694599853488	0.0001734346763057	0.0096228930458025	0.1738555871893368	0.0355085553941449	0.001260857506179	0.030225765196949	1.0000500193110346e-05	0.0002719966793281	7.398219356551888e-08	1.0001000411240007e-10	-2.099974983016395e-05	-9.90568612802001e-06	4.4098949292947084e-10	9.812261766684804e-11	5.000010370564639e-05	-0.0006679985604082	4.462220767074993e-07	2.500010370575393e-09	0.0	0.0
4724.499872621484	18.508235078166763	342.5547657086826	22320899.046400424	3653.444273376465	16.83124985467839	13347655.058667284	283.2909716706113	4576.628788605198	12.675208146478326	160.66090155655053	20945531.06868988	4454.405346856601	3464.285973590353	0.7400839999999999	11.878709	0.0856129745205752	0.0457475030847395	0.1035533851	0.0138478404	0.0188412196	0.0814282597	-0.0720540666	0.0505226986	-0.0094227577	-0.0682288142	0.0618141012	0.080352215	-0.1207609145	0.0786473046	-0.0033951792	0.0327647251	-0.0928859749	-0.0957079308	0.0739136824	-0.0381602303	-0.0999403241	-0.0254843716	-0.089863783	-0.0088277593	0.0219868724	-0.058503868	-0.1254577927	-0.0424200277	0.1373122879	-0.2224101369	-0.035859103	-0.1117701496	-0.0069878025	0.054642744	-0.0096061243	0.0176773963	-0.0812288615	-0.0290132582	-0.1246691115	0.0812559936	-0.0562756991	0.0607315794	0.0034416853	-0.1052623194	0.0280223142	0.0026302386	0.0077956855	-0.0220943092	-0.0855028163	0.1390961141	-0.0741017506	0.1308136043	0.0081866095	-0.0548921787	-0.0420673296	0.1191727924	0.0157435711	-0.0079406765	0.0453645082	-0.1063666971	0.1088744266	-0.0637417729	0.0093188924	0.0870804917	-0.0675230554	0.0120925555	0.0843166693	-0.048359365	-0.013213392	0.0086004536	0.0172656378	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.0221771027566575	-1.7274565934099345e-05	0.0004918238866793	2.984106282115456e-10	0.1041470290700914	0.0060506833389552	3.6610768868311205e-05	0.0108466036641264	0.1487590505742275	-0.0250965366151093	0.0006298361500735	0.0221292551277455	-0.0008070102057902	-0.0008170107059833	6.675064936913472e-07	6.51265472249541e-07	9.99187952444025e-05	0.0001209185450745	9.983765643092833e-09	1.462129454294996e-08	0.0002010404526593	0.0001510403489536	2.281318701204145e-08	4.0417263605456244e-08	0.0	0.0
4722.476186757776	-2.023685863708124	4.095304474972096	22301781.334494267	3657.535763186501	4.09148981003591	13377567.85898826	16.740288865627683	4577.314037495869	0.6852488906715735	0.469566042166622	20951803.797856737	4459.027085788008	3447.2361663597217	0.752256	12.074074	0.1004563621594338	0.0477704827903563	0.0604215064	0.1269490906	0.0464020628	0.0156257474	-0.093104752	0.0802147675	-0.0192687688	-0.0342148864	0.0817376013	0.0377179408	-0.1079144854	-0.0011638472	-0.0781761662	0.0081390994	-0.0812281477	-0.0223173332	0.0194126058	-0.0323454543	-0.1511155044	-0.0550910011	0.0266475781	-0.0667360994	0.0306833491	-0.0836944705	-0.0008816043	-0.0738980052	-0.0398646793	0.0080325322	-0.0743541621	-0.0677524933	-0.0671810403	0.009453478	-0.0738583529	0.0299517084	-0.0823022222	-0.0619088061	-0.0740475728	0.0153800071	0.013379296	0.1188150729	-0.0355005504	-0.097720443	0.0086223651	-0.0203460348	0.0781873707	0.0046859849	-0.0232463752	0.0691692975	-0.1349677648	0.0062521404	-0.0127329755	0.0003439866	-0.0470827767	0.02616151	-0.0071098429	0.0347729241	0.0275231035	-0.0510799913	0.045416565	0.0571489973	0.0292542431	-0.0368714543	-0.0704102422	-0.0289129327	0.1118828346	-0.0006057924	0.038355525	-0.0942280166	0.0281162036	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	-0.0043148500286633	-0.0264919527853208	1.8617930769855685e-05	0.0007018235623796	0.0923154003412776	-0.0118316287288137	0.0001399874383764	0.0085221331401703	0.1622314329722769	0.0134723823980494	0.0001815050874792	0.0263190378442383	-0.0013200480198015	-0.0005130378140112	2.632077986054932e-07	1.7425267745818612e-06	0.0005218931188146	0.0004219743235701	2.723724274660303e-07	1.7806232975252577e-07	0.0001628446252958	-3.819582736350001e-05	1.4589212279822962e-09	2.6518371987729506e-08	0.0	0.0
4710.69089650369	-11.785290254086249	138.89306637306032	22190608.72240274	3644.9532845996673	-12.582478586833531	13285684.446913904	158.31876738812434	4570.253582818991	-7.06045467687818	49.85002024425097	20887217.811269823	4453.320001132246	3454.5574266737785	0.890216	14.288411	0.0772507769081262	0.0450166302827462	-0.0855209919	0.0040515815	0.0098770593	-0.097890579	-0.010456543	0.030340758	-0.0520624093	-0.0688273523	-0.0064682148	-0.0587200184	0.0635506584	-0.0196637706	-0.0857602521	0.024857278	-0.0243960579	-0.0550402708	-0.0440867159	0.0203222569	-0.1727960618	-0.0691392602	-0.0554883725	0.0336019	0.0322080543	-0.0050004084	0.071008276	-0.1094742722	-0.0076536214	-0.035586925	0.0206657635	0.0731481198	-0.0438852317	-0.0516814605	-0.0426191147	0.0468950671	0.0342816102	0.0121097269	0.0184398897	0.0364266979	0.0138290288	0.1451176765	-0.0706931378	-0.1481859728	-0.020789923	0.0783849286	-0.0734241385	-0.0065214725	0.0138057913	0.0644371781	0.0660773123	-0.016042411	-0.0064637689	0.1015030841	-0.0254680634	0.0758679516	0.0256925629	0.0364286824	0.0783515415	-0.0272375665	-0.0271637678	-0.0145307077	0.0034536949	0.0870139985	-0.0520885158	0.0806994923	0.0659885711	-0.1043148963	-0.000916815	0.0073642711	0.0099363924	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	-0.0042935021446908	2.134788397249992e-05	1.8434160666464504e-05	4.5573215010331884e-10	0.087528185627562	-0.0047872147137155	2.291742471521512e-05	0.0076611832792529	0.1818132330296151	0.0195818000573382	0.0003834468934855	0.0330560517046811	-0.0018870584997304	-0.0005670104799289	3.2150088434920145e-07	3.560989781404748e-06	0.0002781138831178	-0.0002437792356968	7.734733198286133e-08	5.942831575691599e-08	0.0004092631947321	0.0002464185694363	6.072211136303263e-08	1.6749636256232481e-07	0.0	0.0
4711.814691413478	1.123794909787648	1.262914999264628	22201197.68621989	3647.3450648353214	2.391780235654096	13303126.021978576	5.720612695665563	4575.318312907147	5.064730088155557	25.65149086586819	20933537.6644235	4455.789343460747	3452.453094371851	0.747225	11.993328	0.0430474264325582	0.025914065428607	-0.0461552736	-0.1089941962	0.0129313329	-0.0656912182	0.0607941508	-0.0712243293	-0.0715240825	0.0416018678	0.0473361034	-0.0286902078	0.1083283802	0.0495272253	-0.0086539418	0.0611371677	-0.0374409239	-0.0328650565	0.0457658898	-0.0531550353	-0.0943480749	0.0707938295	-0.004471237	0.0075584872	-0.1002053469	0.0009926703	-0.1479259223	-0.0608229407	-0.0005150406	0.0685016385	-0.2173303368	0.0677981314	-0.0528749836	-0.0226153804	0.0901525379	-0.0238344941	-0.0009261121	-0.0085319664	-0.0782850883	0.0237137593	-0.0483882669	0.1019451445	0.0264180812	0.0101313879	0.0872481836	-0.0119948466	0.0718344621	0.0007295382	0.008766289	-0.0021674089	0.0749002632	-0.0011821448	-0.0387669992	-0.0846281103	-0.0134840949	0.0649849389	0.0572210111	-0.0278186137	0.0363915478	-0.0678959177	-0.0113616304	0.095172193	0.0492341001	-0.0528900193	-0.0555164729	0.0289676875	-0.0394979108	-0.0534263914	0.0863673066	0.0039162774	-0.0171730148	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	-0.0044258389317661	-0.0001323367870752	1.958805024993649e-05	1.7513025213413102e-08	0.100423170385028	0.012894984757466	0.0001662806318952	0.0100848131501803	0.1817797712952682	-3.346173434690125e-05	1.119687665502591e-09	0.03304388525216	-0.0018610942687111	2.596423101929989e-05	6.741412924235746e-10	3.4636718770293043e-06	0.0006947659581091	0.0004166520749913	4.826997365472558e-07	1.7359895159455593e-07	0.0002521466376693	-0.0001571165570628	2.46856125032681e-08	6.357792688793324e-08	0.0	0.0
