global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
5808.514241560731	n/a	n/a	33738837.69441383	7254.132440275746	n/a	n/a	52622437.46106096	5233.4187161959135	n/a	n/a	27388671.45902968	5597.4065612958375	4548.994544629949	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.384892194764234e-05	n/a	n/a	1.9227279559704302e-09	-0.0354809459092706	n/a	0.0012588975226165	n/a	0.1910937977171016	n/a	0.0365168395259445	n/a	-0.0002460000055577	n/a	n/a	6.051600273438842e-08	5.030699945507423e-08	n/a	n/a	2.530794194172839e-15	-0.0004089999774119	n/a	1.6728098152293473e-07	n/a	0.0	0.0	0.0
4538.5215935198985	-1269.992648040832	1612881.3260777649	20598178.2548464	4932.6911627107065	-2321.44127756504	5389089.605182804	24331442.1066843	4449.880598958333	-783.5381172375801	613931.9811642118	19801437.344985776	4329.742755176575	3248.451793168363	16.300398	292.179962	0.4166084004024154	0.2335674211919981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0172454324912934	0.0172015835693457	0.0002958944772931	0.0002974049418117	0.0597251028494838	0.0952060487587544	0.0035670879103814	0.0090641917202543	-0.0110869832569164	-0.202180780974018	0.0001229211977391	0.0408770681952638	-0.0005371515566808	-0.0002911515511231	8.476922572138714e-08	2.885317948446068e-07	0.000287216757332	0.0002871664503325	8.246457019659398e-08	8.249346569230896e-08	0.0010530817631384	0.0014620817405503	1.108981199854681e-06	2.1376830160505947e-06	1.0	0.0	0.0
4495.337296698795	-43.18429682110309	1864.8834919331343	20208057.411091235	4928.706288004157	-3.984874706549817	15.879226426900493	24292145.673411712	4439.512415489784	-10.368183468549432	107.49922843750174	19709270.48728793	4343.731054290523	3222.632752740935	1.253349	22.465916	0.1209586747903654	0.0653056304651228	-0.032180764	-0.1248228339	0.0570551328	-0.1303440442	0.2131176701	0.0961803652	-0.1393925225	0.0194646039	-0.0104649966	0.1562290915	-0.0095396069	0.19885113	-0.1054860466	0.0805132055	-0.1444492244	0.0398576667	-0.1098041733	-0.0531875379	0.0177751827	-0.0413847148	0.013946679	-0.0290908754	0.0173339873	-0.0478272817	0.1230687848	-0.0874471446	0.0987021666	-0.0849405496	0.0522452508	-0.1978128181	0.06849707	-0.1428760809	0.0633693276	-0.0532355359	0.1440440823	-0.0488411042	-0.2032902734	0.1458992247	-0.0550000061	0.1334251994	-0.0278974655	0.153821951	-0.2884687451	0.0728971964	-0.0231402588	0.0508496573	-0.0462447558	0.0302618933	-0.178566852	0.0041359103	-0.0941968246	0.0541890299	-0.1580317447	0.0342096491	-0.0618808742	0.0683063965	-0.0316456661	0.1328424973	-0.0332130834	0.1656594914	-0.0973861717	0.0060609025	-0.0534480493	0.0895253338	-0.1135112901	0.217231984	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0148833316064127	-0.0023621008848807	5.5795205903541886e-06	0.0002215135597064	0.0868838064395873	0.0271587035901035	0.0075487958214316	0.0007375951806951	0.0478669247089698	0.0589539079658862	0.0022912424810941	0.0034755632644501	-0.0002941614649838	0.000242990091697	5.9044184662916494e-08	8.653096748141539e-08	0.0004168856233057	0.0001296688659737	1.6814014802905378e-08	1.73793622918982e-07	0.0007760614738192	-0.0002770202893191	6.022714111464289e-07	7.674024069449321e-08	0.0	0.0	0.0
4495.615700352778	0.2784036539824228	0.0775085945507646	20210560.5252584	4905.162594649592	-23.54369335456431	554.3054967737557	24060620.07994952	4444.13805839343	4.625642903645712	21.396572272047933	19750363.08206092	4336.691229429995	3230.41682276607	0.8510609999999998	15.25503	0.074165608052131	0.0513698374658788	0.0848973272	-0.0337948141	0.0464222814	-0.1992041595	0.2600489695	0.0734401946	-0.0404699074	0.1306658988	0.0224581953	0.0898313383	0.0373814937	0.2535866361	-0.055572676	-0.027072643	-0.0659034924	0.121615071	-0.1460310444	-0.0305940129	0.0558272891	-0.0179539003	0.0721331443	-0.0120173779	-0.0965060583	0.0459659395	-0.0300179674	-0.1024499459	0.0835461344	-0.1243923654	0.0265063811	-0.1640387522	-0.0769682971	-0.1762401127	-0.0056280954	-0.0448569702	0.2066754947	0.0571942553	0.0319510138	0.0071926825	-0.102043879	-0.0180873828	0.0468368474	0.0315371368	-0.2804513132	0.0695094427	-0.0109218883	0.0774432521	-0.0746946926	0.0670390836	-0.1354312826	0.0759445586	-0.0219352588	-0.0087313466	-0.0620335148	-0.0024385312	-0.1121306412	0.0504933515	-0.1390470557	-0.0255004972	-0.1231395975	0.1160486462	-0.1156359367	0.0005919275	0.0117890421	0.0044205814	0.0037960458	0.0851335359	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0131073363916272	-0.0017759952147854	3.1541590029409917e-06	0.0001718022672832	0.0873331356288957	0.0004493291893084	0.007627076578775	2.018967203645445e-07	0.0720532431314069	0.0241863184224371	0.0051916698457536	0.0005849779988315	-0.000962760900749	-0.0006685994357652	4.4702520550554396e-07	9.26908552011026e-07	0.0006861347989939	0.0002692491756882	7.249511860877521e-08	4.7078096239039974e-07	0.0007588307807606	-1.7230693058600008e-05	5.758241538297417e-07	2.9689678327968645e-10	0.0	0.0	0.0
4490.381709931565	-5.233990421213093	27.39465572935041	20163527.90088792	4900.933215512431	-4.229379137161232	17.887647885854683	24019146.38291302	4439.049091671674	-5.0889667217552415	25.89758229513229	19705156.83827112	4335.457812632326	3221.5658731223	0.691959	12.403173	0.0578422542442843	0.0315539310618069	0.1287892994	-0.0101708012	-0.0213177849	-0.2267162603	0.1660583	0.0655219166	0.0330378109	0.0488222544	0.0798943923	0.0016164168	0.0744842471	0.185815822	0.0465851759	0.0143429369	-0.0563165325	0.1228245461	-0.1117688267	-0.1887064111	-0.0189920279	0.0590483339	0.0982829395	0.0429270588	-0.0775894939	-0.0766621004	0.1495202862	0.0581268786	0.0860998822	-0.0951763069	0.0142985497	-0.1228101788	-0.1461720066	-0.0377591181	0.0478811665	-0.0383685836	0.2047340716	0.1827820528	0.0678130943	-0.0119691952	-0.0793647731	-0.0171484668	-0.0103716596	0.0189570341	-0.2685020547	0.0707941696	-0.0014904579	0.0845066761	-0.1360601306	-0.0465084893	-0.0617190411	0.028418042	0.0279225812	0.0091039959	-0.0153771709	-0.0646627173	-0.081995447	-0.009259833	0.049473712	-0.0942254347	-0.0732905714	-0.0781922567	-0.0833286116	-0.0255452897	0.0045031841	0.0601922231	-0.0732997335	0.0357539373	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.0007143715018145	-0.0123929648898127	0.0001535855787601	5.103266426047042e-07	0.0911157670813338	0.003782631452438	0.0083020830108198	1.4308300704973936e-05	0.0945763275022955	0.0225230843708885	0.0089446817238214	0.0005072893295781	-0.0011217816517507	-0.0001590207510016	2.528759924914464e-08	1.2583940742045286e-06	0.0008291203665558	0.0001429855675618	2.044487253099865e-08	6.874405822376241e-07	0.0006779656287013	-8.08651520593e-05	4.59637393700349e-07	6.5391728175737105e-09	0.0	0.0	0.0
4486.949454746124	-3.432255185441136	11.780375657987566	20132715.409446537	4920.700612335957	19.76739682352581	390.7499771787385	24213294.51624346	4440.147164212741	1.098072541066358	1.2057633054439287	19714906.839866444	4339.56844389794	3210.169239125642	0.707796	12.687042	0.0943186003014762	0.0531722351405214	0.1830332881	-0.0423129019	-0.009605694	-0.1112188929	0.2011912548	0.0821452024	0.0137247316	-0.0642595841	0.177966431	0.0436966098	0.0708537189	0.1755960282	0.0587391246	0.0372928646	-0.1302200773	0.124222191	-0.1458756603	-0.0799854045	-0.0222945691	0.0590701757	-0.0431681421	0.0040096047	-0.0914405935	0.0590923011	0.0519116223	0.075398296	0.0391686494	-0.0088288449	0.0103391545	-0.139221679	-0.1184932221	0.0303887648	0.0457343076	-0.1202386893	0.2084639844	0.0956767571	-0.1306887636	-0.0416258335	-0.1094818741	-0.1015097719	0.0258264745	0.0047616234	-0.252871701	0.0811649459	-0.0168677463	0.095257685	-0.1262665918	-0.0362284111	0.0106328729	0.0023564498	0.0735145288	-0.009139866	0.0182152108	0.050779222	-0.0549488568	0.0250277708	0.0395560693	-0.1487930013	0.0915255734	-0.0492251907	-0.0474979835	0.0453283505	0.1136608558	0.08234726	-0.1075794365	-0.0882156643	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.0232858520919023	0.0225714805900878	0.0005094717360287	0.0005422309076459	0.0638377607153444	-0.0272780063659894	0.0040752596931495	0.0007440896313029	0.1320148090191395	0.037438481516844	0.0174279098003598	0.001401639898287	-0.0012402907952528	-0.0001185091435021	1.4044417093601356e-08	1.5383212567888231e-06	0.0008290662298897	-5.413666609996923e-08	2.9307786164195565e-15	6.873508135435209e-07	0.0007000149851042	2.204935640290004e-05	4.900209793704334e-07	4.861741177821088e-10	0.0	0.0	0.0
4481.142984068742	-5.806470677381185	33.71510172728752	20080642.443668514	4898.16685778989	-22.53375454606703	507.77009394239656	23992038.566751283	4434.0075790014025	-6.139585211338272	37.69450656728361	19660423.21064188	4328.91972752186	3200.071199383176	0.7956959999999998	14.262622	0.0948764059130334	0.0474103203713488	0.0935544605	-0.1252993482	-0.1172046135	-0.0391248191	0.1767024111	0.0515102172	-0.0780610285	0.0118678622	0.1296125716	-0.0303181523	0.0863702311	0.1019389555	-0.0429866298	0.0762416467	-0.1466059983	0.0239474371	-0.0402389906	-0.122641637	0.0979993614	0.0784412095	-0.0507526689	-0.0112986835	-0.0597510881	-0.0351948314	-0.0100176599	0.0457338202	-0.0598507514	-0.0815075467	-0.0314677221	-0.1263592346	0.040160651	0.004320238	0.061783991	-0.1038723371	0.1393030098	0.154659372	-0.0201668653	-0.0048169723	0.0059499593	-0.0889789057	-0.0289018504	0.0754223911	-0.2618936466	0.0752529518	-0.0150462117	0.0645107703	-0.0450798796	0.0127923279	-0.0363484427	-0.0849472981	0.0164584624	0.000677021	-0.0211269293	0.0292822459	-0.0184960007	-0.0273591884	-0.0566854904	-0.0501158057	0.0021859557	0.0149468637	0.0709144548	-0.0476406046	0.0591159109	0.044509845	-0.0308226204	-0.0778075829	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.016901239347888	-0.0063846127440142	4.07632798910298e-05	0.0002856518914945	0.1005331878876916	0.0366954271723471	0.0101069218668619	0.001346554375361	0.1057828281689126	-0.0262319808502269	0.0111900067354136	0.0006881168193266	-0.0015058773783332	-0.0002655865830803	7.053623311232214e-08	2.2676666785756715e-06	0.0010739727955486	0.0002449065656588	5.997922590283707e-08	1.153417565578475e-06	0.0007008095392938	7.945541895999515e-07	4.911340103651882e-07	6.313163602108356e-13	0.0	0.0	0.0
4473.361968393251	-7.78101567549129	60.54420494224117	20010967.30026714	4875.970198908463	-22.19665888142663	492.69166549841566	23775085.38064344	4433.342985652043	-0.6645933493591656	0.4416843200124339	19654530.02843017	4323.976681096767	3161.9927262547176	0.780526	13.990713	0.0769585329313486	0.0369251543481796	-0.033206564	-0.1312011217	-0.1249378622	-0.0889376903	0.1591653161	-0.0021852224	-0.0658627536	0.0597971808	0.0574604987	-0.0972968258	0.0477245666	0.0704799611	0.0693148719	0.1238723355	-0.0917079416	-0.0070688575	-0.0539744752	-0.1981403116	-0.0766158991	0.0768720549	-0.0369179371	0.0097993502	0.0790552536	-0.0315104803	0.0489576934	0.0232664886	-0.0368499048	0.035585165	-0.0253611217	-0.0553003268	0.0001059599	0.0459414344	0.1710461565	-0.0015786804	0.1182806718	0.1854797627	-0.0284262865	0.0110117045	0.0587093626	-0.0038791033	-0.0826925543	0.0173363141	-0.242536442	0.0670829626	-0.0260540569	0.0198310028	-0.0152540325	-0.1019091088	-0.0066917225	-0.0496395597	-0.0550938988	-0.0002679988	-0.0576188761	0.0025291134	0.0596637337	-0.0847700416	0.204353922	0.0224675607	0.0317474962	-0.1235040328	0.0854375826	-0.1547767878	-0.125189163	-0.0774728338	0.0668299762	-0.0376108192	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	0.0011543419656305	-0.0157468973822575	0.0002479647771673	1.3325053736156865e-06	0.0777437093762358	-0.0227894785114557	0.0060440843475766	0.0005193603308241	0.1035548085900472	-0.0022280195788653	0.0107235983821213	4.964071243807545e-06	-0.0014471918763614	5.868550197180001e-05	3.4439881416821423e-09	2.094364327006429e-06	0.0015498572465932	0.0004758844510446	2.2646601074602042e-07	2.402057484817455e-06	0.0008901223354528	0.000189312796159	7.92317772071947e-07	3.583933478953909e-08	0.0	0.0	0.0
4482.501289276251	9.139320882999527	83.52718620243127	20092817.808363248	4881.529484490456	5.559285581992299	30.905656182147453	23829330.10794965	4436.741244115585	3.398258463541424	11.54816058503092	19684672.86723631	4329.41326788512	3185.866642093319	0.54637	9.793519	0.0902926473816455	0.0431269876073331	-0.0198862649	-0.1190271438	-0.1062361504	-0.1144054036	0.1906436266	0.0135243301	-0.061081471	0.0218638206	0.0025307152	-0.0425017412	-0.0091567544	0.128396792	-0.0433706352	0.094408259	-0.1231839239	0.0181183819	-0.0273517797	-0.1432267598	0.0281219595	0.0676531947	-0.031408511	-0.0008582584	0.0554499969	0.0716335079	-0.0627736956	0.0093611522	-0.0681147296	0.0776278658	0.0333239582	-0.0804098179	0.0312676274	-0.0481044403	0.1361606484	-0.0501866245	0.1353086691	0.1480003796	-0.0424710548	0.0529380368	0.0935474308	0.0162156248	-0.1082178114	0.0225687579	-0.2372478201	0.0549397011	-0.0425452229	0.0360718863	-0.0081756691	-0.0287566097	0.0040324332	-0.0191824314	-0.0617864767	0.057828045	-0.0146917545	0.0329825755	0.0287555352	-0.04613346	0.138863083	0.0113247931	-0.000567266	-0.0442252382	0.1280054189	-0.072785494	-0.1579539669	-0.0828094785	0.1353298158	-0.0809527892	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.0121460924151222	0.0109917504494916	0.0001208185779439	0.0001475275609566	0.0587049208935184	-0.0190387884827174	0.0034462677371142	0.0003624754668896	0.1348370982821336	0.0312822896920864	0.0181810430731457	0.0009785816483796	-0.0011624201121022	0.0002847717642591	8.109495771929728e-08	1.3512205170196917e-06	0.0015498134044207	-4.3842172500058174e-08	1.9221360895248573e-15	2.40192158852208e-06	0.0011849031041681	0.0002947807687153	1.4039953662671997e-06	8.689570160438326e-08	0.0	0.0	0.0
4486.9566073971655	4.455318120914853	19.84985955855226	20132779.59666508	4889.238541626578	7.709057136122283	59.429561927997895	23904653.516926788	4434.96884765625	-1.7723964593351411	3.1413892090637447	19668948.6796814	4329.327210630505	3161.1562877940114	0.7354629999999999	13.182961	0.263646059068059	0.1425614050703536	-0.0295053659	-0.131569223	-0.0795319067	-0.0176679369	0.1265127563	0.0261120313	-0.1022152209	0.0615136877	0.0372612666	0.0605136045	0.0102440601	0.077593788	-0.1292447769	0.0013036982	-0.1520900257	-0.0237029456	-0.0493002802	-0.0644767704	-0.0198768116	-0.0225061389	-0.0884008294	0.1052275472	-0.0263842107	-0.0364311823	-0.1308331606	-0.0499719605	0.0238619795	-0.0372190443	0.0158060707	-0.0979030256	0.1116604927	-0.0855630839	-0.0046221377	-0.0257760367	0.1002055871	0.112028961	-0.0381292678	-0.0276300172	0.0642965756	0.0427609668	0.0070961586	-0.08490536	-0.1398092429	0.0583229536	-0.0189942123	0.0503345586	0.097761814	0.0992887905	0.0723152521	0.0310745007	-0.1289600669	-0.0035028372	0.2222770777	-0.0203617613	-0.014892961	-0.038667266	-0.1027656285	0.1258267275	0.0880553807	0.0354668447	0.1894814333	0.142458642	-0.0765199311	-0.1146087944	0.1193162039	-0.0374114933	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.0532010170712311	0.0410549246561089	0.0016855068385187	0.0028303482174134	0.0396973000553657	-0.0190076208381526	0.0015758756316857	0.0003612896499269	0.2041926057876111	0.0693555075054774	0.0416946202583347	0.0048101864213423	-0.0027632777169648	-0.0016008576048626	2.562745071046421e-06	7.635703741074198e-06	0.0022383208142726	0.0006885074098519	4.740424534209724e-07	5.010080067605956e-06	0.00158009821082	0.0003951951066518	2.496710355836565e-06	1.561791723216065e-07	0.0	0.0	0.0
