global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
6274.36387113	n/a	n/a	39367641.98734144	7372.9419680864385	n/a	n/a	54360273.26477032	5415.799794903239	n/a	29330887.418473963	n/a	5702.886367176757	5272.313489126781	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00240785469488	n/a	5.797764231655658e-06	n/a	-0.0194406562136038	n/a	0.0003779391140155	n/a	-0.7394062023092687	n/a	n/a	0.5467215320134151	0.0032150917083139	n/a	n/a	1.0336814692868793e-05	-0.0023792773444744	n/a	5.6609606819291525e-06	n/a	-0.0020316799339108	n/a	4.127723353855793e-06	n/a	0.0
4800.024790975876	-1474.3390801541236	2173675.7232697075	23040237.993983004	3857.404102188501	-3515.537865897937	12359006.486562226	14879566.407580676	4550.014036222268	-865.7857586809705	20702627.72981965	749584.9799347837	4417.455769453899	3391.0065339709085	19.07579	324.353027	0.7050391670009696	0.4733911427025672	-0.0951411852	0.1747500567	-0.0685826574	0.0349834518	-0.0595224385	0.1110967206	0.5259268244	-0.0585449248	0.3242990803	-0.0718879297	0.4755131452	-0.0217390406	0.0517070352	-0.159665805	-0.0800692563	0.0056546298	-0.0492164917	0.0506518809	-0.2649896118	0.0788974013	-0.0941336947	0.0414293989	-0.0715216749	0.0742691357	-0.0578536127	-0.0309204672	-0.0930982154	0.0005511265	-0.0121146253	0.2689830073	-0.0389210785	0.1583347878	-0.0355817506	0.1446776937	0.0573681358	-0.0226950781	-0.1156510117	0.2217322356	-0.0072046697	0.0669363045	-0.1933142782	0.0173855326	-0.173961537	0.1578949308	-0.1942734857	0.0782333226	-0.0321970715	0.0851516401	-0.0047470402	0.0271978312	-0.0068712709	0.0385594457	-0.0739665661	0.0441301888	-0.2304290675	0.0343092178	0.1744787723	-0.1114119235	0.1725124939	0.1121489578	0.1121325392	0.1121051767	0.0	0.0349581785710029	0.0325503238761228	0.0012220742490021	0.0010595235844404	0.1086767739738547	0.1281174301874585	0.0118106412013643	0.0164140759178383	-0.3149556502044106	0.4244505521048581	0.1801582711821188	0.099197061595683	0.0021463269247898	-0.0010687647835241	1.1422581625013164e-06	4.606719268077639e-06	-0.0016370578368829	0.0007422195075915	2.6799583612997194e-06	5.508897974493687e-07	-0.0014442470083758	0.000587432925535	2.085849421202448e-06	3.45077442002609e-07	1.0
4796.966638231341	-3.0581527445356187	9.352298208910735	23010888.92830449	4000.317899889824	142.9137977013229	20424.353573414643	16002543.30017893	4551.485666056626	1.4716298343573726	20716021.768318925	2.165694369370708	4448.540688358386	3417.831207063463	1.037224	17.636328	0.2419394785997012	0.1619632747760604	-0.0384520379	0.1896053168	-0.0303700483	0.0888241728	-0.0317039321	-0.0120040641	-0.2339222483	0.0524767805	-0.1128182332	0.268889523	-0.0704922463	-0.0064740758	0.0106657263	-0.0100272317	-0.0102685285	-0.0280268985	0.096271142	0.0569207397	-0.1648518797	0.0862782311	-0.0376726335	0.007020881	-0.0650084053	-0.0486596873	0.0855949718	-0.0226365955	0.0817500665	0.0923517521	-0.0296336697	0.1783102046	-0.0038967068	-0.1580098003	-0.0790869559	-0.2107081312	-0.1046519564	0.0372867907	0.0662106928	0.1425822725	-0.0192632026	0.1182842831	-0.2112112362	0.0248292214	0.0270023845	0.0566445332	-0.1527023741	-0.0739696804	-0.0152079602	0.0997179909	0.1442265976	0.1195278541	0.0402139858	0.0479836882	-0.1273784058	0.0320400044	-0.0787567151	-0.134039787	0.1141473026	-0.0703541459	0.0542790072	0.1121051767	0.1119574576	0.1117114032	0.0	0.0353629345220696	0.0004047559510667	0.0012505371380121	1.638273799239123e-07	0.0722225291071367	-0.036454244866718	0.0052160937106312	0.0013289119688026	-0.182531903444584	0.1324237467598265	0.0175360487059106	0.0333178957751029	0.001184673930009	-0.0009616529947808	9.247764823708812e-07	1.4034523204429688e-06	-0.0014456782768685	0.0001913795600143	2.0899856802094755e-06	3.662613599130528e-08	-0.0011441449427292	0.0003001020656465	1.3090676499728044e-06	9.006124980535616e-08	0.0
4777.018550749232	-19.94808748210835	397.92619419384783	22819906.234202296	3901.749445049579	-98.5684548402446	9715.74028959334	15223648.7319447	4547.589196590977	-3.8964694656488064	20680567.50095097	15.182474296733494	4433.377838369775	3386.578019414629	0.795079	13.519038	0.0774491739461558	0.048681459473537	0.0005842331	0.1695695641	0.0471232294	0.0604303997	0.0108263397	-0.0257052031	0.0462603942	-0.0387929836	0.0482775434	0.1831934	0.0782007223	-0.0583176107	0.0472982232	0.0139630972	-0.0089688566	-0.0094766379	0.1403346893	0.0271096434	-0.1041651932	-0.0389423244	-0.0180724934	0.0603831626	-0.1023233025	0.0649246802	0.0943752976	-0.0001359874	0.037361002	0.1186334249	0.0346964381	0.1399141939	-0.0785351303	-0.0360275483	-0.0205882633	-0.0098342161	-0.0485772584	0.0315215824	0.005395069	0.0867254874	0.0774411506	0.1424299209	-0.0831183584	0.048511226	0.0626153394	0.0540733457	-0.1441793782	0.0467355236	0.0027733679	0.0118735766	0.0992034398	0.0690197714	-0.0294106814	0.0240067278	-0.0872066612	-0.0099006953	0.0053546375	-0.0877874616	0.0532073006	-0.0024524285	0.0746349514	0.1120176316	0.1116075676	0.1109252393	0.0	0.0333097824256327	-0.0020531520964369	0.0011095416052429	4.215433531103248e-06	0.0823869151966221	0.0101643860894854	0.0067876037956154	0.0001033147445761	-0.1818305215994655	0.0007013818451185	4.91936492661837e-07	0.0330623385851336	0.0004400207776252	-0.0007446531523837	5.545083173551307e-07	1.936182847418857e-07	-0.0013161607426188	0.0001295175342497	1.7322791004108712e-06	1.6774791678122222e-08	-0.0007277105510604	0.0004164343916687	5.295626461246311e-07	1.7341760256456348e-07	0.0
4775.482119529018	-1.5364312202145811	2.360620894450067	22805229.47394136	3940.552923427484	38.80347837790487	1505.7099342245306	15527957.34233289	4549.3906031018905	1.8014065109136936	20696954.859591786	3.2450654175622478	4433.063412237219	3413.289347875686	0.640217	10.885864	0.0472152074649782	0.0341598276141577	0.0621807757	0.1512843719	0.0293903186	-0.0032322521	-0.0119684752	0.0520684909	-0.0803964748	-0.0798082974	0.018238635	0.0779584694	0.0310910843	-0.0055629282	0.0178668039	-0.0428575136	-0.0711502911	0.0445751069	0.0273287193	-0.0490821309	-0.1705063425	-0.0579738484	-0.0311180093	0.0051778796	-0.0729465062	0.0425606733	-0.0007069845	-0.0531253257	-0.040167836	0.0436116886	0.0744364215	0.1592673869	0.012496723	0.0064880107	-0.032449937	0.0158200989	0.0180719424	0.0359617856	-0.0379072782	0.1225266362	0.0849823054	0.1091634509	-0.039281276	-0.0104249758	0.024697178	0.0593089192	-0.0131337769	-0.0904895933	-0.0560641349	-0.0513108195	-0.0027091752	0.0603001434	0.0099700101	0.142761367	-0.0101811624	-0.0129324613	0.0380983361	-0.0547155086	0.0498968808	-0.0476279748	0.0354963853	0.1118863567	0.1110834157	0.1097494464	0.0	0.0367119898872232	0.0034022074615904	0.0013477702014795	1.157501561170207e-05	0.080820460303812	-0.00156645489281	0.00653194680372	2.453780931208697e-06	-0.1646415458011318	0.0171889757983337	0.0002954608889957	0.0271068386037861	-9.99759351057915e-06	-0.0004500183711357	2.025165343596999e-07	9.995187600277431e-11	-0.0013669968834886	-5.083614086980005e-05	1.8686804794675453e-06	2.584313218534155e-09	-0.0007280074252997	-2.968742392999834e-07	5.299948112914983e-07	8.813431395994382e-14	0.0
4763.638121691968	-11.843997837049756	140.2802847640393	22692248.154436983	3916.3768661107774	-24.176057316706647	584.481747380685	15338007.757407676	4545.92351269904	-3.467090402850772	20665420.58330998	12.020715861539928	4433.651276272647	3392.52453916035	0.712595	12.116529	0.0487794111244862	0.0330198182296278	0.0971366772	0.0477156809	0.0196612618	-0.1094815609	-0.0796004102	0.058687339	-0.050496268	-0.1493466002	0.0017904153	-0.0336720473	0.007664595	-0.0777918762	-0.0163536414	-0.0386420401	-0.0479051291	0.0752967221	-0.0115748968	-0.0847327171	-0.0464620978	-0.116138696	0.0233023187	-0.0527090559	-0.0624930237	-0.0572429519	-0.055953974	-0.060504163	-0.0812476054	0.0139888452	0.1211759926	0.0267724116	0.0187244326	-0.0951481084	-0.0247249659	-0.0337980172	0.0947876905	0.0589437271	-0.0145769337	0.117899848	0.0746883383	-0.0837765915	-0.0662195897	-0.0453461592	0.0471345374	0.05961409	0.0566314439	0.0411956014	-0.0158673125	-0.0187610235	0.0111260022	-0.0008490667	0.0461072127	0.1852842004	0.0008795436	0.0553133214	0.0373087831	0.0239760163	0.0164268669	-0.0184028829	-0.0194761265	0.1117114032	0.1103858203	0.1081881546	0.0	0.0349261811867478	-0.0017858087004753	0.0012198381322895	3.189112714693636e-06	0.049259588212152	-0.03156087209166	0.0024265070308307	0.0009960886471861	-0.166672395691549	-0.0020308498904172	4.124351277407608e-06	0.0277796874855602	-1.003561413535117e-05	-3.80206247720203e-08	1.4455679080547636e-15	1.007135510736602e-10	-0.0012369962819667	0.0001300006015219	1.5301598015994397e-06	1.690015639605586e-08	-0.0008660064119917	-0.0001379989866919	7.49967105610738e-07	1.9043720328018788e-08	0.0
4768.022708923535	4.384587231566911	19.22460519121959	22734040.552810524	3931.52981238732	15.15294627654248	229.61178085978256	15456926.665690277	4545.738502560681	-0.185010138358848	20663738.53366262	0.0342287512955601	4428.877173227576	3374.0577441926985	0.661392	11.245907	0.0941476268833161	0.0652968337665142	0.0653598645	0.0253428009	0.0465277914	-0.0452398391	-0.0179458399	0.0812144118	-0.0224408261	-0.0704294711	-0.0043875723	-0.0417234423	-0.0774875257	0.0461605401	-0.0475349788	-0.020265944	-0.0097503731	0.0292110801	-0.0026203198	0.0219370711	0.0183226504	0.0524275757	0.075565968	-0.0964681218	0.0190196679	0.0045048311	0.0555334757	-0.0178392987	-0.0402549019	0.0007765645	0.0162459696	-0.0292827349	-0.0454085137	-0.0052756465	0.0831524393	-0.0982534719	-0.0073002919	0.0372351194	0.0518121736	0.0114709718	0.0942222632	0.094767581	-0.1044770762	-0.05442573	0.1001551783	0.0229090372	0.0745792583	0.0574876597	0.0528585772	-0.0743602838	0.0344465013	0.0438961899	0.1232098875	0.1134402361	-0.0100704712	0.0280912796	0.0212145927	-0.0533028242	-0.0079823088	-0.0258753174	0.0265162162	0.1114928394	0.1095158704	0.106246848	0.0	0.0414091998198955	0.0064830186331477	0.001714721829724	4.2029530597740285e-05	0.0520203237612264	0.0027607355490744	0.0027061140842228	7.621660771923153e-06	-0.1664297283227824	0.0002426673687666	5.888745186410628e-08	0.0276988544695951	-0.001134110717525	-0.0011240751033896	1.2635448380604496e-06	1.2862071196050703e-06	-0.0016700870474817	-0.000433090765515	2.789190746166142e-06	1.8756761117436877e-07	-0.0007299481742498	0.0001360582377418	5.328243370906164e-07	1.8511844057431365e-08	0.0
4758.272779309435	-9.749929614100438	95.06112747991271	22641159.84231713	3924.38440630008	-7.145406087239735	51.056828151562655	15400792.968411231	4538.997654106781	-6.740848453900071	20602499.70398686	45.439037878446975	4423.748735652373	3358.7922684200225	0.667503	11.349808	0.1555204868365898	0.068467836931325	0.0346868629	-0.0737130094	0.0455324962	-0.0375350354	-0.0861897995	0.0345364178	0.0343899361	-0.0132251035	0.0102094317	-0.0384237197	-0.0760470031	0.0504361058	0.0055897738	-0.0188858	0.0605820279	0.0486182772	-0.025346375	-0.1195949224	0.0165602762	0.0310085765	0.0615850337	-0.0188756928	-0.0404485189	0.0153403026	0.0095828631	0.0570314687	-0.0525576196	-0.0053711663	0.0946158919	-0.0550211841	0.0507423379	0.0259277286	0.0091150316	-0.0621411796	0.0032854515	0.0181347551	-0.0735600548	0.0288327643	0.0322392692	0.0625861771	0.0070828538	-0.0946054228	0.0546423651	-0.0054618798	0.0316970747	0.0344842231	-0.0424311704	-0.0326165558	-0.1226484862	-0.0042019395	0.0830840858	0.1295106952	-0.0365436671	0.0213095911	-0.0331007363	0.0061313877	0.0658461332	0.0305569655	-0.0680610382	0.1112307506	0.1084749246	0.1039323455	0.0	0.023545469793305	-0.0178637300265905	0.0005543891477874	0.0003191128504629	0.0812853554682959	0.0292650317070695	0.0066073090136072	0.0008564420808157	-0.1564505315834026	0.0099791967393798	9.958436756324847e-05	0.0244767688327292	-0.0004549254965661	0.0006791852209589	4.612925643689898e-07	2.0695720742591265e-07	-0.0007642474193012	0.0009058396281805	5.840741179085442e-07	8.205454319821864e-07	-0.0011131738923814	-0.0003832257181315	1.2391561146795567e-06	1.4686195103748048e-07	0.0
4758.635591156114	0.3628118466795058	0.1316324360909932	22644612.689417697	3914.374737079327	-10.00966922075304	100.19347790889076	15322329.582284853	4539.969202871541	0.971548764759973	20611320.36302205	0.9439070023066292	4426.766580075976	3368.715506599063	0.618662	10.519356	0.1588548034541227	0.0807926540951206	0.0351479837	-0.0522381121	0.0054866855	-0.051685876	-0.0779145403	-0.0183466796	-0.022794076	-0.0068054276	-0.0094047665	-0.1000336693	-0.0823860322	-0.0170402103	0.0214614767	-0.0172296421	0.0742528889	0.0386092807	0.0268985749	-0.025788241	0.0706621067	-0.0107748089	-0.0453288764	-0.1706569405	0.0262413588	-0.0855619071	-0.0121652354	0.051084097	-0.0118395027	0.0281552033	0.0266703667	-0.1089377273	0.0158778817	-0.0461610932	-0.030328738	-0.0765051245	0.1251442972	0.0611082883	0.0495345779	-0.0111747809	0.0192926877	-0.0742119057	-0.0435321633	-0.0257456015	0.0713485951	-0.0778983406	0.0871137952	0.0363687233	-0.0096481991	0.0016973413	0.0008050899	0.0993018551	0.1222980212	0.0651236435	-0.1036536987	0.0861361079	0.0137700114	0.0555463155	0.0647303598	0.034725022	-0.0214138506	0.1109252393	0.107264608	0.1012527768	0.0	0.0099713766593083	-0.0135740931339967	9.942835248179834e-05	0.0001842560044104	0.0149310149464412	-0.0663543405218547	0.0002229352073308	0.0044028985060902	-0.1349040544975963	0.0215464770858063	0.0004642506748091	0.0181991039198904	-0.0009101731351534	-0.0004552476385873	2.072504124393129e-07	8.284151359549693e-07	-0.000670265926294	9.39814930072e-05	4.4925641195075387e-07	8.832521027862381e-09	-0.0005148051697266	0.0005983687226548	2.650243627772335e-07	3.5804512825153693e-07	0.0
4764.163236676856	5.527645520742226	30.554865002981597	22697251.3457033	3919.554765124199	5.18002804487196	26.832690545660025	15362909.556807816	4540.2376708984375	0.2684680268966986	20613758.10824527	0.0720750814658064	4425.644828838353	3352.2491437821163	0.707988	12.038185	0.205031720290105	0.1198577235163743	0.0040370901	-0.1113814081	0.0068183519	0.0448678658	-0.0368699837	-0.0162334827	0.0020083669	0.0786427054	0.0365215213	-0.0782565082	-0.0253952325	0.0461296058	-0.0593487748	-0.026938862	0.062636557	-0.0581363885	0.0185605303	-0.051728009	0.0906722526	-0.025413772	-0.0664594595	-0.070038278	0.0099909251	-0.0287523907	-0.0325615951	0.052228791	0.0810834147	-0.0237423059	0.0135420824	-0.1155743376	0.053954442	-0.0050850991	-0.0013617903	-0.0239909209	0.0798873953	-0.0325615796	-0.0950813358	-0.0147109648	0.0693539541	0.0818408662	-0.0467140219	-0.0907596322	-0.0310820714	-0.0475568291	0.0414297079	0.2124885218	0.1340875235	-0.0049579351	-0.1300101278	-0.0110482801	0.1441622634	0.1904533316	0.0800312672	-0.0899350246	-0.0416564967	0.0217032689	-0.073402804	-0.0018309046	-0.0623626787	0.1105764245	0.1058868105	0.098217554	0.0	0.0101209794112833	0.000149602751975	0.0001024342242436	2.238098339849338e-08	0.0554678673971267	0.0405368524506854	0.0030766843135852	0.0016432364066086	-0.2324238078969358	-0.0975197533993395	0.0095101023030679	0.0540208264773117	-0.0005991908667079	0.0003109822684455	9.670997128750905e-08	3.590296947461644e-07	-0.0014449213921723	-0.0007746554658782	2.0877978295571374e-06	6.000910908151258e-07	-0.0002639326702883	0.0002508724994383	6.966045444551247e-08	6.293701097441982e-08	0.0
