global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
5896.146255943812	n/a	n/a	34764540.67148024	6679.605438232422	n/a	n/a	44617128.810464144	5176.096549034119	n/a	26791975.484922912	n/a	5130.6955646561855	4535.847271517815	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0029688336592101	n/a	n/a	8.813973296058832e-06	-0.1682009428116515	n/a	0.0282915571627284	n/a	-0.2369483468490045	n/a	0.0561445190744761	n/a	-0.0133475214237618	n/a	0.0001781563281577	n/a	-0.001779988487836	n/a	3.16835901682869e-06	n/a	-0.0018119612452686	n/a	n/a	3.283203554355336e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4482.224957424972	-1413.9212985188406	1999173.4384052043	20090340.56896329	4463.552694220292	-2216.0527440121296	4910889.764243689	19923302.65408123	4384.851276874542	-791.2452721595764	19226920.720308304	626069.0807148821	4223.602565948027	3113.4125124924963	19.079802	332.91925	1.0357888411900482	0.4679543246132742	-0.1038807945	0.0254388231	-0.0190301451	0.1294101656	0.1325238282	-0.2383914252	-0.3890707392	-0.2182583142	0.4995902593	-0.0743082156	-0.0698788384	-0.0416379059	0.0076491362	-0.0526173797	0.0488409247	-0.0716046113	0.0379947091	0.0157246264	-0.0388070027	-0.0751872141	-0.0647092679	0.0160273649	-0.0045372546	0.0554106733	-0.1440035193	0.0317643803	-0.0869583589	0.0912516741	-0.0516519296	-0.0233635984	0.0209323769	-0.0497324143	0.0229955129	-0.0570633655	0.0404295151	-0.0664824287	0.0866537738	-0.054373372	0.1658796884	-0.1088928687	0.0621547712	-0.0145641335	0.0719227615	-0.0388542333	0.0341055136	-0.0403576621	0.0160524739	-0.0420528645	0.0211895492	-0.0970013808	0.0874677599	0.0140492458	-0.1252995539	0.1121489578	0.1121325392	0.1121051767	0.0	-0.0081790221040165	-0.0052101884448063	2.7146063630394127e-05	6.689640257799049e-05	0.0109681768277312	0.1791691196393827	0.0001203009029243	0.0321015734323514	0.0326772946570486	0.2696256415060531	0.0010678055861035	0.0726979865575506	-0.0045520155174765	0.0087955059062852	2.072084527134685e-05	7.736092414749958e-05	3.2183806433216944e-06	0.0017832068684793	1.0357973965307764e-11	3.179826735791829e-06	-0.0007549961880371	0.0010569650572315	1.1171751322083884e-06	5.70019243950552e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4471.036774156777	-11.188183268194734	125.1754448427126	19990169.83586224	4533.562106483861	70.00941226356827	4901.317805490263	20553185.37334638	4380.502873420715	-4.348403453826904	19188805.424047142	18.90861259725375	4228.847567577858	3086.0776404399912	1.197914	20.902134	0.0986206615999472	0.077394826674329	0.0437918998	0.0615946099	0.0286744521	0.0316527786	0.141555625	0.175225263	0.0277550397	-0.0379319162	-0.2328325124	-0.0105590649	-0.0478114682	-0.0457305621	0.0137713743	-0.1093738106	-0.0073434367	-0.0227765847	-0.1108379299	0.0415512328	0.0120758167	-0.0023719746	-0.0458203636	0.0869805639	-0.0125513616	-0.1043593175	-0.0353665997	0.00097527	0.105222192	0.063237416	0.016100528	-0.0302534429	0.0218815789	-0.0317108794	-0.0609475783	-0.1340352711	-0.0078900648	-0.0758646858	0.0723034635	-0.0261543237	0.0158042728	-0.1060600844	0.0294315713	0.0093609754	-0.0253519068	0.0182571512	0.0379726828	0.0287676179	-0.0516444048	-0.1807665031	0.0789404357	-0.1072013988	-0.0140576905	0.11103143	0.0602037509	0.1121051767	0.1119574576	0.1117114032	0.0	-0.0093690864703148	-0.0011900643662983	1.4162531959329746e-06	8.777978128823584e-05	0.0170269572002581	0.0060587803725269	0.0002899172714994	3.670881960251722e-05	0.1046537512616367	0.0719764566045881	0.0109524076531325	0.0051806103053521	-0.0047079550763002	-0.0001559395588236	2.2164841000460824e-05	2.431714600613016e-08	0.0001390050854315	0.0001357867047881	1.932241377581861e-08	1.8438029197231885e-08	-0.0008511771295559	-9.618094151880006e-05	9.250773511442838e-09	7.245025058790215e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4465.732766775024	-5.304007381752854	28.132494305688763	19942769.144248117	4498.576105218184	-34.98600126567635	1224.0202845619071	20237186.97444001	4380.15678358078	-0.3460898399353027	19185773.448748723	0.1197781773064434	4225.159836295528	3051.922390799745	0.978254	17.069336	0.1618128861289195	0.075926251157698	-0.0935667409	-0.0711198294	0.1200227666	0.0607084664	0.0758005152	-0.0745466718	0.1075442909	-0.046962034	0.0922766181	-0.0285886596	-0.0330157011	-0.0534477756	-0.1147832253	-0.0604949021	0.0719734974	0.0088094584	0.0311439934	0.0894551889	-0.0760029163	-0.0203190701	-0.0629568246	-0.0677419836	0.0979225666	-0.0928529014	0.0027179059	0.0550034292	0.0265502388	-0.0358233257	0.051014617	-0.0269490719	0.0398779133	-0.1028036956	-0.0525962395	-0.042621794	0.0194121519	-0.1204170646	-0.1370653216	0.0330718845	0.0170504901	-0.1753361886	0.0143315211	0.046086522	-0.0889292511	0.0599837151	0.0059165749	-0.0153750634	-0.0144063789	-0.0707737673	0.0602005121	-0.1620988284	-0.0219059273	0.0569368895	0.0683324604	0.1120176316	0.1116075676	0.1109252393	0.0	-0.0004671340470565	0.0089019524232583	7.924475694595431e-05	2.1821421791938437e-07	0.030278159296472	0.0132512020962138	0.0009167669303825	0.0001755943569947	0.0665367172122444	-0.0381170340493923	0.0044271347373821	0.0014529082847225	-0.005423039407285	-0.0007150843309847	2.9409356412966044e-05	5.113456004199787e-07	-0.0009089728656905	-0.001047977951122	8.262316705615998e-07	1.098257786037865e-06	-0.0011189687986502	-0.0002677916690942	7.171237803631101e-08	1.2520911723526717e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4466.03439426014	0.3016274851161142	0.0909791397774717	19945463.210714538	4516.025894968133	17.44978974994865	304.49516231741296	20394489.884022724	4376.744081020355	-3.4127025604248047	19155888.750746712	11.646538765930018	4225.773712533933	3080.517596952103	1.086531	18.958641	0.1779750686852749	0.1160007173364493	0.0364314891	0.1195639161	-0.0365101161	0.0475392871	0.0384600763	0.0933531934	0.0322480261	-0.1004103076	-0.0488737088	0.0198623296	-0.0836002439	0.0050211892	0.0717342664	0.0057677807	0.0261259735	0.016559078	0.0505380272	0.1007999749	0.0051881762	0.0287924249	-0.0672835334	0.0698506822	-0.0452715576	0.0258425551	-0.0137999235	0.0173498643	-0.0565934017	-0.0259023177	0.0732776757	-0.0181137615	0.0054642158	-0.1083613557	0.0705165288	0.0086967602	-0.0210209979	-0.0250289034	0.0493385568	-0.0392253074	-0.0065994436	-0.1416175778	0.0095233336	0.0575540713	-0.0524137884	0.0091614989	0.0091981635	0.018813169	-0.0611490262	-0.0522715703	-0.0393204958	0.0065935914	-0.0196247534	0.0531072508	-0.0178885102	0.1118863567	0.1110834157	0.1097494464	0.0	0.0446823322001677	0.0451494662472242	0.0020384743024092	0.0019965108108461	0.04605541652775	0.015777257231278	0.0021211013915445	0.0002489218457419	0.0670208325901171	0.0004841153778726	0.0044917920010725	2.343676990928258e-07	-0.0047579265171162	0.0006651128901688	2.263786474227749e-05	4.423751566686949e-07	-0.0006577075529214	0.0002512653127691	4.325792251698561e-07	6.31342574009537e-08	0.0002959375949899	0.0014149063936401	2.0019601027636336e-06	8.757906012840609e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4461.02808310438	-5.006311155760159	25.063151388288617	19900771.558245946	4487.515009829873	-28.510885138260164	812.8705713670643	20137790.9634484	4371.638150691986	-5.105930328369141	19111220.120585646	26.0705245181598	4219.435389068645	3069.474485512035	0.8819829999999999	15.389523	0.2952868013091457	0.1395500295700392	0.04793434	0.0120652848	0.0698906188	-0.0591546913	-0.0147800783	-0.0362312656	0.0614852947	0.1090954835	0.0792845529	0.029463092	0.0196804834	0.0121326459	0.0384212081	-0.0821562377	-0.1058484862	-0.0488847761	-0.0754543835	0.0342049441	-0.06281288	0.0175917342	0.0417985233	0.0088616551	-0.021718817	-0.1111918764	-0.0440738638	-0.1257934521	-0.0408289477	0.0881873504	0.1089216081	-0.0490458993	-0.0323293261	-0.1448526999	0.0718542132	-0.0449241024	-0.0491576969	0.0241956094	-0.095705135	-0.1555816173	-0.0800158647	-0.1207321631	-0.0421052318	-0.0652549973	0.0473485543	0.0654974813	0.0945767825	-0.0460298153	0.0299840342	-0.0322355388	-0.0423746685	0.1135740777	-0.1575548535	0.0552787319	-0.0117006191	0.1117114032	0.1103858203	0.1081881546	0.0	0.0785302309935218	0.0338478987933541	0.0011456802527251	0.0061669971798958	-0.0373891376907806	-0.0834445542185306	0.0013979476172601	0.0069629936287292	0.1244521000386242	0.0574312674485071	0.0154883252040237	0.0032983504807419	-0.0063230335958135	-0.0015651070786973	3.99807538537862e-05	2.4495601677883965e-06	-0.0012220608867714	-0.00056435333385	1.4934328109765009e-06	3.184946854276097e-07	1.413639056212267e-05	-0.0002818012044277	7.941191881694594e-08	1.998375381248709e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4463.470360067704	2.4422769633238204	5.964716765582222	19922567.65520292	4507.2591167249175	19.74410689504475	389.8297570829537	20315384.745299883	4376.942337036133	5.3041863441467285	19157624.22173933	28.13439277343264	4223.270257827196	3076.867095080675	0.93226	16.266792	0.109206461113573	0.0535493172310326	-0.0593257055	0.0581000001	0.0462364203	0.0308632905	-0.0810295804	0.0569035152	-0.043641694	0.1543743971	-0.0721743101	-0.0218630427	-0.0074918831	-0.0522624626	-0.0063389277	0.0406714257	0.0076474437	-0.0025096062	-0.0026729583	0.0743856538	-0.1005467632	-0.017519263	-0.0161766182	0.0220365726	0.0260028438	0.0574887156	-0.0144309572	0.0237069513	0.0071575999	-0.0001702744	0.0944705705	-0.0586657264	-0.0171511038	-0.1166347976	-0.0476161734	-0.0537227377	0.0242075693	-0.0130167864	-0.0059381919	-0.0816692662	0.0966282997	-0.1043097176	0.0578984094	0.0236387063	-0.0464387194	-0.0409462701	0.0318586668	0.0463986382	0.109238197	0.0368539692	-0.0243609716	0.1087105653	-0.0634835279	-0.0262915051	0.0625280498	0.1114928394	0.1095158704	0.106246848	0.0	0.0444277736529841	-0.0341024573405377	0.0011629775966631	0.0019738270717607	-0.0369505287611673	0.0004386089296133	0.0013653415757298	1.9237779313652746e-07	0.1407786076478174	0.0163265076091932	0.0198186163712581	0.000266554850713	-0.0063015081587604	2.1525437053099977e-05	3.970900507492388e-05	4.633444403269695e-10	-0.0002967406900604	0.000925320196711	8.80550371375224e-08	8.562174664412837e-07	0.0002340685014826	0.0002199321109204	4.8370133413937155e-08	5.478806338630993e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4464.521109566879	1.0507494991752535	1.1040745100170466	19931948.73776828	4508.974631861636	1.71551513671875	2.9429921843111515	20330852.230771776	4377.649343013763	0.7070059776306152	19163813.770388834	0.499857452405422	4226.038276808044	3133.269833273771	0.866751	15.123753	0.3090305805748289	0.2311889037562253	0.0017634747	0.0291656858	0.0660238518	-0.0200390108	-0.0790655199	0.0392740581	0.1282500209	0.0529925965	-0.0293309721	0.0356152913	-0.1235043248	-0.0497868735	-0.0703581374	-0.0381222405	0.0322401606	0.0261640419	-0.0244250035	0.1374185942	0.0380289563	0.0557481698	-0.1246011078	0.0125625005	0.0320212839	-0.0772044549	0.0686316708	0.0523476015	0.1089276064	-0.0123134324	0.0935689762	0.0032770585	0.059623788	-0.1385839311	-0.0747122068	-0.0162303569	0.0979098059	-0.0528583748	0.0464422821	-0.0132088267	0.0337624087	0.0262008275	0.148840038	0.0422584167	-0.0223777609	0.0337900076	-0.0513042934	0.0695236177	-0.0400402222	0.0821650962	0.087510992	-0.0105755276	-0.0208278591	0.0196734994	-0.0160719088	0.1112307506	0.1084749246	0.1039323455	0.0	0.0358987939905404	-0.0085289796624437	7.27434940823783e-05	0.0012887234099752	0.0023519457004255	0.0393024744615927	5.531648577749996e-06	0.0015446844988041	-0.0260941359311601	-0.1668727435789775	0.0006809039299938	0.0278465125495751	-0.004415980644592	0.0018855275141683	1.9500885053411178e-05	3.555214006686064e-06	-0.000296019653849	7.210362114000034e-07	8.76276354648818e-08	5.198932181500705e-13	0.0002343476085391	2.7910705650000586e-07	7.790074898809746e-14	5.4918801627995266e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4469.574752942939	5.053643376059881	25.539311372393914	19977098.47214493	4493.581181576377	-15.39345028525895	236.95831168473885	20192271.835417356	4383.382942676544	5.733599662780762	19214046.02214768	32.874165093039664	4233.030252730635	3066.578919954449	0.771393	13.459873	0.087408007178836	0.0536843463497018	0.0046005364	0.0312182626	-0.0365764591	-0.0427601647	-0.0659246722	0.0734708723	0.1150740018	-0.0702538121	-0.0429476904	0.0279244121	-0.1410057244	0.0098735089	-0.0184230969	-0.160242595	-0.1022281417	-0.0069115222	-0.0144660318	0.0297182362	-0.0892945824	0.0572619209	-0.1559160851	0.0283289111	-0.046090372	-0.1483147772	-0.0895081618	-0.0717346505	0.0621272062	-0.0282656782	0.0204316905	0.0329245972	0.0580048667	-0.1146277763	0.0054565325	-0.0636936133	0.0803568246	-0.0266278791	0.0849328124	0.0345311775	0.0555646149	0.0516506187	0.1478995053	0.0578078344	0.0211859471	0.023122375	0.0403152451	0.022521616	-0.0285191177	0.0070005024	0.0903418282	-0.0997282918	-0.0161443336	-0.079448581	0.0218006405	0.1109252393	0.107264608	0.1012527768	0.0	0.0226672469126612	-0.0132315470778792	0.0001750738380741	0.0005138040825995	0.001784646015821	-0.0005672996846044	3.184961401785769e-06	3.218289321523651e-07	-0.0548244275234424	-0.0287302915922823	0.0030057178532731	0.0008254296549775	-0.0040775590318509	0.0003384216127411	1.662648765822885e-05	1.1452918797028725e-07	-0.0003900317349949	-9.401208114589998e-05	1.5212475430313194e-07	8.838271401383283e-09	-0.0002307960740553	-0.0004651436825944	2.1635864545747997e-07	5.3266827799339524e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4463.446681597476	-6.128071345463468	37.55325841509044	19922356.27946352	4483.057340923108	-10.523840653268962	110.7512220953965	20097803.12200457	4368.85059928894	-14.53234338760376	19086855.558907334	211.18900433523072	4216.4474539906805	3075.199643806254	0.946203	16.510082	0.2290984419126598	0.1306297538738792	0.0625010079	-0.0139314851	0.1241406647	-0.0859640489	-0.0001611338	-0.0408535375	0.0872574101	0.0399387836	-0.0630422696	0.0160075738	0.0395334784	0.0301467731	-0.0886373342	-0.0139938079	0.17536138	0.0611758678	0.1619104771	0.1909009694	0.0519809796	0.0168908422	0.0080966823	-0.1103797214	0.0257434112	-0.0483084159	0.060513666	0.2015251799	-0.0406357902	-0.1144986506	0.1778456961	-0.0184510678	0.0753171149	-0.1466166633	-0.0212782071	-0.1244594916	0.0324846348	-0.0950684371	-0.1102772569	0.0529711188	-0.0668780705	-0.1061357418	-0.0336309886	-0.0128153767	0.0060318814	0.1150464245	-0.1437157546	-0.0026003695	-0.0158617762	0.0133843878	0.0883881948	0.0490133762	-0.1207226901	0.0137191697	-0.1222357753	0.1105764245	0.1058868105	0.098217554	0.0	0.0013282251682085	-0.0213390217444526	0.0004553538490102	1.764182097462498e-06	-0.0125786714397122	-0.0143633174555332	0.0001582229751882	0.0002063048883284	-0.0152068902608135	0.0396175372626289	0.0002312495114044	0.0015695492587557	-0.0054861799840225	-0.0014086209521715	3.0098170817089117e-05	1.984212986896824e-06	-0.0010080022331515	-0.0006179704981566	1.0160685020384112e-06	3.818875365919165e-07	-0.001279775932728	-0.0010489798586727	1.1003587439009977e-06	1.6378264379898225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
