global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
6074.16389853646	n/a	36895467.06628364	n/a	6911.998691841408	n/a	n/a	47775725.91601733	5624.084604006762	n/a	31630327.633025896	n/a	5909.040615117621	4878.613438237837	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-8.586705860125221e-06	n/a	n/a	7.373151752830881e-11	-0.0160098373817447	n/a	n/a	0.0002563148929899	0.2418045485362796	n/a	0.058469439692834	n/a	0.0005139999686707	n/a	2.6419596779348054e-07	n/a	-9.149199464708604e-08	n/a	n/a	8.370785084502421e-15	-0.000355999989064	n/a	1.267359922135681e-07	n/a	0.0	0.0
4659.808722523311	-1414.3551760131486	21713817.33050433	2000400.5639151845	3655.623547024197	-3256.375144817211	10603979.083783312	13363583.51755777	4720.116475066247	-903.9681289405144	22279499.538191818	817158.3781402144	4545.451882509774	3302.901377778397	15.4116	318.207947	0.4550124606880019	0.2544365149844679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0296820649804061	0.0296906516862662	0.0008815347975551	0.000881024981501	0.1311038331417791	0.1471136705235237	0.0216424320549039	0.0171882150644674	0.047506118784895	-0.1942984297513846	0.0022568313220045	0.0377518798038537	0.0001459488186336	-0.0003680511500371	2.1301057660543472e-08	1.3546164904363188e-07	0.0001220602962579	0.0001221517882525	1.49210593732951e-08	1.4898715922566316e-08	0.0008319912471829	0.0011879912362469	6.922094353889575e-07	1.411323177399438e-06	1.0	0.0
4625.445315626464	-34.363406896846755	21394744.367850803	1180.843733558255	3843.561891061288	187.9383440370912	35320.82115940404	14772968.010418624	4710.3319609346445	-9.784514131602918	22187227.182202414	95.73671679153722	4571.233813434865	3310.321404476483	1.13657	23.467093	0.1792350697562026	0.1015100701256714	-0.0741917608	-0.1198447442	0.019445178	0.0040956285	0.0522232243	0.0947902148	-0.1000305586	0.2324401136	-0.2889775391	-0.0572581038	0.0571130541	-0.063450515	0.0446224015	-0.024189194	0.0837569531	-0.0566581378	0.1795814187	-0.094796095	-0.0380114893	0.10171737	-0.0678521443	0.0972124703	-0.0932397896	-0.0673054389	-0.0858417739	0.0523114586	-0.0843753557	0.0606073111	-0.0483612549	0.017851727	-0.0292974043	0.2192333938	-0.0282088322	0.197634461	-0.2243626514	-0.0090608161	0.1166653912	-0.0043533387	0.2262867909	-0.2289886225	0.1370021983	-0.0072586704	0.112806127	-0.0819280155	0.0850418522	0.0024124801	-0.0912296594	0.0116878956	-0.052004329	0.0030450251	-0.0100425586	0.0011504684	-0.0181006247	0.0644550836	-0.0537333562	0.0530686612	-0.0807693521	0.0382543809	0.0150579361	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0174110932271105	-0.0122709717532956	0.0001505767477701	0.0003031461673631	0.0721358784426939	-0.0589679546990851	0.0034772196813933	0.0052035849586991	0.1103801254451468	0.0628740066602518	0.0121837720932863	0.0039531407135133	-0.0004751610016314	-0.000621109820265	2.2577797747135533e-07	3.857774088296206e-07	0.0003747956882678	0.0002527353920099	6.387517837439782e-08	1.404718079441339e-07	0.0008605887677794	2.859752059649993e-05	7.40613027228066e-07	8.17818184267238e-10	0.0	0.0
4616.83928086714	-8.606034759324757	21315204.945357807	74.06383427870593	3800.079786018089	-43.48210504319877	1890.693458987772	14440606.380103286	4710.4580677768645	0.1261068422199969	22188415.20828415	0.0159029356546991	4561.39011170007	3274.845974144786	0.7762529999999999	16.027531	0.0975422831675261	0.0468828815873761	0.0611276264	-0.0068782678	-0.1017809304	0.0240421142	0.0337193664	-0.0949893625	0.0350847532	0.1598906667	-0.006771185	-0.0471877888	0.0511947925	-0.0721839999	0.0296423069	-0.0989497806	0.0677466281	-0.1113118678	0.2613357142	-0.0763101494	0.0728503612	-0.0106009267	0.0298180524	-0.0148707479	-0.009572775	-0.0099840941	-0.0801705907	0.0022404749	0.047323638	0.0922440813	-0.0395231889	0.0227937052	-0.049786989	0.2171157996	-0.0524649068	0.106908096	0.0493792585	-0.0065795897	0.0981352082	0.0171447759	0.2115764584	-0.2279437246	0.0053104951	-0.0574122392	0.0912830608	-0.1547211822	0.0742713088	0.0349811328	-0.0608807474	0.0229632961	0.0615624947	0.031555585	0.0333395662	-0.0197452551	0.0483045178	0.0437797345	0.0289598433	-0.0741416285	0.0674185668	-0.0231595761	0.0281607108	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0092846759653753	-0.0081264172617352	6.603865751182783e-05	8.620520778201775e-05	0.0586268572477592	-0.0135090211949346	0.0001824936536451	0.0034371083907491	0.0952849989350568	-0.0150951265100899	0.0090792310220537	0.0002278628443556	-0.0012630001588391	-0.0007878391572077	1.595169401227592e-06	6.206905376297391e-07	-1.0102498855246722e-06	-0.0003758059381533	1.412301031513005e-07	1.0206048312026133e-12	0.0008079994991251	-5.25892686543e-05	6.528631905864125e-07	2.7656311775941406e-09	0.0	0.0
4623.88319542824	7.043914561099882	21380295.804963667	49.61673234407495	3805.4683820936416	5.388596075552414	29.036967665458874	14481589.6071144	4710.099166780885	-0.3589009959796385	22185034.160909984	0.1288099249151765	4559.052010396929	3299.1054653372207	0.635549	13.122373	0.0627992070617424	0.0319402634611952	0.0797611664	0.0593919189	0.0588876512	0.0177705962	-0.0820475232	-0.0668723267	-0.0199942739	0.0780644344	-0.0086889387	-0.0666142373	-0.0027257586	0.0449052966	0.1358274614	-0.0589819939	0.108924668	-0.0965697438	0.2250629877	0.0055506028	0.0623140799	0.0704441566	-0.0198977082	-0.0186776669	0.0143110614	-0.0613895636	0.0632101133	0.0112530947	0.0621715881	0.0783884203	-0.084653532	0.0139602104	-0.0572045662	0.2599951758	-0.04802924	0.0543413231	0.0428757413	-0.0064368203	0.1020646046	-0.0003734427	0.1942244451	-0.1955094674	-0.0120892916	0.0283724542	0.0826040836	-0.0031896104	0.155886754	0.0296759641	-0.0953764018	0.0273892685	0.1163183913	-0.0192572235	0.0840751389	-0.007967569	0.0259171181	0.0554383358	0.0248827025	0.0117125595	0.0903794591	-0.0626967658	0.0885718264	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.0182341353307293	0.008949459365354	8.009282293212242e-05	0.0003324836912593	0.0369851801827252	-0.0216416770650339	0.0004683621861872	0.0013679035531486	0.101392787062295	0.0061077881272381	0.0102804972682598	3.730507580723186e-05	-0.0011366242598349	0.0001263758990042	1.2919147080452344e-06	1.597086784911977e-08	0.0002649677440658	0.0002659779939513	7.074429326637089e-08	7.020790539531929e-08	0.0009376512562519	0.0001296517571268	8.791898783507662e-07	1.6809578126066733e-08	0.0	0.0
4626.572436672285	2.689241244045661	21405172.51177573	7.232018468676254	3820.263430418792	14.79504832515022	218.89345494353032	14594412.677795157	4714.044023837262	3.944857056377259	22222211.058675807	15.561897195249454	4568.976943409412	3297.538459918856	0.765761	15.810889	0.0612689814840111	0.0406894198933529	-0.048329353	-0.0758151075	0.1276003759	-0.0317854774	-0.0037368402	0.125046794	0.0139027	0.1586733315	0.0127282638	-0.0554336248	-0.0450438977	-0.0799000087	0.0677703763	-0.0157291864	0.1669544902	-0.0254861688	0.1245411455	-0.1383484988	0.0963732956	0.0813822576	-0.0441579372	0.0488076788	0.0526597962	-0.0724573179	0.0137116816	0.0154566613	-0.1277910935	-0.0356922948	-0.0357109814	0.107990036	0.0514106373	0.2109287558	-0.1113026105	0.1001960498	0.0016177495	-0.00310902	0.097464713	-0.0621058358	0.1727704004	-0.1794593836	0.0913010588	0.0867816752	0.0644655798	-0.0158225242	0.0517443356	-0.0481254991	-0.1569060015	0.0565458423	0.0161023577	-0.0213477039	0.0343874018	0.0073627268	0.0322865848	-0.0570624233	0.0678347162	0.0139393705	-0.0202581766	-0.1067797274	0.0434310318	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	0.000246076541984	-0.0179880587887453	0.0003235702589873	6.055366451480333e-08	0.0378520894915226	0.0008669093087973	7.515317496795796e-07	0.0014327806788742	0.1167175810730185	0.0153247940107234	0.0136229937315366	0.0002348493114711	-0.001575122852395	-0.0004384985925601	2.481012000136961e-06	1.922810156771886e-07	0.0002848269006683	1.985915660250001e-05	3.9438610096261977e-10	8.112636334430964e-08	0.0008542246178996	-8.34266383523e-05	7.296996978257176e-07	6.960003986765453e-09	0.0	0.0
4623.686769328792	-2.885667343492969	21378479.34086612	8.327076017301769	3804.1572022614655	-16.106228157326314	259.410585455851	14471612.01951778	4712.406655473319	-1.6373683639430965	22206776.486549232	2.6809751592416924	4565.674085504676	3286.5427569461617	0.914671	18.885487	0.1706837260761619	0.0865763663381613	0.0579588349	0.0034753572	-0.0808996679	0.0926741259	0.0548540301	-0.0411351457	0.0618935766	0.0205872937	-0.017287544	-0.0422159938	-0.0158565008	-0.0838411211	0.0434209436	-0.0825405609	0.0469292747	-0.0692842265	0.2222965476	-0.0629847714	0.1056605929	-0.0294913288	0.0135673453	0.0292361701	-0.0506885195	-0.0189379694	-0.0839817422	-0.0601989846	0.009562017	0.0553114755	-0.0475847589	-0.0187286683	-0.0443560011	0.2040118698	0.0052869101	0.1186377002	-0.0222873839	-0.0027576855	0.0678608892	0.00541929	0.1368894125	-0.1886834781	0.0423375515	-0.0389348401	0.0173553455	-0.1360302516	0.0063223191	0.0772388545	-0.0664640466	0.0023406784	0.0636856022	0.0675775089	-0.1214260743	-0.0718811335	-0.081964439	-0.0146255112	-0.0519138676	-0.0864895582	-0.059097893	0.1170871841	-0.0784120836	0.112058723	0.1107121224	0.1084797619	0.0	0.0	0.0235136555925379	0.0232675790505538	0.0005413802348737	0.0005528919993244	0.0776326086045315	0.0397805191130089	0.0015824897009004	0.0060268219187443	0.1355867686062026	0.0188691875331841	0.0183837718210719	0.0003560462381624	-0.0022818743606671	-0.0007067515082721	5.2069505978698864e-06	4.994976944448882e-07	-0.0001736716770264	-0.0004584985776947	2.102209457480629e-07	3.0161851401162193e-08	0.0014643033395211	0.0006100787216215	2.144184270132646e-06	3.721960465753237e-07	0.0	0.0
4624.923608520844	1.2368391920517752	21389918.384653464	1.529771186995288	3817.515936109755	13.358733848289376	178.45577002943227	14573427.922451938	4708.757599412349	-3.649056060969997	22172398.130023547	13.31561013610187	4558.54569401403	3320.584663381418	0.743862	15.358738	0.1145648715493412	0.0655246551917895	0.0384806575	0.0268490893	0.0473322024	-0.0150169067	-0.0924126527	-0.0462451314	-0.0158343595	0.0976791793	0.0757961679	-0.0263453365	-0.0225008214	0.0216227181	0.1261354766	-0.0351970486	0.1375761314	-0.1042612888	0.2069635102	-0.0225336177	0.0340318521	0.049198473	-0.0977021372	-0.0295270986	0.0669334264	-0.0200593595	0.0776901227	0.0175226531	0.0162919519	0.0476567483	-0.0763238837	0.0257083174	-0.0156981834	0.2756092046	-0.1520234707	0.034022105	0.0782937553	-0.0002706645	0.0522973719	0.0199626804	0.104792041	-0.1416734594	-0.0205709149	-0.0079516638	0.0475491871	0.0650310392	0.0905569966	0.0172423184	-0.0445740062	-0.0009632583	0.1263558269	0.0494900393	-0.0426227805	-0.0789949637	0.031353953	-0.038319621	-0.0333767432	-0.0659798933	-0.03977995	-0.0291966108	0.0350115878	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	0.0208000425867851	-0.0027136130057527	7.363695544990733e-06	0.000432641771612	0.0196130172149935	-0.058019591389538	0.0033662729850089	0.0003846704442756	0.1480450623177631	0.0124582937115604	0.0219173404766703	0.0001552090822035	-0.0027792180455096	-0.0004973436848424	7.7240529444862e-06	2.473507408527159e-07	-0.0004169158415538	-0.0002432441645274	5.916772357663286e-08	1.738188189385133e-07	0.0013774237200412	-8.687961947989988e-05	1.8972961045321384e-06	7.548068280972198e-09	0.0	0.0
4625.208495965864	0.2848874450201037	21392553.63115481	0.0811608563300826	3812.0448963024	-5.471039807354828	29.93227657366115	14531686.291425176	4707.9197302031935	-0.8378692091555422	22164508.18603651	0.7020248116509337	4562.490638947915	3314.1359007336514	0.821408	16.95985	0.1276532230043766	0.0623523924534049	-0.072102443	-0.0709555457	0.1010303845	0.1050783202	0.0309334212	0.0830821327	0.0790898707	0.0159384418	-0.0569106219	-0.0161127205	0.0310285871	-0.0269292441	0.0696862961	-0.0372256809	0.1000497416	0.0505177227	0.1125274926	-0.1854156768	0.058676441	0.0441035134	-0.1135510134	0.1177824951	0.0048546112	-0.0202477867	-0.0085650379	0.0540328813	-0.0682215654	-0.0908828168	-0.0923314092	0.0340605329	0.0834400858	0.2014127539	-0.0436685821	0.0798661361	-0.0864649857	-0.0065836693	0.0220282887	-0.09816311	0.1000997246	-0.0772602693	0.126117045	0.1164398389	-0.0158215599	-0.0227208623	0.0096295909	-0.0722170818	-0.0360268721	0.015690949	0.0131332314	-0.0042505679	-0.0990164337	0.0265345135	-0.1140550512	-0.0901440574	-0.0069749025	-0.0379657732	-0.0541471056	0.0260920436	-0.1345100045	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.0446693183494346	0.0238692757626494	0.0005697423254334	0.0019953480018031	0.0534814017433689	0.0338683845283754	0.0011470674705618	0.0028602603324356	0.1277125458116614	-0.0203325165061017	0.0163104943576957	0.0004134112274708	-0.0026522993200866	0.000126918725423	7.034691683331841e-06	1.610836286299888e-08	-0.0007360525087951	-0.0003191366672412	1.0184821237788423e-07	5.417732957035608e-07	0.0019230292515219	0.0005456055314807	3.698041502208879e-06	2.976853959823371e-07	0.0	0.0
4627.869712016753	2.66121605088847	21417178.07140202	7.082070869506423	3803.128718270196	-8.916178032204243	79.49823070196153	14463788.047731502	4709.167578624703	1.247848421509843	22176259.28357005	1.5571256830646076	4559.64681660223	3248.779943956245	0.779841	16.10162	0.1565363181245418	0.0944366756224404	-0.027983039	-0.0531005917	-0.1071003134	-0.1141954806	0.0786923493	-0.0747292238	-0.0094176325	0.0111254053	0.1078834688	0.0173786214	0.0053325744	-0.0475816214	0.0011729032	-0.0872810083	-0.0002460124	-0.0414679302	0.1241302459	-0.1545185051	0.0142356049	-0.0493423535	-0.0052086727	0.0654917844	-0.0510916842	0.0495475188	-0.0894044815	-0.0406561057	0.0472449499	-0.0520939198	-0.0173011966	0.0109005006	-0.0192148637	0.1333434011	-0.0255972644	0.0190972533	-0.0516944534	0.0021778738	-0.0442728834	-0.0477248464	0.0170015536	-0.0061178567	0.0417000331	0.049974319	-0.0395873043	-0.1197145944	-0.1133470007	-0.0385884933	0.0596137347	0.0142725405	-0.0205315733	0.038066047	-0.1814672474	-0.0455258252	0.0139429282	-0.072077067	-0.0590461695	-0.1585040908	-0.1290911026	0.0474885545	-0.0631844652	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.0629290238995139	0.0182597055500792	0.0003334168467755	0.0039600620489455	0.0381569425013168	-0.0153244592420521	0.0002348390510613	0.0014559522610487	0.1319062435023568	0.0041936976906954	0.017399257074903	1.7587100320944046e-05	-0.004116601549995	-0.0014643022299084	1.6946408321421237e-05	2.144181020514713e-06	-0.001193892627046	-0.0004578401182509	2.096175738799981e-07	1.4253796049147993e-06	0.0023760560161969	0.0004530267646749	5.645642192105482e-06	2.0523324951189766e-07	0.0	0.0
