global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
6199.951757863528	n/a	38439401.79983505	n/a	7011.624074898514	n/a	49162872.16769644	n/a	5500.057253659426	n/a	30250629.79353167	n/a	5539.51881964088	4651.6675577453725	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.798995045656284e-05	n/a	1.4432363356920991e-09	n/a	-0.0127006229859887	n/a	n/a	0.0001613058242322	0.277428370722049	n/a	n/a	0.0769665008814906	0.0001170000026951	n/a	n/a	1.3689000630653409e-08	-1.1875500360858382e-08	n/a	1.4102750882074756e-16	n/a	-0.0002030000004507	n/a	4.12090001829842e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4759.047874308511	-1440.9038835550164	22648536.66996036	2076204.001643928	3984.883764528761	-3026.740310369753	15879298.616804907	9161156.90641719	4659.773523687007	-840.2837299724197	21713489.292054422	706076.7468563623	4488.198166536646	3499.027454635538	13.00756	321.477142	0.471874240149251	0.2818583436340118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0260322989689711	0.0259943090185145	0.0006776805896098	0.00067570410135	0.0727822471981767	0.0854828701841654	0.0073073210949228	0.0052972555072165	0.006326687379726	-0.271101683342323	0.0734961227110411	4.002697320078424e-05	-0.0006210558330402	-0.0007380558357353	5.447264166629322e-07	3.857103477532568e-07	0.000164788856418	0.0001648007319183	2.7155367199552216e-08	2.7159281240827444e-08	0.0006800509839806	0.0008830509844313	4.6246934081298235e-07	7.797790411050879e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4722.204483263079	-36.84339104543233	22299215.181749925	1357.4354637266429	4171.915353812424	187.03158928366287	17404877.71937584	34980.81538997278	4657.830329308143	-1.943194378864064	21695383.3766228	3.776004394048895	4509.786712997261	3391.352708574271	0.994434	24.577084	0.1333585230654235	0.0697960529875248	-0.0517664904	-0.0566712119	-0.0222714094	0.050683804	0.0249075917	0.1133902751	0.0070766427	-0.228700238	0.1883262913	-0.0199237187	-0.0239401501	0.0492794743	-0.0363300521	0.0504328774	-0.0535259255	0.0824600278	-0.0731716148	-0.0201130603	0.0483742222	-0.0472421284	0.019869357	-0.0821686162	0.0876748001	-0.0614333297	-0.0719642457	-0.1251410162	0.0658312705	-0.0449861662	0.0492101861	-0.0444620586	0.0124161645	-0.1243165994	0.0754494212	-0.0994296822	0.0150828742	-0.0653979592	0.1219507051	-0.0177905057	0.0845908168	-0.0823824385	0.0087720912	-0.0620217549	0.1381400852	-0.0174240587	0.0581744614	-0.0246217486	0.0786953863	0.0032039319	0.11250323	0.1124865505	0.112458753	0.0	0.0	0.0142672533517895	-0.0117650456171816	0.0002035545182041	0.0001384162983743	0.0307154544265415	-0.0420667927716352	0.0017696150540917	0.0009434391406289	-0.0213724211776025	-0.0276991085573285	0.0007672406148706	0.0004567803869928	-2.165827824983596e-05	0.0005993975547903	3.5927742868866744e-07	4.690810167473175e-10	0.000333990051023	0.000169201194605	1.1154935418234614e-07	2.862904425575909e-08	0.0009480037569708	0.0002679527729901	8.987111232307516e-07	7.179868855313763e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4712.871965680511	-9.332517582568473	22211162.16489728	87.09588442894966	4092.609185910692	-79.3061679017319	16749449.948600575	6289.468267257691	4651.577154809302	-6.253174498840963	21637170.0271438	39.10219131295493	4500.012583531639	3459.730456603021	0.818256	20.222908	0.1602250738818341	0.0791615993040858	-0.0765311226	-0.0380191553	-0.0205186464	0.0660831969	-0.0093256616	0.0332150656	0.0142039195	-0.0692574697	-0.0201466371	-0.0819443485	-0.0042305036	0.049452156	-0.044024344	0.0034642888	-0.0046599394	0.0967554563	-0.0751732631	0.0018214318	0.0429810367	-0.0405668865	-0.0133934028	-0.0259474846	0.1008271655	-0.0736457491	-0.0854011529	-0.1277182577	0.0447080324	-0.0167775206	0.0104187033	-0.0555301901	-0.0029257009	-0.1286818615	0.0740848816	-0.1678598868	0.0061094154	0.0082314954	0.0698314801	-0.0108699061	0.0444539305	-0.0179017184	-0.0636888809	0.0364353687	0.1589811591	0.0733558088	0.0197677062	0.1032781363	-0.0095904034	-0.0399400493	0.112458753	0.1123086861	0.112058723	0.0	0.0	0.0325804180391315	0.0183131646873419	0.0010614836396045	0.0003353720008657	0.0312431331140459	0.0005276786875044	2.784447972463671e-07	0.0009761333667819	-0.0798484018178271	-0.0584759806402245	0.0034194403118359	0.0063757672728611	-0.000814357039802	-0.0007926987615521	6.283713265663345e-07	6.631773882750762e-07	0.0004092925222991	7.530247127609998e-05	1.6752036880995929e-07	5.670462180287862e-09	0.0017381675214778	0.000790163764507	3.0212263327202785e-06	6.243587747398739e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4686.229032049241	-26.642933631269443	21960742.54082117	709.8459124802283	4091.024503820083	-1.5846820906090215	16736481.490856357	2.511217328296979	4646.950190952846	-4.626963856455404	21594146.07719669	21.408794528944668	4492.002392414429	3447.049608285184	0.897869	22.190517	0.3164992000445263	0.2079576338250813	-0.0677334528	-0.0408319859	-0.1102519995	-0.0100527608	0.0497412982	-0.0752745377	0.0892036567	0.0015391088	0.0522018209	-0.0760839446	0.0288137619	0.0338359498	-0.0300577507	0.0088751511	0.0096870872	0.0816321098	-0.0322815514	0.0307319699	0.0142869705	-0.0350898747	-0.0139342909	0.0088187516	0.0794078203	-0.0543521964	-0.0880409602	-0.0895089918	0.021422972	-0.0268828177	0.056083444	-0.0374895527	-0.0002513159	-0.0940481185	0.0522075005	-0.0971295143	0.0027311704	0.0436518572	0.0192586175	-0.0075254839	-0.0064255728	-0.0329139367	-0.0201769952	0.0182167105	0.1797374369	-0.008269908	0.1182118076	0.0617940673	-0.0709388465	0.0754503329	0.1123698164	0.1119532386	0.1112600859	0.0	0.0	0.01048196163336	-0.0220984564057714	0.0001098715196832	0.0004883417755177	-0.0063963811861782	-0.0376395143002241	0.0014167330367567	4.091369227889444e-05	0.0441132599798237	0.1239616617976508	0.0153664935956351	0.0019459797060475	-0.0030348545591522	-0.0022204975193502	4.9306092334403925e-06	9.210342195206892e-06	0.0005018838023818	9.259128008269996e-05	2.518873510932137e-07	8.573145147352993e-09	0.0013952649700931	-0.0003429025513847	1.946764336768899e-06	1.1758215974613685e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4689.003006477173	2.7739744279315346	21986749.194751963	7.694934126818085	4076.680533614813	-14.34397020526967	16619324.173153955	205.74948124966403	4634.422486692994	-12.527704259851816	21477871.78516568	156.94337402230934	4482.032179850728	3448.3716059840003	1.003233	24.794537	0.4201776842662273	0.2120831467557174	-0.0801280328	0.0054558937	-0.0427936312	0.0605220873	0.0206991491	-0.0623683863	0.1054018399	-0.0818641907	-0.0847182927	-0.0905428747	0.0996724487	0.0438831782	-0.0431290298	-0.0302426269	-0.0040541263	0.0585852746	0.0314839749	0.1055657109	0.009081911	-0.0237975207	-0.0499338176	-0.0105429603	0.0808433471	-0.0028325387	-0.0887410737	-0.0272009332	0.0100072779	0.0345673077	-0.0017473088	0.025642775	-0.0163920757	-0.0325323015	0.0314829154	-0.0686835345	-0.0180440204	0.0042635877	-0.0797731961	-0.0301627508	0.0031332034	-0.0320578984	-0.0690714946	-0.1175376268	0.1191992027	0.0677577605	0.1466335524	-0.0928988638	0.0132924683	-0.0224441061	0.1122364555	0.1114207701	0.1100656827	0.0	0.0	-0.0529689596525742	-0.0634509212859342	0.002805710686676	0.0040260194120338	-0.0128884621863676	-0.0064920810001894	4.21471157130202e-05	0.0001661124575294	-0.0069214678791951	-0.0510347278590188	0.0026045434476441	4.790671760272952e-05	-0.0059667394535771	-0.0029318848944249	8.595949034156908e-06	3.560197970687355e-05	0.0033462567758375	0.0028443729734557	1.119743440983838e-05	8.090457612125221e-06	0.0016030061846342	0.000207741214541	2.569628827975495e-06	4.3156412219011325e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4711.701463367375	22.69845689020258	22200130.679898266	515.2199451963849	4094.846872965495	18.166339350681938	16767770.913035294	330.015885404135	4639.178871238625	4.756384545630681	21521980.599346884	22.623193945914377	4486.197828855551	3541.4406561126434	0.972085	24.024719	0.2089053743532181	0.1073063497802387	-0.0799861345	0.0581334183	0.0001382438	-0.0041053811	-0.008399912	0.0262202986	0.0977975277	0.066783518	0.0367739361	-0.110799197	0.0843866502	0.0678114235	0.0007092527	0.0501929453	0.0214311147	0.0257134182	0.0494654684	0.0902011184	0.0430230444	-0.0200760683	0.0401481336	0.0209551577	0.0467401523	0.0441847352	-0.0744043532	0.0101108151	-0.0131613999	0.039152248	-0.0358826357	0.1146255	0.0125509236	0.0358176316	0.0343432276	-0.0813690902	-0.011412484	0.0497617102	-0.0273072261	0.0215163656	0.023225549	-0.0252466078	-0.0126843092	0.0574191793	-0.0006670011	0.0592312948	0.1571508299	-0.0784818429	-0.0943819963	0.1579752381	0.112058723	0.1107121224	0.1084797619	0.0	0.0	-0.0732961024865801	-0.0203271428340059	0.0053723186397232	0.000413192735794	-0.0182106339463388	-0.0053221717599711	2.8325512242634934e-05	0.0003316271887275	0.034236000493081	0.0411574683722761	0.0016939372028149	0.0011721037297622	-0.0069690756387835	-0.0010023361852064	1.0046778281741188e-06	4.856801525908565e-05	0.0044699772057679	0.0011237204299304	1.9980696220084604e-05	1.2627476046429635e-06	0.0008870909720317	-0.0007159152126025	7.869303926601464e-07	5.125345916356827e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4715.041376700518	3.3399133331431585	22231615.18399792	11.155021072907443	4097.788847081802	2.9419741163064828	16791873.435268	8.65521170101731	4643.928214943016	4.749343704391322	21566069.26554383	22.556265622441483	4492.396307817364	3445.9110820306223	0.890398	22.005856	0.1881293808477127	0.0847698193736153	-0.08828534	-0.0250463859	0.0270280139	-0.0009134855	0.0068998268	0.0300553549	0.0712529539	-0.0535899064	0.0454578319	-0.1012822532	0.036319676	0.0517074208	-0.05389692	-0.0484787855	0.0086236322	-0.0084560139	0.0231379086	0.0475006695	0.0369420305	-0.0395711885	-0.0637735329	-0.004341275	0.0276509559	0.04752052	-0.0893511237	0.0211073844	0.0146687267	0.0538372614	-0.0230601006	0.009853261	-0.0290189652	0.0117476209	0.0464702554	-0.0211712142	-0.0046005974	-0.0141322865	0.0047361549	-0.0235632655	0.0104354746	-0.0703629189	-0.0118563737	-0.0542206229	-0.0097974255	-0.0003097687	0.1023650313	-0.098313717	-0.0006085299	-0.0196156755	0.1118366891	0.1098284161	0.1065079649	0.0	0.0	-0.0735074808163744	-0.0002113783297943	0.0054033497359696	4.4680798306628346e-08	0.009586574616236	0.0277972085625748	0.0007726848038712	9.190241287266042e-05	0.0894759547846746	0.0552399542915936	0.0030514525501373	0.0080059464846291	-0.0054799495220444	0.001489126116739	2.2174965915544707e-06	3.002984676415465e-05	0.004772962413164	0.000302985207396	2.2781170197476312e-05	9.180003590085765e-08	0.0005815855028919	-0.0003055054691398	3.3824169717402425e-07	9.333359167432929e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4732.185028924702	17.143652224183825	22393575.147979084	293.904811583763	4116.42510806813	18.636260986328125	16944955.670333713	347.31022355053574	4645.040371066922	1.1121561239051516	21576400.048841525	1.236891243939731	4493.939392674472	3575.594384973079	0.8193899999999998	20.250933	0.3985799785419522	0.2402654980095822	-0.0938452014	0.015459171	0.0933807913	-0.0234324752	-0.0255017974	0.0875921157	0.0697246048	0.0209240568	-0.0214394152	-0.1063339469	0.0496270785	0.0820410042	-0.0194335894	0.0012741536	0.0358848293	0.0201421169	0.0233465729	0.0645354085	0.06610093	-0.0249097352	-0.0075745842	0.0246873286	0.0421104485	0.059607396	-0.091975627	0.0205686694	-0.0264047879	0.0640859576	-0.0123975104	-0.0025297752	0.0251701063	0.083835519	-0.0476304288	0.025829719	0.0434200333	0.0124474809	0.0478562425	0.0289675791	-0.0462592525	0.036077789	0.0671133409	0.0521992956	-0.0431349615	-0.0574965966	0.0383673161	0.0114060711	-0.0130488624	0.0097250111	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	-0.0428883465871337	0.0306191342292407	0.0018394102729781	0.0009375313809482	0.0467174549499986	0.0371308803337626	0.0013787022743601	0.0021825205970051	0.1633441482266135	0.0738681934419389	0.0054565100023757	0.0266813107598778	-0.0086792693297361	-0.0031993198076916	1.023564723188845e-05	7.532971609809773e-05	0.0029826816368947	-0.0017902807762693	8.896389747068846e-06	3.205105257879408e-06	0.0004319506761127	-0.0001496348267792	1.865813865942187e-07	2.2390581385241193e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4703.058081819827	-29.1269471048754	22118755.32097079	848.3790476502094	4125.428176580691	9.003068512561185	17019157.640125886	81.05524264187068	4643.721327226241	-1.3190438406809335	21564147.76493584	1.739876653638308	4494.144090791315	3399.406828876898	1.293699	31.973295	0.6119743072696927	0.469035043920692	-0.0314186138	-0.0768872563	0.0336920384	0.1893449674	-0.1393069468	0.0439059756	0.007429698	-0.0355879062	-0.1121680197	0.0853726884	0.0163335566	0.0857024387	0.1133714955	0.0079913744	0.0007585079	-0.0387958398	-0.0731739044	0.0369432708	0.0945000059	0.0807919136	0.0370755781	0.0053002741	-0.0544473966	-0.0461154545	-0.0672897129	-0.0086041877	0.1063136986	-0.030930294	0.0573943967	-0.03069357	-0.008120939	-0.0778367431	0.0569626632	-0.0199842935	0.0544398402	-0.0510851535	0.1687021318	-0.0493903638	0.036065103	-0.0101338718	0.0549799498	-0.0586033015	0.1046817224	-0.0373331826	-0.0262733721	0.105985806	0.0899088554	-0.0425022882	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	-0.0312290728839599	0.0116592737031737	0.0009752549931916	0.0001359386632855	0.0366779581337084	-0.0100394968162901	0.0001007914963243	0.001345272612858	0.2197959430582017	0.0564517948315881	0.0031868051397077	0.0483102565848442	8.47631252356125e-05	0.0087640324549717	7.680826487179748e-05	7.1847873997081305e-09	0.0040899983293603	0.0011073166924656	1.6728086334170048e-05	1.2261502574129577e-06	-0.0003731750148228	-0.0008051256909355	1.39259591687997e-07	6.482273782043664e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
