global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
6076.917185160796	n/a	n/a	36928922.47530261	7506.122853047139	n/a	n/a	56341880.28503652	5361.783218112631	n/a	n/a	28748719.278034247	5992.7285141309785	4857.9841664995465	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0627087483540549	n/a	n/a	0.0039323871201321	-0.0138352875895861	n/a	n/a	0.0001914151826865	0.1606885425896962	n/a	0.0258208077196006	n/a	0.0145412734607335	n/a	0.0002114486338598	n/a	-0.001364911561613	n/a	1.8629835710248384e-06	n/a	-0.0041038074998936	n/a	n/a	1.6841235996182957e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4659.655569374322	-1417.261615786474	2008630.4875816875	21712390.025201134	3720.182193240604	-3785.940659806535	14333346.67957634	13839755.550904471	4518.420979686238	-843.3622384263936	711259.8652035771	20416128.149668746	4320.299846520091	3485.3018721444264	17.918895	325.455261	1.3164707992136533	0.7152631318814993	-0.1101809761	-0.0179528896	-0.8230283832	-0.1733224696	-0.0498416336	0.0160031459	-0.1829538426	-0.1290835017	0.0305583481	-0.0200070386	0.1156234987	-0.1375483412	0.0145501569	-0.1387241795	0.0482292162	-0.029721727	0.2119142611	-0.0299768441	0.0678504401	-0.2422437097	-0.2622271097	-0.4888163329	0.4859018072	-0.3054769558	0.07590885	-0.0236217295	0.1443979696	-0.1176985213	-0.0781568682	0.3378517379	-0.0989963238	-0.177716312	-0.1408097554	0.0959581914	-0.1452938102	0.3454582089	-0.1443517378	0.1328630951	-0.1957802735	0.1808430737	-0.0589540155	0.0880540959	-0.2180713287	0.2235002421	-0.0225321745	0.1571088081	-0.1523056169	0.0018578917	-0.0220251705	0.0092008933	-0.0387964122	0.0940192897	0.3175054168	-0.1141856681	0.1288379143	0.1121489578	0.1121325392	0.1121051767	0.0	-0.0133922027268766	0.0493165456271783	0.0024321216725975	0.0001793510938777	0.1040669797222619	0.117902267311848	0.0139009446372744	0.0108299362685136	-0.174549170140196	-0.3352377127298922	0.030467412796631	0.1123843240363697	0.0014338702948917	-0.0131074031658418	2.055984022572811e-06	0.0001718040177519	-0.0009149907885979	0.0004499207730151	8.372081432190068e-07	2.0242870199050518e-07	-0.0013808459678558	0.0027229615320377	7.41451950495764e-06	1.906735586943621e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0
4641.234787358784	-18.420782015537952	339.32521006396644	21541060.351389337	3992.957335600982	272.7751423603777	74406.27828972432	15943708.283929693	4528.5312756367375	10.110295950499676	102.21808420669016	20507595.514420096	4393.935822741602	3424.373880658831	1.691566	30.723389	0.5984398371419074	0.4187205119259887	-0.1356306926	-0.0039499984	0.2743658064	-0.306067614	-0.3248789488	0.1104063708	-0.1198552621	-0.0846898768	-0.1788636545	0.039491515	-0.1757319745	0.0880499937	0.1775547717	-0.1294225014	0.1202778843	-0.2071556058	0.060502663	0.0259283308	0.0287731201	-0.0005333804	-0.025623818	0.3018376237	-0.0571904317	-0.0077876752	0.1214583248	0.2619393731	0.3151223961	-0.0253036311	-0.2919781935	-0.0397768436	0.1358032184	0.0318012695	-0.0581583087	-0.2034485566	-0.1280671639	0.1515123129	-0.2223759129	0.1270714875	0.2126181837	0.1903219932	-0.0729264788	-0.2363420296	-0.2500792547	-0.1511577039	0.097680285	0.0287004898	0.1336228048	-0.0762770351	0.1874585395	0.1223123416	0.2945392852	-0.0520072094	-0.0481800509	0.0396684224	0.2075893323	0.1121051767	0.1119574576	0.1117114032	0.0	0.0169220561613769	0.0303142588882535	0.000918954291944	0.0002863559847287	0.0289928072854621	-0.0750741724367997	0.0056361313670703	0.0008405828742919	0.1964690705393081	0.371018240679504	0.0386000956785796	0.1376545349169144	-0.0003491915141466	-0.0017830618090383	1.2193471355199518e-07	3.1793094148509355e-06	-0.0007416745637662	0.0001733162248317	5.50081158537783e-07	3.003851378991238e-08	-0.0018651312367328	-0.0004842852688769	2.3453222165126813e-07	3.478714530236424e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0
4613.63003682256	-27.604750536223943	762.0222521671562	21285582.11667134	3888.660599579682	-104.2967360212997	10877.809144696674	15121681.258723414	4519.735075868967	-8.796199767770304	77.37313035452235	20428005.15604026	4364.0506867751365	3437.3293280465264	1.617465	29.377502	0.4986157625343299	0.3481719905892879	-0.1085459118	-0.1137249042	-0.0378214241	0.3367138775	0.1937910641	-0.1160165754	-0.1100934851	0.0972752227	-0.177013554	-0.0315959998	0.0172974171	-0.1178246893	0.0632401618	-0.1390657129	0.0096362211	0.0006600765	0.0240701248	-0.0522501423	-0.0653341384	-0.1138764749	0.0714326537	0.0318919752	0.1812573046	0.1187516568	-0.0500706186	-0.1598897579	-0.2854516571	0.0631565825	-0.0750436289	0.079445705	0.0607447055	-0.1901699877	-0.0715378742	0.215880963	-0.1727361311	0.0818126624	-0.1174155859	0.0700028717	0.0652348636	-0.0547386487	-0.0951889256	0.1322824455	-0.0763374431	-0.0765225249	0.0702542876	0.0634916811	-0.0230693892	-0.0962766133	-0.0822188685	-0.1354691908	-0.0720465688	0.0547258941	0.0217185493	0.0119936056	-0.0959942702	0.1120176316	0.1116075676	0.1109252393	0.0	0.0230892451004507	0.0061671889390738	3.8034219410234246e-05	0.0005331132393086	0.1006082830492118	0.0716154757637496	0.0051287763688682	0.0101220266181103	-0.1187406633225833	-0.3152097338618914	0.014099345126287	0.0993571763212844	0.0007682301532557	0.0011174216674023	5.901775683712763e-07	1.2486311827801364e-06	-0.0004749370450642	0.0002667375187019	2.2556519677431402e-07	7.114890388329976e-08	-0.0011368231434448	0.0007283080932879	5.30432678748802e-07	1.2923668594717163e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0
4577.778868668544	-35.851168154015795	1285.3062580075164	20956059.370428257	3914.2953433474977	25.634743767815507	657.140088041556	15321708.034951905	4512.7348514489095	-7.000224420057748	49.003141931172834	20364775.83948161	4366.844640085044	3367.9960473196847	1.269675	23.060707	0.156972262033777	0.1338837881246194	-0.0479720754	-0.2562157383	0.0334051842	-0.2030738364	-0.0110015536	-0.0797824078	0.0386482397	0.1505031588	-0.1454084735	0.0279692414	-0.0876784256	-0.0167249283	0.1402755908	0.0530932674	0.035020516	0.0572909402	0.0456613787	0.0179543409	0.2259467276	-0.0155488306	0.1452438083	0.1165665463	0.081707987	0.0218015623	0.1336204542	-0.0594815717	0.2548598314	0.0551153633	-0.100023823	0.0111564196	-0.0055822268	-0.0740710102	-0.00890327	-0.0912668484	-0.2031000982	0.1478763021	-0.0039641039	-0.0237048368	0.1371214999	-0.0690669717	-0.1377479196	-0.1146489937	-0.0434542694	-0.0973724058	-0.0513035394	-0.0435218645	-0.0862858531	0.1264165753	0.1098545588	-0.0439815193	-0.0883865202	-0.0748767015	0.015278216	0.0416751375	0.0169229139	0.1118863567	0.1110834157	0.1097494464	0.0	0.0213750540089279	-0.0017141910915228	2.938451098256129e-06	0.0004568929338845	0.0780809154356205	-0.0225273676135912	0.0005074822915978	0.0060966293552645	0.0128393633037546	0.1315800266263379	0.0001648492500458	0.0173133034069877	0.0007452301403214	-2.3000012934299915e-05	5.553679620434536e-07	5.290005949779634e-10	-0.0004749239806476	1.3064416600025877e-08	2.2555278739416197e-07	1.7067898109903163e-16	-0.0011368236001404	-4.566955999572159e-10	2.0857087102028136e-19	1.29236789783618e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4542.383068879263	-35.39579978928123	1252.862642722881	20633243.944440994	3900.607020197688	-13.688323149809548	187.370190653612	15214735.126015488	4506.624359475969	-6.110491972940508	37.33811215137039	20309663.117422186	4356.2390446069	3167.681237847464	1.15745	21.022396	0.1622988326489398	0.1064146936749579	0.0867683728	-0.1415844455	0.0241412972	0.0919919714	0.19503027	-0.1114620276	0.1057999451	0.2238333658	-0.0569953802	0.0076024233	0.0739497724	-0.011863487	-0.040570287	-0.0603844819	-0.0353130592	-0.0444444927	-0.0447538246	0.0220381248	0.071242501	0.0153329738	0.2193906407	-0.0098811369	0.0189880184	0.0703273432	0.0284942817	-0.1527360082	-0.0858872502	-0.0394509641	-0.0195335012	-0.0493063599	0.0532588692	-0.0166816128	0.1251709758	0.1375946151	-0.0957829744	0.0497161229	-0.0108539202	-0.0406077864	0.1618506971	-0.0844882065	-0.0504593781	-0.0302072251	-0.0261003594	-0.1495005734	0.0446099115	-0.0137021886	0.0493690342	0.0083494455	0.011706526	-0.1656362242	-0.1243894291	-0.0044061049	0.0464710941	0.0864648103	-0.0709140588	0.1117114032	0.1103858203	0.1081881546	0.0	0.0079779548914586	-0.0133970991174693	0.0001794822647632	6.36477642501482e-05	0.0515968526105439	-0.0264840628250766	0.0007014055837226	0.0026622351993141	0.1047636398352835	0.0919242765315289	0.010975420231537	0.0084500726158449	0.0003061899325136	-0.0004390402078078	9.375227477268293e-08	1.927563040719163e-07	-0.00047420067143	7.233092175999841e-07	2.2486627678466286e-07	5.231762242651014e-13	-0.0013069279666123	-0.0001701043664719	2.8935495492806475e-08	1.7080607099133612e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4529.718383716731	-12.664685162531896	160.39425026605556	20518348.63578132	3894.2029039537583	-6.4041162439298205	41.01270486576579	15164816.257161884	4502.401958015701	-4.222401460267975	17.828674091673122	20271623.39154362	4348.943414258305	3036.0029434204102	0.8733969999999999	15.863237	0.0703085953715244	0.0393547467841931	0.1814452276	-0.1184336374	-0.0303099674	-0.2206214198	0.0931490387	0.0224657489	0.100221877	0.2062344827	0.0463032475	0.0253021201	0.0393706633	0.0479572773	-0.0554545645	0.0071645905	-0.0260433427	-0.0477988112	0.094013607	-0.0047222895	0.1417217832	-0.014347975	0.1959610725	-0.090385448	-0.0037851817	-0.0650580853	0.0338772547	0.0285989307	0.1722865571	-0.0432349268	0.0212131919	-0.0811929288	0.0257003641	0.0315210452	0.1825096427	0.0388590342	-0.0410550228	0.1575678573	-0.0188045236	-0.0173017853	0.0290756254	-0.018399177	-0.0551470563	-0.019124397	-0.0305257002	-0.138518849	0.0372472272	0.0273828482	0.0880225353	0.1150122273	0.0154815067	0.0649849647	-0.0381949449	0.0129772322	0.0029374166	-0.0099475228	-0.1350648798	0.1114928394	0.1095158704	0.106246848	0.0	-0.0190642227402833	-0.0270421776317419	0.0007312793710666	0.0003634445886911	0.0527376454429315	0.0011407928323875	1.301408286426918e-06	0.0027812592468643	0.1239603867284984	0.0191967468932149	0.0153661774778788	0.0003685150912821	0.000486624069164	0.0001804341366504	2.3680298468972945e-07	3.2556477668775234e-08	-0.000474885644464	-6.84973033999981e-07	2.255163753179886e-07	4.691880573071391e-13	-0.0015843864172115	-0.0002774584505992	7.698319180890875e-08	2.5102803190442937e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4531.766218514735	2.0478347980033504	4.193627359913423	20536905.05927134	3894.905722540778	0.7028185870194648	0.4939539662600369	15170290.5874809	4503.945598842639	1.5436408269379172	2.382827002589577	20285525.95733398	4351.103120895837	2952.588181904384	0.7337399999999998	13.326683	0.0962936694764484	0.0469591936965829	0.2169156904	0.0531090314	0.0319023415	0.0220638636	0.1589936824	0.0794268447	0.0674053398	0.1377855517	0.0800869992	0.0096917447	0.0357707492	0.0652624333	0.0233606644	-0.0084941903	-0.0255097983	-0.0863566712	-0.08792049	0.0163772169	0.0535491524	0.0654398709	0.1488649154	-0.0718962564	-0.0865180582	0.0120774874	-0.05657211	0.0185057531	-0.0692438903	-0.0260333254	-0.0296813661	0.0032771879	-0.0296173944	0.0620937226	0.2108095587	-0.014626366	-0.0234056441	0.082283239	-0.0827397526	-0.0170922716	-0.0566720497	0.0209495696	-0.0218755478	-0.0555310455	-0.0160743101	-0.0751488106	0.029085194	-0.0215258631	0.1060712763	0.0392628499	-0.0046624297	-0.0826966438	-0.0876921641	-0.1033504434	0.0279590012	0.0176594574	-0.0310966865	0.1112307506	0.1084749246	0.1039323455	0.0	-0.0302536131969617	-0.0111893904566784	0.000125202458792	0.0009152811114713	0.0565811923271439	0.0038435468842124	1.4772852651138856e-05	0.0032014313251612	0.1684410904999111	0.0444807037714126	0.0283724009687992	0.0019785330080001	0.000716879445827	0.000230255376663	5.139161398492266e-07	5.3017538482220016e-08	-0.0001749940471522	0.0002998915973118	3.062291653870639e-08	8.993497013822282e-08	-0.0013789328239034	0.0002054535933081	4.22111790032102e-08	1.901455732838205e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4551.579026539938	19.812808025203594	392.54736184357193	20716871.634838253	3903.327438354492	8.4217158137144	70.92529724696719	15235965.091011042	4507.656009014666	3.710410172026968	13.767143644681196	20318962.695606027	4354.539779718013	2999.941077695574	0.7324889999999998	13.303964	0.2031837222885842	0.1149225726308339	0.1856275648	0.0165234473	0.0070230639	-0.0630534114	0.011598905	-0.0408382124	0.1500840513	0.0411865339	0.1055754348	0.0599115776	-0.0371464275	0.1220925657	-0.0104631098	-0.116293091	0.053339929	-0.0373336786	-0.060004252	0.1032973967	0.0421916223	0.1445815591	0.0459916204	-0.0495898627	-0.1644527123	-0.0225967889	0.1121599246	-0.0328040172	0.0563948591	-0.1121542766	-0.1564549381	-0.0484761007	0.0338224411	0.1239605057	0.1761605202	-0.0486027958	0.0139910163	-0.0003336061	0.0592810792	0.0363963383	0.0494971753	0.0124871504	0.0305181813	-0.1068098929	-0.0819903827	-0.0250291604	-0.1093089815	0.0629185492	0.0818286247	0.0394550815	0.0043961282	-0.0555441444	-0.0732043845	-0.0056901086	0.032244042	-0.0032235341	-0.0827304617	0.1109252393	0.107264608	0.1012527768	0.0	-0.0365233035387291	-0.0062696903417674	3.930901698165147e-05	0.0013339517013821	-0.0128460791887192	-0.0694272715158631	0.0048201460301373	0.0001650217505228	0.2421601158606989	0.0737190253607878	0.0586415217136671	0.0054344947001444	7.142286855998161e-05	-0.000645456577267	5.1012261533364104e-09	4.166141931372546e-07	-0.0001600343049403	1.4959742211900005e-05	2.5610978757724923e-08	2.2379388704650279e-10	-0.000963994441979	0.0004149383819244	1.7217386079403924e-07	9.292852841664036e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4558.198876812858	6.619850272919393	43.82241763587096	20777177.000578	3884.999602034285	-18.327836320207098	335.90958418030243	15093221.907806551	4500.196973760601	-7.459035254064474	55.63720692137668	20251772.802644078	4343.878223789949	3023.856730679104	0.8738519999999999	15.87149	0.1592664806471944	0.0856109775100863	0.1433365634	0.1387938943	-0.0376858413	0.0655846741	0.0649059564	0.057211605	0.10851127	0.0682364242	0.1664258498	0.0050440669	0.0320520133	0.0232351292	0.0045341453	-0.0683583988	-0.048313431	-0.0027491033	-0.0261462385	-0.0252660041	-0.0031255699	-0.0953772251	0.0492666545	-0.1638921548	-0.0934982127	0.0032564233	-0.042989753	-0.0061759261	-0.0888992231	-0.0086459849	-0.0314611559	-0.0198439461	0.0341761332	0.0602558878	0.1145475641	0.1645140237	0.1292365181	0.0295873726	-0.1265009986	0.0644789351	-0.059707936	-0.0273395357	-0.0390038831	0.0075806418	0.0048629999	-0.0332498805	0.0900727901	-0.0856703607	0.1308175804	0.0127782382	-0.0534565792	-0.0529271699	-0.0191503304	0.0949194715	0.0400932295	-0.0746457756	-0.146798396	0.1105764245	0.1058868105	0.098217554	0.0	-0.0433570095319595	-0.0068337059932303	4.669953760191304e-05	0.0018798302755544	0.000544730032459	0.0133908092211781	0.0001793137715979	2.967308082627832e-07	0.1566123393402421	-0.0855477765204568	0.0245274248336231	0.007318422067594	-0.0007332002145495	-0.0008046230831094	5.375825546154327e-07	6.474183058726076e-07	-0.0004061394146319	-0.0002461051096916	1.6494922411754241e-07	6.05677250163145e-08	-0.0009831500274245	-1.9155585445500105e-05	3.669364537598554e-10	9.665839764247952e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
